Sample	num_nodes	num_edges	edge_density	num_pos_edges	portion_pos_edges	num_neg_edges	portion_neg_edges	average_pos_association_strength	average_neg_association_strength	transitivity_global_clusering_coef	transitivity_ave_clustering_coef_mean_local	ave_path_length	assortativity_nominal_EukProk	assortativity_nominal_Sizefraction	assortativity_degree	count_nano	count_pico	count_euk	count_prok	count_euk_nano	count_euk_pico	count_prok_nano	count_prok_pico	fraction_nano	fraction_pico	fraction_euk	fraction_prok	fraction_euk_nano	fraction_euk_pico	fraction_prok_nano	fraction_prok_pico
BL.20150113	808	1022	0.00313470008710908	982	0.960861056751468	40	0.0391389432485323	0.687282676805378	-0.622434094876748	0.0229116945107399	0.0258003354481149	9.43484202258984	0.71931765434009	0.521213305224526	0.0462079446675046	351	457	363	445	307	56	44	401	43.4405940594059	56.559405940594	44.9257425742574	55.0742574257426	37.9950495049505	6.93069306930693	5.44554455445545	49.6287128712871
BL.20150210	800	1000	0.00312891113892365	936	0.936	64	0.064	0.684237935612015	-0.634446765553213	0.0162802170695609	0.0127009282318316	9.72286133429468	0.567350136518572	0.28519512971606	0.0768258714308329	180	620	195	605	108	87	72	533	22.5	77.5	24.375	75.625	13.5	10.875	9	66.625
BL.20150916	685	764	0.00326119434840142	720	0.942408376963351	44	0.0575916230366492	0.687770999324852	-0.627081687380803	0.0287822878228782	0.0263637263637264	11.43375262754	0.608611331341099	0.264971147348146	0.0288139553947104	212	473	311	374	157	154	55	319	30.948905109489	69.0510948905109	45.4014598540146	54.5985401459854	22.9197080291971	22.4817518248175	8.02919708029197	46.5693430656934
BL.20151006	869	1013	0.0026859624654643	963	0.950641658440276	50	0.0493583415597236	0.695504490750616	-0.634426611533849	0.029305912596401	0.0286313267445343	10.9528210494338	0.665971427663361	0.394488271068636	0.0324977726213266	348	521	489	380	286	203	62	318	40.0460299194476	59.9539700805524	56.2715765247411	43.7284234752589	32.9113924050633	23.3601841196778	7.13463751438435	36.5937859608746
BL.20151110	951	1136	0.00251480436106038	1067	0.939260563380282	69	0.0607394366197183	0.690015973123036	-0.638766061078272	0.0214477211796247	0.0189812047552633	10.2501698092345	0.622688618468146	0.342251882353405	0.0880745828886268	376	575	576	375	310	266	66	309	39.5373291272345	60.4626708727655	60.5678233438486	39.4321766561514	32.5972660357518	27.9705573080967	6.94006309148265	32.4921135646688
BL.20151215	1071	1337	0.00233339441695681	1263	0.944652206432311	74	0.0553477935676889	0.687030632697269	-0.62943837285514	0.0251000363768643	0.0185938307771842	9.96525540589749	0.670305774748924	0.426234677667923	0.10504174843132	404	667	532	539	341	191	63	476	37.7217553688142	62.2782446311858	49.6732026143791	50.3267973856209	31.8394024276377	17.8338001867414	5.88235294117647	44.4444444444444
BL.20160119	1089	1415	0.00238852428023551	1321	0.93356890459364	94	0.0664310954063604	0.685156480680521	-0.62885098156683	0.0285620485883125	0.0257121113285497	9.63304069753291	0.63004540134959	0.388990890178364	0.066434141452335	370	719	456	633	289	167	81	552	33.9761248852158	66.0238751147842	41.8732782369146	58.1267217630854	26.5381083562902	15.3351698806244	7.43801652892562	50.6887052341598
BL.20160210	732	870	0.00325177726447041	820	0.942528735632184	50	0.0574712643678161	0.685196286492922	-0.638155814345394	0.0127970749542962	0.0165170556552962	10.1315858247962	0.624835981247959	0.379298099118425	0.0516993821270758	217	515	248	484	159	89	58	426	29.6448087431694	70.3551912568306	33.879781420765	66.120218579235	21.7213114754098	12.1584699453552	7.92349726775956	58.1967213114754
BL.20160308	773	928	0.0031101488715656	851	0.917025862068966	77	0.0829741379310345	0.690531521615413	-0.63297648801511	0.018232044198895	0.0159976730657359	9.75533061758286	0.624160434268406	0.235247712538746	0.0973620029375159	146	627	220	553	76	144	70	483	18.8874514877102	81.1125485122898	28.4605433376455	71.5394566623545	9.83182406209573	18.6287192755498	9.05562742561449	62.48382923674
BL.20160405	582	668	0.00395100283312928	628	0.940119760479042	40	0.0598802395209581	0.685057669339648	-0.639711017118875	0.0147420147420147	0.0126190476190476	10.239037586468	0.675115509081726	0.291762382412556	0.0202876206970768	141	441	137	445	68	69	73	372	24.2268041237113	75.7731958762887	23.5395189003436	76.4604810996563	11.6838487972509	11.8556701030928	12.5429553264605	63.9175257731959
BL.20160504	596	648	0.00365461620889967	603	0.930555555555556	45	0.0694444444444444	0.692678527966226	-0.637816342229906	0.0163191296464189	0.013915857605178	11.6909124880628	0.683777232036758	0.271538068472152	-0.0166564024655381	126	470	162	434	66	96	60	374	21.1409395973154	78.8590604026846	27.1812080536913	72.8187919463087	11.0738255033557	16.1073825503356	10.0671140939597	62.751677852349
