Source	Target	num_triplets	ENVs	SignPattern	Overlap	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_SP_OL_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV	presence_X	presence_Y	presence_X_AND_Y	presence_X_OR_Y	percentage_co_occurrence
bn_ASV_000348	bn_ASV_000333	1	ENV_Temp	0.000000	100.000000	0.482621	0.252645	-0.229976	0.282717	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	42	34	55	61.818182
bn_ASV_000348	bn_ASV_000511	1	ENV_Day_length_Hours_light	0.000000	96.638655	0.634622	0.059928	-0.574694	0.359640	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	43	36	54	66.666667
bn_ASV_000348	bn_ASV_000380	1	ENV_Day_length_Hours_light	0.000000	98.290598	0.515571	0.286913	-0.228657	0.745255	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	45	31	61	50.819672
bn_ASV_000348	bn_ASV_000411	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	88.793103;89.655172	0.345211	0.221831;0.253173	-0.123380;-0.092038	0.825175;0.702298	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	38	29	56	51.785714
bn_ASV_000348	bn_ASV_000431	1	ENV_Temp	0.000000	97.196262	0.456496	0.179008	-0.277488	0.179820	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	41	31	57	54.385965
bn_ASV_000348	bp_ASV_000059	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.577676	0.522565;0.242628	-0.055111;-0.335048	0.972028;0.152847	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	70	40	77	51.948052
bn_ASV_000348	bn_ASV_000302	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.500686	0.685720;0.178983	0.185034;-0.321703	nan;0.251748	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	41	33	55	60.000000
bn_ASV_000348	en_ASV_00472	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.481441	0.662168	0.180727	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	77	44	80	55.000000
bn_ASV_000348	en_ASV_00053	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.536447	0.581307;0.230738	0.044860;-0.305709	nan;0.239760	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	71	41	77	53.246753
bn_ASV_000348	bp_ASV_000081	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.489028	0.294742	-0.194286	0.660340	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	69	37	79	46.835443
bn_ASV_000348	bp_ASV_000063	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.281698	0.384966;0.243066	0.103268;-0.038632	nan;0.612388	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	47	65	10	102	9.803922
bn_ASV_000348	en_ASV_00092	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.507305	0.587780;0.183173	0.080475;-0.324132	nan;0.079920	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	69	44	72	61.111111
bn_ASV_000348	en_ASV_00547	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.550586	0.379091;0.236646	-0.171494;-0.313939	0.551449;0.163836	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	65	43	69	62.318841
bn_ASV_000348	bp_ASV_000102	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.589524	0.656258;0.871395	0.066734;0.281871	nan;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	64	39	72	54.166667
bn_ASV_000348	bn_ASV_000252	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	99.152542;98.305085	0.470752	0.219828;0.347264	-0.250924;-0.123488	0.691309;0.530470	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	48	37	58	63.793103
bn_ASV_000348	bn_ASV_000257	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.477824	0.307540	-0.170283	0.909091	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	39	32	54	59.259259
bn_ASV_000348	bn_ASV_000280	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.574048	0.660744;0.065357	0.086696;-0.508691	nan;0.034965	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	41	34	54	62.962963
bn_ASV_000348	bn_ASV_000457	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.595437	0.651630;0.750751	0.056194;0.155315	nan;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	37	33	51	64.705882
bn_ASV_000348	bn_ASV_000262	1	ENV_Day_length_Hours_light	0.000000	99.047619	0.524537	0.238120	-0.286417	0.678322	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	46	35	58	60.344828
bn_ASV_000348	bn_ASV_000425	1	ENV_Day_length_Hours_light	0.000000	99.152542	0.516840	0.811412	0.294573	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	37	29	55	52.727273
bn_ASV_000348	ep_ASV_00018	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.496605	0.266354;0.182079	-0.230252;-0.314527	0.606394;0.172827	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	62	38	71	53.521127
bn_ASV_000348	bp_ASV_000142	1	ENV_Temp	0.000000	100.000000	0.253660	0.056348	-0.197312	0.109890	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	47	62	10	99	10.101010
bn_ASV_000348	en_ASV_00016	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.383357	0.181493;0.206230	-0.201864;-0.177127	0.326673;0.099900	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	63	41	69	59.420290
bn_ASV_000348	ep_ASV_00029	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.457627;100.000000	0.360160	0.368333;0.262582	0.008173;-0.097578	nan;0.497502	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	60	40	67	59.701493
bn_ASV_000348	ep_ASV_00044	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.255351	0.266734	0.011383	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	60	37	70	52.857143
bn_ASV_000348	bn_ASV_000298	1	ENV_Day_length_Hours_light	0.000000	99.152542	0.486756	0.564809	0.078054	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	38	31	54	57.407407
bn_ASV_000348	bp_ASV_000210	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.367366	0.172746;0.108668	-0.194619;-0.258698	0.474525;0.037962	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	47	56	35	68	51.470588
bn_ASV_000348	ep_ASV_00213	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.490063	0.490884	0.000821	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	62	34	75	45.333333
bn_ASV_000348	en_ASV_00636	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.594950	0.627189;0.338205	0.032239;-0.256746	nan;0.548452	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	56	38	65	58.461538
bn_ASV_000348	bn_ASV_000528	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.544432	0.161111;0.246559	-0.383321;-0.297873	0.408591;0.689311	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	35	32	50	64.000000
bn_ASV_000348	en_ASV_00366	1	ENV_Temp	0.000000	100.000000	0.424858	0.374939	-0.049919	0.693307	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	52	34	65	52.307692
bn_ASV_000348	bp_ASV_000244	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;99.047619	0.523833	0.224987;0.308013	-0.298845;-0.215820	0.468531;0.788212	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	51	33	65	50.769231
bn_ASV_000348	bp_ASV_000213	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.601691	0.761923;0.161432	0.160233;-0.440259	nan;0.146853	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	51	37	61	60.655738
bn_ASV_000348	ep_ASV_00008	1	ENV_Temp	0.000000	100.000000	0.209560	-0.009079	-0.218639	0.033966	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	47	52	5	94	5.319149
bn_ASV_000348	ep_ASV_00127	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.420095	0.300840	-0.119255	0.872128	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	58	37	68	54.411765
bn_ASV_000348	bn_ASV_000476	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.798319;99.159664	0.518911	0.083060;0.811896	-0.435851;0.292984	0.187812;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	33	30	50	60.000000
bn_ASV_000348	en_ASV_00983	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.457627;100.000000	0.601163	0.317226;0.355478	-0.283938;-0.245685	0.778222;0.763237	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	55	37	65	56.923077
bn_ASV_000348	bp_ASV_000308	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.304838	0.712271;0.170367	0.407433;-0.134471	nan;0.187812	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	47	49	33	63	52.380952
bn_ASV_000348	bn_ASV_000409	1	ENV_Day_length_Hours_light	0.000000	98.924731	0.481129	0.978859	0.497730	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	30	26	51	50.980392
bn_ASV_000348	bn_ASV_000720	1	ENV_Temp	0.000000	99.159664	0.539550	0.112065	-0.427486	0.596404	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	30	28	49	57.142857
bn_ASV_000348	en_ASV_00683	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.532881	0.466270;0.935624	-0.066611;0.402743	0.882118;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	49	37	59	62.711864
bn_ASV_000348	bp_ASV_000113	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.476247	0.390848	-0.085398	0.923077	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	48	33	62	53.225806
bn_ASV_000348	bp_ASV_000311	1	ENV_Day_length_Hours_light	0.000000	97.435897	0.525187	0.666950	0.141763	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	48	31	64	48.437500
bn_ASV_000348	en_ASV_00570	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.575350	0.270384;0.209526	-0.304966;-0.365824	0.787213;0.200799	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	51	38	60	63.333333
bn_ASV_000348	en_ASV_01063	1	ENV_Temp	0.000000	100.000000	0.549748	0.914424	0.364676	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	55	40	62	64.516129
bn_ASV_000348	en_ASV_00715	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.598566	0.402544;0.183024	-0.196022;-0.415543	0.895105;0.195804	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	48	34	61	55.737705
bn_ASV_000348	bn_ASV_000479	1	ENV_Temp	0.000000	100.000000	0.500871	0.750668	0.249797	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	31	28	50	56.000000
bn_ASV_000348	en_ASV_00583	1	ENV_Temp	0.000000	100.000000	0.582391	0.124213	-0.458178	0.030969	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	49	37	59	62.711864
bn_ASV_000348	bp_ASV_000398	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.290474	0.207125;0.250534	-0.083349;-0.039940	0.693307;0.500500	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	47	46	31	62	50.000000
bn_ASV_000348	bp_ASV_000348	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.461261	0.187699;0.137207	-0.273563;-0.324054	0.665335;0.297702	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	46	30	63	47.619048
bn_ASV_000348	bn_ASV_000652	1	ENV_Temp	0.000000	97.457627	0.531857	0.056556	-0.475301	0.372627	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	31	27	51	52.941176
bn_ASV_000348	ep_ASV_00070	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.557275	0.178058;0.188461	-0.379217;-0.368815	0.306693;0.161838	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	46	36	57	63.157895
bn_ASV_000348	en_ASV_00327	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.191038	-0.022381;-0.022381	-0.213418;-0.213418	0.094905;0.001998	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;0.000000	0.000000	0.000000;0.000000	47	50	6	91	6.593407
bn_ASV_000348	en_ASV_00428	1	ENV_Day_length_Hours_light	0.000000	93.277311	0.493775	0.329071	-0.164704	0.850150	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	46	31	62	50.000000
bn_ASV_000348	bp_ASV_000367	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.451570	0.259837;0.202016	-0.191733;-0.249554	0.675325;0.538462	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	43	31	59	52.542373
bn_ASV_000348	ep_ASV_00246	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	99.152542;96.610169	0.574487	0.263096;0.043097	-0.311391;-0.531390	0.885115;0.008991	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	43	32	58	55.172414
bn_ASV_000348	ep_ASV_00264	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.329377	0.884300;0.232666	0.554924;-0.096711	nan;0.659341	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	44	30	61	49.180328
bn_ASV_000348	bp_ASV_000222	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;82.500000	0.419631	0.750674;0.267584	0.331043;-0.152047	nan;0.428571	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	42	33	56	58.928571
bn_ASV_000348	ep_ASV_00350	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	99.122807;100.000000	0.293803	0.568646;0.262036	0.274843;-0.031767	nan;0.535465	1.000000;2.000000	0.000000;1.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	47	46	31	62	50.000000
bn_ASV_000348	en_ASV_00879	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.640770	0.161754;0.130977	-0.479016;-0.509793	0.624376;0.115884	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	41	34	54	62.962963
bn_ASV_000348	bp_ASV_000271	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;96.296296	0.528470	0.078144;0.132346	-0.450326;-0.396124	0.233766;0.421578	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	41	31	57	54.385965
bn_ASV_000348	en_ASV_01073	1	ENV_Day_length_Hours_light	0.000000	94.117647	0.429121	0.639700	0.210579	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	44	33	58	56.896552
bn_ASV_000348	en_ASV_00406	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.513813	0.086290;0.099486	-0.427522;-0.414327	0.629371;0.269730	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	39	31	55	56.363636
bn_ASV_000348	bp_ASV_000306	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.584379	0.336896;0.098283	-0.247483;-0.486096	0.969031;0.394605	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	39	31	55	56.363636
bn_ASV_000348	bp_ASV_000279	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.457627;100.000000	0.515957	0.190727;0.090173	-0.325230;-0.425783	0.653347;0.124875	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	39	30	56	53.571429
bn_ASV_000348	bp_ASV_000302	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.467861	0.532669;0.112463	0.064808;-0.355397	nan;0.672328	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	38	28	57	49.122807
bn_ASV_000348	bn_ASV_000498	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;96.666667	0.487448	0.058128;0.044575	-0.429320;-0.442873	0.715285;0.196803	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	29	26	50	52.000000
bn_ASV_000348	bn_ASV_000692	1	ENV_Temp	0.000000	100.000000	0.386346	0.316147	-0.070198	0.809191	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	27	25	49	51.020408
bn_ASV_000348	bn_ASV_000607	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.491644	0.717756;0.315494	0.226112;-0.176150	nan;0.635365	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	40	31	56	55.357143
bn_ASV_000348	ep_ASV_00162	1	ENV_Temp	0.000000	98.165138	0.327887	0.138213	-0.189674	0.239760	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	37	26	58	44.827586
bn_ASV_000348	ep_ASV_00301	1	ENV_Temp	0.000000	100.000000	0.412828	0.259082	-0.153746	0.665335	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	42	31	58	53.448276
bn_ASV_000348	en_ASV_00804	1	ENV_Temp	0.000000	100.000000	0.426310	0.148469	-0.277841	0.141858	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	40	29	58	50.000000
bn_ASV_000348	en_ASV_00954	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.352103	0.143613;0.113933	-0.208490;-0.238169	0.431568;0.054945	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	39	30	56	53.571429
bn_ASV_000348	en_ASV_00969	1	ENV_Day_length_Hours_light	0.000000	98.319328	0.520848	0.580178	0.059330	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	40	31	56	55.357143
bn_ASV_000348	en_ASV_01061	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.398184	0.212752	-0.185432	0.617383	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	38	30	55	54.545455
bn_ASV_000348	bp_ASV_000319	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.449356	0.153842;0.091411	-0.295514;-0.357945	0.512488;0.084915	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	37	29	55	52.727273
bn_ASV_000348	bn_ASV_000846	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;96.666667	0.593144	0.801026;0.728473	0.207882;0.135329	nan;nan	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	25	25	47	53.191489
bn_ASV_000348	en_ASV_01138	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	94.166667;97.500000	0.391070	0.828030;0.167305	0.436960;-0.223765	nan;0.116883	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	39	30	56	53.571429
bn_ASV_000348	en_ASV_00848	1	ENV_Day_length_Hours_light	0.000000	98.319328	0.457108	0.225863	-0.231245	0.610390	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	43	31	59	52.542373
bn_ASV_000348	bp_ASV_000599	1	ENV_Temp	0.000000	100.000000	0.407064	0.002953	-0.404111	0.023976	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	36	29	54	53.703704
bn_ASV_000348	bp_ASV_000257	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.473379	0.183203	-0.290175	0.258741	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	47	36	27	56	48.214286
bn_ASV_000348	bp_ASV_000457	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.457627;100.000000	0.502434	0.028845;0.248888	-0.473589;-0.253547	0.027972;0.874126	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	36	28	55	50.909091
bn_ASV_000348	bp_ASV_000415	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;96.666667	0.434576	0.104341;0.107272	-0.330235;-0.327304	0.158841;0.111888	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	47	36	29	54	53.703704
bn_ASV_000348	bn_ASV_000267	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.557191	0.055180	-0.502011	0.254745	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	47	27	26	48	54.166667
bn_ASV_000348	bn_ASV_000832	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;96.666667	0.335051	0.922862;0.147570	0.587811;-0.187481	nan;0.436563	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	47	27	23	51	45.098039
bn_ASV_000311	bn_ASV_000133	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.395459	0.193313	-0.202146	0.084915	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	41	85	39	87	44.827586
bn_ASV_000311	bn_ASV_000088	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.397982	0.069487	-0.328495	0.009990	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	41	86	40	87	45.977011
bn_ASV_000311	bn_ASV_000037	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.556077	0.077010	-0.479067	0.012987	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	76	40	77	51.948052
bn_ASV_000311	bn_ASV_000102	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.619287	0.098347	-0.520940	0.068931	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	77	38	80	47.500000
bn_ASV_000311	bn_ASV_000073	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.601702	0.167527	-0.434175	0.035964	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	61	38	64	59.375000
bn_ASV_000311	bn_ASV_000331	1	ENV_Day_length_Hours_light	0.000000	99.152542	0.380415	0.134516	-0.245898	0.018981	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	41	58	37	62	59.677419
bn_ASV_000311	bn_ASV_000179	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.266954	0.066965	-0.199989	0.008991	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	41	72	37	76	48.684211
bn_ASV_000311	bn_ASV_000289	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.361839	0.067251	-0.294587	0.005994	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	41	65	33	73	45.205479
bn_ASV_000311	bn_ASV_000230	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.476653	0.263059	-0.213594	0.223776	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	54	36	59	61.016949
bn_ASV_000311	bn_ASV_000244	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.478211	0.213893	-0.264318	0.113886	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	58	39	60	65.000000
bn_ASV_000311	bn_ASV_000193	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.584922	0.066257	-0.518665	0.018981	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	52	36	57	63.157895
bn_ASV_000311	bn_ASV_000308	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.487308	0.079337	-0.407970	0.020979	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	50	33	58	56.896552
bn_ASV_000311	bn_ASV_000213	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.733611	0.134145	-0.599467	0.108891	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	48	37	52	71.153846
bn_ASV_000311	bn_ASV_000474	1	ENV_Day_length_Hours_light	0.000000	99.152542	0.435166	0.191223	-0.243943	0.078921	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	45	30	56	53.571429
bn_ASV_000311	bn_ASV_000107	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.462394	0.102301	-0.360093	0.008991	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	61	39	63	61.904762
bn_ASV_000311	bn_ASV_000361	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.498090	0.163465	-0.334625	0.032967	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	41	47	35	53	66.037736
