Source	Target	num_triplets	ENVs	SignPattern	Overlap	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_SP_OL_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV	presence_X	presence_Y	presence_X_AND_Y	presence_X_OR_Y	percentage_co_occurrence
ep_ASV_00126	bn_ASV_000015	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.289898	0.292649	0.002751	nan	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	110	47	118	39.830508
ep_ASV_00126	bn_ASV_000026	1	ENV_Temp	0.000000	100.000000	0.511995	0.279928	-0.232067	0.159840	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	96	48	103	46.601942
ep_ASV_00126	bn_ASV_000125	1	ENV_Temp	0.000000	100.000000	0.565771	0.377172	-0.188599	0.617383	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	86	46	95	48.421053
ep_ASV_00126	bn_ASV_000133	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.462074	0.219137	-0.242937	0.061938	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	85	47	93	50.537634
ep_ASV_00126	bn_ASV_000092	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.467357	0.238867;0.407182	-0.228490;-0.060175	0.027972;0.143856	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	82	47	90	52.222222
ep_ASV_00126	bn_ASV_000088	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.457876	0.178547;0.363236	-0.279329;-0.094640	0.043956;0.191808	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	86	51	90	56.666667
ep_ASV_00126	bn_ASV_000037	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.569878	0.130036;0.340324	-0.439843;-0.229554	0.105894;0.125874	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	76	48	83	57.831325
ep_ASV_00126	bn_ASV_000184	1	ENV_Temp	0.000000	100.000000	0.490974	0.437544	-0.053430	0.273726	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	70	44	81	54.320988
ep_ASV_00126	bn_ASV_000077	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	87.500000;95.000000	0.285114	0.494094;0.043784	0.208981;-0.241330	nan;0.160839	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	68	14	109	12.844037
ep_ASV_00126	bn_ASV_000221	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.571342	0.093498	-0.477844	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	74	46	83	55.421687
ep_ASV_00126	bn_ASV_000132	1	ENV_Temp	0.000000	100.000000	0.389423	0.343779	-0.045644	0.076923	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	73	47	81	58.024691
ep_ASV_00126	bn_ASV_000039	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.475035	0.290477;0.332255	-0.184559;-0.142781	0.089910;0.118881	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	68	48	75	64.000000
ep_ASV_00126	bn_ASV_000080	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;96.666667	0.471975	0.126217;0.216276	-0.345758;-0.255699	0.006993;0.027972	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	68	40	83	48.192771
ep_ASV_00126	bn_ASV_000116	1	ENV_Temp	0.000000	100.000000	0.380149	0.049820	-0.330330	0.159840	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	69	12	112	10.714286
ep_ASV_00126	bn_ASV_000028	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	99.107143;100.000000	0.236212	0.594622;0.119106	0.358410;-0.117107	nan;0.205794	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	70	16	109	14.678899
ep_ASV_00126	bn_ASV_000102	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.563835	0.132428;0.398020	-0.431407;-0.165815	0.015984;0.219780	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	77	48	84	57.142857
ep_ASV_00126	bn_ASV_000059	1	ENV_Temp	0.000000	100.000000	0.477255	0.456349	-0.020906	0.431568	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	69	46	78	58.974359
ep_ASV_00126	bn_ASV_000043	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	95.833333;100.000000	0.295009	0.606900;0.016618	0.311891;-0.278391	nan;0.001998	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;0.000000	0.000000	0.000000;0.000000	55	68	15	108	13.888889
ep_ASV_00126	bn_ASV_000089	1	ENV_Temp	0.000000	100.000000	0.429945	0.413123	-0.016821	0.546454	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	75	45	85	52.941176
ep_ASV_00126	bn_ASV_000073	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.554565	0.261569;0.363534	-0.292996;-0.191031	0.022977;0.055944	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	61	47	69	68.115942
ep_ASV_00126	bn_ASV_000331	1	ENV_Day_length_Hours_light	0.000000	97.500000	0.288132	0.376584	0.088452	nan	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	58	39	74	52.702703
ep_ASV_00126	bn_ASV_000178	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.226179	0.028941	-0.197238	0.005994	1.000000	0.000000	1	0	0	0.000000	0.000000	0.000000	55	62	14	103	13.592233
ep_ASV_00126	bp_ASV_000015	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.312138	0.232365	-0.079773	0.059940	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	109	47	117	40.170940
ep_ASV_00126	bn_ASV_000156	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	84.166667;100.000000	0.291882	0.584522;0.052997	0.292640;-0.238885	nan;0.263736	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	58	10	103	9.708738
ep_ASV_00126	bp_ASV_000041	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.498219	0.120218	-0.378001	0.013986	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	103	51	107	47.663551
ep_ASV_00126	bn_ASV_000230	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.490717	0.388978;0.254152	-0.101739;-0.236566	0.464535;0.049950	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	54	42	67	62.686567
ep_ASV_00126	bp_ASV_000125	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.475988	0.095852	-0.380136	0.001998	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	98	51	102	50.000000
ep_ASV_00126	ep_ASV_00002	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.319756	0.139820;0.240139	-0.179936;-0.079617	0.005994;0.114885	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	101	54	102	52.941176
ep_ASV_00126	bn_ASV_000244	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;98.333333	0.435928	0.371476;0.252014	-0.064452;-0.183914	0.498501;0.257742	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	58	42	71	59.154930
ep_ASV_00126	bn_ASV_000210	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.555451	0.159481;0.129511	-0.395970;-0.425940	0.044955;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	53	42	66	63.636364
ep_ASV_00126	bn_ASV_000193	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.646477	0.102003;0.367127	-0.544473;-0.279350	0.007992;0.625375	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	52	43	64	67.187500
ep_ASV_00126	bn_ASV_000064	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	94.166667;100.000000	0.278324	0.037254;0.046234	-0.241070;-0.232090	0.102897;0.363636	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	54	8	101	7.920792
ep_ASV_00126	bn_ASV_000308	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;96.666667	0.455006	0.316269;0.253384	-0.138737;-0.201622	0.615385;0.071928	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	50	37	68	54.411765
ep_ASV_00126	bn_ASV_000213	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.585103	0.110529;0.425962	-0.474573;-0.159140	0.023976;0.621379	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	48	41	62	66.129032
ep_ASV_00126	bp_ASV_000092	1	ENV_Temp	0.000000	100.000000	0.415661	0.384609	-0.031052	0.156843	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	90	50	95	52.631579
ep_ASV_00126	bn_ASV_000474	1	ENV_Day_length_Hours_light	0.000000	98.319328	0.409657	0.244444	-0.165212	0.125874	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	45	34	66	51.515152
ep_ASV_00126	ep_ASV_00001	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.531422	0.155851;0.305572	-0.375571;-0.225850	0.031968;0.173826	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	88	54	89	60.674157
ep_ASV_00126	bn_ASV_000067	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.435879	0.204550	-0.231328	0.014985	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	58	45	68	66.176471
ep_ASV_00126	bn_ASV_000107	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.468598	0.310890;0.334344	-0.157708;-0.134254	0.141858;0.229770	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	61	47	69	68.115942
ep_ASV_00126	bn_ASV_000170	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.607703	0.154617;0.364495	-0.453086;-0.243208	0.088911;0.578422	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	47	40	62	64.516129
ep_ASV_00126	bn_ASV_000361	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.464940	0.384037;0.202040	-0.080903;-0.262901	0.471528;0.020979	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	47	37	65	56.923077
ep_ASV_00126	bn_ASV_000226	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.629232	0.345259;0.204658	-0.283972;-0.424574	0.726274;0.176823	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	45	40	60	66.666667
ep_ASV_00126	bn_ASV_000113	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.526985	0.051376	-0.475609	0.000999	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	48	36	67	53.731343
ep_ASV_00126	bn_ASV_000304	1	ENV_Temp	0.000000	100.000000	0.464199	0.273374	-0.190824	0.210789	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	47	36	66	54.545455
ep_ASV_00126	bn_ASV_000398	1	ENV_Temp	0.000000	100.000000	0.496461	0.093618	-0.402843	0.013986	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	44	37	62	59.677419
ep_ASV_00126	ep_ASV_00073	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.425528	0.176274	-0.249254	0.025974	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	86	50	91	54.945055
ep_ASV_00126	bp_ASV_000080	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.406459	0.123833;0.480689	-0.282626;0.074231	0.003996;nan	1.000000;3.000000	0.000000;1.000000	1	0	1	0.000000;1.000000	0.000000	0.000000;0.000000	55	82	49	88	55.681818
ep_ASV_00126	bn_ASV_000232	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.509084	0.077689;0.093441	-0.431395;-0.415643	0.000999;0.070929	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	46	38	63	60.317460
ep_ASV_00126	bn_ASV_000311	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.431640	0.087426	-0.344214	0.019980	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	41	32	64	50.000000
ep_ASV_00126	en_ASV_00168	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.516478	0.140015;0.355923	-0.376463;-0.160555	0.012987;0.130869	2.000000;3.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	88	49	94	52.127660
ep_ASV_00126	bn_ASV_000290	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.442885	0.235032;0.063665	-0.207853;-0.379219	0.529471;0.001998	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	39	34	60	56.666667
ep_ASV_00126	ep_ASV_00037	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.557952	0.177989;0.247971	-0.379962;-0.309981	0.033966;0.027972	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	81	51	85	60.000000
ep_ASV_00126	bn_ASV_000135	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.534840	0.068773;0.430891	-0.466067;-0.103948	0.015984;0.824176	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	44	37	62	59.677419
ep_ASV_00126	bp_ASV_000124	1	ENV_Temp	0.000000	100.000000	0.519945	0.367808	-0.152137	0.031968	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	77	52	80	65.000000
ep_ASV_00126	bn_ASV_000222	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.555864	0.242733;0.161973	-0.313131;-0.393892	0.661339;0.074925	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	45	37	63	58.730159
ep_ASV_00126	bn_ASV_000348	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.491862	0.203467;0.149520	-0.288395;-0.342342	0.566434;0.130869	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	47	37	65	56.923077
ep_ASV_00126	bp_ASV_000088	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.584959	0.175825;0.384953	-0.409133;-0.200006	0.007992;0.113886	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	76	53	78	67.948718
ep_ASV_00126	bn_ASV_000271	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.492401	0.067415;0.109095	-0.424986;-0.383306	0.029970;0.133866	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	46	38	63	60.317460
ep_ASV_00126	bn_ASV_000367	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.570170	0.080777;0.029988	-0.489394;-0.540183	0.044955;0.009990	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	43	39	59	66.101695
ep_ASV_00126	bn_ASV_000197	1	ENV_Temp	0.000000	100.000000	0.431891	0.302049	-0.129842	0.345654	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	45	34	66	51.515152
ep_ASV_00126	ep_ASV_00072	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.417382	0.263548	-0.153834	0.114885	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	79	50	84	59.523810
ep_ASV_00126	en_ASV_00109	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.393547	0.109190;0.271171	-0.284357;-0.122377	0.005994;0.090909	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	79	48	86	55.813953
ep_ASV_00126	en_ASV_00112	1	ENV_Temp	0.000000	100.000000	0.240885	0.266027	0.025142	nan	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	79	46	88	52.272727
ep_ASV_00126	bp_ASV_000090	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.345254	0.631683;0.043969	0.286429;-0.301286	nan;0.043956	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;0.000000	0.000000	0.000000;0.000000	55	75	15	115	13.043478
ep_ASV_00126	ep_ASV_00047	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.507639	0.201292;0.401321	-0.306347;-0.106318	0.005994;0.206793	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	81	48	88	54.545455
ep_ASV_00126	en_ASV_00402	1	ENV_Day_length_Hours_light	0.000000	99.152542	0.345891	0.264682	-0.081208	0.247752	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	83	45	93	48.387097
ep_ASV_00126	en_ASV_00206	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.288496	0.124863;0.334344	-0.163632;0.045848	0.008991;nan	1.000000;2.000000	0.000000;1.000000	1	1	0	0.000000;1.000000	0.000000	0.000000;0.000000	55	77	45	87	51.724138
ep_ASV_00126	bp_ASV_000037	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.517892	0.269881;0.398948	-0.248012;-0.118944	0.070929;0.354645	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	73	55	73	75.342466
ep_ASV_00126	bp_ASV_000077	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	97.500000;100.000000	0.367365	0.463553;0.074074	0.096188;-0.293291	nan;0.213786	1.000000;1.000000	0.000000;0.000000	2	0	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	73	15	113	13.274336
ep_ASV_00126	bn_ASV_000333	1	ENV_Temp	0.000000	100.000000	0.375917	0.651355	0.275438	nan	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	42	34	63	53.968254
ep_ASV_00126	bn_ASV_000511	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.446055	0.006379	-0.439675	0.010989	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	43	34	64	53.125000
ep_ASV_00126	bn_ASV_000402	1	ENV_Temp	0.000000	100.000000	0.403140	0.305297	-0.097843	0.377622	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	38	33	60	55.000000
ep_ASV_00126	bn_ASV_000411	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	88.983051;89.830508	0.347844	0.335862;0.710059	-0.011982;0.362215	0.327672;nan	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	38	32	61	52.459016
ep_ASV_00126	ep_ASV_00045	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.541322	0.110167;0.323121	-0.431155;-0.218201	0.000999;0.105894	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	74	50	79	63.291139
ep_ASV_00126	bp_ASV_000059	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.551402	0.256932;0.486157	-0.294471;-0.065245	0.129870;0.279720	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	70	51	74	68.918919
ep_ASV_00126	bn_ASV_000306	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.507169	0.119659;0.237009	-0.387510;-0.270160	0.035964;0.211788	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	40	34	61	55.737705
ep_ASV_00126	bn_ASV_000279	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.518317	0.033972	-0.484345	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	41	35	61	57.377049
ep_ASV_00126	bn_ASV_000302	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.480019	0.446863;0.313211	-0.033156;-0.166808	0.778222;0.316683	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	41	36	60	60.000000
ep_ASV_00126	bn_ASV_000462	1	ENV_Temp	0.000000	100.000000	0.466970	0.157627	-0.309343	0.240759	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	38	33	60	55.000000
ep_ASV_00126	bn_ASV_000314	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.568646	0.174238;0.142410	-0.394408;-0.426237	0.055944;0.028971	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	49	41	63	65.079365
ep_ASV_00126	en_ASV_00472	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.469469	0.189477	-0.279993	0.002997	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	77	48	84	57.142857
ep_ASV_00126	en_ASV_00053	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.551172	0.239404;0.231928	-0.311768;-0.319245	0.122877;0.031968	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	71	48	78	61.538462
ep_ASV_00126	en_ASV_00512	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.433833	0.144707;0.306997	-0.289125;-0.126836	0.021978;0.118881	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	72	45	82	54.878049
ep_ASV_00126	bp_ASV_000039	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.642103	0.372351;0.210270	-0.269752;-0.431833	0.452547;0.027972	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	68	52	71	73.239437
ep_ASV_00126	bn_ASV_000143	1	ENV_Day_length_Hours_light	0.000000	94.642857	0.240376	0.000000	-0.240376	0.179820	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	38	1	92	1.086957
ep_ASV_00126	bp_ASV_000221	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.434815	0.173209	-0.261606	0.029970	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	67	42	80	52.500000
ep_ASV_00126	bp_ASV_000116	1	ENV_Temp	0.000000	100.000000	0.337273	0.103831	-0.233442	0.442557	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	67	12	110	10.909091
ep_ASV_00126	bn_ASV_000599	1	ENV_Temp	0.000000	100.000000	0.431457	0.132030	-0.299428	0.002997	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000	55	38	32	61	52.459016
ep_ASV_00126	en_ASV_00119	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.512683	0.188427;0.373654	-0.324256;-0.139029	0.009990;0.139860	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	66	48	73	65.753425
ep_ASV_00126	bp_ASV_000063	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.377662	0.078858;0.090379	-0.298804;-0.287283	0.117882;0.344655	2.000000;1.000000	1.000000;0.000000	1	1	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	65	8	112	7.142857
ep_ASV_00126	bn_ASV_000248	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.305566	0.216007	-0.089559	0.130869	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000	55	41	34	62	54.838710
ep_ASV_00126	ep_ASV_00215	1	ENV_Day_length_Hours_light	0.000000	100.000000	0.402692	0.285986	-0.116706	0.150849	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000	55	67	44	78	56.410256
ep_ASV_00126	en_ASV_00092	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.426668	0.225170;0.263259	-0.201499;-0.163409	0.050949;0.071928	3.000000;2.000000	1.000000;1.000000	0	1	1	1.000000;1.000000	0.000000	0.000000;0.000000	55	69	49	75	65.333333
ep_ASV_00126	en_ASV_00547	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.412286	0.190391;0.248928	-0.221895;-0.163359	0.014985;0.027972	1.000000;3.000000	0.000000;1.000000	1	0	1	0.000000;1.000000	0.000000	0.000000;0.000000	55	65	43	77	55.844156
ep_ASV_00126	bp_ASV_000102	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.628010	0.202869;0.339265	-0.425141;-0.288745	0.036963;0.067932	3.000000;3.000000	1.000000;1.000000	0	0	2	1.000000;1.000000	0.000000	0.000000;0.000000	55	64	49	70	70.000000
ep_ASV_00126	bp_ASV_000159	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	98.319328;100.000000	0.387529	0.018159;0.036284	-0.369370;-0.351245	0.023976;0.259740	2.000000;2.000000	1.000000;1.000000	0	2	0	1.000000;1.000000	0.000000	0.000000;0.000000	55	64	7	112	6.250000
ep_ASV_00126	bn_ASV_000252	2	ENV_Day_length_Hours_light;ENV_Temp	0.000000;0.000000	100.000000;100.000000	0.382269	0.201858;0.375876	-0.180411;-0.006393	0.027972;0.293706	1.000000;2.000000	0.000000;1.000000	1	1	0	0.000000;1.000000	0.000000	0.000000;0.000000	55	48	38	65	58.461538
