Source	Target	association_score	MutualInformation	num_Triplets	percentage_co_occurrence
ASV_233_16S_022_3	OTU_1849_18S_022_3	-0.577995173759489	0.548648	0	8.695652
ASV_234_16S_022_3	ASV_641_16S_022_3	0.918987996285235	0.907969	0	94.444444
ASV_234_16S_022_3	ASV_862_16S_022_3	0.629451930522919	0.578438	0	83.333333
ASV_235_16S_022_3	ASV_253_16S_022_3	0.663446962833405	0.758239	0	100
ASV_235_16S_022_3	ASV_345_16S_022_3	0.728875696659088	0.781249	0	93.75
ASV_235_16S_3_200	ASV_628_16S_3_200	0.827921904421078	0.723064	0	85.714286
ASV_237_16S_022_3	ASV_237_16S_3_200	0.611505210399628	0.486551	0	81.818182
ASV_237_16S_022_3	ASV_249_16S_022_3	0.575781610343098	0.528721	0	95.454545
ASV_237_16S_3_200	ASV_1591_16S_3_200	0.520948184508615	0.519532	0	21.052632
ASV_2371_16S_022_3	OTU_2155_18S_3_200	0.81085604429245	0.483572	0	80
ASV_240_16S_022_3	ASV_987_16S_022_3	0.588009417057037	0.623912	0	66.666667
ASV_240_16S_022_3	ASV_996_16S_022_3	0.95626300573349	1.000483	0	100
ASV_246_16S_022_3	ASV_362_16S_022_3	0.56574	0.615606	0	64.705882
ASV_246_16S_022_3	ASV_538_16S_022_3	0.77734111003731	0.602194	0	72.727273
ASV_248_16S_022_3	ASV_300_16S_022_3	0.58943784236908	0.468051	0	62.5
ASV_248_16S_022_3	ASV_808_16S_022_3	0.702914118766785	0.547893	0	71.428571
ASV_248_16S_022_3	OTU_1318_18S_3_200	0.566479086875916	0.386974	0	57.142857
ASV_248_16S_022_3	OTU_1397_18S_3_200	0.528887359691286	0.49773	0	66.666667
ASV_248_16S_022_3	OTU_2823_18S_022_3	0.601606607437134	0.502498	0	57.142857
ASV_248_16S_3_200	ASV_300_16S_3_200	0.836657953789626	0.688367	0	80
ASV_25_16S_022_3	ASV_185_16S_022_3	0.608330190181732	0.524226	0	75
ASV_25_16S_022_3	ASV_89_16S_022_3	0.526125609874725	0.810153	0	95.238095
ASV_25_16S_022_3	OTU_87_18S_022_3	-0.543156899201326	0.28361	0	52.173913
ASV_253_16S_022_3	ASV_488_16S_022_3	0.554239273071289	0.588622	0	75
ASV_253_16S_022_3	OTU_747_18S_3_200	0.754399857138258	0.70553	0	62.5
ASV_255_16S_022_3	ASV_1426_16S_022_3	0.733719289302826	0.675711	0	75
ASV_255_16S_022_3	OTU_682_18S_3_200	0.565136015415192	0.410194	0	54.545455
ASV_255_16S_3_200	OTU_682_18S_3_200	0.752915425006286	0.415326	0	63.636364
ASV_258_16S_022_3	ASV_157_16S_3_200	0.54079	0.496452	0	70
ASV_258_16S_022_3	ASV_478_16S_022_3	0.533245671943186	0.753679	0	80
ASV_259_16S_022_3	ASV_644_16S_022_3	0.538601160049438	0.545441	0	83.333333
ASV_259_16S_022_3	ASV_718_16S_022_3	0.725589990615845	0.590836	0	75
ASV_259_16S_022_3	OTU_6332_18S_3_200	0.604446589946747	0.386974	0	57.142857
ASV_26_16S_022_3	ASV_237_16S_022_3	0.668489992618561	0.652313	0	85.714286
ASV_26_16S_022_3	ASV_35_16S_022_3	0.92380827665329	0.72583	0	100
ASV_26_16S_3_200	ASV_35_16S_3_200	0.967914747658578	0.785144	0	100
ASV_260_16S_022_3	ASV_1057_16S_022_3	0.843115682068191	0.819085	0	92.857143
ASV_260_16S_022_3	ASV_387_16S_022_3	0.85853034205904	0.943262	0	100
ASV_260_16S_022_3	ASV_448_16S_022_3	0.687943875789642	0.64079	0	71.428571
ASV_262_16S_022_3	ASV_1125_16S_022_3	0.557290017604828	0.497113	0	60
ASV_262_16S_022_3	ASV_347_16S_022_3	0.855201482772827	0.869418	0	100
ASV_262_16S_022_3	ASV_533_16S_022_3	0.641383806292199	0.96314	0	100
ASV_262_16S_022_3	ASV_819_16S_022_3	0.891168594360352	0.905378	0	100
ASV_262_16S_022_3	ASV_831_16S_022_3	0.531968891620636	0.869418	0	100
ASV_265_16S_022_3	ASV_503_16S_022_3	0.554611242183512	0.731798	0	93.75
ASV_265_16S_022_3	ASV_947_16S_022_3	0.652930911707905	0.828404	0	93.75
ASV_2653_16S_022_3	ASV_1203_16S_3_200	0.867555099971429	0.656858	0	80
ASV_267_16S_022_3	ASV_1021_16S_022_3	0.71447522809392	0.661339	0	70
ASV_267_16S_022_3	ASV_267_16S_3_200	0.547144014916562	0.567616	0	70
ASV_267_16S_022_3	ASV_379_16S_022_3	0.552697013899815	0.684737	0	80
ASV_267_16S_022_3	OTU_361_18S_3_200	0.762663253515143	0.400049	0	57.142857
ASV_268_16S_022_3	ASV_1212_16S_022_3	0.585061371326447	0.633778	0	77.777778
ASV_268_16S_022_3	ASV_596_16S_022_3	0.601203092528356	0.864827	0	87.5
ASV_269_16S_022_3	ASV_582_16S_022_3	0.841460466384888	1.138674	0	100
ASV_269_16S_022_3	ASV_723_16S_022_3	0.798504652750535	0.836127	0	91.666667
ASV_269_16S_3_200	OTU_537_18S_3_200	0.67273792970855	0.638154	0	88.888889
ASV_27_16S_022_3	ASV_1537_16S_3_200	-0.773102774151273	0.330098	0	26.086957
ASV_27_16S_022_3	ASV_263_16S_022_3	-0.63182920217514	0.360075	0	78.26087
ASV_27_16S_022_3	ASV_83_16S_022_3	0.923680484294891	0.64915	0	100
ASV_271_16S_022_3	ASV_429_16S_022_3	0.831741207829141	0.588503	0	84.615385
ASV_271_16S_022_3	OTU_196_18S_3_200	0.520501765897517	0.395429	0	50
ASV_273_16S_022_3	ASV_466_16S_022_3	0.789080971011481	0.599031	0	90.47619
ASV_274_16S_022_3	ASV_1092_16S_022_3	0.560611963272095	0.591666	0	72.727273
ASV_274_16S_022_3	ASV_365_16S_022_3	0.525131046772003	0.662095	0	84.615385
ASV_274_16S_022_3	ASV_400_16S_022_3	0.55338584387192	0.54181	0	69.230769
ASV_274_16S_022_3	ASV_697_16S_022_3	0.532688186573021	0.673369	0	78.571429
ASV_274_16S_3_200	ASV_365_16S_3_200	0.554650266175604	0.909923	0	92.857143
ASV_274_16S_3_200	ASV_473_16S_3_200	0.594759209526474	0.735721	0	76.923077
ASV_274_16S_3_200	OTU_470_18S_3_200	0.798538735472201	0.727238	0	85.714286
ASV_276_16S_022_3	ASV_343_16S_022_3	-0.730718720723102	0.418827	0	4.347826
ASV_281_16S_022_3	ASV_647_16S_022_3	0.555522527662224	0.665888	0	84.615385
ASV_281_16S_022_3	ASV_752_16S_022_3	0.61543461680209	0.654774	0	85.714286
ASV_282_16S_022_3	ASV_425_16S_022_3	0.763195395469666	0.756021	0	81.818182
ASV_282_16S_022_3	ASV_515_16S_022_3	0.538635015487671	0.645798	0	71.428571
ASV_283_16S_022_3	ASV_283_16S_3_200	0.933342193754983	0.458885	0	57.142857
ASV_284_16S_022_3	ASV_405_16S_3_200	0.844391161976389	0.910932	0	93.333333
ASV_284_16S_022_3	ASV_717_16S_022_3	0.809729163761672	0.809143	0	85.714286
ASV_286_16S_3_200	ASV_777_16S_3_200	0.735550105571747	0.509481	0	83.333333
ASV_287_16S_022_3	OTU_3338_18S_3_200	0.52922	0.541334	0	66.666667
ASV_289_16S_022_3	OTU_543_18S_022_3	-0.716637509535315	0.489768	0	17.391304
ASV_290_16S_022_3	OTU_195_18S_022_3	0.633376181125641	0.715297	0	87.5
ASV_291_16S_022_3	ASV_340_16S_022_3	0.958724949583442	0.829736	0	92.307692
ASV_294_16S_022_3	ASV_1155_16S_022_3	0.775202714902313	0.769434	0	90
ASV_294_16S_022_3	ASV_1361_16S_022_3	0.63183959540259	0.827196	0	90
ASV_294_16S_022_3	ASV_1498_16S_022_3	0.594715013994911	0.724447	0	83.333333
ASV_294_16S_022_3	ASV_576_16S_022_3	0.522653579711914	0.707191	0	80
ASV_294_16S_022_3	OTU_516_18S_022_3	0.645906865596771	0.524973	0	66.666667
ASV_294_16S_3_200	ASV_576_16S_3_200	0.92274346873459	0.653909	0	81.818182
ASV_295_16S_022_3	ASV_475_16S_022_3	0.848136077938121	0.516195	0	68.75
ASV_297_16S_022_3	ASV_297_16S_3_200	0.939036154769231	0.860565	0	90.909091
ASV_297_16S_022_3	ASV_808_16S_3_200	0.58671828948099	0.590836	0	60
ASV_297_16S_022_3	ASV_884_16S_3_200	0.615674352953604	0.518254	0	70
ASV_297_16S_3_200	ASV_1124_16S_3_200	-0.6090287566185	0.44784	0	13.043478
ASV_298_16S_022_3	ASV_298_16S_3_200	0.831198078231958	0.335454	0	72.222222
ASV_298_16S_022_3	ASV_37_16S_3_200	0.690769990325642	0.126605	0	68.181818
ASV_299_16S_022_3	ASV_1164_16S_022_3	0.891876749424809	0.915692	0	100
ASV_299_16S_022_3	ASV_308_16S_022_3	0.529218137934036	0.915692	0	100
ASV_3_16S_022_3	ASV_7_16S_022_3	0.94186262846594	0.679927	0	91.304348
ASV_3_16S_022_3	ASV_8_16S_022_3	0.623721420764923	0.593437	0	91.304348
ASV_3_16S_022_3	OTU_2633_18S_022_3	0.565426290035248	0.194642	0	18.181818
ASV_30_16S_022_3	ASV_81_16S_022_3	0.891857623946993	0.604538	0	95
ASV_30_16S_022_3	OTU_423_18S_022_3	-0.593898177146912	0.355987	0	13.043478
ASV_30_16S_022_3	OTU_6_18S_022_3	0.530915021896362	0.358693	0	95.238095
ASV_300_16S_022_3	ASV_632_16S_022_3	0.768756151199341	0.688656	0	100
ASV_300_16S_022_3	OTU_763_18S_022_3	0.892426431179047	0.76822	0	100
ASV_301_16S_022_3	ASV_462_16S_022_3	0.623971819877625	0.835381	0	78.571429
ASV_301_16S_022_3	OTU_751_18S_022_3	-0.757632077873972	0.394702	0	4.761905
ASV_304_16S_022_3	ASV_1153_16S_022_3	0.552782773971558	0.875216	0	88.888889
ASV_304_16S_022_3	ASV_622_16S_022_3	0.534363031387329	0.686597	0	50
ASV_306_16S_022_3	ASV_1687_16S_022_3	0.594419062137604	0.590836	0	66.666667
ASV_306_16S_022_3	OTU_292_18S_3_200	0.636470858627698	0.519532	0	66.666667
ASV_306_16S_022_3	OTU_866_18S_3_200	0.56661152131962	0.682767	0	83.333333
ASV_307_16S_022_3	ASV_307_16S_3_200	0.736349165439606	0.44595	0	68.75
ASV_307_16S_3_200	ASV_1821_16S_3_200	0.624408483505249	0.604332	0	63.636364
ASV_308_16S_022_3	ASV_1361_16S_022_3	0.52593	0.896232	0	81.818182
ASV_308_16S_022_3	ASV_461_16S_022_3	0.992179274559021	1.040536	0	100
ASV_309_16S_022_3	ASV_425_16S_022_3	0.642187476158142	0.756021	0	75
ASV_31_16S_022_3	ASV_1332_16S_022_3	0.795582789863929	0.554214	0	77.777778
ASV_310_16S_022_3	ASV_1287_16S_022_3	0.581369930526875	0.630894	0	87.5
ASV_310_16S_022_3	ASV_437_16S_3_200	0.726716256331605	0.613468	0	72.727273
ASV_310_16S_022_3	ASV_797_16S_022_3	0.7034560802616	0.704306	0	88.888889
ASV_310_16S_022_3	ASV_900_16S_022_3	0.609469186777177	0.58729	0	87.5
ASV_311_16S_022_3	ASV_396_16S_022_3	0.538688832488591	0.680843	0	83.333333
ASV_311_16S_022_3	ASV_749_16S_022_3	0.597425937652588	0.680843	0	83.333333
ASV_311_16S_022_3	ASV_865_16S_022_3	0.653218269348145	0.515735	0	84.615385
ASV_312_16S_022_3	ASV_337_16S_3_200	0.551414608955383	0.556636	0	17.391304
ASV_312_16S_022_3	ASV_401_16S_022_3	0.610412013269483	0.689402	0	81.25
ASV_316_16S_022_3	ASV_1002_16S_022_3	0.611962488212854	0.759024	0	92.307692
ASV_316_16S_022_3	ASV_552_16S_022_3	0.578014433383942	0.708787	0	75
ASV_316_16S_022_3	ASV_931_16S_022_3	0.699405952243954	0.878985	0	91.666667
ASV_317_16S_022_3	ASV_547_16S_022_3	0.752654913244579	0.771851	0	81.25
ASV_318_16S_022_3	ASV_422_16S_022_3	0.921970170285537	0.932192	0	100
ASV_318_16S_022_3	ASV_890_16S_022_3	0.526086868068377	0.519965	0	88.235294
ASV_32_16S_022_3	ASV_1584_16S_022_3	-0.692481645114524	0.456106	0	8.695652
ASV_32_16S_022_3	ASV_187_16S_022_3	0.549963662477221	0.669774	0	88.888889
ASV_32_16S_022_3	ASV_414_16S_3_200	-0.534598671062555	0.41458	0	13.043478
ASV_32_16S_022_3	ASV_81_16S_022_3	0.65997352982908	0.86348	0	94.736842
ASV_32_16S_022_3	ASV_93_16S_022_3	0.784914103977978	1.032176	0	100
ASV_320_16S_022_3	ASV_386_16S_022_3	0.615967940486595	0.754639	0	83.333333
ASV_320_16S_022_3	ASV_628_16S_3_200	0.593537032604218	0.630673	0	84.615385
ASV_321_16S_022_3	ASV_144_16S_3_200	0.803851008415222	0.764793	0	100
ASV_321_16S_022_3	ASV_274_16S_3_200	0.583917630683594	0.874549	0	92.307692
ASV_321_16S_022_3	ASV_400_16S_3_200	0.581199112502906	0.641201	0	84.615385
ASV_321_16S_022_3	ASV_933_16S_022_3	0.543839275836945	0.449879	0	50
ASV_321_16S_3_200	ASV_1220_16S_3_200	0.622765839099884	0.680302	0	72.727273
ASV_321_16S_3_200	OTU_973_18S_3_200	0.794958112920503	0.739521	0	80
ASV_322_16S_022_3	ASV_1459_16S_022_3	0.749730825424194	0.577294	0	80
ASV_322_16S_022_3	OTU_2035_18S_3_200	0.56130662793398	0.521848	0	66.666667
ASV_322_16S_022_3	OTU_829_18S_3_200	0.520734548568726	0.603203	0	71.428571
ASV_325_16S_022_3	ASV_216_16S_3_200	0.788619041442871	0.630431	0	93.75
ASV_327_16S_022_3	ASV_1781_16S_022_3	0.635033428668976	0.767837	0	80
ASV_327_16S_022_3	ASV_533_16S_022_3	0.769488871097565	0.977298	0	100
ASV_328_16S_022_3	ASV_1034_16S_022_3	0.920325754191925	0.44411	0	95.454545
ASV_33_16S_022_3	ASV_156_16S_022_3	0.753299897600427	0.539841	0	100
ASV_33_16S_022_3	OTU_551_18S_022_3	-0.55806628082218	0.366451	0	4.347826
ASV_33_16S_022_3	OTU_624_18S_022_3	-0.819958580022222	0.357648	0	13.043478
ASV_331_16S_022_3	ASV_671_16S_022_3	0.656694889068604	0.625005	0	83.333333
ASV_331_16S_022_3	OTU_2878_18S_022_3	0.609455645084381	0.483572	0	66.666667
ASV_332_16S_022_3	ASV_497_16S_022_3	0.639007557267563	0.835879	0	90.909091
ASV_332_16S_022_3	ASV_499_16S_022_3	0.671285095035891	0.587836	0	84.615385
ASV_332_16S_022_3	ASV_561_16S_022_3	0.628846246458105	0.741196	0	91.666667
ASV_332_16S_022_3	OTU_393_18S_3_200	0.599617600440979	0.634062	0	72.727273
ASV_333_16S_022_3	ASV_1127_16S_022_3	0.92566728591919	0.519532	0	100
ASV_333_16S_022_3	ASV_575_16S_022_3	0.629484951496124	0.437083	0	50
ASV_333_16S_022_3	OTU_356_18S_3_200	0.625453233718872	0.336811	0	50
ASV_334_16S_022_3	ASV_662_16S_3_200	0.600571132339628	0.74428	0	85.714286
ASV_335_16S_022_3	ASV_1097_16S_022_3	0.87740296125412	0.84954	0	100
ASV_337_16S_022_3	ASV_413_16S_3_200	-0.718559543012976	0.436351	0	21.73913
ASV_339_16S_022_3	ASV_1374_16S_022_3	0.732295660207495	0.710075	0	80
ASV_339_16S_022_3	ASV_1676_16S_022_3	0.538596005859847	0.511271	0	75
ASV_339_16S_022_3	ASV_2127_16S_022_3	0.666196954095038	0.47352	0	62.5
ASV_34_16S_022_3	ASV_479_16S_022_3	0.583488835325314	0.525091	0	72.222222
ASV_34_16S_022_3	ASV_60_16S_022_3	0.77471649646759	0.717763	0	89.473684
ASV_34_16S_022_3	ASV_72_16S_022_3	0.62001109814453	0.758601	0	94.736842
ASV_34_16S_022_3	OTU_393_18S_022_3	-0.559601128101349	0.407691	0	26.086957
ASV_340_16S_022_3	ASV_574_16S_022_3	0.793639972857327	1.096622	0	100
ASV_340_16S_022_3	ASV_633_16S_022_3	0.819142614643077	0.830359	0	81.25
ASV_345_16S_022_3	ASV_235_16S_3_200	0.523375136377459	0.676999	0	93.333333
ASV_345_16S_022_3	ASV_365_16S_022_3	0.739086866378784	0.761323	0	86.666667
ASV_345_16S_022_3	ASV_365_16S_3_200	0.53838	0.828484	0	93.333333
ASV_345_16S_022_3	ASV_473_16S_022_3	0.649796843906858	0.781995	0	86.666667
ASV_345_16S_022_3	ASV_938_16S_022_3	0.703379252485428	0.564558	0	75
ASV_345_16S_3_200	ASV_787_16S_3_200	0.775637476136774	0.548062	0	66.666667
ASV_347_16S_022_3	ASV_1037_16S_022_3	0.684231758117676	0.825814	0	100
ASV_347_16S_022_3	ASV_506_16S_022_3	0.877842366695404	0.941338	0	100
ASV_348_16S_022_3	ASV_448_16S_022_3	0.707747668399113	0.718056	0	69.230769
ASV_348_16S_022_3	ASV_746_16S_022_3	0.710522913842786	0.626258	0	76.923077
ASV_35_16S_022_3	ASV_249_16S_022_3	0.625333250366655	0.540925	0	81.818182
ASV_35_16S_022_3	ASV_324_16S_022_3	0.580836176872253	0.462451	0	80.952381
ASV_35_16S_022_3	ASV_35_16S_3_200	0.54727	0.519467	0	94.736842
ASV_350_16S_022_3	ASV_782_16S_022_3	0.55638	0.519532	0	80
ASV_350_16S_022_3	OTU_207_18S_022_3	0.651374936103821	0.519532	0	66.666667
ASV_351_16S_022_3	ASV_1054_16S_022_3	-0.646772384643555	0.425029	0	4.545455
ASV_351_16S_022_3	ASV_1429_16S_022_3	-0.722790062427521	0.511108	0	17.391304
ASV_357_16S_022_3	OTU_119_18S_3_200	0.640783369541168	0.389615	0	82.352941
ASV_358_16S_022_3	OTU_582_18S_3_200	0.551645457744598	0.556959	0	78.571429
ASV_36_16S_022_3	ASV_512_16S_022_3	0.906073717327522	0.71288	0	100
ASV_36_16S_022_3	ASV_918_16S_022_3	-0.561048626899719	0.51249	0	60.869565
ASV_36_16S_022_3	OTU_509_18S_022_3	-0.52101	0.363954	0	4.545455
ASV_361_16S_022_3	ASV_652_16S_022_3	0.981961607933044	0.787143	0	100
ASV_361_16S_022_3	ASV_699_16S_022_3	0.787374349254103	0.533073	0	66.666667
ASV_361_16S_022_3	ASV_878_16S_022_3	0.715883314609528	0.926966	0	88.888889
ASV_362_16S_022_3	ASV_890_16S_022_3	0.854561960108859	0.688025	0	94.117647
ASV_363_16S_022_3	ASV_1235_16S_022_3	0.581466197967529	0.49773	0	80
ASV_363_16S_022_3	ASV_720_16S_022_3	0.959768056869507	0.519532	0	80
ASV_363_16S_022_3	OTU_110_18S_022_3	-0.875585079193115	0.424213	0	4.347826
ASV_363_16S_022_3	OTU_3386_18S_3_200	0.569142818450928	0.356297	0	60
ASV_364_16S_3_200	ASV_491_16S_3_200	-0.833994726920012	0.489853	0	8.695652
ASV_365_16S_022_3	ASV_537_16S_022_3	0.627424418926239	0.655317	0	85.714286
ASV_369_16S_022_3	ASV_431_16S_3_200	0.669952573744425	0.682344	0	85.714286
ASV_369_16S_022_3	ASV_537_16S_3_200	0.523723781108856	0.682767	0	93.333333
ASV_37_16S_022_3	ASV_249_16S_022_3	0.857808496152068	0.349844	0	100
ASV_370_16S_022_3	ASV_462_16S_3_200	0.763452708721161	0.7645	0	83.333333
ASV_370_16S_022_3	ASV_675_16S_022_3	0.676662365183799	0.733473	0	90
ASV_370_16S_022_3	ASV_833_16S_022_3	0.52172	0.555706	0	80
ASV_376_16S_022_3	ASV_1362_16S_022_3	0.5719673966965	0.49773	0	80
ASV_376_16S_022_3	ASV_1645_16S_022_3	0.669890224933624	0.46177	0	80
ASV_376_16S_022_3	OTU_3255_18S_3_200	0.572208784172189	0.334495	0	60
ASV_376_16S_022_3	OTU_5536_18S_3_200	0.926201554376156	0.577294	0	100
ASV_376_16S_022_3	OTU_855_18S_3_200	0.54478	0.404007	0	80
ASV_377_16S_022_3	ASV_932_16S_3_200	0.700888059918165	0.353903	0	62.5
ASV_377_16S_3_200	OTU_103_18S_3_200	0.521726738328562	0.583197	0	70
ASV_377_16S_3_200	OTU_50_18S_3_200	-0.69102423801733	0.45167	0	4.545455
ASV_378_16S_022_3	ASV_1379_16S_022_3	-0.655212759971619	0.391072	0	21.73913
ASV_378_16S_022_3	ASV_483_16S_3_200	0.534040689468384	0.428789	0	89.473684
ASV_379_16S_022_3	ASV_818_16S_022_3	0.68286782503128	0.499371	0	72.727273
ASV_379_16S_3_200	ASV_755_16S_3_200	0.659031569957733	0.599096	0	80
ASV_381_16S_022_3	OTU_942_18S_022_3	0.766590153200411	0.476315	0	70
ASV_382_16S_022_3	ASV_494_16S_022_3	0.64298141002655	0.79319	0	92.857143
ASV_382_16S_022_3	ASV_779_16S_022_3	0.862553000450134	0.844238	0	84.615385
ASV_383_16S_022_3	ASV_755_16S_022_3	0.640501666675976	0.528981	0	60
ASV_384_16S_022_3	ASV_1587_16S_022_3	0.594945907592773	0.438689	0	63.636364
ASV_384_16S_022_3	ASV_862_16S_022_3	0.716992086142776	0.589045	0	73.333333
ASV_386_16S_022_3	ASV_392_16S_022_3	0.590017709385017	0.694922	0	83.333333
ASV_386_16S_022_3	ASV_513_16S_022_3	0.606032192707062	0.566234	0	80
ASV_386_16S_022_3	OTU_2344_18S_3_200	0.536866426467896	0.469413	0	40
ASV_387_16S_022_3	ASV_615_16S_022_3	0.888782476164145	1.094747	0	100
ASV_387_16S_022_3	ASV_862_16S_022_3	0.582636803527543	0.949777	0	93.333333
ASV_387_16S_022_3	ASV_871_16S_022_3	0.870712595761323	0.999816	0	100
ASV_388_16S_022_3	ASV_422_16S_022_3	0.603611469268799	0.622788	0	88.888889
ASV_389_16S_022_3	ASV_1117_16S_3_200	0.701716910503486	0.735144	0	87.5
ASV_389_16S_022_3	ASV_1154_16S_022_3	0.635565280914307	0.604332	0	63.636364
ASV_389_16S_022_3	ASV_1581_16S_022_3	0.520447194576263	0.43209	0	62.5
ASV_389_16S_022_3	ASV_456_16S_022_3	0.63885372877121	0.6704	0	85.714286
ASV_390_16S_022_3	ASV_490_16S_022_3	0.848124069750551	0.935195	0	100
ASV_390_16S_022_3	ASV_708_16S_022_3	0.730462610721588	0.802305	0	91.666667
ASV_390_16S_3_200	ASV_1251_16S_3_200	0.648269421342159	0.712134	0	58.333333
ASV_390_16S_3_200	ASV_412_16S_3_200	0.744270160866861	0.670185	0	71.428571
ASV_390_16S_3_200	ASV_662_16S_3_200	0.619466065405503	0.80981	0	78.571429
ASV_392_16S_022_3	ASV_805_16S_022_3	0.907599284549187	0.737566	0	91.666667
ASV_396_16S_022_3	ASV_1675_16S_3_200	0.593116343021393	0.680302	0	72.727273
ASV_396_16S_022_3	ASV_728_16S_022_3	0.673612892627716	0.65558	0	70
ASV_397_16S_022_3	ASV_942_16S_022_3	0.755098845896808	0.502966	0	73.333333
ASV_4_16S_022_3	ASV_13_16S_022_3	0.864403307437897	0.617159	0	100
ASV_4_16S_022_3	OTU_956_18S_022_3	-0.51984	0.341869	0	4.347826
ASV_40_16S_3_200	ASV_663_16S_3_200	0.79570555842016	0.437213	0	33.333333
ASV_400_16S_022_3	OTU_320_18S_022_3	0.774424943243478	0.731131	0	84.615385
ASV_400_16S_3_200	ASV_431_16S_3_200	0.576030452693175	0.69132	0	84.615385
ASV_401_16S_022_3	ASV_803_16S_022_3	-0.52288	0.453052	0	4.761905
ASV_402_16S_022_3	ASV_1300_16S_3_200	-0.728307836961192	0.318481	0	13.043478
ASV_406_16S_022_3	ASV_1107_16S_022_3	0.532457017165678	0.685777	0	81.818182
ASV_406_16S_022_3	ASV_1155_16S_022_3	0.523380812417903	0.520557	0	66.666667
ASV_406_16S_022_3	ASV_1894_16S_022_3	0.59919	0.643844	0	63.636364
ASV_406_16S_022_3	ASV_842_16S_022_3	0.927721231567148	0.753431	0	90.909091
ASV_407_16S_022_3	ASV_1054_16S_022_3	0.681034459732004	0.504095	0	77.777778
ASV_41_16S_022_3	ASV_468_16S_022_3	-0.644050002098083	0.446995	0	8.695652
ASV_41_16S_022_3	ASV_504_16S_022_3	-0.687171041965485	0.677213	0	26.086957
ASV_410_16S_022_3	ASV_63_16S_3_200	-0.60146701335907	0.373407	0	30.434783
ASV_411_16S_022_3	ASV_640_16S_022_3	0.579762399196625	0.804012	0	90.909091
ASV_411_16S_022_3	ASV_736_16S_022_3	0.551987171173096	0.768051	0	90.909091
ASV_411_16S_022_3	OTU_320_18S_022_3	0.560219287872314	0.620366	0	71.428571
ASV_412_16S_022_3	ASV_503_16S_022_3	0.817787630188357	0.797283	0	86.666667
ASV_413_16S_022_3	ASV_1269_16S_022_3	0.5700485322037	0.56698	0	72.727273
ASV_413_16S_022_3	ASV_1332_16S_022_3	0.545204374126156	0.513773	0	66.666667
ASV_413_16S_022_3	ASV_1353_16S_022_3	0.53983015010471	0.70271	0	77.777778
ASV_413_16S_022_3	OTU_680_18S_3_200	0.611428522922189	0.564359	0	62.5
ASV_414_16S_022_3	ASV_540_16S_022_3	0.521776616829151	0.583491	0	83.333333
ASV_414_16S_3_200	ASV_1879_16S_3_200	0.541265368461609	0.533073	0	75
ASV_415_16S_022_3	ASV_1443_16S_022_3	0.725116244132032	0.791236	0	100
ASV_415_16S_022_3	ASV_1781_16S_022_3	0.537834644317627	0.710075	0	88.888889
ASV_415_16S_022_3	ASV_227_16S_3_200	0.557059288024902	0.76179	0	81.818182
ASV_415_16S_022_3	OTU_2489_18S_3_200	0.555225372314453	0.451718	0	55.555556
ASV_416_16S_022_3	ASV_515_16S_022_3	0.606596341819623	0.402669	0	73.333333
ASV_416_16S_022_3	ASV_66_16S_3_200	-0.804473460132228	0.450366	0	17.391304
ASV_416_16S_022_3	ASV_673_16S_022_3	0.55065530538559	0.40882	0	53.846154
ASV_42_16S_022_3	ASV_1110_16S_022_3	0.720090091228485	0.298534	0	60
ASV_42_16S_022_3	OTU_3190_18S_3_200	0.747302099683459	0.356297	0	60
ASV_421_16S_022_3	ASV_1154_16S_022_3	0.606257498264313	0.712959	0	91.666667
ASV_421_16S_022_3	ASV_561_16S_022_3	0.946404457092285	0.882939	0	100
ASV_424_16S_022_3	ASV_1205_16S_022_3	0.717686295509338	0.764953	0	88.888889
ASV_424_16S_022_3	ASV_427_16S_022_3	-0.577604055404663	0.557088	0	70
ASV_424_16S_022_3	ASV_709_16S_022_3	0.52889	0.566149	0	75
ASV_425_16S_022_3	OTU_360_18S_3_200	0.651942849159241	0.627626	0	88.888889
ASV_426_16S_022_3	ASV_722_16S_022_3	0.602571904659271	0.65014	0	81.818182
ASV_427_16S_022_3	ASV_652_16S_022_3	0.994994129383024	0.765341	0	100
ASV_427_16S_022_3	ASV_943_16S_022_3	0.647447811266318	0.863156	0	100
ASV_428_16S_022_3	ASV_1994_16S_022_3	0.527369678020477	0.530189	0	66.666667
ASV_428_16S_022_3	ASV_552_16S_022_3	0.554864585399628	0.90676	0	100
ASV_428_16S_022_3	ASV_675_16S_022_3	0.888875365257263	0.827196	0	100
ASV_428_16S_022_3	ASV_917_16S_022_3	0.641065843585824	0.668067	0	90
ASV_429_16S_022_3	OTU_242_18S_3_200	0.552777826786041	0.439933	0	81.25
ASV_431_16S_022_3	ASV_437_16S_022_3	0.554123342037201	0.576937	0	75
ASV_431_16S_022_3	OTU_168_18S_022_3	-0.59802	0.483039	0	9.090909
ASV_431_16S_022_3	OTU_641_18S_3_200	0.54118	0.590836	0	54.545455
ASV_431_16S_3_200	ASV_691_16S_3_200	-0.704318119833185	0.36441	0	13.636364
ASV_434_16S_022_3	ASV_444_16S_022_3	0.748847174363118	0.368061	0	55.555556
ASV_434_16S_022_3	OTU_680_18S_3_200	0.609391331672668	0.483586	0	55.555556
ASV_437_16S_022_3	ASV_1092_16S_022_3	0.542991697788239	0.623534	0	80
ASV_44_16S_022_3	ASV_51_16S_022_3	0.767334100113716	0.182496	0	90.909091
