Source	Target	association_score	num_Triplets	percentage_co_occurrence
ASV_61_16S_022_3	ASV_648_16S_022_3	0.562472952075617	0	66.666667
ASV_361_16S_022_3	ASV_652_16S_022_3	0.981961607933044	0	100.000000
ASV_427_16S_022_3	ASV_652_16S_022_3	0.994994129383024	0	100.000000
ASV_517_16S_022_3	ASV_654_16S_022_3	0.771599411964417	0	92.307692
ASV_331_16S_022_3	ASV_671_16S_022_3	0.656694889068604	0	83.333333
ASV_6_16S_022_3	ASV_670_16S_022_3	0.635969936847687	0	28.571429
ASV_416_16S_022_3	ASV_673_16S_022_3	0.55065530538559	0	53.846154
ASV_370_16S_022_3	ASV_675_16S_022_3	0.676662365183799	0	90.000000
ASV_428_16S_022_3	ASV_675_16S_022_3	0.888875365257263	0	100.000000
ASV_560_16S_022_3	ASV_679_16S_022_3	0.535098791122437	0	90.909091
ASV_647_16S_022_3	ASV_679_16S_022_3	0.762942185019818	0	91.666667
ASV_14_16S_022_3	ASV_690_16S_022_3	-0.733412253078139	0	8.695652
ASV_148_16S_022_3	ASV_697_16S_022_3	0.522626491953245	0	87.500000
ASV_274_16S_022_3	ASV_697_16S_022_3	0.532688186573021	0	78.571429
ASV_361_16S_022_3	ASV_699_16S_022_3	0.787374349254103	0	66.666667
ASV_390_16S_022_3	ASV_708_16S_022_3	0.730462610721588	0	91.666667
ASV_477_16S_022_3	ASV_708_16S_022_3	0.617392897605896	0	90.909091
ASV_424_16S_022_3	ASV_709_16S_022_3	0.52889	0	75.000000
ASV_652_16S_022_3	ASV_709_16S_022_3	0.522756218910217	0	66.666667
ASV_560_16S_022_3	ASV_715_16S_022_3	0.6793372631073	0	81.818182
ASV_284_16S_022_3	ASV_717_16S_022_3	0.809729163761672	0	85.714286
ASV_259_16S_022_3	ASV_718_16S_022_3	0.725589990615845	0	75.000000
ASV_363_16S_022_3	ASV_720_16S_022_3	0.959768056869507	0	80.000000
ASV_426_16S_022_3	ASV_722_16S_022_3	0.602571904659271	0	81.818182
ASV_455_16S_022_3	ASV_722_16S_022_3	0.624232234720192	0	90.909091
ASV_269_16S_022_3	ASV_723_16S_022_3	0.798504652750535	0	91.666667
ASV_519_16S_022_3	ASV_723_16S_022_3	0.583477494126766	0	90.909091
ASV_396_16S_022_3	ASV_728_16S_022_3	0.673612892627716	0	70.000000
ASV_643_16S_022_3	ASV_728_16S_022_3	0.643416088961566	0	85.714286
ASV_556_16S_022_3	ASV_730_16S_022_3	0.657351927548132	0	90.000000
ASV_411_16S_022_3	ASV_736_16S_022_3	0.551987171173096	0	90.909091
ASV_599_16S_022_3	ASV_737_16S_022_3	0.990029361910945	0	100.000000
ASV_463_16S_022_3	ASV_738_16S_022_3	0.953729152679443	0	100.000000
ASV_599_16S_022_3	ASV_739_16S_022_3	0.68996	0	100.000000
ASV_348_16S_022_3	ASV_746_16S_022_3	0.710522913842786	0	76.923077
ASV_540_16S_022_3	ASV_747_16S_022_3	0.88541488751137	0	76.923077
ASV_311_16S_022_3	ASV_749_16S_022_3	0.597425937652588	0	83.333333
ASV_533_16S_022_3	ASV_749_16S_022_3	0.626314837278835	0	100.000000
ASV_506_16S_022_3	ASV_751_16S_022_3	0.568505765224715	0	100.000000
ASV_749_16S_022_3	ASV_751_16S_022_3	0.667113449218751	0	100.000000
ASV_187_16S_022_3	ASV_752_16S_022_3	0.87272831251715	0	87.500000
ASV_281_16S_022_3	ASV_752_16S_022_3	0.61543461680209	0	85.714286
ASV_383_16S_022_3	ASV_755_16S_022_3	0.640501666675976	0	60.000000
ASV_61_16S_022_3	ASV_758_16S_022_3	0.547837972640991	0	54.545455
ASV_539_16S_022_3	ASV_758_16S_022_3	0.616849303245544	0	76.923077
ASV_610_16S_022_3	ASV_759_16S_022_3	0.543830335140228	0	66.666667
ASV_23_16S_022_3	ASV_767_16S_022_3	0.553626658251392	0	94.117647
ASV_212_16S_022_3	ASV_767_16S_022_3	0.626362603340833	0	94.117647
ASV_382_16S_022_3	ASV_779_16S_022_3	0.862553000450134	0	84.615385
ASV_350_16S_022_3	ASV_782_16S_022_3	0.55638	0	80.000000
