Source	Target	Occurrence	Occurrence_Percentage	Source_Kingdom	Source_DivisionPhylum	Target_Kingdom	Target_DivisionPhylum
ASV_13_16S_022_3	OTU_1132_18S_3_200	3	60	Bacteria	Bacteroidota	Eukaryota	Ochrophyta
ASV_131_16S_022_3	ASV_520_16S_022_3	3	60	Bacteria	Alphaproteobacteria	Bacteria	Gammaproteobacteria
ASV_1312_16S_022_3	OTU_1727_18S_3_200	2	40	Bacteria	Alphaproteobacteria	Eukaryota	Dinoflagellata
ASV_1312_16S_022_3	OTU_3220_18S_022_3	1	20	Bacteria	Alphaproteobacteria	Eukaryota	Cercozoa
ASV_1312_16S_022_3	OTU_4257_18S_3_200	1	20	Bacteria	Alphaproteobacteria	Eukaryota	Cercozoa
ASV_1312_16S_022_3	OTU_533_18S_022_3	2	40	Bacteria	Alphaproteobacteria	Eukaryota	Opalozoa
ASV_1315_16S_022_3	ASV_532_16S_3_200	1	20	Bacteria	Gammaproteobacteria	Bacteria	Planctomycetota
ASV_1315_16S_022_3	OTU_539_18S_022_3	3	60	Bacteria	Gammaproteobacteria	Eukaryota	Dinoflagellata
ASV_1330_16S_022_3	OTU_224_18S_3_200	1	20	Bacteria	Gammaproteobacteria	Eukaryota	Ochrophyta
ASV_1336_16S_022_3	ASV_1428_16S_022_3	3	60	Bacteria	Gammaproteobacteria	Bacteria	Bacteroidota
ASV_1336_16S_022_3	OTU_1704_18S_3_200	3	60	Bacteria	Gammaproteobacteria	Eukaryota	Dinoflagellata
ASV_1336_16S_022_3	OTU_3121_18S_022_3	3	60	Bacteria	Gammaproteobacteria	Eukaryota	Ciliophora
ASV_1342_16S_022_3	ASV_1511_16S_022_3	1	20	Bacteria	Alphaproteobacteria	Bacteria	Gammaproteobacteria
ASV_1342_16S_022_3	ASV_1690_16S_022_3	2	40	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1347_16S_022_3	ASV_2066_16S_022_3	1	20	Bacteria	Marinimicrobia (SAR406 clade)	Bacteria	Alphaproteobacteria
ASV_1347_16S_022_3	OTU_1215_18S_3_200	1	20	Bacteria	Marinimicrobia (SAR406 clade)	Eukaryota	Cercozoa
ASV_1359_16S_3_200	OTU_2390_18S_3_200	2	40	Bacteria	Bacteroidota	Eukaryota	Ciliophora
ASV_1376_16S_022_3	OTU_1659_18S_3_200	1	20	Bacteria	Alphaproteobacteria	Eukaryota	Dinoflagellata
ASV_1388_16S_022_3	OTU_2348_18S_3_200	1	20	Bacteria	Bacteroidota	Eukaryota	Ochrophyta
ASV_1389_16S_022_3	OTU_598_18S_3_200	3	60	Bacteria	Gammaproteobacteria	Eukaryota	Dinoflagellata
ASV_1392_16S_022_3	ASV_1982_16S_022_3	3	60	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1404_16S_022_3	ASV_1598_16S_022_3	3	60	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1424_16S_022_3	OTU_1312_18S_3_200	2	40	Bacteria	Bdellovibrionota	Eukaryota	Cercozoa
ASV_1424_16S_3_200	OTU_2099_18S_3_200	1	20	Bacteria	Bdellovibrionota	Eukaryota	Ciliophora
ASV_1428_16S_022_3	ASV_1536_16S_022_3	3	60	Bacteria	Bacteroidota	Bacteria	Bacteroidota
ASV_1437_16S_022_3	OTU_7991_18S_3_200	1	20	Bacteria	Bacteroidota	Eukaryota	Ochrophyta
ASV_1437_16S_022_3	OTU_905_18S_3_200	1	20	Bacteria	Bacteroidota	Eukaryota	Ochrophyta
ASV_1445_16S_022_3	OTU_6314_18S_022_3	1	20	Bacteria	Gammaproteobacteria	Eukaryota	Cryptophyta
ASV_1455_16S_022_3	ASV_1761_16S_022_3	1	20	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1456_16S_022_3	ASV_1608_16S_022_3	2	40	Bacteria	Bacteroidota	Bacteria	Alphaproteobacteria
ASV_1460_16S_022_3	ASV_1899_16S_022_3	3	60	Bacteria	Desulfobacterota	Bacteria	Alphaproteobacteria
ASV_1479_16S_3_200	OTU_339_18S_3_200	2	40	Bacteria	Planctomycetota	Eukaryota	Ochrophyta
ASV_1479_16S_3_200	OTU_688_18S_3_200	2	40	Bacteria	Planctomycetota	Eukaryota	Ochrophyta
ASV_1486_16S_022_3	OTU_600_18S_022_3	1	20	Bacteria	Bacteroidota	Eukaryota	Stramenopiles_X
ASV_1506_16S_022_3	OTU_1551_18S_022_3	1	20	Bacteria	Marinimicrobia (SAR406 clade)	Eukaryota	Cercozoa
ASV_1536_16S_022_3	ASV_1860_16S_022_3	4	80	Bacteria	Bacteroidota	Bacteria	Gammaproteobacteria
