Source	Target	association_score	original	MutualInformation	ENV_daylength_InterationInformation	ENV_daylength_II_p_value	ENV_daylength_DataProcessingInequality_MI_rank	ENV_daylength_COMBI_II_DPI	ENV_Temperature_InterationInformation	ENV_Temperature_II_p_value	ENV_Temperature_DataProcessingInequality_MI_rank	ENV_Temperature_COMBI_II_DPI	ENV_Salinity_InterationInformation	ENV_Salinity_II_p_value	ENV_Salinity_DataProcessingInequality_MI_rank	ENV_Salinity_COMBI_II_DPI	ENV_NH4_InterationInformation	ENV_NH4_II_p_value	ENV_NH4_DataProcessingInequality_MI_rank	ENV_NH4_COMBI_II_DPI	ENV_NO2_InterationInformation	ENV_NO2_II_p_value	ENV_NO2_DataProcessingInequality_MI_rank	ENV_NO2_COMBI_II_DPI	ENV_NO3_InterationInformation	ENV_NO3_II_p_value	ENV_NO3_DataProcessingInequality_MI_rank	ENV_NO3_COMBI_II_DPI	ENV_PO4_InterationInformation	ENV_PO4_II_p_value	ENV_PO4_DataProcessingInequality_MI_rank	ENV_PO4_COMBI_II_DPI	ENV_Si_InterationInformation	ENV_Si_II_p_value	ENV_Si_DataProcessingInequality_MI_rank	ENV_Si_COMBI_II_DPI	COMBI_allENV
OTU_1833_18S_022_3	OTU_1942_18S_022_3	0.760769671297039	1	0.712999	-0.712999	0.944056	3	1	-0.712999	0.945055	3	1	-0.712999	1	3	1	-0.561031	0.262737	3	1	-0.682118	0.382617	3	1	-0.613917	0.3996	3	1	-0.592451	0.238761	3	1	-0.560175	0.528472	3	1	8
OTU_184_18S_022_3	ASV_825_16S_3_200	-0.649309158325195	1	0.49512	0.75861	NA	3	1	-0.467005	0.000999	3	1	-0.547466	0.7003	3	1	-0.234968	0.676324	3	1	0.327265	NA	3	1	0.256779	NA	3	1	0.585083	NA	3	1	0.52929	NA	3	1	8
OTU_184_18S_022_3	OTU_1420_18S_022_3	0.822744568869302	1	0.7472	0.837937	NA	3	1	-0.618728	0.000999	3	1	-0.678469	0.300699	3	1	-0.437701	0.200799	3	1	0.089596	NA	3	1	0.057333	NA	3	1	-0.224477	0.202797	3	1	-0.004417	0.918082	3	1	8
OTU_184_18S_3_200	OTU_1833_18S_3_200	0.65786862373352	1	0.585906	1.024389	NA	3	1	-0.48497	0.000999	3	1	-0.48497	0.000999	3	1	-0.333826	0.051948	3	1	0.14755	NA	3	1	-0.07457	0.178821	3	1	-0.084853	0.573427	3	1	0.680833	NA	3	1	8
OTU_184_18S_3_200	OTU_225_18S_3_200	0.556088328361511	1	0.590431	0.992541	NA	3	1	-0.415926	0.000999	3	1	-0.415926	0.000999	3	1	-0.303093	0.100899	3	1	0.123531	NA	3	1	-0.167926	0.056943	3	1	-0.322055	0.072927	3	1	0.616584	NA	3	1	8
OTU_1841_18S_022_3	OTU_2139_18S_022_3	0.717060116608026	1	0.65685	2.782293	NA	3	1	-0.477786	0.000999	3	1	-0.477786	0.000999	3	1	-0.061788	0.564436	3	1	0.619483	NA	3	1	0.651128	NA	3	1	-0.101184	0.501499	3	1	-0.332298	0.751249	3	1	8
OTU_1841_18S_022_3	OTU_2142_18S_022_3	0.570687603392058	1	0.61067	-0.503654	0.5005	3	1	-0.48479	0.000999	3	1	-0.48479	0.000999	3	1	-0.139165	0.200799	3	1	0.508703	NA	3	1	0.610437	NA	3	1	-0.024819	0.404595	3	1	-0.161135	0.613387	3	1	8
OTU_1841_18S_022_3	OTU_6386_18S_022_3	0.803971035256593	1	0.437639	2.96907	NA	3	1	-0.383171	0.000999	3	1	-0.383171	0.000999	3	1	0.147722	NA	3	1	0.794161	NA	3	1	0.832622	NA	3	1	0.372363	NA	3	1	-0.056557	0.78022	3	1	8
OTU_1841_18S_3_200	OTU_2612_18S_3_200	0.810879631620613	1	0.533567	-0.461471	0.779221	3	1	-0.479099	0.000999	3	1	-0.479099	0.000999	3	1	-0.311624	0.372627	3	1	-0.499207	0.190809	3	1	-0.416857	0.483516	3	1	-0.442413	0.322677	3	1	-0.43909	0.333666	3	1	8
OTU_1841_18S_3_200	OTU_3703_18S_3_200	0.700836002826691	1	0.701483	-0.59925	0.835165	3	1	-0.616878	0.000999	3	1	-0.616878	0.000999	3	1	-0.557442	0.124875	3	1	-0.581293	0.323676	3	1	-0.610329	0.360639	3	1	-0.511992	0.417582	3	1	-0.38245	0.27972	3	1	8
OTU_1843_18S_022_3	OTU_3745_18S_022_3	0.553816995132807	1	0.61545	-0.428265	0.000999	3	1	-0.428265	0.000999	3	1	-0.428265	0.000999	3	1	-0.607523	0.000999	3	1	-0.546317	0.191808	3	1	-0.579507	0.18981	3	1	-0.590434	0.238761	3	1	-0.575611	0.056943	3	1	8
OTU_1850_18S_022_3	OTU_2715_18S_022_3	0.567493855953217	1	0.483138	-0.357258	0.000999	3	1	-0.357258	0.000999	3	1	-0.357258	0.000999	3	1	-0.314082	0.186813	3	1	-0.307121	0.203796	3	1	-0.298768	0.284715	3	1	-0.329445	0.132867	3	1	-0.093732	0.778222	3	1	8
OTU_1850_18S_022_3	OTU_4186_18S_022_3	0.770015776157379	1	0.41302	-0.41302	1	3	1	-0.41302	1	3	1	-0.41302	1	3	1	-0.388842	0.512488	3	1	-0.334374	0.334665	3	1	-0.334374	0.506494	3	1	-0.388842	0.357642	3	1	-0.266349	0.917083	3	1	8
OTU_1859_18S_022_3	OTU_1025_18S_3_200	0.572077035903931	1	0.460389	-0.460389	0.889111	3	1	-0.460389	0.889111	3	1	-0.460389	0.8002	3	1	-0.338557	0.14985	3	1	-0.381742	0.036963	3	1	-0.381742	0.000999	3	1	-0.399371	0.107892	3	1	-0.184	0.611389	3	1	8
OTU_1859_18S_022_3	OTU_3243_18S_022_3	0.613868713378906	1	0.460389	-0.376468	0.000999	3	1	-0.376468	0.000999	3	1	-0.466194	0.7003	3	1	-0.434833	0.037962	3	1	-0.418171	0.024975	3	1	-0.455268	0.000999	3	1	-0.417744	0.024975	3	1	-0.446416	0.223776	3	1	8
OTU_1861_18S_3_200	OTU_2816_18S_3_200	0.84009879663392	1	0.701483	-0.616878	0.000999	3	1	-0.616878	0.000999	3	1	-0.616878	0.000999	3	1	-0.419266	0.523477	3	1	-0.528946	0.347652	3	1	-0.472153	0.468531	3	1	-0.704636	0.523477	3	1	-0.504772	0.388611	3	1	8
OTU_1869_18S_022_3	OTU_2690_18S_022_3	0.580737519901744	1	0.625745	-0.409455	0.834166	3	1	-0.51681	0.000999	3	1	-0.51681	0.000999	3	1	0.040864	NA	3	1	0.771078	NA	3	1	0.703874	NA	3	1	0.034663	NA	3	1	0.681778	NA	3	1	8
OTU_1869_18S_022_3	OTU_755_18S_3_200	0.755659997463226	1	0.640815	-0.449752	0.000999	3	1	-0.449752	0.000999	3	1	-0.449752	0.000999	3	1	0.557033	NA	3	1	0.762343	NA	3	1	0.823971	NA	3	1	0.86731	NA	3	1	0.534541	NA	3	1	8
OTU_1874_18S_022_3	OTU_3985_18S_022_3	0.648039400577545	1	0.678733	-0.678733	1	3	1	-0.678733	1	3	1	-0.678733	1	3	1	-0.678733	0.186813	3	1	-0.678733	0.142857	3	1	-0.678733	0.196803	3	1	-0.588323	0.333666	3	1	-0.631818	0.223776	3	1	8
OTU_1875_18S_022_3	OTU_2405_18S_022_3	0.578374087810516	1	0.64121	-0.64121	1	3	1	-0.64121	1	3	1	-0.64121	1	3	1	-0.64121	0.248751	3	1	-0.64121	0.214785	3	1	-0.64121	0.321678	3	1	-0.64121	0.42957	3	1	-0.371513	0.61039	3	1	8
OTU_1875_18S_022_3	OTU_2570_18S_022_3	0.612266166865858	1	0.761757	-0.629386	0.000999	3	1	-0.629386	0.000999	3	1	-0.629386	0.000999	3	1	-0.761757	0.248751	3	1	-0.650237	0.000999	3	1	-0.389873	0.702298	3	1	-0.761757	0.571429	3	1	-0.576665	0.168831	3	1	8
OTU_1875_18S_022_3	OTU_3642_18S_022_3	0.93578839302063	1	0.701483	-0.569113	0.000999	3	1	-0.569113	0.000999	3	1	-0.569113	0.000999	3	1	-0.636089	0.000999	3	1	-0.589964	0.000999	3	1	-0.503033	0.541459	3	1	-0.611073	0.190809	3	1	-0.530124	0.084915	3	1	8
OTU_1876_18S_3_200	OTU_2979_18S_3_200	0.629809737205505	1	0.616591	-0.731333	0.778222	3	1	-0.616591	0.944056	3	1	-0.616591	0.9001	3	1	0.403976	NA	3	1	-0.598218	0.477522	3	1	-0.537945	0.86014	3	1	-0.030739	0.549451	3	1	0.212081	NA	3	1	8
OTU_1878_18S_3_200	OTU_1937_18S_3_200	0.54044087906818	1	0.602887	-0.458693	0.724276	3	1	-0.570628	0.000999	3	1	-0.570628	0.000999	3	1	-0.116607	0.5005	3	1	0.819542	NA	3	1	0.724467	NA	3	1	-0.073268	0.786214	3	1	-0.485168	0.473526	3	1	8
OTU_188_18S_022_3	ASV_1056_16S_3_200	-0.92784982725847	1	0.496044	-0.423947	0.27972	3	1	1.231476	NA	3	1	-0.423947	0.200799	3	1	-0.356093	0.175824	3	1	-0.386229	0.155844	3	1	-0.146166	0.675325	3	1	-0.186005	0.417582	3	1	0.008789	NA	3	1	8
OTU_1888_18S_022_3	OTU_253_18S_3_200	-0.818577588581144	1	0.453342	-0.429011	0.000999	3	1	-0.50313	0.667333	3	1	-0.429011	0.000999	3	1	0.531427	NA	3	1	-0.362604	0.666334	3	1	-0.366084	0.18981	3	1	-0.296302	0.477522	3	1	0.023618	NA	3	1	8
OTU_1895_18S_022_3	OTU_2082_18S_3_200	0.55978000164032	1	0.378055	3.63924	NA	3	1	-0.336095	0.000999	3	1	-0.336095	0.000999	3	1	0.400143	NA	3	1	1.526051	NA	3	1	1.192659	NA	3	1	0.445054	NA	3	1	-0.285353	0.722278	3	1	8
OTU_1895_18S_022_3	OTU_2341_18S_022_3	0.930357327275496	1	0.663959	3.603297	NA	3	1	-0.447669	0.000999	3	1	-0.447669	0.000999	3	1	0.223849	NA	3	1	1.244728	NA	3	1	0.972149	NA	3	1	0.22735	NA	3	1	-0.362361	0.554446	3	1	8
OTU_1895_18S_022_3	OTU_2853_18S_022_3	0.864241659641266	1	0.496044	-0.365412	0.722278	3	1	-0.279753	0.000999	3	1	-0.279753	0.000999	3	1	-0.573946	0.161838	3	1	-0.400314	0.012987	3	1	-0.405633	0.100899	3	1	-0.445472	0.287712	3	1	-0.242008	0.723277	3	1	8
OTU_1895_18S_022_3	OTU_3043_18S_022_3	-0.782602412866974	1	0.580936	-0.496331	0.778222	3	1	-0.508839	0.000999	3	1	-0.508839	0.000999	3	1	-0.620031	0.486513	3	1	-0.50393	0.167832	3	1	-0.532426	0.353646	3	1	-0.566459	0.524476	3	1	-0.373644	0.889111	3	1	8
OTU_19_18S_022_3	OTU_1415_18S_022_3	0.547046065330505	1	0.596576	2.852269	NA	3	1	-0.417512	0.000999	3	1	-0.417512	0.000999	3	1	-0.13969	0.225774	3	1	0.544379	NA	3	1	0.534593	NA	3	1	-0.048789	0.430569	3	1	-0.186735	0.778222	3	1	8
OTU_19_18S_022_3	OTU_1869_18S_022_3	0.561092249797095	1	0.765633	-0.516053	0.667333	3	1	-0.547761	0.000999	3	1	-0.547761	0.000999	3	1	-0.099024	0.626374	3	1	0.697799	NA	3	1	0.71467	NA	3	1	-0.105225	0.595405	3	1	-0.315953	0.778222	3	1	8
OTU_19_18S_022_3	OTU_486_18S_022_3	0.774587333202362	1	0.497912	3.38509	NA	3	1	-0.280041	0.000999	3	1	-0.280041	0.000999	3	1	0.131173	NA	3	1	0.913847	NA	3	1	0.969883	NA	3	1	0.172738	NA	3	1	-0.096742	0.861139	3	1	8
OTU_190_18S_022_3	OTU_1417_18S_022_3	0.601975321769714	1	0.491026	2.138593	NA	3	1	-0.369371	0.000999	3	1	-0.450723	0.5005	3	1	0.05272	NA	3	1	0.201713	NA	3	1	0.247796	NA	3	1	-0.147013	0.428571	3	1	-0.031104	0.668332	3	1	8
OTU_190_18S_022_3	OTU_461_18S_022_3	0.62059836944468	1	0.564189	1.87955	NA	3	1	-0.315094	0.000999	3	1	1.87955	NA	3	1	-0.289359	0.301698	3	1	-0.152327	0.083916	3	1	-0.056805	0.225774	3	1	-0.361207	0.333666	3	1	-0.043993	0.388611	3	1	8
OTU_191_18S_022_3	OTU_297_18S_022_3	-0.686277270317078	1	0.444187	-0.463839	0.833167	3	1	-0.419856	0.000999	3	1	-0.463839	0.8002	3	1	-0.361164	0.400599	3	1	-0.273975	0.523477	3	1	-0.30089	0.561439	3	1	-0.280995	0.535465	3	1	-0.092364	0.722278	2	1	8
OTU_191_18S_022_3	OTU_3041_18S_022_3	-0.840868217695711	1	0.328471	0.472214	NA	3	1	0.37107	NA	3	1	0.472214	NA	3	1	-0.169117	0.662338	3	1	0.55994	NA	3	1	0.45636	NA	2	1	0.060155	NA	2	1	0.08437	NA	2	1	8
OTU_1911_18S_022_3	ASV_1174_16S_3_200	0.679787039756775	1	0.523381	3.143903	NA	3	1	-0.304825	0.778222	3	1	-0.414445	0.000999	3	1	-0.085359	0.711289	3	1	1.522921	NA	3	1	1.107606	NA	3	1	0.370184	NA	3	1	-0.032291	0.471528	3	1	8
OTU_1911_18S_022_3	OTU_449_18S_3_200	0.746788815528159	1	0.568881	3.160258	NA	3	1	3.160258	NA	3	1	-0.390114	0.000999	3	1	0.047696	NA	3	1	1.760418	NA	3	1	1.067228	NA	3	1	0.500953	NA	3	1	0.055468	NA	3	1	8
OTU_1912_18S_3_200	OTU_3906_18S_3_200	0.894391170590327	1	0.556317	-0.556317	0.944056	3	1	-0.556317	0.945055	3	1	-0.556317	0.9001	3	1	-0.520316	0.562438	3	1	-0.581927	0.691309	3	1	-0.577783	0.744256	3	1	-0.519631	0.775225	3	1	-0.099454	0.75025	3	1	8
OTU_1913_18S_3_200	OTU_2025_18S_3_200	0.879735218191968	1	0.64121	-0.586742	0.000999	3	1	-0.68966	0.834166	3	1	-0.586742	0.000999	3	1	-0.602402	0.18981	3	1	-0.481181	0.632368	3	1	-0.41646	0.353646	3	1	-0.391444	0.811189	3	1	-0.369738	0.5005	3	1	8
OTU_1914_18S_022_3	OTU_3402_18S_3_200	-0.776973818551727	1	0.484229	-0.053828	0.168831	3	1	-0.053828	0.166833	3	1	-0.053828	0.200799	3	1	-0.010948	0.488511	3	1	0.778862	NA	3	1	0.617548	NA	3	1	0.043259	NA	3	1	-0.247831	0.277722	3	1	8
OTU_192_18S_3_200	OTU_261_18S_3_200	0.561307668685913	1	0.425708	-0.244322	0.000999	3	1	-0.244322	0.000999	3	1	-0.244322	0.000999	3	1	-0.20554	0.050949	3	1	0.199636	NA	3	1	0.30344	NA	3	1	-0.118033	0.178821	3	1	0.179777	NA	3	1	8
OTU_192_18S_3_200	OTU_3393_18S_3_200	0.795156331862592	1	0.475738	-0.331178	0.000999	3	1	-0.331178	0.000999	3	1	-0.331178	0.000999	3	1	-0.195836	0.075924	3	1	0.508393	NA	3	1	0.577529	NA	3	1	-0.013289	0.582418	3	1	-0.147155	0.556444	3	1	8
OTU_1922_18S_022_3	OTU_449_18S_3_200	0.591524362564087	1	0.491867	-0.455712	0.668332	3	1	-0.335165	0.778222	3	1	-0.449907	0.000999	3	1	-0.378706	0.438561	3	1	-0.429214	0.156843	3	1	-0.456609	0.076923	3	1	-0.176022	0.524476	3	1	-0.407262	0.084915	2	1	8
OTU_1923_18S_022_3	OTU_1523_18S_3_200	0.787145925167123	1	0.387261	-0.465848	0.778222	3	1	-0.355002	0.000999	3	1	-0.355002	0.000999	3	1	-0.379333	0.601399	3	1	-0.456562	0.107892	3	1	-0.447534	0.153846	3	1	0.162842	NA	3	1	-0.435877	0.38961	3	1	8
OTU_1923_18S_022_3	OTU_4258_18S_022_3	0.788934122828797	1	0.387261	-0.387261	1	3	1	-0.387261	1	3	1	-0.387261	1	3	1	-0.433058	0.300699	3	1	-0.368888	0.214785	3	1	-0.399025	0.373626	3	1	-0.441178	1	3	1	-0.435877	0.501499	3	1	8
OTU_1925_18S_022_3	OTU_2012_18S_3_200	0.656649477238547	1	0.558186	-0.558186	1	3	1	-0.558186	1	3	1	-0.558186	1	3	1	0.043569	NA	3	1	-0.449403	0.226773	3	1	-0.389129	0.513487	3	1	0.600689	NA	3	1	0.261418	NA	3	1	8
OTU_1925_18S_022_3	OTU_6743_18S_022_3	0.70168787240982	1	0.510817	-0.510817	1	3	1	-0.510817	1	3	1	-0.510817	1	3	1	-0.580793	0.274725	3	1	-0.510817	0.285714	3	1	-0.540954	0.225774	3	1	-0.601228	0.476523	3	1	-0.555209	0.667333	3	1	8
OTU_1933_18S_022_3	OTU_3553_18S_022_3	0.813709437847137	1	0.686019	-0.601414	0.000999	3	1	-0.601414	0.000999	3	1	-0.601414	0.000999	3	1	-0.638253	0.225774	3	1	-0.604636	0.060939	3	1	-0.66839	0.126873	3	1	-0.613237	0.298701	3	1	-0.476596	0.251748	3	1	8
OTU_1942_18S_022_3	OTU_203_18S_3_200	-0.650627493858337	1	0.582414	-0.602065	0.501499	3	1	-0.583292	0.777223	3	1	-0.583292	0.6004	3	1	-0.214367	0.55045	3	1	0.138644	NA	3	1	0.219692	NA	3	1	-0.40543	0.262737	3	1	-0.398025	0.13986	3	1	8
OTU_1951_18S_3_200	OTU_3497_18S_3_200	0.751469916608261	1	0.556317	-0.454084	0.000999	3	1	-0.454084	0.000999	3	1	-0.454084	0.000999	3	1	0.287276	NA	3	1	1.088903	NA	3	1	1.057582	NA	3	1	-0.496044	0.000999	3	1	-0.516479	0.000999	3	1	8
OTU_1956_18S_022_3	OTU_1411_18S_3_200	0.62660402059555	1	0.593841	-0.714388	0.832168	3	1	-0.593841	0.89011	3	1	-0.3291	0.9001	3	1	-0.671744	0.125874	3	1	-0.354814	0.571429	3	1	-0.684252	0.286713	3	1	-0.588035	0.524476	3	1	-0.641607	0.083916	3	1	8
OTU_1956_18S_022_3	OTU_2401_18S_3_200	0.610932230949402	1	0.516962	-0.269504	0.945055	3	1	-0.484704	0.000999	3	1	-0.484704	0.000999	3	1	-0.334857	0.126873	3	1	-0.20039	0.418581	3	1	-0.325156	0.395604	3	1	0.780774	NA	3	1	-0.487676	0.028971	3	1	8
OTU_1959_18S_022_3	ASV_626_16S_3_200	-0.877868004234628	1	0.555876	-0.531545	0.556444	3	1	-0.555876	0.61039	3	1	-0.555876	0.7003	3	1	-0.498948	0.127872	3	1	-0.535307	0.642358	3	1	-0.233329	0.788212	3	1	-0.107661	0.691309	3	1	0.144947	NA	3	1	8
OTU_1965_18S_022_3	OTU_4971_18S_022_3	0.754431310802471	1	0.389129	-0.389129	1	3	1	-0.389129	1	3	1	-0.389129	1	3	1	0.305004	NA	3	1	-0.370266	0.526474	3	1	-0.267153	0.885115	3	1	-0.410595	0.583417	3	1	-0.315983	0.666334	3	1	8
OTU_1966_18S_3_200	OTU_4005_18S_3_200	0.574946299342831	1	0.616591	-0.616591	1	3	1	-0.616591	1	3	1	-0.616591	1	3	1	-0.507123	0.626374	3	1	-0.54026	0.668332	3	1	-0.610235	0.815185	3	1	-0.552083	0.811189	3	1	-0.53004	0.639361	3	1	8
OTU_197_18S_022_3	OTU_1435_18S_022_3	-0.626686725759878	1	0.325934	0.741218	NA	3	1	-0.356949	0.334665	3	1	-0.194456	0.200799	3	1	0.110313	NA	2	1	0.572402	NA	2	1	0.281262	NA	2	1	0.033933	NA	3	1	0.533906	NA	2	1	8
OTU_197_18S_022_3	OTU_1621_18S_022_3	-0.559089779853821	1	0.290641	-0.284278	0.000999	3	1	-0.284278	0.000999	3	1	-0.118001	0.200799	3	1	-0.007393	0.463536	2	1	0.63619	NA	2	1	0.204079	NA	2	1	-0.143507	0.5005	3	1	-0.030115	0.5005	2	1	8
OTU_197_18S_022_3	OTU_197_18S_3_200	0.86489563358661	1	0.616799	-0.555035	0.000999	3	1	-0.555035	0.000999	3	1	-0.101345	0.6004	3	1	-0.06281	0.48951	3	1	-0.137841	0.394605	3	1	-0.119968	0.346653	3	1	0.396376	NA	3	1	0.119687	NA	3	1	8
OTU_1976_18S_022_3	OTU_5055_18S_022_3	0.775066779030915	1	0.704202	2.938751	NA	3	1	-0.601969	0.000999	3	1	-0.601969	0.000999	3	1	0.020414	NA	3	1	0.497453	NA	3	1	0.469612	NA	3	1	-0.313455	0.572428	3	1	0.350209	NA	3	1	8
OTU_198_18S_3_200	OTU_3906_18S_3_200	0.824755728244781	1	0.378055	-0.336095	0.000999	3	1	-0.336095	0.000999	3	1	-0.336095	0.000999	3	1	0.120241	NA	3	1	1.724061	NA	3	1	1.414988	NA	3	1	0.360449	NA	3	1	-0.19168	0.749251	3	1	8
OTU_1986_18S_022_3	OTU_4227_18S_022_3	0.792109921915589	1	0.64121	-0.64121	1	3	1	-0.64121	1	3	1	-0.64121	1	3	1	-0.545678	0.277722	3	1	-0.64121	0.070929	3	1	-0.64121	0.20979	3	1	-0.495646	0.453546	3	1	-0.591863	0.5005	3	1	8
OTU_1989_18S_022_3	OTU_279_18S_3_200	-0.733741037652057	1	0.39027	0.057085	NA	3	1	-0.115858	0.446553	3	1	-0.020818	0.6004	3	1	-0.046208	0.125874	3	1	0.08622	NA	3	1	0.092423	NA	3	1	-0.102981	0.653347	3	1	0.019031	NA	3	1	8
OTU_199_18S_022_3	OTU_1516_18S_022_3	0.595267951488495	1	0.497912	-0.388976	0.000999	3	1	-0.388976	0.000999	3	1	-0.388976	0.000999	3	1	-0.425968	0.2997	3	1	-0.377722	0.083916	3	1	-0.411339	0.271728	3	1	-0.424387	0.358641	3	1	-0.285296	0.555445	3	1	8
OTU_199_18S_022_3	OTU_3463_18S_3_200	0.53686	1	0.399316	-0.218968	0.554446	3	1	-0.302541	0.000999	3	1	-0.302541	0.000999	3	1	-0.264977	0.14985	3	1	-0.321706	0.060939	3	1	-0.252469	0.248751	3	1	-0.292847	0.204795	3	1	-0.273754	0.528472	3	1	8
OTU_199_18S_022_3	OTU_3703_18S_3_200	0.539727775046865	1	0.497912	-0.443444	0.000999	3	1	-0.443444	0.000999	3	1	-0.443444	0.000999	3	1	-0.389129	0.235764	3	1	-0.417561	0.084915	3	1	-0.411339	0.208791	3	1	-0.41646	0.357642	3	1	-0.233347	0.751249	3	1	8
OTU_1992_18S_022_3	OTU_2293_18S_3_200	0.777599082401709	1	0.45852	3.157752	NA	3	1	-0.41656	0.000999	3	1	-0.41656	0.000999	3	1	0.248419	NA	3	1	1.326902	NA	3	1	1.161852	NA	3	1	0.570426	NA	3	1	0.054036	NA	3	1	8
OTU_1992_18S_022_3	OTU_4839_18S_022_3	0.791873693466187	1	0.603686	-0.663959	0.776224	3	1	-0.561726	0.000999	3	1	-0.561726	0.000999	3	1	-0.477274	0.24975	3	1	-0.576027	0.275724	3	1	-0.589209	0.210789	3	1	-0.57458	0.236763	3	1	-0.37998	0.612388	3	1	8
OTU_2001_18S_022_3	OTU_2866_18S_022_3	0.903655529022217	1	0.603686	-0.603686	1	3	1	-0.603686	1	3	1	-0.603686	1	3	1	0.240447	NA	3	1	-0.494903	0.227772	3	1	-0.434629	0.534466	3	1	0.560995	NA	3	1	0.714201	NA	3	1	8
OTU_2001_18S_022_3	OTU_3253_18S_022_3	0.544850587844849	1	0.43577	-0.43577	1	3	1	-0.43577	1	3	1	-0.43577	1	3	1	0.448202	NA	3	1	-0.326987	0.250749	3	1	-0.266713	0.559441	3	1	0.819321	NA	3	1	0.882117	NA	3	1	8
OTU_2001_18S_022_3	OTU_5558_18S_022_3	0.769614112030002	1	0.663959	-0.663959	1	3	1	-0.663959	1	3	1	-0.663959	1	3	1	0.132408	NA	3	1	-0.555176	0.227772	3	1	-0.494903	0.584416	3	1	0.500721	NA	3	1	0.653927	NA	3	1	8
OTU_2004_18S_022_3	ASV_1979_16S_3_200	0.757159670457285	1	0.456118	-0.57086	0.721279	3	1	-0.456118	1	3	1	-0.456118	1	3	1	-0.442866	0.549451	3	1	-0.528156	0.739261	3	1	-0.507721	0.871129	3	1	-0.520769	0.405594	3	1	-0.412212	0.638362	3	1	8
OTU_2006_18S_3_200	OTU_2279_18S_3_200	0.802778890317018	1	0.722723	-0.52353	0.000999	3	1	-0.52353	0.000999	3	1	-0.52353	0.000999	3	1	0.029175	NA	3	1	0.711547	NA	3	1	0.519282	NA	3	1	0.24644	NA	3	1	0.487157	NA	3	1	8
OTU_2008_18S_022_3	OTU_2328_18S_022_3	0.665934145450592	1	0.555176	-0.555176	1	3	1	-0.669918	0.777223	3	1	-0.555176	1	3	1	-0.524296	0.125874	3	1	-0.536804	0.084915	3	1	-0.530998	0.384615	3	1	-0.516369	0.298701	3	1	-0.312821	0.611389	3	1	8
OTU_2008_18S_022_3	OTU_442_18S_3_200	0.68239362542738	1	0.437343	2.678972	NA	3	1	-0.398545	0.611389	3	1	-0.360675	0.000999	3	1	0.191743	NA	3	1	0.958429	NA	3	1	0.824143	NA	3	1	0.258323	NA	3	1	-0.031051	0.945055	3	1	8
OTU_201_18S_022_3	OTU_2612_18S_022_3	0.570444524288177	1	0.538046	-0.448514	0.000999	3	1	-0.448514	0.000999	3	1	3.031896	NA	3	1	-0.37357	0.24975	3	1	-0.465622	0.000999	3	1	-0.411634	0.061938	3	1	-0.233128	0.42957	3	1	0.72308	NA	3	1	8
OTU_2015_18S_022_3	OTU_1326_18S_3_200	0.749392509460449	1	0.71879	-0.656395	0.000999	3	1	-0.656395	0.000999	3	1	-0.656395	0.000999	3	1	-0.446814	0.709291	3	1	-0.397209	0.762238	3	1	-0.474145	0.582418	3	1	-0.519105	0.465534	3	1	-0.293634	0.584416	3	1	8
OTU_2015_18S_022_3	OTU_3969_18S_022_3	0.61492908000946	1	0.460389	-0.460389	0.776224	3	1	-0.460389	0.89011	3	1	-0.460389	0.7003	3	1	-0.351605	0.773227	3	1	-0.271864	0.846154	3	1	-0.429508	0.528472	3	1	-0.371009	0.763237	3	1	-0.123533	0.835165	3	1	8
OTU_2025_18S_3_200	OTU_2198_18S_3_200	0.54286	1	0.556317	-0.556317	1	3	1	-0.556317	1	3	1	-0.556317	1	3	1	0.232123	NA	3	1	-0.447534	0.453546	3	1	-0.387261	0.596404	3	1	0.406539	NA	3	1	0.38774	NA	3	1	8
OTU_2028_18S_022_3	OTU_2266_18S_3_200	0.751041983835388	1	0.603032	-0.423968	0.000999	3	1	2.267682	NA	3	1	-0.423968	0.000999	3	1	-0.068938	0.388611	3	1	-0.297937	0.083916	3	1	-0.273049	0.057942	3	1	0.872845	NA	3	1	-0.012556	0.637363	3	1	8
OTU_2029_18S_022_3	OTU_1925_18S_3_200	0.98709234017714	1	0.848657	-0.848657	1	3	1	-0.848657	1	3	1	-0.848657	1	3	1	-0.809849	0.0999	3	1	-0.830284	0.143856	3	1	-0.824478	0.050949	3	1	-0.691617	0.811189	3	1	-0.753976	0.277722	3	1	8
OTU_2029_18S_022_3	OTU_4430_18S_022_3	0.827886125462146	1	0.450544	-0.568285	0.833167	3	1	-0.185803	0.834166	3	1	-0.450544	0.9001	3	1	-0.520519	0.2997	3	1	-0.510817	0.154845	3	1	-0.535149	0.075924	3	1	0.410629	NA	3	1	-0.480681	0.276723	2	1	8
OTU_2029_18S_3_200	OTU_3152_18S_3_200	0.731111705303192	1	0.473294	-0.401197	0.000999	3	1	-0.401197	0.000999	3	1	-0.401197	0.000999	3	1	-0.38672	0.250749	3	1	-0.29283	0.48951	3	1	-0.346882	0.352647	3	1	-0.344076	0.48951	3	1	-0.43308	0.13986	3	1	8
OTU_203_18S_022_3	OTU_1878_18S_3_200	-0.759498965888662	1	0.250887	1.150838	NA	3	1	-0.146379	0.166833	3	1	-0.146379	0.200799	3	1	-0.17633	0.062937	1	1	0.148751	NA	2	1	0.137264	NA	1	1	0.17453	NA	2	1	-0.040942	0.697303	1	1	8
