Source	Target	Occurrence	Occurrence_Percentage	Source_Kingdom	Source_DivisionPhylum	Target_Kingdom	Target_DivisionPhylum
ASV_1080_16S_022_3	OTU_424_18S_3_200	4	50	Bacteria	Gammaproteobacteria	Eukaryota	Ochrophyta
ASV_1093_16S_022_3	ASV_1958_16S_022_3	2	25	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1095_16S_022_3	OTU_4047_18S_022_3	3	37.5	Bacteria	Alphaproteobacteria	Eukaryota	Dinoflagellata
ASV_1102_16S_022_3	OTU_600_18S_022_3	4	50	Bacteria	unknown 16S	Eukaryota	Stramenopiles_X
ASV_111_16S_022_3	ASV_299_16S_022_3	7	87.5	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_111_16S_022_3	ASV_395_16S_022_3	7	87.5	Bacteria	Alphaproteobacteria	Bacteria	Gammaproteobacteria
ASV_111_16S_022_3	OTU_2256_18S_022_3	3	37.5	Bacteria	Alphaproteobacteria	Eukaryota	Stramenopiles_X
ASV_1112_16S_022_3	OTU_1325_18S_3_200	2	25	Bacteria	Gammaproteobacteria	Eukaryota	Choanoflagellida
ASV_1112_16S_022_3	OTU_1474_18S_3_200	3	37.5	Bacteria	Gammaproteobacteria	Eukaryota	Cercozoa
ASV_1112_16S_022_3	OTU_3299_18S_3_200	2	25	Bacteria	Gammaproteobacteria	Eukaryota	Ochrophyta
ASV_1122_16S_022_3	OTU_4097_18S_3_200	2	25	Bacteria	Bacteroidota	Eukaryota	Ciliophora
ASV_1122_16S_022_3	OTU_510_18S_022_3	1	12.5	Bacteria	Bacteroidota	Eukaryota	Pseudofungi
ASV_1122_16S_022_3	OTU_579_18S_022_3	1	12.5	Bacteria	Bacteroidota	Eukaryota	Ochrophyta
ASV_1123_16S_022_3	OTU_421_18S_022_3	1	12.5	Bacteria	Verrucomicrobiota	Eukaryota	Sagenista
ASV_113_16S_022_3	ASV_113_16S_3_200	4	50	Bacteria	Planctomycetota	Bacteria	Planctomycetota
ASV_113_16S_3_200	OTU_2608_18S_3_200	1	12.5	Bacteria	Planctomycetota	Eukaryota	Dinoflagellata
ASV_1132_16S_022_3	ASV_1329_16S_022_3	2	25	Bacteria	Alphaproteobacteria	Bacteria	Alphaproteobacteria
ASV_1132_16S_022_3	ASV_2096_16S_022_3	3	37.5	Bacteria	Alphaproteobacteria	Bacteria	Gammaproteobacteria
ASV_1133_16S_022_3	OTU_450_18S_022_3	5	62.5	Bacteria	Alphaproteobacteria	Eukaryota	Dinoflagellata
ASV_1151_16S_022_3	ASV_1682_16S_022_3	2	25	Bacteria	Alphaproteobacteria	Bacteria	Bacteroidota
ASV_1151_16S_022_3	OTU_419_18S_022_3	2	25	Bacteria	Alphaproteobacteria	Eukaryota	Telonemia
ASV_116_16S_022_3	OTU_934_18S_022_3	8	100	Bacteria	Gammaproteobacteria	Eukaryota	Cercozoa
ASV_1162_16S_022_3	OTU_236_18S_3_200	2	25	Bacteria	Bdellovibrionota	Eukaryota	Dinoflagellata
ASV_1162_16S_022_3	OTU_2679_18S_022_3	1	12.5	Bacteria	Bdellovibrionota	Eukaryota	Ochrophyta
ASV_1162_16S_022_3	OTU_3666_18S_022_3	3	37.5	Bacteria	Bdellovibrionota	Eukaryota	Ochrophyta
ASV_1165_16S_022_3	OTU_958_18S_022_3	5	62.5	Bacteria	Bacteroidota	Eukaryota	Cercozoa
ASV_1195_16S_022_3	ASV_1659_16S_022_3	3	37.5	Bacteria	Alphaproteobacteria	Bacteria	Gammaproteobacteria
ASV_1195_16S_022_3	OTU_1848_18S_022_3	3	37.5	Bacteria	Alphaproteobacteria	Eukaryota	Cercozoa
ASV_120_16S_022_3	OTU_1396_18S_022_3	2	25	Archaea	Thermoplasmatota	Eukaryota	Sagenista
ASV_1211_16S_022_3	OTU_1045_18S_022_3	3	37.5	Bacteria	Gammaproteobacteria	Eukaryota	Dinoflagellata
ASV_1221_16S_022_3	OTU_2784_18S_3_200	1	12.5	Bacteria	Verrucomicrobiota	Eukaryota	Ochrophyta
ASV_1221_16S_022_3	OTU_3152_18S_3_200	1	12.5	Bacteria	Verrucomicrobiota	Eukaryota	Cercozoa
ASV_1230_16S_022_3	OTU_3758_18S_022_3	1	12.5	Bacteria	Alphaproteobacteria	Eukaryota	Dinoflagellata
