Source	Target	Weight	MutualInformation	num_Triplets	percentage_co_occurrence	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
OTU_1783_18S_022_3	OTU_2083_18S_3_200	0.75445681810379	0.556317	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1783_18S_022_3	OTU_2550_18S_3_200	0.925116543560396	0.533567	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1783_18S_022_3	OTU_7002_18S_022_3	0.78647768497467	0.616591	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1785_18S_3_200	OTU_2263_18S_3_200	0.572970151901245	0.392829	0	66.666667	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_179_18S_022_3	OTU_3400_18S_3_200	-0.753761990013434	0.495478	0	14.285714	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_179_18S_022_3	OTU_709_18S_3_200	-0.599532186985016	0.515005	0	18.181818	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_179_18S_3_200	OTU_217_18S_3_200	0.812792224045023	0.77487	0	88.888889	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0
OTU_1791_18S_3_200	OTU_2518_18S_3_200	0.735456729568868	0.417863	0	63.636364	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1791_18S_3_200	OTU_6185_18S_3_200	0.623380126055464	0.822897	0	87.5	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1792_18S_022_3	ASV_417_16S_3_200	-0.533040938799185	0.608745	0	4.545455	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1792_18S_022_3	OTU_2266_18S_022_3	0.769301870721778	0.560719	0	80	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
OTU_1796_18S_022_3	OTU_2471_18S_3_200	0.550967872142792	0.437639	0	71.428571	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_1796_18S_022_3	OTU_3864_18S_022_3	0.54712963104248	0.437639	0	71.428571	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_1796_18S_022_3	OTU_3985_18S_022_3	0.608201823136807	0.497912	0	71.428571	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_180_18S_022_3	OTU_333_18S_022_3	0.91943308273633	0.422174	0	95.238095	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OTU_1803_18S_022_3	OTU_2479_18S_022_3	0.54168	0.536126	0	66.666667	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1803_18S_022_3	OTU_4459_18S_022_3	0.73299811089284	0.593841	0	80	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1805_18S_022_3	OTU_2986_18S_3_200	0.533103406429291	0.616591	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1805_18S_022_3	OTU_656_18S_3_200	0.589724063873291	0.448675	0	60	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1805_18S_022_3	OTU_7002_18S_022_3	0.872654795646667	0.556317	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_181_18S_3_200	OTU_620_18S_3_200	0.700633401131667	0.718431	0	93.75	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1
OTU_1812_18S_022_3	OTU_2691_18S_022_3	0.811372386895525	0.619326	0	70	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
OTU_1815_18S_3_200	OTU_3497_18S_3_200	0.648904860019684	0.606405	0	71.428571	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_182_18S_022_3	OTU_2200_18S_3_200	0.789683043956757	0.616591	0	80	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_182_18S_3_200	OTU_3470_18S_3_200	0.815136989106912	0.472153	0	71.428571	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_1824_18S_022_3	OTU_387_18S_3_200	0.58292281627655	0.622336	0	70	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
OTU_183_18S_022_3	OTU_1248_18S_022_3	0.589890003204346	0.744549	0	80	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
OTU_183_18S_022_3	OTU_1830_18S_022_3	0.585888054486031	0.762624	0	87.5	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_183_18S_022_3	OTU_349_18S_3_200	0.755424382333992	0.543412	0	62.5	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1830_18S_022_3	OTU_1068_18S_3_200	0.689040805893444	0.6796	0	87.5	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1830_18S_022_3	OTU_2245_18S_022_3	0.56922330619382	0.577236	0	85.714286	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1830_18S_022_3	OTU_4186_18S_022_3	0.64487	0.364511	0	57.142857	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1830_18S_022_3	OTU_791_18S_3_200	0.614329874515533	0.67659	0	77.777778	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1832_18S_3_200	OTU_3659_18S_3_200	0.703276574611664	0.473294	0	66.666667	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1832_18S_3_200	OTU_5048_18S_3_200	0.724109648403556	0.558186	0	83.333333	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1833_18S_022_3	OTU_1942_18S_022_3	0.760769671297039	0.712999	0	81.818182	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
OTU_184_18S_022_3	ASV_825_16S_3_200	-0.649309158325195	0.49512	0	4.761905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_184_18S_022_3	OTU_1420_18S_022_3	0.822744568869302	0.7472	0	86.666667	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0
OTU_184_18S_3_200	OTU_1833_18S_3_200	0.65786862373352	0.585906	0	80	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0
OTU_184_18S_3_200	OTU_225_18S_3_200	0.556088328361511	0.590431	0	86.666667	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
OTU_1841_18S_022_3	OTU_2139_18S_022_3	0.717060116608026	0.65685	0	87.5	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1841_18S_022_3	OTU_2142_18S_022_3	0.570687603392058	0.61067	0	77.777778	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1841_18S_022_3	OTU_6386_18S_022_3	0.803971035256593	0.437639	0	62.5	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1841_18S_3_200	OTU_2612_18S_3_200	0.810879631620613	0.533567	0	66.666667	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1841_18S_3_200	OTU_3703_18S_3_200	0.700836002826691	0.701483	0	83.333333	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1843_18S_022_3	OTU_3745_18S_022_3	0.553816995132807	0.61545	0	71.428571	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1850_18S_022_3	OTU_2715_18S_022_3	0.567493855953217	0.483138	0	62.5	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1850_18S_022_3	OTU_4186_18S_022_3	0.770015776157379	0.41302	0	80	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1859_18S_022_3	OTU_1025_18S_3_200	0.572077035903931	0.460389	0	62.5	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1859_18S_022_3	OTU_3243_18S_022_3	0.613868713378906	0.460389	0	62.5	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_1861_18S_3_200	OTU_2816_18S_3_200	0.84009879663392	0.701483	0	83.333333	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1869_18S_022_3	OTU_2690_18S_022_3	0.580737519901744	0.625745	0	85.714286	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1869_18S_022_3	OTU_755_18S_3_200	0.755659997463226	0.640815	0	77.777778	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1874_18S_022_3	OTU_3985_18S_022_3	0.648039400577545	0.678733	0	83.333333	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1875_18S_022_3	OTU_2405_18S_022_3	0.578374087810516	0.64121	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1875_18S_022_3	OTU_2570_18S_022_3	0.612266166865858	0.761757	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1875_18S_022_3	OTU_3642_18S_022_3	0.93578839302063	0.701483	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1876_18S_3_200	OTU_2979_18S_3_200	0.629809737205505	0.616591	0	50	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1878_18S_3_200	OTU_1937_18S_3_200	0.54044087906818	0.602887	0	75	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1888_18S_022_3	OTU_253_18S_3_200	-0.818577588581144	0.453342	0	4.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1895_18S_022_3	OTU_2082_18S_3_200	0.55978000164032	0.378055	0	66.666667	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1895_18S_022_3	OTU_2341_18S_022_3	0.930357327275496	0.663959	0	100	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1895_18S_022_3	OTU_2853_18S_022_3	0.864241659641266	0.496044	0	80	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1895_18S_022_3	OTU_3043_18S_022_3	-0.782602412866974	0.580936	0	100	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19_18S_022_3	OTU_1415_18S_022_3	0.547046065330505	0.596576	0	87.5	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19_18S_022_3	OTU_1869_18S_022_3	0.561092249797095	0.765633	0	100	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19_18S_022_3	OTU_486_18S_022_3	0.774587333202362	0.497912	0	71.428571	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_190_18S_022_3	OTU_1417_18S_022_3	0.601975321769714	0.491026	0	81.818182	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_190_18S_022_3	OTU_461_18S_022_3	0.62059836944468	0.564189	0	83.333333	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_191_18S_022_3	OTU_297_18S_022_3	-0.686277270317078	0.444187	0	4.545455	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_191_18S_022_3	OTU_3041_18S_022_3	-0.840868217695711	0.328471	0	27.272727	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1911_18S_022_3	ASV_1174_16S_3_200	0.679787039756775	0.523381	0	71.428571	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
OTU_1911_18S_022_3	OTU_449_18S_3_200	0.746788815528159	0.568881	0	71.428571	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
OTU_1912_18S_3_200	OTU_3906_18S_3_200	0.894391170590327	0.556317	0	80	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1913_18S_3_200	OTU_2025_18S_3_200	0.879735218191968	0.64121	0	83.333333	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1914_18S_022_3	OTU_3402_18S_3_200	-0.776973818551727	0.484229	0	9.090909	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_192_18S_3_200	OTU_261_18S_3_200	0.561307668685913	0.425708	0	81.818182	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
OTU_192_18S_3_200	OTU_3393_18S_3_200	0.795156331862592	0.475738	0	80	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
OTU_1922_18S_022_3	OTU_449_18S_3_200	0.591524362564087	0.491867	0	55.555556	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0
OTU_1923_18S_022_3	OTU_1523_18S_3_200	0.787145925167123	0.387261	0	66.666667	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1923_18S_022_3	OTU_4258_18S_022_3	0.788934122828797	0.387261	0	66.666667	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1925_18S_022_3	OTU_2012_18S_3_200	0.656649477238547	0.558186	0	83.333333	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1925_18S_022_3	OTU_6743_18S_022_3	0.70168787240982	0.510817	0	80	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1933_18S_022_3	OTU_3553_18S_022_3	0.813709437847137	0.686019	0	75	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1942_18S_022_3	OTU_203_18S_3_200	-0.650627493858337	0.582414	0	22.727273	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1951_18S_3_200	OTU_3497_18S_3_200	0.751469916608261	0.556317	0	66.666667	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1956_18S_022_3	OTU_1411_18S_3_200	0.62660402059555	0.593841	0	66.666667	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1956_18S_022_3	OTU_2401_18S_3_200	0.610932230949402	0.516962	0	75	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1965_18S_022_3	OTU_4971_18S_022_3	0.754431310802471	0.389129	0	55.555556	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
OTU_1966_18S_3_200	OTU_4005_18S_3_200	0.574946299342831	0.616591	0	80	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_197_18S_022_3	OTU_1435_18S_022_3	-0.626686725759878	0.325934	0	22.727273	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_197_18S_022_3	OTU_1621_18S_022_3	-0.559089779853821	0.290641	0	18.181818	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_197_18S_022_3	OTU_197_18S_3_200	0.86489563358661	0.616799	0	85	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1
OTU_1976_18S_022_3	OTU_5055_18S_022_3	0.775066779030915	0.704202	0	71.428571	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_198_18S_3_200	OTU_3906_18S_3_200	0.824755728244781	0.378055	0	66.666667	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1986_18S_022_3	OTU_4227_18S_022_3	0.792109921915589	0.64121	0	55.555556	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0
OTU_1989_18S_022_3	OTU_279_18S_3_200	-0.733741037652057	0.39027	0	23.809524	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199_18S_022_3	OTU_1516_18S_022_3	0.595267951488495	0.497912	0	71.428571	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_199_18S_022_3	OTU_3463_18S_3_200	0.53686	0.399316	0	75	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_199_18S_022_3	OTU_3703_18S_3_200	0.539727775046865	0.497912	0	71.428571	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1992_18S_022_3	OTU_2293_18S_3_200	0.777599082401709	0.45852	0	50	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1992_18S_022_3	OTU_4839_18S_022_3	0.791873693466187	0.603686	0	62.5	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2001_18S_022_3	OTU_2866_18S_022_3	0.903655529022217	0.603686	0	100	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2001_18S_022_3	OTU_3253_18S_022_3	0.544850587844849	0.43577	0	80	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2001_18S_022_3	OTU_5558_18S_022_3	0.769614112030002	0.663959	0	100	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2004_18S_022_3	ASV_1979_16S_3_200	0.757159670457285	0.456118	0	62.5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_2006_18S_3_200	OTU_2279_18S_3_200	0.802778890317018	0.722723	0	81.818182	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
OTU_2008_18S_022_3	OTU_2328_18S_022_3	0.665934145450592	0.555176	0	62.5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2008_18S_022_3	OTU_442_18S_3_200	0.68239362542738	0.437343	0	77.777778	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_201_18S_022_3	OTU_2612_18S_022_3	0.570444524288177	0.538046	0	62.5	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_2015_18S_022_3	OTU_1326_18S_3_200	0.749392509460449	0.71879	0	80	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
OTU_2015_18S_022_3	OTU_3969_18S_022_3	0.61492908000946	0.460389	0	62.5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_2025_18S_3_200	OTU_2198_18S_3_200	0.54286	0.556317	0	80	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2028_18S_022_3	OTU_2266_18S_3_200	0.751041983835388	0.603032	0	70	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
OTU_2029_18S_022_3	OTU_1925_18S_3_200	0.98709234017714	0.848657	0	100	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_2029_18S_022_3	OTU_4430_18S_022_3	0.827886125462146	0.450544	0	57.142857	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_2029_18S_3_200	OTU_3152_18S_3_200	0.731111705303192	0.473294	0	66.666667	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
OTU_203_18S_022_3	OTU_1878_18S_3_200	-0.759498965888662	0.250887	0	22.727273	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2039_18S_3_200	OTU_2547_18S_3_200	0.76855233740177	0.473294	0	57.142857	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2046_18S_022_3	OTU_3293_18S_3_200	0.651993337705954	0.473294	0	80	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046_18S_022_3	OTU_3898_18S_022_3	0.846654589230633	0.494903	0	83.333333	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046_18S_022_3	OTU_4747_18S_022_3	0.735498130321503	0.558186	0	100	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046_18S_3_200	OTU_3921_18S_3_200	0.941564619541168	0.556317	0	100	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046_18S_3_200	OTU_6616_18S_3_200	0.954512357711792	0.616591	0	100	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_205_18S_3_200	OTU_1854_18S_3_200	0.576472277163564	0.317782	0	66.666667	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
OTU_205_18S_3_200	OTU_2767_18S_3_200	0.769750609428334	0.497912	0	71.428571	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1
OTU_2051_18S_022_3	OTU_889_18S_3_200	0.762037586306039	0.61846	0	71.428571	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_2052_18S_022_3	OTU_2266_18S_022_3	0.65777987241745	0.643742	0	80	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
OTU_2052_18S_022_3	OTU_3745_18S_022_3	0.572788178920746	0.555176	0	62.5	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_2053_18S_022_3	OTU_1243_18S_3_200	0.824741163153915	0.597716	0	83.333333	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
OTU_2053_18S_022_3	OTU_38_18S_3_200	0.62332	0.530728	0	83.333333	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
OTU_206_18S_022_3	OTU_785_18S_022_3	-0.796317612417877	0.609306	0	9.090909	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2067_18S_022_3	OTU_1445_18S_3_200	0.650288147382989	0.565472	0	85.714286	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2067_18S_022_3	OTU_3749_18S_022_3	0.70531964302063	0.769043	0	85.714286	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2067_18S_022_3	OTU_4151_18S_022_3	0.770285221742767	0.701483	0	83.333333	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2071_18S_022_3	OTU_2842_18S_022_3	0.601424157546126	0.616591	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2071_18S_022_3	OTU_331_18S_3_200	0.90398758649826	0.533567	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2071_18S_022_3	OTU_3696_18S_022_3	0.663497865200043	0.616591	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2073_18S_022_3	OTU_5537_18S_3_200	0.807892022697322	0.533567	0	66.666667	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2080_18S_022_3	OTU_2144_18S_3_200	0.562869958068411	0.63751	0	85.714286	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2080_18S_022_3	OTU_968_18S_3_200	0.67658	0.427794	0	57.142857	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2081_18S_022_3	ASV_417_16S_3_200	-0.56264562730817	0.398459	0	4.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2082_18S_022_3	OTU_1268_18S_3_200	0.748663472363268	0.580936	0	71.428571	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2083_18S_022_3	OTU_1067_18S_3_200	0.627567648887634	0.378055	0	66.666667	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2083_18S_022_3	OTU_2979_18S_3_200	0.739721770469299	0.556317	0	80	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2083_18S_022_3	OTU_4111_18S_022_3	0.609682202339172	0.558876	0	66.666667	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2083_18S_3_200	OTU_2325_18S_3_200	0.810510615377475	0.556317	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2083_18S_3_200	OTU_3605_18S_3_200	0.678640305597161	0.593841	0	100	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2089_18S_022_3	OTU_477_18S_3_200	0.635805552862298	0.42095	0	70	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1
OTU_2091_18S_3_200	OTU_2928_18S_3_200	0.79566709487387	0.473294	0	66.666667	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
OTU_2092_18S_022_3	OTU_2527_18S_022_3	0.571039333312247	0.345461	0	50	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2092_18S_022_3	OTU_3569_18S_022_3	0.821812423213372	0.473294	0	66.666667	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
