Source	Target	Weight	MutualInformation	num_Triplets	percentage_co_occurrence	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
OTU_101_18S_3_200	OTU_2784_18S_3_200	0.806627278270746	0.520662	0	62.5	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
OTU_1012_18S_022_3	OTU_1654_18S_022_3	0.781369053373462	0.568082	0	78.571429	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1
OTU_1013_18S_022_3	OTU_1651_18S_022_3	0.673668742179871	0.577926	0	62.5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
OTU_1013_18S_022_3	OTU_2611_18S_022_3	0.530945003032684	0.583245	0	66.666667	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_1016_18S_022_3	OTU_3547_18S_3_200	0.539094567298889	0.580541	0	63.636364	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
OTU_1017_18S_022_3	OTU_2684_18S_022_3	0.901175200939178	0.593841	0	100	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1017_18S_022_3	OTU_2853_18S_022_3	0.56805523871446	0.365652	0	60	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1017_18S_022_3	OTU_3599_18S_022_3	0.545762121677399	0.579067	0	57.142857	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1018_18S_022_3	OTU_2770_18S_022_3	0.706413447856903	0.546131	0	71.428571	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1020_18S_3_200	OTU_3468_18S_3_200	0.706169724464417	0.580936	0	62.5	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
OTU_1022_18S_022_3	OTU_2688_18S_022_3	0.744038985577928	0.449112	0	71.428571	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_1026_18S_022_3	OTU_1051_18S_022_3	0.77030663381188	0.871407	0	100	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026_18S_022_3	OTU_1154_18S_022_3	0.699259568487133	0.773609	0	87.5	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026_18S_022_3	OTU_2067_18S_022_3	0.683328092098236	0.769043	0	85.714286	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026_18S_022_3	OTU_3649_18S_3_200	0.60076	0.518794	0	57.142857	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_103_18S_3_200	OTU_834_18S_3_200	-0.799679274991519	0.504898	0	13.636364	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1031_18S_3_200	OTU_2011_18S_3_200	0.762509582842709	0.527985	0	70	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
OTU_1037_18S_022_3	OTU_3694_18S_022_3	0.808589495445249	0.41302	0	57.142857	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1037_18S_022_3	OTU_3816_18S_022_3	0.769812381840942	0.437639	0	71.428571	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_104_18S_022_3	OTU_1101_18S_022_3	-0.547485973724878	0.34446	0	22.727273	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_104_18S_022_3	OTU_1544_18S_022_3	-0.811680628710956	0.402425	0	13.636364	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1042_18S_3_200	OTU_1043_18S_3_200	0.875531739321516	0.765857	0	90	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1042_18S_3_200	OTU_1327_18S_3_200	0.577819406986237	0.515005	0	66.666667	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
OTU_1043_18S_022_3	OTU_1186_18S_3_200	0.695288956165314	0.596981	0	80	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_1045_18S_022_3	OTU_4839_18S_022_3	0.824949443340302	0.556317	0	80	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1047_18S_022_3	OTU_1459_18S_022_3	0.746761324620859	0.618065	0	63.636364	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
OTU_1048_18S_022_3	OTU_1554_18S_022_3	0.741826224388116	0.808788	0	72.727273	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_105_18S_022_3	OTU_802_18S_022_3	0.74720469966397	0.341585	0	90	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1
OTU_105_18S_3_200	OTU_167_18S_3_200	0.780617674619727	0.545669	0	88.888889	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1
OTU_105_18S_3_200	OTU_282_18S_3_200	0.775576543574974	0.542713	0	89.473684	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1
OTU_105_18S_3_200	OTU_329_18S_3_200	0.889365594880888	0.584812	0	94.117647	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1
OTU_1051_18S_022_3	OTU_1869_18S_022_3	0.683802626353106	0.788383	0	100	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1051_18S_022_3	OTU_2859_18S_022_3	0.560184210430299	0.765633	0	100	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1051_18S_022_3	OTU_442_18S_3_200	0.813182651327451	0.640815	0	87.5	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1051_18S_022_3	OTU_502_18S_3_200	0.740561306476593	0.788383	0	87.5	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1052_18S_022_3	OTU_5106_18S_022_3	0.560882326282619	0.332555	0	66.666667	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_1056_18S_022_3	OTU_166_18S_3_200	0.768049954218251	0.646393	0	78.571429	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1
OTU_1056_18S_022_3	OTU_3497_18S_022_3	0.58752	0.559053	0	63.636364	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
OTU_1057_18S_022_3	OTU_2142_18S_022_3	0.795165125609229	0.708468	0	77.777778	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
OTU_1057_18S_022_3	OTU_2715_18S_022_3	0.642018854618073	0.444623	0	77.777778	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
OTU_106_18S_022_3	OTU_178_18S_3_200	0.621469914913177	0.452501	0	77.777778	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_106_18S_022_3	OTU_382_18S_3_200	0.692417621612549	0.609228	0	88.888889	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_106_18S_3_200	OTU_561_18S_3_200	0.7324458360672	0.686019	0	85.714286	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1062_18S_022_3	OTU_3245_18S_3_200	0.966653489325982	0.663959	0	100	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1065_18S_022_3	OTU_1450_18S_022_3	0.855495065734093	0.41302	0	80	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1065_18S_022_3	OTU_3803_18S_022_3	0.732846677303314	0.496044	0	80	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1067_18S_022_3	OTU_1314_18S_022_3	0.537480997937165	0.766635	0	90	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
OTU_1067_18S_022_3	OTU_1914_18S_022_3	0.572473883628845	0.491203	0	66.666667	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
OTU_1067_18S_022_3	OTU_1942_18S_022_3	0.700366231003696	0.769645	0	90	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
OTU_1067_18S_022_3	OTU_2268_18S_022_3	0.573671201895746	0.57884	0	80	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
OTU_1067_18S_3_200	OTU_1626_18S_3_200	0.584023168082674	0.496044	0	80	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1067_18S_3_200	OTU_2082_18S_3_200	0.625833690166473	0.438329	0	66.666667	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1067_18S_3_200	OTU_2396_18S_3_200	0.800918550766437	0.460389	0	71.428571	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1068_18S_3_200	OTU_2006_18S_3_200	0.545325416267188	0.717529	0	80	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OTU_107_18S_022_3	OTU_322_18S_3_200	0.532486102305881	0.389882	0	72.727273	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
OTU_107_18S_022_3	OTU_987_18S_3_200	0.61139440536499	0.528389	0	81.818182	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
OTU_1074_18S_022_3	OTU_137_18S_3_200	0.735027849674225	0.742105	0	83.333333	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_1074_18S_022_3	OTU_2279_18S_3_200	0.691138049898411	0.640961	0	81.818182	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1074_18S_022_3	OTU_251_18S_3_200	0.694539666175842	0.6651	0	83.333333	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_1074_18S_022_3	OTU_3404_18S_3_200	0.633155584335327	0.71879	0	80	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_1074_18S_022_3	OTU_501_18S_3_200	0.791069212630359	0.655735	0	81.818182	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_1074_18S_022_3	OTU_589_18S_3_200	0.745957994300626	0.594896	0	63.636364	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1074_18S_022_3	OTU_84_18S_3_200	0.575152541465263	0.740844	0	90.909091	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU_1075_18S_022_3	OTU_1117_18S_3_200	0.543630003929138	0.533567	0	66.666667	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1075_18S_022_3	OTU_1698_18S_022_3	0.93509945044055	0.616591	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1075_18S_022_3	OTU_2137_18S_3_200	0.809287905693054	0.676865	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1075_18S_022_3	OTU_2842_18S_022_3	-0.692643320006055	0.616591	0	100	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1079_18S_022_3	ASV_1262_16S_3_200	-0.575889616489017	0.41001	0	9.52381	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_1079_18S_022_3	OTU_1859_18S_022_3	0.821059556002137	0.658516	0	80	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_1082_18S_022_3	OTU_1082_18S_3_200	0.70782995223999	0.418189	0	50	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1082_18S_022_3	OTU_2556_18S_022_3	0.537834063300273	0.472153	0	71.428571	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1082_18S_022_3	OTU_4973_18S_022_3	0.604693255451206	0.532426	0	71.428571	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1083_18S_3_200	OTU_1192_18S_3_200	0.654790893188196	0.556317	0	66.666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
OTU_1083_18S_3_200	OTU_7851_18S_3_200	0.626803926411365	0.556317	0	80	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
OTU_1085_18S_022_3	OTU_1085_18S_3_200	0.777862754314789	0.307937	0	50	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1085_18S_022_3	OTU_1354_18S_3_200	0.948657170447992	0.603686	0	100	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1085_18S_022_3	OTU_515_18S_3_200	0.624667167663574	0.330687	0	50	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1087_18S_3_200	OTU_1361_18S_3_200	0.743249472200467	0.478177	0	66.666667	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1092_18S_022_3	OTU_1726_18S_022_3	0.759068452911051	0.640815	0	77.777778	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0
OTU_1092_18S_022_3	OTU_2477_18S_022_3	0.60089	0.538488	0	70	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_11_18S_3_200	OTU_2612_18S_3_200	0.64320182800293	0.448675	0	60	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1101_18S_022_3	OTU_1768_18S_022_3	0.607635433187123	0.701312	0	81.818182	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1
OTU_1101_18S_022_3	OTU_525_18S_3_200	-0.670806884765625	0.415159	0	4.761905	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1105_18S_3_200	OTU_3443_18S_3_200	0.653734544800536	0.447534	0	66.666667	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1107_18S_3_200	OTU_1511_18S_3_200	0.549063622951508	0.625745	0	66.666667	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_1107_18S_3_200	OTU_2141_18S_3_200	0.645770251750946	0.70536	0	77.777778	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1
OTU_1108_18S_022_3	OTU_1325_18S_022_3	0.556766152381897	0.628646	0	75	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_1108_18S_022_3	OTU_1874_18S_022_3	0.81381417049215	0.723543	0	85.714286	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1108_18S_022_3	OTU_2052_18S_022_3	0.8078035806268	0.619326	0	87.5	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_1108_18S_022_3	OTU_3569_18S_022_3	0.564866662025452	0.686019	0	85.714286	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_111_18S_3_200	OTU_181_18S_3_200	0.576900839805603	0.585424	0	94.117647	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1
OTU_1112_18S_022_3	OTU_106_18S_3_200	0.669886291027069	0.583655	0	71.428571	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112_18S_022_3	OTU_2206_18S_022_3	0.547636432665923	0.663959	0	83.333333	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112_18S_022_3	OTU_3228_18S_022_3	0.669075936839747	0.496044	0	66.666667	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112_18S_022_3	OTU_598_18S_3_200	0.613826036453247	0.460098	0	71.428571	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1112_18S_022_3	OTU_684_18S_3_200	0.61332	0.490424	0	66.666667	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1113_18S_022_3	OTU_1297_18S_022_3	-0.858895287134925	0.609343	0	9.090909	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1117_18S_022_3	OTU_1117_18S_3_200	0.773131608963013	0.723543	0	100	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1117_18S_022_3	OTU_2771_18S_022_3	0.547868430614471	0.686019	0	100	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1117_18S_022_3	OTU_3145_18S_022_3	0.950270414352417	0.783816	0	100	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1121_18S_3_200	OTU_1476_18S_3_200	0.603640019893646	0.54829	0	69.230769	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1
OTU_1124_18S_022_3	ASV_983_16S_3_200	0.647847414016724	0.543412	0	71.428571	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0
OTU_1124_18S_022_3	OTU_1447_18S_022_3	0.793204037427061	0.536126	0	66.666667	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
OTU_1127_18S_3_200	OTU_1626_18S_3_200	0.55979573726654	0.425925	0	60	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1127_18S_3_200	OTU_3228_18S_3_200	0.67249	0.388401	0	60	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1127_18S_3_200	OTU_3451_18S_3_200	0.802494245154738	0.593841	0	80	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_022_3	OTU_2359_18S_3_200	-0.537975226948105	0.676865	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_022_3	OTU_2598_18S_3_200	0.733365186798869	0.448675	0	60	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_022_3	OTU_2853_18S_022_3	-0.716228121665858	0.593841	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_022_3	OTU_3111_18S_022_3	0.656366856256269	0.533567	0	80	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_022_3	OTU_4891_18S_022_3	0.826681624268774	0.616591	0	100	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_3_200	OTU_1452_18S_3_200	0.656658374230197	0.723543	0	100	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1128_18S_3_200	OTU_3164_18S_3_200	0.94950932264328	0.723543	0	100	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1129_18S_022_3	OTU_1545_18S_022_3	0.810456370426053	0.728109	0	77.777778	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1
OTU_1133_18S_022_3	OTU_1500_18S_022_3	0.83722	0.61846	0	83.333333	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1133_18S_022_3	OTU_1660_18S_022_3	0.797715783119202	0.723543	0	100	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134_18S_022_3	OTU_1500_18S_022_3	0.709239601553585	0.701483	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134_18S_022_3	OTU_1805_18S_022_3	0.625416576862335	0.616591	0	80	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134_18S_022_3	OTU_3074_18S_022_3	-0.785429489903053	0.701483	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134_18S_022_3	OTU_3642_18S_022_3	0.567694306373596	0.784507	0	100	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134_18S_022_3	OTU_6694_18S_022_3	0.659542202949524	0.533567	0	80	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_114_18S_022_3	OTU_673_18S_022_3	0.796685445179416	0.686709	0	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OTU_1142_18S_3_200	OTU_1791_18S_3_200	0.629321344243528	0.691769	0	80	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1147_18S_022_3	OTU_1314_18S_3_200	-0.78800548757519	0.408184	0	14.285714	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1154_18S_022_3	OTU_1662_18S_3_200	0.635455667972565	0.63342	0	77.777778	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1154_18S_022_3	OTU_2261_18S_022_3	0.763232111930847	0.850323	0	100	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1155_18S_3_200	OTU_1253_18S_3_200	0.631064474582672	0.649885	0	84.615385	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1
OTU_1157_18S_022_3	OTU_3821_18S_022_3	0.538823008537292	0.671245	0	85.714286	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1157_18S_022_3	OTU_502_18S_3_200	0.540981978278139	0.750859	0	87.5	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1157_18S_022_3	OTU_647_18S_3_200	0.695385694503784	0.447825	0	75	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_116_18S_3_200	OTU_1254_18S_3_200	0.874608761999698	0.667836	0	87.5	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
OTU_116_18S_3_200	OTU_622_18S_3_200	0.58796593194752	0.625745	0	85.714286	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
OTU_1160_18S_022_3	OTU_1777_18S_022_3	0.756617052142172	0.365652	0	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_1161_18S_022_3	OTU_2138_18S_022_3	0.932408154010773	0.765633	0	100	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_1163_18S_022_3	OTU_1220_18S_022_3	0.643371522426605	0.970174	0	80	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1
OTU_117_18S_022_3	OTU_386_18S_022_3	0.538528203964233	0.699173	0	76.923077	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0
OTU_117_18S_022_3	OTU_575_18S_022_3	0.60355	0.56903	0	85.714286	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0
OTU_117_18S_022_3	OTU_673_18S_022_3	-0.67502	0.348034	0	54.545455	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0
OTU_1174_18S_022_3	OTU_1174_18S_3_200	0.96884822845459	0.64121	0	100	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1174_18S_022_3	OTU_1614_18S_022_3	0.867104469632246	0.556317	0	80	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1174_18S_3_200	OTU_1896_18S_3_200	0.614508211612701	0.593841	0	80	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_118_18S_3_200	OTU_181_18S_3_200	0.572573639279467	0.878816	0	94.117647	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1
OTU_118_18S_3_200	OTU_296_18S_3_200	0.739041745662689	0.69604	0	94.444444	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1
OTU_118_18S_3_200	OTU_330_18S_3_200	0.881365160064337	0.914254	0	94.117647	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1
OTU_1184_18S_3_200	OTU_1581_18S_3_200	0.704286114234537	0.603686	0	83.333333	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1
OTU_1184_18S_3_200	OTU_4803_18S_3_200	0.54458	0.441048	0	57.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
OTU_1186_18S_3_200	OTU_1285_18S_3_200	0.874798906625773	0.721799	0	80	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_119_18S_3_200	OTU_180_18S_3_200	0.902258241267383	0.609793	0	100	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1
OTU_119_18S_3_200	OTU_236_18S_3_200	0.56870217093464	0.606784	0	89.473684	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1
OTU_119_18S_3_200	OTU_2400_18S_3_200	-0.7904923549778	0.34586	0	9.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_119_18S_3_200	OTU_353_18S_3_200	0.783339018249051	0.473694	0	94.736842	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0
OTU_1190_18S_022_3	OTU_4047_18S_022_3	-0.572107791900635	0.392397	0	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1191_18S_022_3	OTU_1933_18S_022_3	0.826740308535474	0.663269	0	75	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
