Source	Target	association_score	num_Triplets	MutualInformation	InterationInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	COMBI_II_DPI
ASV_57_16S_022_3	ASV_122_16S_022_3	-0.52477	1	0.453598	-0.355486	0.099900	3	1	1
ASV_119_16S_022_3	ASV_122_16S_022_3	0.592810332775116	1	0.649691	-0.467429	0.267732	3	1	1
ASV_57_16S_022_3	ASV_123_16S_022_3	0.608934562011144	1	0.662935	-0.467100	0.199800	3	1	1
ASV_99_16S_022_3	ASV_123_16S_022_3	0.932683520934783	1	0.813038	-0.617203	0.199800	3	1	1
ASV_66_16S_022_3	ASV_124_16S_022_3	0.536862907983249	1	0.688487	-0.467724	0.334665	3	1	1
ASV_19_16S_022_3	ASV_126_16S_022_3	0.601227879524231	1	0.848331	-0.312453	0.334665	3	1	1
ASV_68_16S_022_3	ASV_128_16S_022_3	0.877995163698924	1	1.013428	-0.850206	0.000999	3	1	1
ASV_9_16S_022_3	ASV_129_16S_022_3	0.529352128505707	1	0.875171	-0.530448	0.267732	3	1	1
ASV_75_16S_022_3	ASV_129_16S_022_3	0.56883	1	0.695917	-0.495302	0.067932	3	1	1
ASV_10_16S_022_3	ASV_131_16S_022_3	0.758543400602286	1	0.711994	-0.193890	0.667333	3	1	1
ASV_45_16S_022_3	ASV_135_16S_022_3	0.778719953626876	1	0.589463	0.213219	nan	3	1	1
ASV_66_16S_022_3	ASV_139_16S_022_3	0.602671940177078	1	0.783264	-0.300352	0.433566	3	1	1
ASV_23_16S_022_3	ASV_149_16S_022_3	0.683844858476171	1	0.763461	-0.065924	0.633367	3	1	1
ASV_2_16S_022_3	ASV_156_16S_022_3	0.77471512556076	1	0.545441	0.243796	nan	3	1	1
ASV_33_16S_022_3	ASV_156_16S_022_3	0.753299897600427	1	0.539841	0.166328	nan	3	1	1
ASV_54_16S_022_3	ASV_156_16S_022_3	0.875134220628464	1	0.580606	0.172280	nan	3	1	1
ASV_15_16S_022_3	ASV_158_16S_022_3	0.520798861980438	1	0.676736	-0.345603	0.267732	3	1	1
ASV_93_16S_022_3	ASV_160_16S_022_3	0.554896877280998	1	0.742991	-0.275514	0.601399	3	1	1
ASV_144_16S_022_3	ASV_161_16S_022_3	0.830075085163116	1	0.797950	-0.246990	0.500500	3	1	1
ASV_11_16S_022_3	ASV_163_16S_022_3	0.583691615358397	1	0.695917	-0.561482	0.167832	3	1	1
ASV_45_16S_022_3	ASV_164_16S_022_3	0.824802380709697	1	0.389849	0.241374	nan	3	1	1
ASV_131_16S_022_3	ASV_164_16S_022_3	-0.61873	1	0.284976	-0.144779	0.033966	3	1	1
ASV_17_16S_022_3	ASV_166_16S_022_3	0.586653411388397	1	0.231999	-0.127713	0.368631	3	1	1
ASV_61_16S_022_3	ASV_168_16S_022_3	0.52789443731308	1	0.564941	-0.352487	0.266733	3	1	1
ASV_50_16S_022_3	ASV_169_16S_022_3	-0.555363557565027	1	0.419309	0.088988	nan	3	1	1
ASV_72_16S_022_3	ASV_169_16S_022_3	0.911231224982028	1	0.684687	-0.295812	0.301698	3	1	1
ASV_65_16S_022_3	ASV_175_16S_022_3	0.590146362781525	1	0.866443	-0.303738	0.134865	3	1	1
ASV_123_16S_022_3	ASV_175_16S_022_3	0.531827990430551	1	0.682226	-0.388011	0.266733	3	1	1
ASV_25_16S_022_3	ASV_185_16S_022_3	0.608330190181732	1	0.524226	-0.407565	0.299700	3	1	1
ASV_122_16S_022_3	ASV_185_16S_022_3	0.559521284371017	1	0.849540	-0.614618	0.200799	3	1	1
ASV_32_16S_022_3	ASV_187_16S_022_3	0.549963662477221	1	0.669774	-0.585247	0.033966	3	1	1
ASV_74_16S_022_3	ASV_192_16S_022_3	0.654264535830193	1	0.566234	-0.468316	0.000999	3	1	1
ASV_75_16S_022_3	ASV_193_16S_022_3	0.857553064823151	1	0.926220	-0.708710	0.000999	3	1	1
ASV_61_16S_022_3	ASV_196_16S_022_3	0.627816379070282	1	0.445865	-0.323262	0.199800	3	1	1
ASV_2_16S_022_3	ASV_197_16S_022_3	-0.632649421691895	1	0.359671	0.085832	nan	3	1	1
ASV_119_16S_022_3	ASV_199_16S_022_3	0.815240383148193	1	0.639288	-0.343398	0.134865	3	1	1
ASV_148_16S_022_3	ASV_204_16S_022_3	0.538835227489471	1	0.505925	-0.414341	0.033966	3	1	1
ASV_163_16S_022_3	ASV_204_16S_022_3	0.631073494732725	1	0.604655	-0.525692	0.000999	3	1	1
ASV_58_16S_022_3	ASV_210_16S_022_3	0.630467772483826	1	0.231575	0.563439	nan	3	1	1
ASV_204_16S_022_3	ASV_212_16S_022_3	0.872970970669438	1	0.841473	-0.518597	0.066933	3	1	1
ASV_59_16S_022_3	ASV_214_16S_022_3	0.761008845638064	1	0.452202	-0.067081	0.667333	3	1	1
ASV_14_16S_022_3	ASV_217_16S_022_3	0.62775	1	0.611976	-0.268851	0.265734	3	1	1
ASV_197_16S_022_3	ASV_225_16S_022_3	0.975269947788812	1	0.855975	0.052120	nan	3	1	1
ASV_2_16S_022_3	ASV_226_16S_022_3	0.53177615961523	1	0.390241	-0.237648	0.167832	3	1	1
ASV_81_16S_022_3	ASV_226_16S_022_3	0.701210164936012	1	0.670400	-0.480783	0.134865	3	1	1
ASV_154_16S_022_3	ASV_227_16S_022_3	0.557167172431946	1	0.799421	-0.516506	0.533467	3	1	1
ASV_160_16S_022_3	ASV_233_16S_022_3	0.990538859628519	1	0.894476	-0.750070	0.333666	3	1	1
ASV_110_16S_022_3	ASV_235_16S_022_3	0.704398930072784	1	0.764674	-0.627226	0.033966	3	1	1
ASV_26_16S_022_3	ASV_237_16S_022_3	0.668489992618561	1	0.652313	-0.313411	0.235764	3	1	1
ASV_128_16S_022_3	ASV_238_16S_022_3	0.738723266670667	1	0.889797	-0.889797	0.534466	3	1	1
ASV_67_16S_022_3	ASV_246_16S_022_3	-0.824152597134301	1	0.403475	-0.217830	0.334665	3	1	1
ASV_35_16S_022_3	ASV_249_16S_022_3	0.625333250366655	1	0.540925	-0.313452	0.100899	3	1	1
ASV_37_16S_022_3	ASV_249_16S_022_3	0.857808496152068	1	0.349844	-0.095833	0.166833	3	1	1
ASV_237_16S_022_3	ASV_249_16S_022_3	0.575781610343098	1	0.528721	-0.318142	0.066933	3	1	1
ASV_235_16S_022_3	ASV_253_16S_022_3	0.663446962833405	1	0.758239	-0.414401	0.332667	3	1	1
ASV_157_16S_022_3	ASV_258_16S_022_3	0.845418989658356	1	0.779325	-0.750444	0.134865	3	1	1
ASV_7_16S_022_3	ASV_263_16S_022_3	0.832559585571289	1	0.526846	0.119389	nan	3	1	1
ASV_27_16S_022_3	ASV_263_16S_022_3	-0.63182920217514	1	0.360075	-0.146340	0.199800	3	1	1
ASV_83_16S_022_3	ASV_264_16S_022_3	0.899286737980721	1	0.737645	-0.333550	0.333666	3	1	1
ASV_124_16S_022_3	ASV_268_16S_022_3	0.577209764677199	1	0.713342	-0.530758	0.367632	3	1	1
ASV_170_16S_022_3	ASV_268_16S_022_3	0.649279236793518	1	0.608346	-0.496028	0.632368	3	1	1
ASV_223_16S_022_3	ASV_268_16S_022_3	0.670466491420968	1	0.749964	-0.682904	0.533467	3	1	1
ASV_179_16S_022_3	ASV_271_16S_022_3	0.598352313041687	1	0.639084	-0.394072	0.100899	3	1	1
ASV_45_16S_022_3	ASV_273_16S_022_3	0.868830919265747	1	0.414675	0.161247	nan	3	1	1
ASV_74_16S_022_3	ASV_277_16S_022_3	0.690560281276703	1	0.828061	-0.552271	0.000999	3	1	1
ASV_169_16S_022_3	ASV_277_16S_022_3	0.594768538143369	1	0.801301	0.019976	nan	3	1	1
ASV_106_16S_022_3	ASV_278_16S_022_3	-0.778593928911259	1	0.263727	-0.078399	0.233766	2	1	1
ASV_187_16S_022_3	ASV_278_16S_022_3	0.601621925830841	1	0.652233	-0.453483	0.066933	3	1	1
ASV_121_16S_022_3	ASV_284_16S_022_3	-0.568820984076842	1	0.795408	-0.557953	0.466533	3	1	1
ASV_228_16S_022_3	ASV_287_16S_022_3	0.998407712984974	1	0.728162	-0.574459	0.700300	3	1	1
ASV_276_16S_022_3	ASV_289_16S_022_3	-0.564036071300507	1	0.324443	-0.324443	0.532468	3	1	1
ASV_217_16S_022_3	ASV_290_16S_022_3	0.698131203651428	1	0.662095	-0.466535	0.433566	3	1	1
ASV_6_16S_022_3	ASV_298_16S_022_3	0.52712	1	0.114464	0.130030	nan	1	0	1
ASV_204_16S_022_3	ASV_298_16S_022_3	-0.616472464588262	1	0.247275	-0.015157	0.200799	2	1	1
ASV_122_16S_022_3	ASV_299_16S_022_3	-0.615206821148181	1	0.542557	-0.322311	0.734266	3	1	1
ASV_88_16S_022_3	ASV_300_16S_022_3	0.558212637901306	1	0.505503	-0.505503	0.933067	3	1	1
ASV_248_16S_022_3	ASV_300_16S_022_3	0.58943784236908	1	0.468051	-0.293776	0.101898	3	1	1
ASV_123_16S_022_3	ASV_301_16S_022_3	0.858396913212981	1	0.682226	-0.388231	0.267732	3	1	1
ASV_179_16S_022_3	ASV_304_16S_022_3	0.657195687294006	1	0.879731	-0.485924	0.034965	3	1	1
ASV_206_16S_022_3	ASV_304_16S_022_3	0.8971728682518	1	0.812575	-0.280453	0.631369	3	1	1
ASV_184_16S_022_3	ASV_306_16S_022_3	0.68226874551345	1	0.627457	-0.454171	0.533467	3	1	1
ASV_6_16S_022_3	ASV_307_16S_022_3	0.681625562569206	1	0.195520	0.168049	nan	1	0	1
ASV_162_16S_022_3	ASV_308_16S_022_3	-0.891894161701202	1	0.704146	-0.704146	0.333666	3	1	1
ASV_299_16S_022_3	ASV_308_16S_022_3	0.529218137934036	1	0.915692	-0.711823	0.469530	3	1	1
ASV_97_16S_022_3	ASV_309_16S_022_3	0.856187625539886	1	0.942377	0.180115	nan	3	1	1
ASV_145_16S_022_3	ASV_311_16S_022_3	0.626801252365112	1	0.510933	-0.261806	0.467532	3	1	1
ASV_154_16S_022_3	ASV_316_16S_022_3	0.921032865594157	1	1.069638	-0.728960	0.133866	3	1	1
ASV_67_16S_022_3	ASV_317_16S_022_3	0.632342854444799	1	0.583943	-0.243995	0.431568	3	1	1
ASV_97_16S_022_3	ASV_317_16S_022_3	0.840700273022928	1	0.697169	0.079219	nan	3	1	1
ASV_189_16S_022_3	ASV_318_16S_022_3	-0.666919765898783	1	0.769896	-0.265424	0.567433	3	1	1
ASV_161_16S_022_3	ASV_320_16S_022_3	0.610999364332116	1	0.697169	-0.355919	0.399600	3	1	1
ASV_35_16S_022_3	ASV_324_16S_022_3	0.580836176872253	1	0.462451	-0.385081	0.301698	3	1	1
ASV_89_16S_022_3	ASV_324_16S_022_3	0.778015673160553	1	0.945137	-0.375111	0.366633	3	1	1
ASV_92_16S_022_3	ASV_325_16S_022_3	0.918775737285614	1	0.917567	-0.430359	0.266733	3	1	1
ASV_110_16S_022_3	ASV_325_16S_022_3	0.59889028273615	1	0.684101	-0.475397	0.132867	3	1	1
ASV_109_16S_022_3	ASV_327_16S_022_3	-0.552551238741182	1	0.535331	-0.451895	0.467532	3	1	1
ASV_152_16S_022_3	ASV_328_16S_022_3	0.712233345012876	1	0.319818	-0.119673	0.532468	3	1	1
ASV_130_16S_022_3	ASV_331_16S_022_3	0.563628792762756	1	0.403391	-0.403391	1.000000	3	1	1
ASV_162_16S_022_3	ASV_334_16S_022_3	-0.653156886953715	1	0.618814	-0.616124	0.133866	3	1	1
ASV_126_16S_022_3	ASV_335_16S_022_3	0.524992048862802	1	0.635071	-0.115284	0.600400	3	1	1
ASV_149_16S_022_3	ASV_335_16S_022_3	0.61451	1	0.675044	-0.153208	0.600400	3	1	1
ASV_65_16S_022_3	ASV_337_16S_022_3	0.793156017683715	1	0.614054	-0.214328	0.334665	3	1	1
ASV_291_16S_022_3	ASV_340_16S_022_3	0.958724949583442	1	0.829736	-0.668954	0.000999	3	1	1
ASV_276_16S_022_3	ASV_343_16S_022_3	-0.730718720723102	1	0.418827	-0.216659	0.467532	3	1	1
ASV_235_16S_022_3	ASV_345_16S_022_3	0.728875696659088	1	0.781249	-0.435711	0.331668	3	1	1
ASV_262_16S_022_3	ASV_347_16S_022_3	0.855201482772827	1	0.869418	-0.608499	0.298701	3	1	1
ASV_50_16S_022_3	ASV_351_16S_022_3	0.542472599579001	1	0.507557	-0.138562	0.701299	3	1	1
ASV_175_16S_022_3	ASV_357_16S_022_3	0.656689811757063	1	0.645803	-0.196702	0.502498	3	1	1
ASV_121_16S_022_3	ASV_358_16S_022_3	0.788085993529516	1	0.669276	-0.167843	0.632368	3	1	1
ASV_216_16S_022_3	ASV_358_16S_022_3	-0.536342562360786	1	0.755355	-0.325344	0.532468	3	1	1
ASV_193_16S_022_3	ASV_360_16S_022_3	0.760752868717725	1	0.444662	-0.320680	0.000999	2	1	1
ASV_233_16S_022_3	ASV_362_16S_022_3	0.950029373168945	1	0.891591	-0.718305	0.366633	3	1	1
ASV_246_16S_022_3	ASV_362_16S_022_3	0.56574	1	0.615606	-0.481486	0.166833	3	1	1
ASV_277_16S_022_3	ASV_362_16S_022_3	-0.52640026807785	1	0.429031	-0.368968	0.100899	3	1	1
ASV_274_16S_022_3	ASV_365_16S_022_3	0.525131046772003	1	0.662095	-0.600801	0.000999	3	1	1
ASV_345_16S_022_3	ASV_365_16S_022_3	0.739086866378784	1	0.761323	-0.295240	0.465534	3	1	1
ASV_138_16S_022_3	ASV_369_16S_022_3	0.664310388037154	1	0.840887	-0.702119	0.233766	3	1	1
ASV_267_16S_022_3	ASV_379_16S_022_3	0.552697013899815	1	0.684737	-0.497763	0.401598	3	1	1
ASV_157_16S_022_3	ASV_381_16S_022_3	0.544515669345856	1	0.671230	-0.812947	0.533467	3	1	1
ASV_66_16S_022_3	ASV_383_16S_022_3	0.67673796415329	1	0.673120	-0.352221	0.502498	3	1	1
ASV_320_16S_022_3	ASV_386_16S_022_3	0.615967940486595	1	0.754639	-0.582414	0.299700	3	1	1
ASV_260_16S_022_3	ASV_387_16S_022_3	0.85853034205904	1	0.943262	-0.812544	0.099900	3	1	1
ASV_21_16S_022_3	ASV_388_16S_022_3	0.528603792190552	1	0.514271	-0.344950	0.234765	3	1	1
ASV_7_16S_022_3	ASV_390_16S_022_3	-0.524275662360035	1	0.351261	-0.134888	0.466533	3	1	1
ASV_386_16S_022_3	ASV_392_16S_022_3	0.590017709385017	1	0.694922	-0.315273	0.532468	3	1	1
ASV_132_16S_022_3	ASV_396_16S_022_3	0.530401753279096	1	0.691371	-0.604728	0.732268	3	1	1
ASV_311_16S_022_3	ASV_396_16S_022_3	0.538688832488591	1	0.680843	-0.321100	0.800200	3	1	1
ASV_218_16S_022_3	ASV_397_16S_022_3	0.57076	1	0.582530	-0.270734	0.469530	3	1	1
ASV_274_16S_022_3	ASV_400_16S_022_3	0.55338584387192	1	0.541810	-0.397405	0.366633	3	1	1
ASV_193_16S_022_3	ASV_402_16S_022_3	0.820168134430121	1	0.791777	-0.684024	0.000999	3	1	1
ASV_185_16S_022_3	ASV_401_16S_022_3	0.931910014153259	1	0.934609	-0.761323	0.399600	3	1	1
ASV_225_16S_022_3	ASV_401_16S_022_3	0.521462346565947	1	0.764207	-0.667278	0.268731	3	1	1
ASV_312_16S_022_3	ASV_401_16S_022_3	0.610412013269483	1	0.689402	-0.619653	0.068931	3	1	1
ASV_218_16S_022_3	ASV_407_16S_022_3	-0.58763592770795	1	0.443995	0.334280	nan	3	1	1
ASV_109_16S_022_3	ASV_408_16S_022_3	0.56431120634079	1	0.395583	0.008188	nan	3	1	1
ASV_153_16S_022_3	ASV_408_16S_022_3	0.718317717055079	1	0.474481	-0.053815	0.600400	3	1	1
ASV_19_16S_022_3	ASV_410_16S_022_3	0.700259506702423	1	0.685895	-0.458618	0.034965	3	1	1
ASV_163_16S_022_3	ASV_410_16S_022_3	0.706401859673474	1	0.865150	-0.659157	0.034965	3	1	1
ASV_189_16S_022_3	ASV_414_16S_022_3	-0.549083967249259	1	0.530488	-0.016248	0.567433	3	1	1
ASV_226_16S_022_3	ASV_414_16S_022_3	-0.631913702974152	1	0.329969	0.372327	nan	3	1	1
ASV_145_16S_022_3	ASV_421_16S_022_3	0.734014895910037	1	0.767877	-0.517464	0.332667	3	1	1
ASV_154_16S_022_3	ASV_421_16S_022_3	0.753625631332397	1	0.893467	-0.717508	0.099900	3	1	1
ASV_189_16S_022_3	ASV_422_16S_022_3	0.8807	1	0.966193	-0.655822	0.434565	3	1	1
ASV_318_16S_022_3	ASV_422_16S_022_3	0.921970170285537	1	0.932192	-0.485483	0.601399	3	1	1
ASV_388_16S_022_3	ASV_422_16S_022_3	0.603611469268799	1	0.622788	-0.379328	0.267732	3	1	1
ASV_155_16S_022_3	ASV_424_16S_022_3	0.627217173576355	1	0.623912	-0.556852	0.667333	3	1	1
ASV_282_16S_022_3	ASV_425_16S_022_3	0.763195395469666	1	0.756021	-0.366361	0.633367	3	1	1
ASV_309_16S_022_3	ASV_425_16S_022_3	0.642187476158142	1	0.756021	-0.751631	0.199800	3	1	1
ASV_136_16S_022_3	ASV_426_16S_022_3	0.644510865211487	1	0.577260	-0.370036	0.465534	3	1	1
ASV_222_16S_022_3	ASV_426_16S_022_3	0.574940323829651	1	0.657117	-0.556316	0.566434	3	1	1
ASV_424_16S_022_3	ASV_427_16S_022_3	-0.577604055404663	1	0.557088	-0.442552	0.934066	3	1	1
ASV_271_16S_022_3	ASV_429_16S_022_3	0.831741207829141	1	0.588503	-0.220370	0.266733	3	1	1
ASV_93_16S_022_3	ASV_430_16S_022_3	0.778830101969406	1	0.718305	-0.570371	0.301698	3	1	1
ASV_132_16S_022_3	ASV_430_16S_022_3	0.63159167766571	1	0.521138	-0.449217	0.401598	3	1	1
ASV_431_16S_022_3	ASV_437_16S_022_3	0.554123342037201	1	0.576937	-0.410258	0.766234	3	1	1
ASV_80_16S_022_3	ASV_440_16S_022_3	0.576558172702789	1	0.534490	-0.204367	0.532468	3	1	1
ASV_434_16S_022_3	ASV_444_16S_022_3	0.748847174363118	1	0.368061	-0.415538	0.332667	3	1	1
ASV_260_16S_022_3	ASV_448_16S_022_3	0.687943875789642	1	0.640790	-0.472411	0.066933	3	1	1
ASV_348_16S_022_3	ASV_448_16S_022_3	0.707747668399113	1	0.718056	-0.457138	0.701299	3	1	1
ASV_110_16S_022_3	ASV_449_16S_022_3	0.799998291550906	1	0.700397	-0.370956	0.199800	3	1	1
ASV_212_16S_022_3	ASV_449_16S_022_3	0.71045161459962	1	0.658002	-0.100542	0.466533	3	1	1
ASV_121_16S_022_3	ASV_452_16S_022_3	0.699319344465397	1	0.752187	-0.551007	0.800200	3	1	1
ASV_49_16S_022_3	ASV_453_16S_022_3	0.855163156116334	1	0.948768	-0.948768	0.867133	3	1	1
ASV_223_16S_022_3	ASV_456_16S_022_3	0.898394048213959	1	0.785924	-0.516697	0.768232	3	1	1
ASV_389_16S_022_3	ASV_456_16S_022_3	0.63885372877121	1	0.670400	-0.461153	0.600400	3	1	1
ASV_308_16S_022_3	ASV_461_16S_022_3	0.992179274559021	1	1.040536	-0.770320	0.401598	3	1	1
ASV_301_16S_022_3	ASV_462_16S_022_3	0.623971819877625	1	0.835381	-0.710089	0.367632	3	1	1
ASV_153_16S_022_3	ASV_463_16S_022_3	-0.724927723882192	1	0.500082	-0.498584	0.100899	3	1	1
ASV_126_16S_022_3	ASV_466_16S_022_3	0.631977293165216	1	0.651104	0.067153	nan	3	1	1
ASV_273_16S_022_3	ASV_466_16S_022_3	0.789080971011481	1	0.599031	-0.428112	0.067932	3	1	1
ASV_41_16S_022_3	ASV_468_16S_022_3	-0.644050002098083	1	0.446995	-0.441431	0.000999	3	1	1
ASV_345_16S_022_3	ASV_473_16S_022_3	0.649796843906858	1	0.781995	-0.328418	0.331668	3	1	1
ASV_63_16S_022_3	ASV_475_16S_022_3	0.820413141556746	1	0.308623	0.228084	nan	3	1	1
ASV_182_16S_022_3	ASV_475_16S_022_3	0.645206987857819	1	0.449580	-0.379007	0.300699	3	1	1
ASV_295_16S_022_3	ASV_475_16S_022_3	0.848136077938121	1	0.516195	0.248294	nan	3	1	1
ASV_453_16S_022_3	ASV_476_16S_022_3	0.595009982585907	1	0.789639	-0.881190	0.766234	3	1	1
ASV_102_16S_022_3	ASV_478_16S_022_3	0.728323254372746	1	0.753679	-0.217200	0.934066	3	1	1
ASV_258_16S_022_3	ASV_478_16S_022_3	0.533245671943186	1	0.753679	-0.753679	1.000000	3	1	1
ASV_34_16S_022_3	ASV_479_16S_022_3	0.583488835325314	1	0.525091	-0.170208	0.867133	3	1	1
ASV_253_16S_022_3	ASV_488_16S_022_3	0.554239273071289	1	0.588622	-0.332093	0.432567	3	1	1
ASV_390_16S_022_3	ASV_490_16S_022_3	0.848124069750551	1	0.935195	-0.608205	0.633367	3	1	1
ASV_179_16S_022_3	ASV_491_16S_022_3	0.956443340485413	1	0.957420	-0.709524	0.000999	3	1	1
ASV_187_16S_022_3	ASV_494_16S_022_3	0.536593116795791	1	0.925757	-0.818689	0.033966	3	1	1
ASV_382_16S_022_3	ASV_494_16S_022_3	0.64298141002655	1	0.793190	-0.635097	0.333666	3	1	1
ASV_49_16S_022_3	ASV_495_16S_022_3	0.538196682929993	1	0.735144	-0.648501	0.532468	3	1	1
ASV_478_16S_022_3	ASV_495_16S_022_3	0.562215626239777	1	0.502499	-0.502499	1.000000	3	1	1
ASV_332_16S_022_3	ASV_497_16S_022_3	0.639007557267563	1	0.835879	-0.528473	0.631369	3	1	1
ASV_332_16S_022_3	ASV_499_16S_022_3	0.671285095035891	1	0.587836	-0.236890	0.699301	3	1	1
ASV_494_16S_022_3	ASV_499_16S_022_3	0.728946173057414	1	0.847401	-0.731035	0.233766	3	1	1
ASV_170_16S_022_3	ASV_502_16S_022_3	0.745665826749073	1	0.415087	-0.378138	0.332667	3	1	1
ASV_11_16S_022_3	ASV_503_16S_022_3	0.634228341040297	1	0.995256	-0.810500	0.100899	3	1	1
ASV_92_16S_022_3	ASV_503_16S_022_3	0.623354450078415	1	1.000478	-0.502742	0.499500	3	1	1
ASV_216_16S_022_3	ASV_503_16S_022_3	0.774387115250842	1	0.890259	-0.549434	0.366633	3	1	1
ASV_222_16S_022_3	ASV_503_16S_022_3	0.861074521376051	1	0.765167	-0.459186	0.467532	3	1	1
ASV_265_16S_022_3	ASV_503_16S_022_3	0.554611242183512	1	0.731798	-0.567687	0.266733	3	1	1
ASV_412_16S_022_3	ASV_503_16S_022_3	0.817787630188357	1	0.797283	-0.316589	0.333666	3	1	1
ASV_494_16S_022_3	ASV_503_16S_022_3	0.679722476306328	1	0.800167	-0.716730	0.133866	3	1	1
ASV_41_16S_022_3	ASV_504_16S_022_3	-0.687171041965485	1	0.677213	-0.375444	0.467532	3	1	1
ASV_113_16S_022_3	ASV_504_16S_022_3	-0.647536516189575	1	0.557596	-0.334143	0.468531	3	1	1
ASV_463_16S_022_3	ASV_504_16S_022_3	-0.716537333486536	1	0.696877	-0.620519	0.335664	3	1	1
ASV_347_16S_022_3	ASV_506_16S_022_3	0.877842366695404	1	0.941338	-0.691694	0.833167	3	1	1
ASV_477_16S_022_3	ASV_506_16S_022_3	0.550876140594482	1	0.955496	-0.686269	0.900100	3	1	1
ASV_36_16S_022_3	ASV_512_16S_022_3	0.906073717327522	1	0.712880	-0.191366	0.534466	3	1	1
ASV_215_16S_022_3	ASV_512_16S_022_3	0.757294264638914	1	0.527683	-0.168551	0.633367	3	1	1
ASV_386_16S_022_3	ASV_513_16S_022_3	0.606032192707062	1	0.566234	-0.450709	0.566434	3	1	1
ASV_282_16S_022_3	ASV_515_16S_022_3	0.538635015487671	1	0.645798	-0.429943	0.666334	3	1	1
ASV_416_16S_022_3	ASV_515_16S_022_3	0.606596341819623	1	0.402669	-0.419563	0.166833	3	1	1
ASV_11_16S_022_3	ASV_517_16S_022_3	0.557122945839839	1	0.862689	-0.668118	0.300699	3	1	1
ASV_169_16S_022_3	ASV_525_16S_022_3	0.532816588878632	1	0.704774	-0.027902	0.801199	3	1	1
ASV_223_16S_022_3	ASV_531_16S_022_3	0.609962522983551	1	0.645714	-0.405367	0.403596	3	1	1
ASV_262_16S_022_3	ASV_533_16S_022_3	0.641383806292199	1	0.963140	-0.583491	0.632368	3	1	1
ASV_327_16S_022_3	ASV_533_16S_022_3	0.769488871097565	1	0.977298	-0.551678	0.766234	3	1	1
ASV_481_16S_022_3	ASV_533_16S_022_3	0.920542538166046	1	0.768051	-0.771258	0.267732	3	1	1
ASV_365_16S_022_3	ASV_537_16S_022_3	0.627424418926239	1	0.655317	-0.566658	0.033966	3	1	1
ASV_246_16S_022_3	ASV_538_16S_022_3	0.77734111003731	1	0.602194	-0.422816	0.434565	3	1	1
ASV_103_16S_022_3	ASV_539_16S_022_3	0.81544996556603	1	0.809143	-0.721316	0.200799	3	1	1
