Source	Target	Occurrence	Occurrence_Percentage	Source_Kingdom	Source_DivisionPhylum	Target_Kingdom	Target_DivisionPhylum
OTU_252_18S_3_200	OTU_703_18S_3_200	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Ochrophyta
OTU_2525_18S_022_3	OTU_3874_18S_022_3	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Choanoflagellida
OTU_2526_18S_022_3	OTU_3740_18S_022_3	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Ciliophora
OTU_2526_18S_022_3	OTU_4598_18S_3_200	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Dinoflagellata
OTU_2526_18S_022_3	OTU_4866_18S_3_200	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Apicomplexa
OTU_2527_18S_022_3	OTU_3293_18S_3_200	1	16.67	Eukaryota	Opalozoa	Eukaryota	Apicomplexa
OTU_2527_18S_022_3	OTU_3740_18S_3_200	2	33.33	Eukaryota	Opalozoa	Eukaryota	Ciliophora
OTU_2537_18S_022_3	OTU_258_18S_3_200	4	66.67	Eukaryota	Ciliophora	Eukaryota	Ciliophora
OTU_256_18S_022_3	OTU_1990_18S_3_200	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Choanoflagellida
OTU_258_18S_022_3	OTU_258_18S_3_200	4	66.67	Eukaryota	Ciliophora	Eukaryota	Ciliophora
OTU_258_18S_022_3	OTU_2611_18S_022_3	3	50	Eukaryota	Ciliophora	Eukaryota	Apusomonadidae
OTU_259_18S_022_3	OTU_1025_18S_3_200	2	33.33	Eukaryota	Mesomycetozoa	Eukaryota	Dinoflagellata
OTU_2597_18S_022_3	OTU_2597_18S_3_200	2	33.33	Eukaryota	Ciliophora	Eukaryota	Ciliophora
OTU_2599_18S_022_3	OTU_2866_18S_022_3	1	16.67	Eukaryota	Opalozoa	Eukaryota	Haptophyta
OTU_260_18S_3_200	OTU_1878_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Ochrophyta
OTU_260_18S_3_200	OTU_2011_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Dinoflagellata
OTU_260_18S_3_200	OTU_306_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Dinoflagellata
OTU_260_18S_3_200	OTU_434_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Dinoflagellata
OTU_260_18S_3_200	OTU_961_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Ochrophyta
OTU_2605_18S_022_3	OTU_2457_18S_3_200	1	16.67	Eukaryota	Haptophyta	Eukaryota	Dinoflagellata
OTU_2605_18S_022_3	OTU_3368_18S_022_3	1	16.67	Eukaryota	Haptophyta	Eukaryota	Dinoflagellata
OTU_2605_18S_022_3	OTU_823_18S_3_200	1	16.67	Eukaryota	Haptophyta	Eukaryota	Haptophyta
OTU_2611_18S_022_3	OTU_2742_18S_022_3	3	50	Eukaryota	Apusomonadidae	Eukaryota	unknown 18S
OTU_2611_18S_022_3	OTU_5053_18S_022_3	2	33.33	Eukaryota	Apusomonadidae	Eukaryota	Sagenista
OTU_2612_18S_022_3	OTU_1025_18S_3_200	2	33.33	Eukaryota	Ciliophora	Eukaryota	Dinoflagellata
OTU_262_18S_022_3	OTU_3528_18S_022_3	1	16.67	Eukaryota	Cercozoa	Eukaryota	Dinoflagellata
OTU_262_18S_022_3	OTU_934_18S_022_3	2	33.33	Eukaryota	Cercozoa	Eukaryota	Cercozoa
OTU_2623_18S_022_3	OTU_2811_18S_022_3	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Ciliophora
OTU_264_18S_022_3	OTU_2051_18S_022_3	1	16.67	Eukaryota	Chlorophyta	Eukaryota	Dinoflagellata
OTU_2642_18S_022_3	OTU_2353_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Ciliophora
OTU_2642_18S_022_3	OTU_2642_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Dinoflagellata
OTU_2642_18S_3_200	OTU_6718_18S_3_200	1	16.67	Eukaryota	Dinoflagellata	Eukaryota	Cercozoa
OTU_2669_18S_022_3	OTU_1059_18S_3_200	3	50	Eukaryota	Pseudofungi	Eukaryota	Ochrophyta
OTU_268_18S_3_200	OTU_1059_18S_3_200	3	50	Eukaryota	Pseudofungi	Eukaryota	Ochrophyta
OTU_2688_18S_022_3	OTU_2401_18S_3_200	2	33.33	Eukaryota	Cryptophyta	Eukaryota	Pseudofungi
OTU_269_18S_022_3	OTU_302_18S_022_3	6	100	Eukaryota	Opalozoa	Eukaryota	Sagenista
OTU_2690_18S_022_3	OTU_3821_18S_022_3	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Haptophyta
OTU_2690_18S_022_3	OTU_4556_18S_022_3	1	16.67	Eukaryota	Ochrophyta	Eukaryota	Dinoflagellata
