Source	Target	association_score	num_Triplets	MutualInformation	InterationInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	COMBI_II_DPI
ASV_2_16S_022_3	ASV_6_16S_022_3	0.6092888712883	1	0.485888	0.526737	nan	3	1	1
ASV_3_16S_022_3	ASV_7_16S_022_3	0.94186262846594	1	0.679927	-0.265407	0.053946	3	1	1
ASV_3_16S_022_3	ASV_8_16S_022_3	0.623721420764923	1	0.593437	-0.185848	0.125874	3	1	1
ASV_4_16S_022_3	ASV_13_16S_022_3	0.864403307437897	1	0.617159	-0.282968	0.250749	3	1	1
ASV_13_16S_022_3	ASV_14_16S_022_3	0.670509357094355	1	0.617159	-0.281497	0.340659	3	1	1
ASV_1_16S_022_3	ASV_20_16S_022_3	0.904800415039062	1	0.785546	-0.462208	0.070929	3	1	1
ASV_19_16S_022_3	ASV_23_16S_022_3	0.552891969680786	1	0.629019	-0.251281	0.626374	3	1	1
ASV_1_16S_022_3	ASV_34_16S_022_3	0.582216560840607	1	0.647130	-0.117429	0.160839	3	1	1
ASV_26_16S_022_3	ASV_35_16S_022_3	0.92380827665329	1	0.725830	-0.137986	0.340659	3	1	1
ASV_20_16S_022_3	ASV_47_16S_022_3	-0.531857123834532	1	0.425400	0.059609	nan	3	1	1
ASV_44_16S_022_3	ASV_51_16S_022_3	0.767334100113716	1	0.182496	-0.187404	0.875125	1	0	1
ASV_47_16S_022_3	ASV_57_16S_022_3	0.712561625897653	1	0.737447	-0.685397	0.445554	3	1	1
ASV_34_16S_022_3	ASV_60_16S_022_3	0.77471649646759	1	0.717763	-0.406900	0.357642	3	1	1
ASV_9_16S_022_3	ASV_65_16S_022_3	0.683823861586373	1	0.677322	-0.022428	0.839161	3	1	1
ASV_34_16S_022_3	ASV_72_16S_022_3	0.62001109814453	1	0.758601	-0.511777	0.161838	3	1	1
ASV_30_16S_022_3	ASV_81_16S_022_3	0.891857623946993	1	0.604538	-0.270072	0.482517	3	1	1
ASV_32_16S_022_3	ASV_81_16S_022_3	0.65997352982908	1	0.863480	-0.365496	0.482517	3	1	1
ASV_27_16S_022_3	ASV_83_16S_022_3	0.923680484294891	1	0.649150	-0.320728	0.143856	3	1	1
