ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
ENV_daylength	11.94	11.79	11.77	12.43	12.47	11.98	11.85	12.15	12.3	12.23	12.07	11.84	11.78	11.85	11.98	12.18	12.46	12.25	12.1	11.89	11.78	11.95
ENV_Temperature	29.582	28.409	27.292	27.658	28.485	29.54	28.417	26.909	27.367	28.812	28.825	28.794	27.02	25.891	26.458	27.136	28.711	28.451	29.248	28.285	27.316	26.337
ENV_Salinity	36.69	35.1	34.35	35.32	35.29	35.92	35.48	36	33.18	35.84	34.42	35.4	34.59	33.64	36.1	33.47	33.86	37.6	37	34.69	35.77	35.2
ENV_NH4	2.1865	1.7085	NA	1.8208	2.152	1.6803	NA	4.967	3.369	NA	2.175	0.774	1.3593	2.2665	1.3488	1.9003	NA	1.1518	0.2115	1.7618	1.1465	1.0438
ENV_NO2	0.0275	0.027	NA	0.0203	0.0323	0.0238	NA	0.0435	0.032	NA	0.0295	0.0428	0.074	0.3388	0.0483	0.0538	NA	0.3188	0.001	0.1665	0.2268	0.0505
ENV_NO3	0.4478	0.3853	NA	0.5345	5.8683	0.3103	NA	1.9623	0.51	NA	0.063	0.1055	1.4965	3.9673	0.1368	0.0568	NA	2.419	0.0495	0.549	4.2795	0.2355
ENV_PO4	0.0388	0.0363	NA	0.083	0.0753	0.0455	NA	0.0663	0.0628	NA	0.0303	0.0358	0.048	0.117	0.0263	0.0433	NA	0.065	0.045	0.078	0.056	0.06
ENV_Si	1.138	0.8778	NA	1.271	3.039	1.9193	NA	3.0415	3.6165	NA	3.042	1.3658	2.4038	4.9093	3.0278	5.1163	NA	NA	2.1453	5.5795	NA	2.9745
