Source	Target	association_score	original	MutualInformation	ENV_daylength_InterationInformation	ENV_daylength_II_p_value	ENV_daylength_DataProcessingInequality_MI_rank	ENV_daylength_COMBI_II_DPI	ENV_Temperature_InterationInformation	ENV_Temperature_II_p_value	ENV_Temperature_DataProcessingInequality_MI_rank	ENV_Temperature_COMBI_II_DPI	ENV_Salinity_InterationInformation	ENV_Salinity_II_p_value	ENV_Salinity_DataProcessingInequality_MI_rank	ENV_Salinity_COMBI_II_DPI	ENV_NH4_InterationInformation	ENV_NH4_II_p_value	ENV_NH4_DataProcessingInequality_MI_rank	ENV_NH4_COMBI_II_DPI	ENV_NO2_InterationInformation	ENV_NO2_II_p_value	ENV_NO2_DataProcessingInequality_MI_rank	ENV_NO2_COMBI_II_DPI	ENV_NO3_InterationInformation	ENV_NO3_II_p_value	ENV_NO3_DataProcessingInequality_MI_rank	ENV_NO3_COMBI_II_DPI	ENV_PO4_InterationInformation	ENV_PO4_II_p_value	ENV_PO4_DataProcessingInequality_MI_rank	ENV_PO4_COMBI_II_DPI	ENV_Si_InterationInformation	ENV_Si_II_p_value	ENV_Si_DataProcessingInequality_MI_rank	ENV_Si_COMBI_II_DPI	COMBI_allENV
ASV_248_16S_022_3	OTU_1318_18S_3_200	0.566479086875916	1	0.386974	-0.363	0.000999	3	1	-0.27374	0.714286	3	1	-0.223973	0.000999	3	1	-0.358093	0.000999	3	1	-0.421419	0.5005	2	1	-0.276357	0.000999	3	1	-0.279046	0.334665	3	1	-0.238317	0.661339	3	1	8
ASV_248_16S_022_3	OTU_1397_18S_3_200	0.528887359691286	1	0.49773	-0.473756	0.000999	3	1	-0.520649	0.428571	3	1	3.165457	NA	3	1	-0.468849	0.000999	3	1	0.071657	NA	3	1	-0.259602	0.033966	3	1	-0.415994	0.084915	3	1	-0.43506	0.465534	3	1	8
ASV_248_16S_022_3	OTU_2823_18S_022_3	0.601606607437134	1	0.502498	-0.432749	0.6004	3	1	-0.415456	0.929071	3	1	2.951749	NA	3	1	-0.502498	0.706294	3	1	-0.421419	0.667333	3	1	-0.502498	0.668332	3	1	-0.435438	0.667333	3	1	-0.439828	0.786214	3	1	8
ASV_248_16S_3_200	ASV_300_16S_3_200	0.836657953789626	1	0.688367	-0.457318	0.450549	3	1	-0.571798	0.715285	3	1	-0.572843	0.000999	3	1	-0.471477	0.707293	3	1	-0.448159	0.250749	3	1	-0.542974	0.067932	3	1	-0.626215	0.000999	3	1	-0.481948	0.447552	3	1	8
ASV_25_16S_022_3	ASV_185_16S_022_3	0.608330190181732	1	0.524226	0.00153	NA	3	1	-0.304258	0.5005	3	1	-0.476279	0.364635	3	1	-0.158217	0.707293	3	1	0.557989	NA	2	1	-0.407565	0.2997	3	1	-0.046036	0.584416	3	1	-0.253778	0.572428	3	1	8
ASV_25_16S_022_3	ASV_89_16S_022_3	0.526125609874725	1	0.810153	-0.501899	0.000999	3	1	-0.352381	0.42957	3	1	-0.49893	0.273726	3	1	-0.540122	0.000999	3	1	0.131908	NA	3	1	-0.154613	0.733267	3	1	0.192757	NA	3	1	-0.326548	0.251748	3	1	8
ASV_25_16S_022_3	OTU_87_18S_022_3	-0.543156899201326	1	0.28361	-0.157546	0.65035	3	1	-0.241338	0.42957	3	1	-0.120363	0.091908	3	1	-0.269256	0.118881	3	1	-0.379865	0.083916	1	1	-0.238963	0.402597	3	1	-0.348507	0.5005	2	1	-0.249662	0.35964	2	1	8
ASV_250_16S_022_3	OTU_86_18S_3_200	-0.730589564529581	1	0.324443	-0.353324	0.300699	3	1	-0.052997	0.715285	3	1	-0.079189	0.182817	3	1	-0.324443	0.588412	3	1	-0.324443	1	2	1	-0.324443	0.534466	3	1	-0.324443	0.666334	2	1	-0.324443	1	3	1	8
ASV_253_16S_022_3	ASV_488_16S_022_3	0.554239273071289	1	0.588622	-0.341391	0.55045	3	1	-0.352276	0.286713	3	1	0.779837	NA	3	1	-0.066691	0.764236	3	1	-0.478458	0.000999	3	1	-0.332093	0.432567	3	1	-0.377674	0.333666	3	1	-0.16497	0.535465	3	1	8
ASV_253_16S_022_3	OTU_747_18S_3_200	0.754399857138258	1	0.70553	-0.635781	0.400599	3	1	-0.473436	0.5005	3	1	-0.746397	0.454545	3	1	-0.076659	0.912088	3	1	-0.428502	0.416583	3	1	-0.467401	0.433566	3	1	-0.667351	0.083916	3	1	-0.356535	0.929071	3	1	8
ASV_255_16S_022_3	ASV_1426_16S_022_3	0.733719289302826	1	0.675711	-0.466011	0.100899	3	1	0.718167	NA	3	1	1.409025	NA	3	1	-0.375061	0.4995	3	1	0.303994	NA	3	1	-0.322058	0.567433	3	1	-0.239092	0.75025	3	1	-0.481278	0.841159	3	1	8
ASV_255_16S_022_3	OTU_682_18S_3_200	0.565136015415192	1	0.410194	-0.217841	0.65035	3	1	1.360384	NA	3	1	2.100834	NA	3	1	-0.325498	0.4995	3	1	0.170063	NA	3	1	-0.211233	0.300699	3	1	-0.31916	0.084915	3	1	-0.169986	0.857143	3	1	8
ASV_255_16S_3_200	OTU_682_18S_3_200	0.752915425006286	1	0.415326	-0.275828	0.050949	3	1	1.141753	NA	3	1	1.837446	NA	3	1	1.416584	NA	3	1	-0.055833	0.083916	3	1	-0.306427	0.100899	3	1	-0.391353	0.000999	3	1	-0.278	0.732268	3	1	8
ASV_258_16S_022_3	ASV_157_16S_3_200	0.54079	1	0.496452	-0.455584	0.300699	3	1	-0.412497	0.715285	3	1	-0.345437	0.637363	3	1	-0.500842	0.412587	3	1	-0.488513	0.417582	3	1	-0.484465	0.000999	3	1	-0.45002	0.668332	3	1	-0.479557	0.321678	3	1	8
ASV_258_16S_022_3	ASV_478_16S_022_3	0.533245671943186	1	0.753679	-0.753679	0.95005	3	1	-0.730362	0.000999	3	1	-0.736785	0.637363	3	1	-0.753679	1	3	1	-0.71989	0.417582	3	1	-0.753679	1	3	1	-0.701812	0.502498	3	1	-0.714641	0.643357	3	1	8
ASV_259_16S_022_3	ASV_644_16S_022_3	0.538601160049438	1	0.545441	-0.475692	0.000999	3	1	-0.478381	0.000999	3	1	-0.432605	0.546454	3	1	-0.408114	0.796204	3	1	-0.545441	0.417582	3	1	-0.437513	0.666334	3	1	-0.487679	0.167832	3	1	-0.412163	0.554446	3	1	8
ASV_259_16S_022_3	ASV_718_16S_022_3	0.725589990615845	1	0.590836	-0.468232	0.050949	3	1	-0.540152	0.215784	3	1	-0.40655	0.455544	3	1	-0.363659	0.796204	3	1	-0.590836	0.5005	3	1	-0.445442	0.000999	3	1	-0.475311	0.167832	3	1	-0.489469	0.392607	3	1	8
ASV_259_16S_022_3	OTU_6332_18S_3_200	0.604446589946747	1	0.386974	-0.379895	0.7003	3	1	-0.365689	0.000999	3	1	-0.223973	0.546454	3	1	-0.203872	0.855145	3	1	-0.386974	1	3	1	-0.317225	0.633367	3	1	-0.358093	0.167832	3	1	-0.232753	0.749251	3	1	8
ASV_26_16S_022_3	ASV_237_16S_022_3	0.668489992618561	1	0.652313	-0.049533	0.8002	3	1	-0.626582	0.000999	3	1	-0.123992	0.728272	3	1	-0.391867	0.088911	3	1	0.065576	NA	3	1	-0.313411	0.235764	3	1	0.08138	NA	3	1	-0.37608	0.162837	3	1	8
ASV_26_16S_022_3	ASV_35_16S_022_3	0.92380827665329	1	0.72583	0.297514	NA	3	1	-0.645839	0.000999	3	1	0.128537	NA	3	1	-0.461758	0.117882	3	1	-0.39104	0.250749	3	1	-0.370033	0.235764	3	1	-0.355283	0.000999	3	1	-0.137986	0.340659	3	1	8
ASV_26_16S_3_200	ASV_35_16S_3_200	0.967914747658578	1	0.785144	0.163819	NA	3	1	-0.603714	0.000999	3	1	-0.066949	0.637363	3	1	-0.221115	0.824176	3	1	0.147463	NA	3	1	-0.645298	0.000999	3	1	-0.679138	0.417582	3	1	-0.487879	0.233766	3	1	8
ASV_260_16S_022_3	ASV_1057_16S_022_3	0.843115682068191	1	0.819085	-0.895442	0.400599	3	1	-0.752025	0.357642	3	1	-0.785296	0.000999	3	1	-0.64797	0.647353	3	1	-0.46826	0.5005	3	1	-0.735648	0.332667	3	1	-0.593932	0.584416	3	1	-0.65674	0.198801	3	1	8
ASV_260_16S_022_3	ASV_387_16S_022_3	0.85853034205904	1	0.943262	-0.282156	0.75025	3	1	-0.62348	0.358641	3	1	-0.794937	0.000999	3	1	-0.728543	0.294705	3	1	-0.333819	0.917083	3	1	-0.812544	0.0999	3	1	-0.590598	0.334665	3	1	-0.470101	0.592408	3	1	8
ASV_260_16S_022_3	ASV_448_16S_022_3	0.687943875789642	1	0.64079	-0.639802	0.150849	3	1	-0.232859	0.572428	3	1	-0.611067	0.000999	3	1	-0.483363	0.206793	3	1	-0.397552	0.668332	3	1	-0.472411	0.066933	3	1	-0.472929	0.167832	3	1	-0.346868	0.697303	3	1	8
ASV_262_16S_022_3	ASV_1125_16S_022_3	0.557290017604828	1	0.497113	-0.509303	0.200799	3	1	-0.444729	0.000999	3	1	-0.386967	0.364635	3	1	-0.169088	0.854146	3	1	-0.468232	0.000999	2	1	-0.333124	0.9001	3	1	-0.439351	0.083916	3	1	-0.348456	0.732268	3	1	8
ASV_262_16S_022_3	ASV_347_16S_022_3	0.855201482772827	1	0.869418	0.447987	NA	3	1	-0.76465	0.000999	3	1	-0.682914	0.091908	3	1	-0.501708	0.735265	3	1	-0.840537	0.000999	3	1	-0.608499	0.298701	3	1	-0.811655	0.000999	3	1	-0.595421	0.501499	3	1	8
ASV_262_16S_022_3	ASV_533_16S_022_3	0.641383806292199	1	0.96314	0.354264	NA	3	1	-0.858372	0.000999	3	1	-0.776636	0.091908	3	1	-0.575847	0.647353	3	1	-0.934259	0.000999	3	1	-0.583491	0.632368	3	1	-0.789853	0.084915	3	1	-0.690659	0.285714	3	1	8
ASV_262_16S_022_3	ASV_819_16S_022_3	0.891168594360352	1	0.905378	0.515361	NA	3	1	-0.722034	0.000999	3	1	-0.604338	0.091908	3	1	-0.426534	0.471528	3	1	-0.876497	0.000999	3	1	-0.624876	0.265734	3	1	-0.835629	0.000999	3	1	-0.718024	0.214785	3	1	8
ASV_262_16S_022_3	ASV_831_16S_022_3	0.531968891620636	1	0.869418	0.482432	NA	3	1	-0.738458	0.000999	3	1	-0.644735	0.091908	3	1	-0.448336	0.705295	3	1	-0.840537	0.000999	3	1	-0.531154	0.599401	3	1	-0.753893	0.083916	3	1	-0.732747	0.107892	3	1	8
ASV_265_16S_022_3	ASV_503_16S_022_3	0.554611242183512	1	0.731798	-0.697944	0.050949	3	1	-0.486672	0.000999	3	1	-0.638563	0.000999	3	1	-0.56326	0.117882	3	1	-0.422294	0.084915	3	1	-0.567687	0.266733	3	1	-0.481165	0.166833	3	1	-0.184498	0.803197	3	1	8
ASV_265_16S_022_3	ASV_947_16S_022_3	0.652930911707905	1	0.828404	-0.619507	0.000999	3	1	-0.642928	0.000999	3	1	-0.613886	0.000999	3	1	-0.652731	0.02997	3	1	-0.287851	0.24975	3	1	-0.579627	0.1998	3	1	0.294007	NA	3	1	-0.585166	0.160839	3	1	8
ASV_2653_16S_022_3	ASV_1203_16S_3_200	0.867555099971429	1	0.656858	-0.656858	1	3	1	-0.656858	1	3	1	-0.656858	0.727273	3	1	-0.68574	0.707293	3	1	-0.743502	0.333666	3	1	-0.656858	0.766234	3	1	-0.656858	1	3	1	-0.656858	0.821179	3	1	8
ASV_267_16S_022_3	ASV_1021_16S_022_3	0.71447522809392	1	0.661339	-0.516933	0.65035	3	1	-0.661339	0.142857	3	1	-0.548503	0.455544	3	1	-0.581774	0.647353	3	1	-0.424523	0.917083	3	1	-0.62316	0.502498	3	1	-0.707114	0.751249	3	1	-0.626035	0.572428	3	1	8
ASV_267_16S_022_3	ASV_267_16S_3_200	0.547144014916562	1	0.567616	-0.394329	0.75025	3	1	-0.515232	0.000999	3	1	1.682566	NA	3	1	-0.454263	0.324675	3	1	-0.366104	0.917083	3	1	-0.488569	0.468531	3	1	-0.546332	0.75025	3	1	-0.561193	0.284715	3	1	8
ASV_267_16S_022_3	ASV_379_16S_022_3	0.552697013899815	1	0.684737	-0.321269	0.65035	3	1	-0.756519	0.142857	3	1	-0.562604	0.546454	3	1	-0.634054	0.234765	3	1	-0.420555	0.583417	3	1	-0.497763	0.401598	3	1	-0.584406	0.666334	3	1	-0.632539	0.394605	3	1	8
ASV_267_16S_022_3	OTU_361_18S_3_200	0.762663253515143	1	0.400049	-0.238749	0.75025	3	1	-0.324348	0.215784	3	1	9.2e-05	NA	3	1	-0.351537	0.293706	3	1	-0.416084	0.418581	3	1	-0.385188	0.634366	3	1	-0.083345	0.75025	3	1	-0.479096	0.679321	3	1	8
ASV_268_16S_022_3	ASV_1212_16S_022_3	0.585061371326447	1	0.633778	-0.414716	0.55045	3	1	0.746085	NA	3	1	-0.499658	0.364635	3	1	-0.510139	0.324675	3	1	-0.461147	0.417582	3	1	-0.413015	0.6004	3	1	0.367293	NA	3	1	-0.495592	0.714286	3	1	8
ASV_268_16S_022_3	ASV_596_16S_022_3	0.601203092528356	1	0.864827	-0.864827	1	3	1	-0.864827	1	3	1	-0.831038	0.364635	3	1	-0.864827	0.911089	3	1	-0.664831	0.75025	3	1	-0.864827	0.866134	3	1	-0.918199	0.582418	3	1	-0.730707	0.786214	3	1	8
ASV_269_16S_022_3	ASV_582_16S_022_3	0.841460466384888	1	1.138674	-0.944815	0.000999	3	1	-0.955572	0.000999	3	1	-0.873836	0.091908	3	1	1.057146	NA	3	1	-0.106283	0.75025	3	1	-0.907625	0.166833	3	1	-0.900546	0.167832	3	1	-0.975155	0.177822	3	1	8
ASV_269_16S_022_3	ASV_723_16S_022_3	0.798504652750535	1	0.836127	-0.739198	0.000999	3	1	-0.744576	0.000999	3	1	-0.686814	0.091908	3	1	1.281065	NA	3	1	0.304709	NA	3	1	-0.720603	0.0999	3	1	-0.625179	0.334665	3	1	-0.513139	0.572428	3	1	8
ASV_269_16S_3_200	OTU_537_18S_3_200	0.67273792970855	1	0.638154	-0.551511	0.000999	3	1	-0.485439	0.358641	3	1	-0.489829	0.091908	3	1	-0.546603	0.913087	3	1	-0.638154	0.417582	3	1	-0.464868	0.767233	3	1	-0.580392	0.251748	3	1	-0.498609	0.161838	3	1	8
ASV_27_16S_022_3	ASV_1537_16S_3_200	-0.773102774151273	1	0.330098	0.622636	NA	2	1	0.338144	NA	3	1	0.675643	NA	3	1	-0.317546	0.000999	3	1	-0.299184	0.167832	2	1	0.821498	NA	3	1	-0.306124	0.167832	3	1	-0.032664	0.124875	2	1	8
ASV_27_16S_022_3	ASV_263_16S_022_3	-0.63182920217514	1	0.360075	-0.203584	0.75025	2	1	-0.156845	0.357642	3	1	-0.308356	0.182817	3	1	-0.119902	0.411588	3	1	0.427043	NA	1	1	-0.14634	0.1998	3	1	0.070427	NA	3	1	-0.04778	0.356643	2	1	8
ASV_27_16S_022_3	ASV_83_16S_022_3	0.923680484294891	1	0.64915	-0.319495	0.100899	3	1	0.01511	NA	3	1	-0.499041	0.182817	3	1	-0.370458	0.235764	3	1	0.12382	NA	3	1	-0.239998	0.266733	3	1	-0.360856	0.166833	3	1	-0.320728	0.143856	3	1	8
ASV_271_16S_022_3	ASV_429_16S_022_3	0.831741207829141	1	0.588503	-0.486377	0.000999	3	1	0.950028	NA	3	1	1.183452	NA	3	1	-0.035002	0.617383	3	1	-0.023117	0.749251	3	1	-0.22037	0.266733	3	1	-0.19766	0.000999	3	1	-0.43711	0.320679	3	1	8
ASV_271_16S_022_3	OTU_196_18S_3_200	0.520501765897517	1	0.395429	0.004824	NA	3	1	-0.410622	0.285714	3	1	-0.302177	0.182817	3	1	-0.015732	0.883117	3	1	0.273494	NA	3	1	-0.303407	0.133866	3	1	-0.345263	0.250749	2	1	-0.309442	0.446553	3	1	8
ASV_273_16S_022_3	ASV_466_16S_022_3	0.789080971011481	1	0.599031	-0.249963	0.65035	3	1	-0.314287	0.214785	3	1	-0.290194	0.182817	3	1	-0.450579	0.000999	3	1	-0.10175	0.332667	3	1	-0.428112	0.067932	3	1	0.003944	NA	3	1	0.008582	NA	3	1	8
ASV_274_16S_022_3	ASV_1092_16S_022_3	0.560611963272095	1	0.591666	-0.591666	0.200799	3	1	0.356966	NA	3	1	-0.557877	0.000999	3	1	-0.528996	0.383616	3	1	0.354444	NA	3	1	-0.553487	0.066933	3	1	-0.503839	0.166833	3	1	-0.252828	0.84016	3	1	8
ASV_274_16S_022_3	ASV_365_16S_022_3	0.525131046772003	1	0.662095	-0.529676	0.300699	3	1	-0.226974	0.428571	3	1	1.1156	NA	3	1	-0.52072	0.413586	3	1	0.859466	NA	3	1	-0.600801	0.000999	3	1	0.381741	NA	3	1	-0.437922	0.768232	3	1	8
ASV_274_16S_022_3	ASV_400_16S_022_3	0.55338584387192	1	0.54181	-0.62289	0.100899	3	1	-0.428116	0.4995	3	1	-0.428975	0.000999	3	1	-0.322231	0.648352	3	1	0.405983	NA	3	1	-0.397405	0.366633	3	1	-0.355354	0.834166	3	1	-0.204146	0.965035	3	1	8
ASV_274_16S_022_3	ASV_697_16S_022_3	0.532688186573021	1	0.673369	-0.579646	0.150849	3	1	-0.351554	0.572428	3	1	1.056017	NA	3	1	-0.658849	0.296703	3	1	-0.413892	0.501499	3	1	-0.528121	0.166833	3	1	-0.10702	0.917083	3	1	-0.357645	0.803197	3	1	8
ASV_274_16S_3_200	ASV_365_16S_3_200	0.554650266175604	1	0.909923	-0.89034	0.100899	3	1	-0.909923	0.071928	3	1	-0.897936	0.000999	3	1	-0.801478	0.824176	3	1	-0.556724	0.667333	3	1	-0.525171	0.665335	3	1	-0.861976	0.000999	3	1	-0.500291	0.553447	3	1	8
ASV_274_16S_3_200	ASV_473_16S_3_200	0.594759209526474	1	0.735721	-0.716138	0.000999	3	1	-0.119846	0.857143	3	1	-0.70684	0.000999	3	1	-0.673051	0.589411	3	1	-0.521364	0.250749	3	1	-0.615807	0.301698	3	1	-0.34875	0.417582	3	1	-0.527787	0.52048	3	1	8
ASV_274_16S_3_200	OTU_470_18S_3_200	0.798538735472201	1	0.727238	-0.668487	0.000999	3	1	-0.695823	0.072927	3	1	-0.676555	0.000999	3	1	1.071601	NA	3	1	-0.154117	0.917083	3	1	-0.495735	0.701299	3	1	-0.462917	0.416583	3	1	-0.343798	0.858142	3	1	8
ASV_276_16S_022_3	ASV_289_16S_022_3	-0.564036071300507	1	0.324443	-0.122275	0.75025	3	1	-0.286264	0.287712	3	1	1.144234	NA	3	1	-0.324443	0.352647	3	1	-0.129855	0.501499	2	1	-0.324443	0.532468	3	1	0.337847	NA	1	1	-0.324443	1	2	1	8
ASV_276_16S_022_3	ASV_343_16S_022_3	-0.730718720723102	1	0.418827	-0.170884	0.6004	3	1	-0.434785	0.498501	3	1	1.345892	NA	3	1	-0.223738	0.177822	3	1	0.020369	NA	3	1	-0.216659	0.467532	3	1	0.916258	NA	3	1	-0.264606	0.26973	3	1	8
ASV_277_16S_022_3	ASV_362_16S_022_3	-0.52640026807785	1	0.429031	-0.296012	0.300699	3	1	0.21655	NA	2	1	-0.389864	0.455544	3	1	-0.283119	0.05994	3	1	-0.160127	0.000999	1	0	-0.368968	0.100899	3	1	-0.170136	0.083916	2	1	-0.167724	0.608392	2	1	7
ASV_281_16S_022_3	ASV_647_16S_022_3	0.555522527662224	1	0.665888	0.651304	NA	3	1	0.411836	NA	3	1	-0.457129	0.091908	3	1	-0.270802	0.675325	3	1	-0.505244	0.334665	3	1	-0.292651	0.667333	3	1	0.079644	NA	3	1	-0.480411	0.464535	3	1	8
ASV_281_16S_022_3	ASV_752_16S_022_3	0.61543461680209	1	0.654774	-0.221557	0.85015	3	1	-0.475535	0.286713	3	1	-0.620985	0.000999	3	1	-0.392107	0.707293	3	1	-0.36879	0.667333	3	1	-0.347885	0.668332	3	1	-0.278136	0.917083	3	1	-0.422006	0.250749	3	1	8
ASV_282_16S_022_3	ASV_425_16S_022_3	0.763195395469666	1	0.756021	0.603969	NA	3	1	-0.5773	0.143856	3	1	-0.621902	0.000999	3	1	-0.683066	0.000999	3	1	-0.575453	0.084915	3	1	-0.366361	0.633367	3	1	-0.676975	0.334665	3	1	-0.393866	0.823177	3	1	8
ASV_282_16S_022_3	ASV_515_16S_022_3	0.538635015487671	1	0.645798	0.082782	NA	3	1	-0.439508	0.643357	3	1	-0.603229	0.364635	3	1	-0.498186	0.236763	3	1	-0.306101	0.584416	3	1	-0.429943	0.666334	3	1	-0.487705	0.000999	3	1	-0.372319	0.572428	3	1	8
ASV_283_16S_022_3	ASV_283_16S_3_200	0.933342193754983	1	0.458885	-0.430004	0.100899	3	1	-0.565758	0.143856	3	1	-0.430004	0.000999	3	1	-0.434394	0.000999	3	1	-0.435568	0.167832	3	1	-0.418018	0.067932	3	1	-0.372242	0.583417	3	1	-0.304665	0.948052	3	1	8
ASV_284_16S_022_3	ASV_405_16S_3_200	0.844391161976389	1	0.910932	-0.910932	0.350649	3	1	-0.864297	0.214785	3	1	-0.877143	0.091908	3	1	-0.612306	0.794206	3	1	0.014549	NA	3	1	-0.637314	0.732268	3	1	-0.678182	0.083916	3	1	-0.436256	0.876124	3	1	8
ASV_284_16S_022_3	ASV_717_16S_022_3	0.809729163761672	1	0.809143	-0.669645	0.050949	3	1	-0.646798	0.571429	3	1	-0.617261	0.273726	3	1	-0.65983	0.000999	3	1	-0.451377	0.584416	3	1	-0.669645	0.067932	3	1	-0.626558	0.083916	3	1	-0.513706	0.501499	3	1	8
ASV_286_16S_3_200	ASV_777_16S_3_200	0.735550105571747	1	0.509481	-0.393956	0.8002	3	1	-0.442421	0.214785	3	1	-0.317598	0.455544	3	1	-0.384141	0.000999	3	1	-0.428401	0.584416	3	1	-0.439731	0.567433	3	1	-0.509481	1	3	1	-0.417929	0.715285	3	1	8
ASV_287_16S_022_3	OTU_3338_18S_3_200	0.52922	1	0.541334	-0.483572	0.7003	3	1	-0.45738	0.571429	3	1	-0.654169	0.545455	3	1	-0.541334	0.588412	3	1	-0.558228	0.250749	3	1	-0.541334	0.566434	3	1	-0.454691	0.751249	3	1	-0.541334	0.626374	3	1	8
ASV_289_16S_022_3	OTU_543_18S_022_3	-0.716637509535315	1	0.489768	-0.297415	0.6004	3	1	-0.275557	0.716284	3	1	0.189422	NA	3	1	-0.490627	0.235764	3	1	-0.285882	0.334665	3	1	0.570054	NA	3	1	-0.386748	0.334665	3	1	-0.30261	0.196803	3	1	8
ASV_290_16S_022_3	OTU_195_18S_022_3	0.633376181125641	1	0.715297	-0.505606	0.5005	3	1	-0.407826	0.4995	3	1	0.656517	NA	3	1	-0.495226	0.471528	3	1	0.167108	NA	3	1	-0.55032	0.233766	3	1	-0.081418	0.917083	3	1	-0.629966	0.036963	3	1	8
ASV_291_16S_022_3	ASV_340_16S_022_3	0.958724949583442	1	0.829736	0.19309	NA	3	1	-0.770468	0.000999	3	1	-0.688555	0.000999	3	1	-0.739369	0.354645	3	1	-0.597108	0.084915	3	1	-0.668954	0.000999	3	1	-0.411713	0.751249	3	1	-0.385659	0.732268	3	1	8
ASV_294_16S_022_3	ASV_1155_16S_022_3	0.775202714902313	1	0.769434	-0.763538	0.200799	3	1	-0.690858	0.000999	3	1	-0.621109	0.273726	3	1	-0.531971	0.266733	3	1	-0.659473	0.251748	3	1	-0.629936	0.466533	3	1	-0.653909	0.167832	3	1	-0.752539	0.017982	3	1	8
ASV_294_16S_022_3	ASV_1361_16S_022_3	0.63183959540259	1	0.827196	-0.051748	0.85015	3	1	0.171951	NA	3	1	-0.755228	0.273726	3	1	-0.689869	0.294705	3	1	-0.644094	0.250749	3	1	-0.623327	0.201798	3	1	-0.585148	0.4995	3	1	-0.614354	0.608392	3	1	8
ASV_294_16S_022_3	ASV_1498_16S_022_3	0.594715013994911	1	0.724447	-0.608923	0.300699	3	1	-0.607878	0.286713	3	1	-0.681361	0.273726	3	1	-0.707553	0.000999	3	1	-0.655355	0.000999	3	1	-0.712461	0.033966	3	1	-0.636103	0.416583	3	1	-0.534922	0.536464	3	1	8
ASV_294_16S_022_3	ASV_576_16S_022_3	0.522653579711914	1	0.707191	-0.642349	0.250749	3	1	0.299553	NA	3	1	-0.405162	0.455544	3	1	-0.386762	0.558442	3	1	-0.586758	0.083916	3	1	-0.436262	0.532468	3	1	-0.407381	0.833167	3	1	-0.546547	0.340659	3	1	8
ASV_294_16S_022_3	OTU_516_18S_022_3	0.645906865596771	1	0.524973	0.137121	NA	3	1	-0.596755	0.071928	3	1	-0.489484	0.364635	3	1	-0.255228	0.735265	3	1	-0.434079	0.000999	3	1	-0.337999	0.333666	3	1	-0.417046	0.250749	3	1	-0.34592	0.428571	3	1	8
ASV_294_16S_3_200	ASV_576_16S_3_200	0.92274346873459	1	0.653909	-0.468636	0.8002	3	1	-0.661506	0.071928	3	1	1.876869	NA	3	1	-0.600537	0.177822	3	1	-0.545464	0.084915	3	1	-0.553578	0.000999	3	1	-0.279443	0.75025	3	1	-0.469948	0.608392	3	1	8
ASV_295_16S_022_3	ASV_1251_16S_3_200	-0.718198120594025	1	0.431045	-0.107789	0.65035	3	1	-0.431045	0.428571	3	1	-0.320899	0.364635	3	1	-0.38527	0.295704	3	1	-0.315003	0.917083	3	1	-0.267056	0.801199	3	1	-0.431045	0.333666	3	1	-0.426138	0.17982	3	1	8
ASV_295_16S_022_3	ASV_475_16S_022_3	0.848136077938121	1	0.516195	-0.41175	0.300699	3	1	-0.528181	0.357642	3	1	0.841945	NA	3	1	-0.346538	0.501499	3	1	-0.344064	0.335664	3	1	0.248294	NA	3	1	-0.5304	0.083916	3	1	-0.145231	0.017982	3	1	8
ASV_297_16S_022_3	ASV_297_16S_3_200	0.939036154769231	1	0.860565	-0.726324	0.000999	3	1	1.441429	NA	3	1	1.267507	NA	3	1	-0.684267	0.176823	3	1	-0.300087	0.668332	3	1	-0.675016	0.000999	3	1	-0.77883	0.167832	3	1	-0.704265	0.162837	3	1	8
ASV_297_16S_022_3	ASV_808_16S_3_200	0.58671828948099	1	0.590836	-0.468232	0.000999	3	1	-0.558221	0.071928	3	1	2.036872	NA	3	1	-0.430719	0.05994	3	1	-0.024794	0.834166	3	1	-0.445442	0.067932	3	1	-0.466013	0.416583	3	1	-0.379509	0.608392	3	1	8
ASV_297_16S_022_3	ASV_884_16S_3_200	0.615674352953604	1	0.518254	-0.459503	0.000999	3	1	-0.621791	0.071928	3	1	2.173297	NA	3	1	-0.16692	0.765235	3	1	-0.243759	0.250749	3	1	-0.418635	0.000999	3	1	-0.506267	0.418581	3	1	-0.34931	0.445554	3	1	8
ASV_297_16S_3_200	ASV_1124_16S_3_200	-0.6090287566185	1	0.44784	-0.077845	0.200799	3	1	0.444554	NA	3	1	0.25352	NA	3	1	0.539201	NA	3	1	-0.337676	0.167832	3	1	-0.027322	0.332667	3	1	-0.339441	0.166833	3	1	-0.326372	0.072927	3	1	8
ASV_298_16S_022_3	ASV_298_16S_3_200	0.831198078231958	1	0.335454	-0.249817	0.100899	3	1	-0.276038	0.071928	3	1	0.212709	NA	3	1	-0.131615	0.295704	3	1	-0.146088	0.75025	3	1	0.160144	NA	3	1	-0.061366	0.167832	3	1	-0.152352	0.268731	3	1	8
ASV_298_16S_022_3	ASV_37_16S_3_200	0.690769990325642	1	0.126605	-0.102403	0.200799	1	1	-0.118165	0.214785	3	1	0.181634	NA	2	1	-0.140621	0.236763	2	1	-0.050027	0.833167	2	1	0.206832	NA	2	1	0.104445	NA	2	1	0.010722	NA	1	1	8
