Source	Target	num_triplets	ENVs	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV
ASV_2_16S_022_3	ASV_6_16S_022_3	1	ENV_NO3	0.485888	0.738083	0.252195	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_3_16S_022_3	ASV_7_16S_022_3	1	ENV_NO3	0.679927	0.460545	-0.219382	0.134865	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_3_16S_022_3	ASV_8_16S_022_3	1	ENV_NO3	0.593437	0.341471	-0.251967	0.067932	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_4_16S_022_3	ASV_13_16S_022_3	1	ENV_NO3	0.617159	0.535227	-0.081931	0.600400	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_13_16S_022_3	ASV_14_16S_022_3	1	ENV_NO3	0.617159	0.410405	-0.206754	0.666334	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_1_16S_022_3	ASV_20_16S_022_3	1	ENV_NO3	0.785546	0.402265	-0.383281	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_19_16S_022_3	ASV_23_16S_022_3	1	ENV_NO3	0.629019	0.294385	-0.334634	0.433566	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_1_16S_022_3	ASV_34_16S_022_3	1	ENV_NO3	0.647130	0.421081	-0.226049	0.368631	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_26_16S_022_3	ASV_35_16S_022_3	1	ENV_NO3	0.725830	0.355796	-0.370033	0.235764	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_20_16S_022_3	ASV_47_16S_022_3	1	ENV_NO3	0.425400	0.128130	-0.297270	0.268731	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_44_16S_022_3	ASV_51_16S_022_3	1	ENV_NO3	0.182496	0.193099	0.010602	nan	1.000000	0.000000	1	0	0	1.000000	0.000000	0.000000
ASV_47_16S_022_3	ASV_57_16S_022_3	1	ENV_NO3	0.737447	0.175169	-0.562278	0.166833	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_34_16S_022_3	ASV_60_16S_022_3	1	ENV_NO3	0.717763	0.278504	-0.439259	0.301698	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
