Source	Target	association_score
OTU_79_18S_022_3	OTU_180_18S_022_3	0.630518913269043
OTU_48_18S_022_3	OTU_182_18S_022_3	0.642924845218658
ASV_894_16S_022_3	OTU_201_18S_022_3	0.704403638839722
ASV_1032_16S_022_3	OTU_201_18S_022_3	0.535889921330065
ASV_2132_16S_022_3	OTU_206_18S_022_3	-0.767574199432956
OTU_160_18S_022_3	OTU_225_18S_022_3	0.748772382736206
OTU_222_18S_022_3	OTU_239_18S_022_3	0.640175938606262
ASV_313_16S_022_3	OTU_243_18S_022_3	0.625206232070923
ASV_329_16S_022_3	OTU_243_18S_022_3	0.829649906027234
OTU_28_18S_022_3	OTU_255_18S_022_3	0.666706894689743
ASV_649_16S_022_3	OTU_264_18S_022_3	-0.572026340025027
OTU_46_18S_022_3	OTU_269_18S_022_3	0.647397696971893
OTU_146_18S_022_3	OTU_269_18S_022_3	0.846939838017186
OTU_151_18S_022_3	OTU_265_18S_022_3	0.735363931005748
OTU_234_18S_022_3	OTU_271_18S_022_3	0.795579750422198
OTU_191_18S_022_3	OTU_297_18S_022_3	-0.686277270317078
ASV_611_16S_022_3	OTU_301_18S_022_3	0.560689270496368
OTU_269_18S_022_3	OTU_302_18S_022_3	0.6727175116539
ASV_403_16S_022_3	OTU_309_18S_022_3	0.604260491929346
ASV_2386_16S_022_3	OTU_321_18S_022_3	0.735260009765625
OTU_133_18S_022_3	OTU_321_18S_022_3	0.705546253236125
OTU_180_18S_022_3	OTU_333_18S_022_3	0.91943308273633
ASV_661_16S_022_3	OTU_336_18S_022_3	-0.549544500677808
ASV_1752_16S_022_3	OTU_336_18S_022_3	-0.798977435432549
ASV_425_16S_022_3	OTU_332_18S_022_3	0.741434276103973
OTU_132_18S_022_3	OTU_340_18S_022_3	0.717801988124847
ASV_594_16S_022_3	OTU_341_18S_022_3	-0.796005307712411
ASV_2053_16S_022_3	OTU_365_18S_022_3	0.781905498174273
OTU_151_18S_022_3	OTU_370_18S_022_3	0.852281759656053
ASV_399_16S_022_3	OTU_372_18S_022_3	0.666786015033722
OTU_309_18S_022_3	OTU_372_18S_022_3	0.790796805020096
OTU_329_18S_022_3	OTU_381_18S_022_3	0.850224275347377
OTU_117_18S_022_3	OTU_386_18S_022_3	0.538528203964233
ASV_541_16S_022_3	OTU_384_18S_022_3	0.78133329990216
ASV_1069_16S_022_3	OTU_391_18S_022_3	0.587928712368011
ASV_1669_16S_022_3	OTU_391_18S_022_3	0.614082157611847
ASV_581_16S_022_3	OTU_397_18S_022_3	0.67152
OTU_101_18S_022_3	OTU_397_18S_022_3	0.568347870131429
