ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504
ASV_1_16S_3.200	107	463	5899	3981	1939	4637	2219	567	453	1099	2003	799	103	232	2260	1304	1985	479	680	48	102	342	1204
ASV_2_16S_3.200	8637	3417	359	189	0	0	25	353	1126	3007	0	38	44	332	102	44	80	109	182	84	946	7244	1841
ASV_3_16S_3.200	73	0	37	0	0	0	0	66	1285	71	40	154	72	660	115	209	24	442	150	88	95	53	47
ASV_4_16S_3.200	0	0	372	2195	2065	1800	1237	347	397	3404	357	887	238	920	107	977	689	480	138	401	392	170	124
ASV_6_16S_3.200	1806	2555	1155	376	38	54	0	85	467	1518	38	0	20	159	127	59	48	65	122	60	675	2744	1389
ASV_7_16S_3.200	34	34	13	0	0	11	0	11	493	23	0	55	39	226	35	70	14	123	47	16	20	9	19
ASV_8_16S_3.200	0	57	0	0	25	85	46	32	1039	76	0	96	76	415	37	117	0	362	95	59	78	0	39
ASV_9_16S_3.200	75	56	12	0	0	90	0	342	2435	217	0	33	355	1649	22	35	59	532	351	353	645	364	24
ASV_10_16S_3.200	0	0	0	73	0	59	45	53	719	63	22	130	148	431	82	154	18	336	67	61	53	0	25
ASV_11_16S_3.200	40	26	0	0	0	21	0	124	744	407	0	22	159	775	0	0	140	147	149	59	459	404	0
ASV_13_16S_3.200	0	0	0	0	0	65	70	0	188	17	40	90	27	138	100	58	77	74	42	15	19	0	0
ASV_14_16S_3.200	0	0	14	0	18	0	100	0	67	0	49	124	0	0	61	80	80	23	32	0	0	0	0
ASV_15_16S_3.200	17	0	0	0	0	0	0	13	278	32	0	4	15	87	0	0	0	28	0	20	29	31	0
ASV_16_16S_3.200	125	274	171	783	21	94	44	0	322	150	93	24	0	28	155	20	12	0	88	487	507	785	95
ASV_17_16S_3.200	234	223	333	0	58	55	59	0	55	42	139	96	11	37	170	136	0	45	18	9	22	73	137
ASV_18_16S_3.200	0	1325	32	54	0	0	0	27	2324	124	93	41	43	132	123	83	0	0	76	183	603	202	28
ASV_19_16S_3.200	0	0	0	0	0	444	159	27	106	21	17	112	102	142	0	0	25	179	52	15	27	0	0
ASV_20_16S_3.200	88	186	1663	1708	507	422	306	229	158	533	381	299	22	126	453	286	559	78	263	24	41	119	255
ASV_21_16S_3.200	63	0	0	12	0	32	0	26	992	50	0	44	48	457	15	51	0	145	68	64	81	44	27
ASV_23_16S_3.200	0	0	0	0	0	0	29	0	55	0	0	33	0	0	0	0	0	44	0	0	0	0	0
ASV_25_16S_3.200	0	0	90	0	26	47	68	5	0	12	32	110	0	7	82	74	50	0	6	0	10	10	51
ASV_26_16S_3.200	10	10	212	112	94	114	98	46	26	43	40	23	0	0	30	19	33	35	36	0	0	22	23
ASV_27_16S_3.200	0	0	79	0	22	242	235	354	295	334	416	312	77	222	231	153	252	110	242	0	87	80	62
ASV_30_16S_3.200	24	44	37	28	0	0	0	40	618	106	0	20	0	326	0	28	49	97	72	92	301	191	34
ASV_32_16S_3.200	0	0	0	0	0	0	0	36	1232	35	0	12	84	675	0	6	0	84	52	35	47	22	0
ASV_33_16S_3.200	0	153	38	0	0	0	0	10	1260	90	0	0	0	382	0	7	12	16	0	195	394	124	16
ASV_34_16S_3.200	10	0	217	1415	175	137	589	0	0	26	120	157	0	0	106	81	36	0	0	0	0	0	152
ASV_35_16S_3.200	33	42	509	976	221	333	1026	101	41	199	420	195	0	0	342	230	544	46	102	0	0	75	118
ASV_36_16S_3.200	0	0	0	0	0	0	39	0	141	62	0	34	18	128	27	0	0	49	0	0	82	52	0
ASV_37_16S_3.200	242	249	2489	702	167	136	167	274	189	521	106	63	33	71	106	68	336	74	225	43	107	243	318
ASV_40_16S_3.200	0	1551	5487	6967	2051	506	258	13	0	30	20	21	12	36	0	12	20	0	0	18	17	78	23
ASV_41_16S_3.200	17	0	0	0	0	0	0	57	794	56	0	34	115	430	5	5	28	327	150	30	48	66	0
ASV_42_16S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	908	0	123	18	0
