ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
OTU_3_18S_3.200	12520	6220	1573	6225	6810	7978	409	199	258	812	767	75	9838	531	19100	8277	6691	400	1351	165	1968	2551
OTU_4_18S_3.200	0	149	38	66	36292	1380	55	375	5067	650	1164	487	1186	15601	13075	8465	9183	379	260	8352	907	28796
OTU_7_18S_3.200	0	0	40	0	15	22	15	67	0	0	0	0	0	77	23	0	0	0	0	77	0	0
OTU_9_18S_3.200	856	112	1812	10474	2310	315	266	1341	331	469	0	135	192	3565	1265	1439	134	1049	121	1471	68	1415
OTU_10_18S_3.200	435	92	1264	26156	199	3611	2788	0	0	0	144	0	98	1368	2074	0	409	319	368	487	378	52
OTU_11_18S_3.200	0	0	128	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	15	25	0
OTU_12_18S_3.200	160	0	0	0	0	5096	21352	0	0	1216	0	492	271	0	0	177	35623	5984	7108	0	0	0
OTU_14_18S_3.200	51	116	5252	248	47	68	1200	312	0	0	0	0	1485	1526	247	227	0	201	140	3264	2019	996
OTU_15_18S_3.200	41	48	1346	10278	358	587	1239	1610	34	207	66	0	94	1172	337	1228	19	614	53	1674	0	736
OTU_19_18S_3.200	13	28910	128	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16_18S_3.200	9584	10314	80	37669	2982	22853	1209	0	3065	2029	514	156	35	0	9638	5724	9484	0	2686	0	0	1593
OTU_21_18S_3.200	5751	384	270	234	505	82	4589	0	0	1373	55907	12	7032	297	474	886	0	8979	7819	9053	140	15568
OTU_22_18S_3.200	29	47	2761	204	0	77	458	152	0	0	0	0	565	1599	395	238	0	96	0	2030	599	791
OTU_23_18S_3.200	154	47	2346	1587	172	700	1206	937	52	52	34	91	220	2219	527	824	0	1644	117	1938	40	736
OTU_24_18S_3.200	61	15	182	1746	181	14	0	1071	436	292	0	0	0	1474	474	193	55	15	0	67	0	280
OTU_28_18S_3.200	545	51	5013	2611	182	392	1475	665	135	0	0	0	153	2276	440	462	0	351	78	611	192	734
