ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822	abundancesum_small
OTU_534_18S	12	1488	19	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	1542
OTU_539_18S	0	0	0	11	0	0	0	33	0	0	30	0	26	0	0	44	0	0	38	0	0	0	182
OTU_512_18S	19	350	47	153	0	136	0	0	13	255	26	25	119	0	29	23	0	0	0	0	0	14	1209
OTU_553_18S	61	214	35	73	60	391	0	0	34	68	0	24	19	0	0	0	172	0	0	0	0	0	1151
OTU_554_18S	216	2591	721	0	0	298	0	0	0	0	18	76	26	0	0	0	0	0	0	0	20	0	3966
OTU_555_18S	0	339	254	19	0	0	0	0	0	0	0	39	0	0	68	0	0	0	0	0	0	120	839
OTU_558_18S	300	169	116	805	14	298	26	28	100	153	0	89	82	56	0	61	32	60	0	32	40	7	2468
OTU_559_18S	0	66	90	113	0	3643	0	0	0	0	241	30	0	0	0	0	0	0	0	54	0	0	4237
OTU_560_18S	576	565	141	0	0	219	0	19	72	0	20	61	0	223	32	0	0	62	0	45	0	23	2058
OTU_569_18S	775	61	18	938	145	0	0	67	307	0	182	136	0	0	164	42	0	103	0	0	0	83	3021
OTU_571_18S	0	127	0	0	540	63	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	975
OTU_574_18S	64	32	0	69	0	94	0	166	422	127	0	0	0	0	0	0	0	0	0	0	0	100	1074
OTU_568_18S	209	174	0	0	0	35	0	0	38	0	0	0	0	0	0	49	0	0	0	0	0	0	505
OTU_575_18S	547	219	88	168	27	1225	0	30	0	32	174	30	0	0	0	37	0	220	0	0	15	0	2812
OTU_579_18S	894	1124	68	338	31	620	0	43	44	249	120	221	0	0	49	113	273	30	31	60	40	181	4529
OTU_581_18S	818	806	322	267	10	241	0	13	355	131	88	191	14	217	90	64	19	114	15	85	57	158	4075
OTU_583_18S	97	291	43	1545	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	2003
OTU_589_18S	0	97	0	0	0	1161	0	0	0	43	61	0	0	0	0	152	95	0	16	0	223	0	1848
OTU_591_18S	0	1402	28	28	133	0	0	0	0	509	0	0	0	0	0	0	0	84	203	0	0	0	2387
OTU_580_18S	0	157	265	0	0	209	13	44	0	0	0	177	51	59	105	36	57	0	18	156	0	201	1548
OTU_593_18S	21	178	27	574	8	218	0	0	133	139	119	59	52	0	1712	21	188	33	0	0	0	232	3714
OTU_595_18S	914	139	0	62	34	503	0	46	109	57	16	31	0	0	0	39	82	15	33	0	0	0	2080
OTU_597_18S	3169	16	3	0	22	592	0	0	0	198	0	0	0	0	0	257	0	0	0	0	0	0	4257
OTU_599_18S	963	318	0	347	0	377	1149	286	0	0	127	122	0	0	116	191	0	111	0	89	0	0	4196
OTU_600_18S	129	21	73	1958	26	578	0	0	93	103	0	0	0	0	68	113	30	46	16	0	604	158	4016
OTU_608_18S	291	179	126	1041	210	227	34	35	15	131	82	48	0	0	34	47	114	58	0	0	114	144	2930
OTU_609_18S	13	22	57	894	414	185	0	375	402	56	30	199	802	0	0	37	0	87	0	0	285	0	3858
OTU_617_18S	176	18	47	2437	452	58	0	15	0	0	83	55	39	0	0	26	0	0	0	0	57	0	3463
OTU_614_18S	0	141	296	1361	289	0	0	22	59	0	0	0	0	297	34	173	0	0	0	0	0	216	2888
OTU_628_18S	287	50	372	795	40	482	16	0	0	103	41	136	74	223	0	66	0	67	34	0	0	56	2842
OTU_629_18S	0	376	95	173	51	47	74	183	57	119	47	80	126	31	0	230	56	27	0	33	0	229	2034
OTU_631_18S	290	333	78	264	33	694	249	0	0	193	230	175	103	0	64	51	68	96	81	94	168	207	3471
OTU_634_18S	362	80	219	537	461	396	185	74	130	236	212	110	89	53	135	59	0	91	0	39	134	53	3655
OTU_636_18S	283	0	5	86	64	1514	0	0	0	0	0	164	24	0	4	646	57	0	0	0	0	0	2847
OTU_635_18S	0	0	0	0	0	0	0	0	149	65	88	0	92	0	21	0	0	0	0	0	0	0	415
OTU_637_18S	795	208	0	344	47	729	0	9	304	224	173	128	78	0	0	0	55	129	19	176	0	206	3624
OTU_638_18S	736	558	149	217	31	688	131	35	338	84	102	92	60	0	0	114	48	105	0	103	140	92	3823
OTU_639_18S	1755	490	184	0	22	806	0	0	97	124	195	127	83	0	0	0	35	68	63	91	32	111	4283
OTU_641_18S	1136	853	382	210	49	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3612
OTU_644_18S	33	193	87	0	0	0	0	0	0	0	0	0	0	44	7	21	27	0	0	0	0	62	474
OTU_649_18S	0	93	44	577	33	737	0	0	53	0	67	0	39	0	0	55	43	67	0	94	58	0	1960
OTU_624_18S	0	23	148	27	34	253	0	0	0	0	0	0	0	32	0	0	0	0	0	26	0	0	543
OTU_654_18S	381	467	0	15	0	1461	0	0	116	95	119	24	67	0	0	0	124	0	0	41	418	0	3328
OTU_658_18S	40	109	24	3182	0	0	0	176	0	45	0	0	0	0	75	44	4	0	0	0	0	59	3758
OTU_659_18S	575	742	154	1160	67	348	0	47	51	0	0	110	0	48	52	49	0	0	0	0	0	161	3564
OTU_661_18S	245	1471	557	0	0	120	0	0	109	70	0	149	120	0	0	158	0	212	0	99	272	101	3683
OTU_665_18S	1249	137	545	110	0	555	0	0	65	144	96	88	0	0	0	0	0	48	0	0	39	105	3181
OTU_667_18S	320	141	141	0	0	378	992	0	0	0	0	31	1113	116	43	31	0	72	312	306	0	87	4083
OTU_672_18S	3577	39	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3640
OTU_673_18S	747	561	481	214	42	59	169	46	246	40	34	39	216	65	90	32	9	84	69	49	30	335	3657
OTU_678_18S	945	102	32	354	85	1299	120	0	0	0	294	218	14	0	0	0	0	398	57	0	0	0	3918
OTU_679_18S	2422	0	0	682	0	43	0	0	0	60	19	0	0	0	0	0	0	0	0	0	0	0	3226
OTU_685_18S	521	577	684	16	0	322	0	154	256	0	183	0	0	0	17	0	0	0	0	0	74	0	2804
OTU_686_18S	1003	660	328	282	70	273	252	0	190	60	75	57	65	0	0	106	0	192	0	37	76	168	3894
OTU_643_18S	160	28	39	120	27	106	208	19	31	83	16	32	0	15	0	0	0	50	0	0	0	0	934
OTU_688_18S	0	34	46	8	0	0	0	234	395	0	0	367	220	56	0	127	0	0	0	0	0	0	1487
OTU_693_18S	308	95	35	217	0	199	268	116	0	45	27	34	0	0	0	115	0	0	0	103	45	297	1904
OTU_689_18S	337	556	197	378	251	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2425
OTU_701_18S	1579	111	320	77	170	203	72	0	34	0	19	0	31	0	0	46	71	0	0	0	0	0	2733
OTU_694_18S	544	496	59	353	94	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616
OTU_704_18S	968	45	0	633	120	292	0	0	0	0	0	65	0	0	0	0	22	45	0	0	33	0	2223
OTU_706_18S	130	552	161	276	0	1242	0	0	0	0	0	217	144	0	64	0	0	0	91	163	135	0	3175
OTU_709_18S	0	23	46	8	0	622	0	62	31	0	16	0	41	51	691	103	0	45	0	115	0	71	1925
OTU_710_18S	367	212	25	97	0	420	25	65	205	0	27	0	0	0	0	0	267	100	80	47	80	0	2017
OTU_712_18S	0	49	0	589	81	21	0	0	108	138	0	0	0	0	50	17	84	0	0	0	0	37	1174
OTU_717_18S	1163	527	282	51	22	1416	92	0	0	0	57	0	0	0	0	0	0	6	31	0	0	0	3647
OTU_719_18S	15	0	0	328	12	607	0	56	83	0	11	0	0	0	11	0	0	0	0	7	0	0	1130
OTU_721_18S	71	4	18	126	254	88	197	18	78	93	31	49	0	0	0	0	0	66	10	29	321	0	1453
OTU_726_18S	0	60	390	1482	12	0	0	0	0	0	0	0	0	20	0	83	0	0	15	0	0	13	2075
OTU_728_18S	89	104	4	54	347	30	0	0	21	120	0	22	0	0	0	23	0	0	0	0	0	0	814
OTU_724_18S	202	36	0	17	6	52	0	67	0	36	0	20	0	0	143	0	63	66	0	0	0	0	708
OTU_725_18S	199	213	83	346	38	0	0	83	56	0	0	0	17	0	0	0	0	0	0	0	0	0	1035
OTU_733_18S	1217	28	49	525	24	149	0	0	0	68	11	76	94	0	0	0	2	30	41	0	0	0	2314
OTU_735_18S	0	208	96	0	0	806	0	18	141	19	0	109	30	0	0	0	0	52	27	0	53	14	1573
OTU_736_18S	45	330	35	214	120	150	0	0	49	49	0	0	213	0	55	67	61	0	35	0	0	77	1500
OTU_738_18S	22	0	0	765	413	117	0	41	294	77	0	0	169	0	0	58	0	0	0	0	61	0	2017
OTU_729_18S	47	289	530	1186	0	23	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2099
OTU_739_18S	672	262	12	154	26	461	98	149	316	75	372	30	46	14	290	0	58	0	0	0	35	0	3070
OTU_751_18S	0	72	48	0	0	111	0	0	4	106	0	0	31	56	0	35	19	38	0	0	0	59	579
OTU_752_18S	76	0	41	1828	37	7	0	77	0	532	80	0	0	0	0	88	28	0	0	0	0	55	2849
OTU_758_18S	993	1155	305	140	62	653	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3331
OTU_759_18S	675	240	79	378	57	604	0	0	129	21	22	238	0	0	0	21	55	0	0	0	297	201	3017
OTU_765_18S	44	14	12	265	559	28	63	0	0	0	0	0	0	0	18	322	0	42	13	280	62	0	1722
OTU_775_18S	0	0	535	0	0	838	0	46	0	0	0	0	55	35	0	0	0	87	42	32	0	0	1670
OTU_777_18S	8	22	406	1020	41	0	0	43	183	63	0	0	0	105	40	0	0	20	0	44	0	346	2341
OTU_785_18S	0	0	393	350	0	0	0	0	0	0	20	0	0	110	530	0	0	0	0	0	0	80	1483
OTU_786_18S	0	0	1235	1335	0	0	0	81	0	0	0	0	0	92	0	0	0	0	0	0	0	52	2795
OTU_698_18S	42	19	8	15	0	45	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	19	188
OTU_793_18S	168	77	643	0	572	0	0	0	0	0	0	0	0	91	169	25	0	0	0	0	0	0	1745
OTU_796_18S	433	578	194	599	161	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2945
OTU_802_18S	773	29	68	168	8	236	97	101	82	0	32	0	30	0	77	15	85	32	0	70	91	89	2083
OTU_804_18S	0	0	460	15	0	0	0	0	0	0	0	0	0	83	6	0	0	0	0	0	0	0	564
OTU_791_18S	65	168	0	0	0	467	0	0	47	38	62	0	0	0	0	0	0	185	0	0	36	0	1068
OTU_807_18S	57	2005	389	73	30	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2666
OTU_808_18S	0	0	130	0	0	473	125	91	575	0	0	0	0	0	0	46	0	0	0	0	0	0	1440
OTU_809_18S	1053	0	370	279	0	102	0	0	0	215	0	12	38	0	0	0	0	0	0	0	151	0	2220
OTU_810_18S	1497	245	55	0	0	108	0	0	0	686	0	97	0	0	56	0	0	0	0	0	0	0	2744
OTU_812_18S	954	186	91	398	0	248	484	57	71	210	65	94	0	0	0	0	0	0	78	59	0	0	2995
OTU_814_18S	0	309	241	1967	26	0	0	20	136	0	0	0	15	27	11	0	11	0	0	0	0	0	2763
OTU_816_18S	0	72	116	256	0	58	0	0	111	0	29	0	0	53	0	174	14	0	0	0	0	0	883
OTU_819_18S	0	0	41	21	6	23	0	98	31	0	0	0	15	350	33	0	0	0	0	0	0	114	732
OTU_820_18S	363	144	180	106	12	892	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1703
OTU_821_18S	0	0	0	79	0	0	71	0	103	0	87	0	0	0	0	48	0	0	8	125	0	115	636
OTU_827_18S	2	0	0	1121	0	18	0	0	85	0	0	0	0	0	0	201	0	0	0	0	0	0	1427
OTU_828_18S	0	0	317	111	0	0	0	0	77	0	0	0	0	530	143	0	0	0	0	0	0	151	1329
OTU_518_18S	638	560	122	172	27	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831
OTU_834_18S	0	0	114	65	13	0	0	0	0	0	0	0	0	0	71	177	0	44	0	0	0	0	484
OTU_836_18S	29	167	524	692	150	83	0	28	0	25	19	37	0	76	22	22	0	16	0	47	0	0	1937
OTU_840_18S	574	229	130	118	0	139	84	0	66	0	45	107	57	0	0	53	0	83	41	89	46	224	2085
OTU_844_18S	0	0	13	204	0	0	0	170	202	0	0	0	0	36	88	70	0	0	0	0	0	230	1013
OTU_848_18S	42	63	326	466	144	242	238	0	106	384	35	108	30	0	62	0	57	91	7	0	0	316	2717
OTU_849_18S	313	219	102	642	231	172	79	0	34	147	64	68	0	17	0	0	0	0	29	0	114	0	2231
OTU_851_18S	25	165	34	136	0	10	286	51	0	28	31	49	31	148	48	5	0	68	15	98	0	167	1395
OTU_853_18S	784	127	44	73	28	652	0	0	308	0	147	0	0	0	0	0	0	186	0	76	0	83	2508
OTU_854_18S	0	162	237	0	0	0	0	0	120	0	0	0	0	157	124	0	0	0	0	0	0	0	800
OTU_856_18S	492	721	212	71	30	189	63	0	0	0	44	76	79	46	27	13	36	0	0	111	0	48	2258
OTU_857_18S	290	395	63	228	0	383	210	0	92	62	89	107	46	0	0	35	0	92	0	0	0	45	2137
OTU_860_18S	472	90	76	0	0	77	0	0	0	0	0	122	61	26	0	81	0	47	0	0	0	0	1052
OTU_865_18S	0	21	16	1752	278	0	0	0	26	0	0	0	0	0	0	104	25	0	20	0	0	0	2242
OTU_872_18S	248	520	0	60	48	130	0	0	76	0	0	39	0	0	0	0	0	36	0	0	0	0	1157
OTU_873_18S	1236	192	81	0	0	753	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	2343
OTU_875_18S	139	0	259	136	131	261	0	79	228	158	7	27	0	67	264	0	17	89	0	0	0	61	1923
OTU_876_18S	198	40	103	0	111	266	0	12	41	47	0	125	28	0	17	0	0	0	0	0	0	78	1066
OTU_874_18S	0	0	123	309	319	493	0	0	0	0	34	0	7	0	0	0	0	0	0	12	106	0	1403
OTU_878_18S	284	236	0	11	124	613	0	0	97	0	0	115	0	0	14	39	0	0	15	14	0	0	1562
OTU_880_18S	50	111	167	0	26	105	160	33	70	0	20	0	323	0	0	0	0	0	31	154	0	0	1250
OTU_889_18S	0	131	182	0	0	77	0	0	108	0	0	41	0	185	54	0	0	35	0	56	0	261	1130
OTU_890_18S	382	744	560	48	0	325	0	0	17	0	29	0	0	0	19	0	0	0	0	0	0	0	2124
OTU_891_18S	41	44	65	96	16	132	0	25	47	29	367	119	0	76	49	70	0	0	0	141	0	56	1373
OTU_898_18S	0	189	0	0	0	0	0	0	0	0	154	103	0	0	0	113	0	0	315	0	417	0	1291
OTU_900_18S	210	75	67	55	0	69	0	66	0	0	33	19	34	71	30	370	0	59	0	0	49	28	1235
OTU_903_18S	65	15	0	814	12	0	0	0	773	39	19	5	15	0	39	0	9	0	0	0	0	0	1805
OTU_905_18S	45	21	0	156	66	628	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	927
OTU_913_18S	0	263	0	0	14	2291	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	2727
OTU_914_18S	0	235	581	0	0	38	0	28	38	0	0	0	36	429	162	0	0	0	0	42	0	0	1589
OTU_917_18S	77	102	41	248	51	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	204	0	800
OTU_902_18S	0	0	67	0	0	73	42	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	380
OTU_921_18S	809	261	68	145	0	585	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887
OTU_922_18S	0	0	0	172	54	167	0	0	0	55	0	0	0	0	0	0	106	0	0	0	0	0	554
OTU_923_18S	0	0	17	47	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	184
OTU_926_18S	553	48	92	26	0	308	0	0	0	0	0	123	0	73	0	0	0	88	0	217	126	88	1742
OTU_934_18S	46	11	31	164	8	784	153	0	0	74	384	14	65	0	0	0	0	211	137	242	0	0	2324
OTU_936_18S	0	275	800	0	0	441	0	0	0	0	0	0	0	31	21	0	0	0	0	0	144	0	1712
OTU_939_18S	74	95	76	0	0	418	0	84	34	0	32	0	118	0	0	84	0	0	97	0	0	0	1112
OTU_938_18S	38	10	72	151	28	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	19	0	386
OTU_933_18S	0	0	0	105	4	0	0	0	75	0	0	0	0	603	0	125	0	0	0	0	0	0	912
OTU_941_18S	0	116	384	46	0	0	0	0	184	0	0	0	0	244	144	64	0	0	0	25	0	513	1720
OTU_942_18S	24	91	82	59	37	122	0	0	41	0	0	0	0	0	0	53	0	0	0	0	0	0	509
OTU_944_18S	0	0	17	0	0	559	0	0	0	0	0	2160	0	0	0	0	0	20	80	0	0	0	2836
OTU_946_18S	0	0	0	373	138	0	0	0	104	0	0	0	0	0	0	0	3	0	0	0	0	0	618
OTU_957_18S	0	0	216	17	0	12	0	53	0	0	0	0	0	11	0	252	0	26	0	12	0	0	599
OTU_958_18S	937	547	0	370	72	597	0	0	0	0	0	77	31	0	0	0	31	0	21	0	76	14	2773
OTU_959_18S	1044	276	128	37	0	121	62	0	0	0	0	0	50	0	0	0	0	0	0	67	0	51	1836
OTU_963_18S	10	771	211	0	0	75	107	0	0	0	0	101	83	0	0	0	0	0	0	0	0	24	1382
OTU_966_18S	137	78	0	0	0	671	813	0	0	0	0	122	0	0	0	0	0	0	0	0	902	0	2723
OTU_967_18S	605	262	0	0	0	251	97	0	0	0	0	180	0	0	0	0	0	0	0	123	0	0	1518
OTU_968_18S	20	164	0	202	80	38	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	554
OTU_969_18S	109	205	53	433	15	82	0	0	0	46	50	5	0	0	0	42	0	0	0	0	637	0	1677
OTU_970_18S	0	0	224	290	0	1196	0	0	54	0	110	0	0	84	51	0	0	0	0	0	0	0	2009
OTU_974_18S	0	215	146	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	16	0	0	0	595
OTU_981_18S	274	201	67	188	471	657	0	0	0	0	0	0	0	0	14	0	0	0	0	0	31	0	1903
OTU_984_18S	402	184	135	341	74	148	0	19	19	53	65	0	40	42	0	0	0	0	15	23	32	0	1592
OTU_994_18S	556	410	250	42	9	495	74	0	0	0	56	0	32	0	27	0	0	0	0	0	0	0	1951
OTU_999_18S	103	44	58	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273
OTU_1004_18S	199	0	0	0	216	52	0	0	21	61	0	0	9	0	8	0	17	0	0	0	0	0	583
OTU_1005_18S	1869	48	0	0	16	0	0	0	0	59	109	0	0	0	0	23	0	0	0	0	0	0	2124
OTU_1007_18S	1711	0	0	46	66	179	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	2137
OTU_1008_18S	317	116	86	0	0	600	0	108	0	0	0	86	0	0	0	98	138	33	0	0	0	0	1582
OTU_1009_18S	1504	301	145	20	0	596	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582
OTU_1012_18S	179	79	37	617	26	267	126	0	0	0	0	0	60	0	0	0	20	145	0	15	0	50	1621
OTU_1013_18S	0	0	30	150	21	0	0	0	282	0	0	0	20	154	0	34	0	0	0	0	0	27	718
OTU_1015_18S	117	197	38	99	352	229	323	18	42	202	0	73	29	0	8	74	14	0	59	29	0	67	1970
OTU_1016_18S	229	24	145	0	0	598	183	0	0	0	0	22	58	35	0	0	0	138	425	85	0	0	1942
OTU_1017_18S	182	40	0	0	0	275	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	525
OTU_1018_18S	0	592	0	64	64	225	0	0	37	0	88	0	0	0	0	0	0	0	0	0	0	0	1070
OTU_1022_18S	0	197	42	0	0	1090	0	0	0	0	0	0	0	0	36	0	0	0	0	247	0	49	1661
OTU_1026_18S	1066	370	14	33	24	839	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2362
OTU_1019_18S	0	41	7	87	43	19	0	48	3	0	0	51	124	20	12	0	0	0	26	0	0	0	481
OTU_1037_18S	0	0	89	240	179	16	0	0	1025	0	0	0	0	0	0	182	0	75	0	0	0	0	1806
OTU_1042_18S	75	62	0	570	301	19	0	86	59	0	73	0	24	0	17	48	11	0	0	0	0	0	1345
OTU_1043_18S	46	77	87	506	414	268	0	0	28	0	0	0	0	0	0	7	0	12	0	0	16	0	1461
OTU_1045_18S	0	0	0	0	5	683	85	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	1616
OTU_1047_18S	0	174	76	179	679	389	0	0	25	25	0	83	7	0	30	0	0	90	0	0	0	0	1757
OTU_1048_18S	0	284	240	0	352	482	152	0	57	0	0	19	0	0	0	0	0	0	0	0	191	163	1940
OTU_1051_18S	385	355	16	515	43	133	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1474
OTU_1052_18S	0	522	0	0	0	554	0	0	0	0	0	116	0	0	0	0	0	63	53	0	0	0	1308
OTU_1054_18S	294	89	117	112	15	31	42	77	77	0	0	0	33	0	0	41	43	236	0	0	31	34	1272
OTU_1056_18S	89	223	27	252	0	47	0	0	171	0	0	102	177	0	63	32	0	0	0	0	0	30	1213
OTU_1057_18S	78	385	0	0	27	1088	0	0	0	80	0	34	0	0	0	11	0	105	0	0	0	0	1808
OTU_1059_18S	116	103	40	233	100	81	0	0	0	93	46	46	0	0	77	0	32	0	0	19	156	33	1175
OTU_1060_18S	0	49	218	829	59	60	109	0	197	0	15	0	0	132	0	41	0	25	15	75	93	76	1993
OTU_1062_18S	112	2244	33	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	2566
OTU_1065_18S	219	1106	0	98	0	0	0	0	0	0	0	76	0	0	0	254	0	0	0	0	0	0	1753
OTU_1067_18S	86	100	0	169	12	618	0	0	0	116	290	26	0	0	0	0	0	253	0	0	0	0	1670
OTU_1071_18S	204	49	106	52	0	760	271	0	0	188	0	85	0	0	0	0	0	157	0	0	121	0	1993
OTU_1073_18S	115	123	186	66	0	113	0	0	0	88	76	0	0	0	57	70	0	0	0	104	0	287	1285
OTU_1074_18S	451	539	56	40	49	722	0	0	0	284	0	0	0	0	0	0	88	0	13	0	161	0	2403
OTU_1078_18S	433	797	41	280	0	25	0	0	0	0	21	33	12	12	0	18	0	0	0	0	65	0	1737
OTU_1079_18S	221	291	117	269	92	497	0	0	161	0	0	96	23	0	0	27	0	0	0	0	0	0	1794
OTU_1081_18S	15	109	235	147	0	0	0	0	22	0	48	0	81	33	27	25	0	18	0	58	72	0	890
OTU_1075_18S	147	69	44	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816
OTU_1082_18S	992	5	0	164	0	11	0	0	0	386	5	62	0	0	0	0	0	0	0	0	0	0	1625
OTU_1084_18S	81	58	46	0	20	504	56	64	64	0	109	61	10	23	0	0	132	81	0	122	0	15	1446
OTU_1085_18S	0	0	21	10	4	0	0	45	0	0	0	0	0	200	0	0	0	0	0	0	0	0	280
OTU_1087_18S	324	40	40	184	23	100	0	59	0	243	116	82	40	0	9	39	21	9	0	0	0	24	1353
OTU_1092_18S	815	116	81	0	0	270	0	0	55	0	24	76	0	0	0	0	23	0	0	0	19	0	1479
OTU_1101_18S	8	437	122	0	0	0	0	33	92	0	0	0	0	94	54	70	0	0	0	0	0	73	983
OTU_1107_18S	146	0	83	100	104	153	0	75	47	0	263	24	0	35	164	13	0	20	13	0	0	0	1240
OTU_1108_18S	375	92	0	310	526	524	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	28	2248
OTU_1112_18S	42	60	39	244	158	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599
OTU_1113_18S	0	0	7	32	0	444	75	167	82	0	79	108	154	24	14	27	0	48	115	28	91	24	1519
OTU_1117_18S	326	238	18	183	219	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069
OTU_1119_18S	682	0	10	0	0	828	196	0	0	0	18	0	0	0	0	0	0	0	0	16	0	29	1779
OTU_1121_18S	164	102	81	48	7	181	41	46	105	99	10	19	7	0	0	24	0	47	0	6	10	28	1025
OTU_1124_18S	0	0	0	0	0	0	0	0	0	0	0	0	193	70	0	114	0	0	0	321	35	0	733
OTU_1128_18S	13	131	0	123	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336
OTU_1133_18S	355	9	0	1305	348	130	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2165
OTU_1134_18S	760	30	0	174	455	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702
OTU_1137_18S	0	11	123	279	0	145	0	0	232	33	26	0	34	63	55	135	0	0	0	0	0	58	1194
OTU_1147_18S	0	24	268	121	11	23	71	73	102	0	0	152	98	51	80	66	0	0	0	73	174	20	1407
OTU_1151_18S	0	0	125	245	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	51	444	18	935
OTU_1154_18S	168	175	17	22	25	130	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	11	617
OTU_1155_18S	0	0	149	19	0	28	0	57	0	0	95	0	336	0	27	0	0	81	0	113	147	0	1052
OTU_1129_18S	0	111	361	56	91	0	0	0	199	64	0	0	0	0	33	42	0	0	0	0	0	124	1081
OTU_1156_18S	215	65	0	0	0	242	0	0	62	0	0	0	226	158	0	0	0	0	48	0	0	0	1016
OTU_1157_18S	136	314	70	47	0	16	0	0	0	357	0	0	0	0	0	0	0	20	0	0	0	0	960
OTU_1161_18S	0	62	44	0	0	1436	72	0	0	0	91	0	0	65	0	0	0	0	0	60	0	0	1830
OTU_1163_18S	449	274	144	364	64	251	0	20	102	0	0	51	35	0	0	0	105	10	0	0	113	133	2115
OTU_1169_18S	0	0	0	0	0	1755	0	0	0	0	92	37	0	0	0	0	0	0	0	0	68	0	1952
OTU_1160_18S	0	78	689	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	48	857
OTU_1174_18S	0	415	29	0	0	0	0	0	405	0	0	0	0	0	31	143	0	0	0	0	0	0	1023
OTU_1175_18S	106	88	312	83	28	237	0	91	0	0	17	131	79	10	32	0	21	45	20	0	47	0	1347
OTU_1176_18S	0	0	0	0	0	217	0	134	0	0	25	0	82	0	0	35	0	113	0	0	0	0	606
OTU_1178_18S	285	0	148	56	0	211	36	0	0	0	95	0	170	0	30	0	0	140	18	0	0	0	1189
OTU_1181_18S	206	141	96	0	0	51	0	130	40	71	68	0	0	0	0	14	144	140	0	48	0	0	1149
OTU_1190_18S	145	71	0	332	61	111	60	0	0	0	0	262	68	0	0	0	95	140	0	0	198	0	1543
OTU_1191_18S	0	348	177	67	0	63	0	0	70	0	0	0	0	0	0	0	0	0	0	101	0	0	826
OTU_1196_18S	0	0	61	268	34	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	468
OTU_1201_18S	86	276	15	197	135	614	129	0	0	0	0	106	0	0	0	0	159	69	0	0	0	30	1816
OTU_1204_18S	31	370	29	78	5	24	0	0	517	129	21	79	0	0	77	21	0	5	0	8	68	0	1462
OTU_1208_18S	0	0	13	179	16	0	138	17	177	0	38	11	9	0	0	0	0	0	11	77	0	0	686
OTU_1211_18S	226	136	115	738	43	413	266	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1975
OTU_1215_18S	0	0	769	0	14	0	0	0	0	0	0	0	226	0	0	10	0	0	0	0	0	0	1019
OTU_1217_18S	688	93	68	57	115	411	257	0	0	0	0	0	0	0	0	0	0	45	76	0	0	0	1810
OTU_1218_18S	579	509	132	80	0	463	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1809
