ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504	abundancesum_big
OTU_3944_18S	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	25	0	23	22	0	0	0	0	153
OTU_3348_18S	0	0	0	0	0	0	0	0	0	0	0	162	13	0	0	0	128	43	0	0	0	0	0	346
OTU_3774_18S	0	0	0	0	0	52	72	0	0	0	1	2	0	2	15	8	0	52	0	0	0	0	0	204
OTU_3994_18S	0	0	0	0	0	0	0	94	55	0	0	0	24	0	0	23	0	135	0	0	0	0	0	331
OTU_3733_18S	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	34	65	0	0	0	0	0	104
OTU_4002_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	124	15	45	0	0	0	0	253
OTU_3532_18S	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	33	92	27	0	0	0	0	188
OTU_3624_18S	0	0	0	0	0	0	0	0	0	0	101	48	0	0	0	40	25	0	0	0	0	0	0	214
OTU_3744_18S	0	4	0	0	0	0	0	1	8	2	0	9	15	15	0	0	0	43	96	41	0	0	0	234
OTU_3877_18S	0	0	0	0	0	4	52	2	0	2	5	4	0	4	10	0	6	2	0	0	25	41	0	157
OTU_4181_18S	0	0	0	0	0	0	0	0	0	0	85	122	0	0	0	50	0	59	0	0	0	0	0	316
OTU_4249_18S	0	0	0	0	0	0	0	60	0	0	0	0	6	0	0	18	44	39	69	0	0	0	0	236
OTU_4075_18S	0	0	0	0	0	0	0	51	0	0	0	18	24	0	0	0	63	0	0	0	0	0	0	156
OTU_4389_18S	0	0	0	0	0	0	0	0	20	0	0	0	45	0	0	0	0	125	38	0	0	0	0	228
OTU_3933_18S	0	0	111	43	0	9	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203
OTU_4115_18S	0	0	0	0	0	0	0	56	0	0	39	0	0	141	23	0	24	0	0	0	0	0	0	283
OTU_4500_18S	0	0	0	0	0	0	0	0	0	0	0	46	22	0	0	28	0	0	35	0	0	0	0	131
OTU_4260_18S	0	0	0	0	0	0	0	52	0	0	0	0	24	0	102	0	66	22	0	0	0	0	0	266
OTU_3576_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	66	17	42	0	0	0	0	210
OTU_4154_18S	0	0	0	0	0	0	0	0	55	0	0	0	23	75	0	0	0	0	63	33	0	0	0	249
OTU_4135_18S	0	0	0	0	0	0	0	62	0	0	0	0	45	0	0	0	0	60	27	0	0	0	0	194
OTU_4921_18S	0	18	0	0	0	81	0	0	0	0	0	0	0	30	0	0	0	0	0	113	0	0	0	242
OTU_4934_18S	0	0	0	0	0	0	0	0	0	0	0	55	20	0	74	34	21	0	0	0	0	0	0	204
OTU_4876_18S	0	0	0	0	0	0	0	0	8	0	0	1	15	0	0	61	38	47	15	0	0	0	0	185
OTU_4463_18S	0	0	62	48	0	0	30	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	168
OTU_4276_18S	0	0	0	0	0	0	0	40	0	0	0	0	7	0	0	0	17	24	35	0	0	0	0	123
OTU_4392_18S	0	0	0	0	0	0	0	13	0	0	10	32	21	0	27	0	51	0	0	0	0	0	0	154
OTU_5301_18S	0	0	0	0	0	0	0	51	0	0	0	93	7	0	0	54	0	0	0	0	0	0	0	205
OTU_5536_18S	0	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	16	68	0	0	0	0	124
OTU_5527_18S	0	0	0	0	0	0	0	0	0	0	0	24	54	0	19	24	0	0	0	0	0	0	0	121
OTU_5560_18S	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	5	10	73	0	0	0	0	0	136
OTU_5090_18S	0	0	0	0	0	0	0	44	6	0	0	0	0	0	0	0	20	37	15	28	0	0	0	150
OTU_5666_18S	0	0	0	0	0	0	0	37	0	0	0	0	100	0	0	4	0	11	15	0	0	0	0	167
OTU_5822_18S	0	0	0	0	0	0	0	0	0	0	0	47	16	0	0	41	0	22	0	0	0	0	0	126
OTU_5861_18S	0	0	0	0	0	0	0	0	54	0	0	0	9	0	0	49	0	0	17	0	0	0	0	129
OTU_4651_18S	0	0	0	0	0	0	0	0	0	0	0	55	82	0	0	24	0	0	15	0	0	0	0	176
OTU_5966_18S	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	33	19	14	0	0	0	0	174
OTU_6104_18S	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	20	58	25	0	0	0	0	107
OTU_5282_18S	0	0	10	85	3	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	132
OTU_5407_18S	0	0	0	0	0	0	0	0	0	0	0	47	0	0	28	0	27	5	0	0	0	0	0	107
OTU_6274_18S	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	6	0	73	63	0	0	0	154
OTU_5402_18S	0	0	0	0	0	0	0	10	0	0	0	0	46	0	0	0	0	41	0	21	0	0	0	118
OTU_6854_18S	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	17	17	9	0	0	0	0	0	140
OTU_6332_18S	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	1	2	61	0	0	0	102
OTU_5512_18S	0	0	0	0	0	0	0	0	3	0	1	1	14	0	0	5	35	7	32	3	12	0	0	113
OTU_7128_18S	0	0	0	0	0	0	0	0	0	0	0	0	12	80	0	27	12	0	0	0	0	0	0	131
OTU_5358_18S	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	32	39	35	0	0	0	0	0	131
OTU_7531_18S	0	0	0	0	0	0	0	61	0	0	0	0	11	0	0	23	0	24	0	0	0	0	0	119
