ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504	abundancesum_small
ASV_424_16S	0	0	0	0	0	0	0	0	124	39	0	144	72	259	0	0	0	90	84	0	0	0	122	934
ASV_425_16S	0	0	0	0	0	57	24	0	0	0	18	128	0	0	33	55	11	17	0	0	0	0	29	372
ASV_426_16S	0	0	0	0	0	19	0	0	221	70	0	0	91	426	0	0	0	0	62	83	139	47	43	1201
ASV_427_16S	0	0	0	0	0	0	0	0	55	0	0	29	28	63	0	0	0	30	39	66	34	0	56	400
ASV_428_16S	0	0	0	0	0	0	0	145	94	0	0	254	145	245	0	0	0	120	125	129	90	0	0	1347
ASV_429_16S	0	0	0	0	0	24	0	0	0	31	27	24	29	22	65	62	25	0	52	42	54	156	0	613
ASV_430_16S	0	275	6	0	0	0	0	13	45	13	0	22	48	166	21	62	13	212	191	185	35	20	51	1378
ASV_431_16S	0	0	0	0	0	0	0	12	0	26	7	19	34	24	0	12	0	7	5	15	0	6	0	167
ASV_434_16S	0	0	0	6	0	0	0	304	93	57	43	65	0	0	0	10	0	0	24	0	18	0	0	620
ASV_437_16S	0	0	0	0	0	0	0	17	0	16	5	9	19	25	6	0	0	7	0	82	0	42	0	228
ASV_440_16S	0	0	0	0	0	13	0	0	17	30	23	48	19	24	9	0	0	30	65	284	318	266	68	1214
ASV_444_16S	0	0	0	0	0	0	0	27	0	36	77	31	0	0	0	7	0	0	0	0	0	0	0	178
ASV_445_16S	0	83	17	12	0	19	0	0	26	23	0	41	0	0	90	14	0	0	13	37	24	18	50	467
ASV_448_16S	0	0	0	0	0	0	0	0	0	29	0	0	60	36	7	8	0	9	10	0	10	3	9	181
ASV_449_16S	0	0	0	0	0	0	0	53	29	26	42	223	21	62	131	258	116	60	50	8	46	30	15	1170
ASV_452_16S	0	0	0	0	0	0	0	87	77	54	0	49	55	45	70	123	92	103	119	45	39	43	59	1060
ASV_453_16S	0	0	0	43	59	60	107	0	0	0	181	103	0	0	148	92	0	0	0	0	0	0	0	793
ASV_455_16S	0	0	0	0	0	0	0	34	191	99	0	0	70	242	0	0	0	22	105	60	163	78	58	1122
ASV_456_16S	0	0	0	0	0	0	0	0	87	79	0	0	0	227	0	0	0	0	0	267	645	112	0	1417
ASV_458_16S	0	0	16	0	9	28	0	0	0	68	57	184	14	20	19	26	18	13	14	7	13	40	10	556
ASV_461_16S	4	0	0	0	0	0	0	43	169	73	0	0	57	318	0	0	0	78	122	22	93	42	0	1021
ASV_462_16S	0	0	0	0	0	0	0	39	83	0	0	38	23	112	0	0	28	31	84	19	36	0	4	497
ASV_463_16S	9	0	0	0	0	0	0	47	95	53	0	15	36	228	0	0	36	153	111	32	69	26	0	910
ASV_466_16S	0	0	13	0	0	21	16	30	39	31	65	128	16	59	48	206	53	98	77	24	30	24	13	991
ASV_468_16S	0	0	0	143	195	78	46	0	0	0	0	0	0	0	118	47	0	0	0	0	0	0	0	627
ASV_469_16S	0	0	0	0	0	0	0	32	0	33	32	18	0	5	20	0	0	0	0	0	43	0	42	225
ASV_470_16S	0	0	72	0	0	54	0	0	83	38	0	67	0	108	45	0	0	0	57	35	43	42	125	769
ASV_472_16S	0	0	0	0	0	42	147	36	0	0	101	322	0	0	67	134	117	170	0	0	0	0	0	1136
ASV_473_16S	0	0	0	0	0	0	0	12	0	0	7	13	39	0	3	5	9	3	10	4	3	9	8	125
ASV_475_16S	0	0	106	21	9	0	9	0	0	8	16	33	0	0	158	97	18	0	0	0	4	6	168	653
ASV_474_16S	48	31	0	31	0	37	0	0	45	0	23	48	21	0	149	46	0	0	45	161	58	13	20	776
ASV_477_16S	0	0	0	0	0	0	0	196	163	212	0	0	34	159	0	0	0	18	51	67	153	95	0	1148
ASV_476_16S	0	0	0	71	58	62	29	0	0	0	45	22	0	0	63	43	0	0	0	0	0	0	29	422
ASV_478_16S	0	0	0	61	82	0	54	0	0	0	107	82	0	0	153	91	0	0	0	0	0	0	54	684
ASV_479_16S	0	0	18	48	58	88	128	0	0	38	62	103	0	0	79	79	103	0	42	0	0	0	124	970
ASV_481_16S	0	0	0	0	0	0	0	118	146	46	0	0	152	75	0	0	0	58	146	66	47	69	0	923
ASV_482_16S	0	0	61	0	18	310	66	0	63	0	0	0	0	49	0	0	0	0	0	0	59	61	33	720
ASV_484_16S	0	0	5	29	23	0	0	11	8	27	22	171	9	0	38	42	35	9	0	0	0	0	0	429
ASV_486_16S	0	0	0	0	0	0	0	0	0	20	0	0	0	291	0	31	153	108	13	276	75	32	15	1014
ASV_488_16S	0	0	0	0	0	0	0	0	0	25	9	129	20	88	0	22	13	49	0	43	34	38	13	483
ASV_489_16S	0	0	27	0	0	0	0	25	49	0	0	72	31	92	0	23	0	37	42	26	31	0	54	509
ASV_490_16S	0	0	0	0	0	0	0	81	95	50	0	26	70	147	0	0	38	114	148	17	30	10	0	826
ASV_491_16S	0	0	0	0	0	38	47	15	0	11	17	41	0	7	34	34	31	11	13	0	8	3	0	310
ASV_494_16S	0	0	0	0	0	0	0	69	119	92	0	43	91	137	0	18	18	41	125	43	63	63	82	1004
ASV_495_16S	0	0	0	184	240	0	94	0	0	0	63	0	29	0	287	100	0	0	0	0	0	0	0	997
ASV_497_16S	0	0	0	0	0	0	0	256	167	48	0	0	120	253	0	0	7	73	183	0	55	9	0	1171
ASV_499_16S	0	0	0	0	0	0	0	69	149	39	0	0	44	340	0	8	15	70	164	30	122	64	16	1130
ASV_500_16S	0	0	0	0	0	0	0	77	0	0	376	395	0	0	0	55	75	62	48	0	0	0	0	1088
ASV_501_16S	0	0	0	0	0	0	11	0	0	0	0	0	0	0	22	15	50	4	7	0	0	0	0	109
ASV_502_16S	0	0	0	35	0	0	0	0	71	0	17	0	0	5	15	0	0	0	7	65	6	5	9	235
ASV_503_16S	0	0	0	0	0	0	0	74	99	153	0	38	57	228	16	28	22	29	80	40	106	96	39	1105
ASV_504_16S	0	6	13	67	166	13	52	0	0	0	9	0	0	0	26	7	0	0	0	0	0	0	101	460
ASV_505_16S	0	13	2	0	0	0	14	62	48	0	11	123	91	173	24	26	43	169	148	74	73	0	24	1118
ASV_506_16S	0	0	0	0	0	0	0	112	271	52	0	0	48	200	0	0	0	35	142	156	83	147	0	1246
ASV_507_16S	0	0	0	0	0	0	0	121	74	82	38	221	47	222	65	81	27	90	121	67	148	0	0	1404
ASV_512_16S	0	0	0	13	9	0	30	28	73	45	12	46	47	109	33	33	27	44	65	25	43	34	143	859
ASV_513_16S	0	0	0	0	0	0	0	0	0	0	37	47	13	17	0	0	0	0	0	22	35	7	17	195
ASV_515_16S	0	0	0	0	0	29	33	0	5	0	19	75	0	14	59	104	24	18	47	68	20	0	0	515
ASV_516_16S	0	0	0	0	7	49	15	0	0	32	0	42	16	0	97	17	40	16	100	71	114	0	0	616
ASV_517_16S	0	0	0	0	0	0	0	89	46	56	0	29	23	61	0	43	58	126	145	142	188	168	0	1174
ASV_519_16S	0	0	0	0	0	0	0	207	128	34	0	5	170	358	0	0	0	44	111	31	29	0	0	1117
ASV_522_16S	0	0	0	0	0	0	0	152	149	52	0	0	95	101	30	20	0	104	256	59	25	0	0	1043
ASV_523_16S	0	0	0	0	0	3	5	303	0	331	0	0	31	0	0	15	0	0	0	64	0	0	0	752
ASV_525_16S	0	0	3	4	51	14	23	0	43	34	34	91	19	18	92	51	15	17	50	0	15	0	27	601
ASV_530_16S	49	0	30	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	248	368
ASV_531_16S	0	0	0	0	0	0	0	44	65	81	0	26	17	101	0	0	0	34	83	83	215	305	0	1054
ASV_533_16S	0	0	0	0	0	0	0	72	152	39	0	0	67	268	0	0	0	56	101	87	89	51	0	982
ASV_537_16S	0	0	0	0	0	0	0	18	0	21	0	12	10	27	7	3	3	0	5	7	10	3	16	142
ASV_538_16S	0	50	10	0	0	0	0	0	32	0	0	0	0	0	0	0	0	59	87	172	52	0	155	617
ASV_539_16S	0	0	0	0	0	0	0	240	66	63	0	16	22	61	0	0	0	74	187	151	130	80	8	1098
ASV_540_16S	0	0	0	99	76	25	48	0	0	0	27	25	0	0	295	97	8	5	8	0	0	0	8	721
ASV_547_16S	0	0	0	22	0	22	42	0	0	12	7	134	0	0	18	8	19	0	7	91	36	0	60	478
ASV_550_16S	0	0	0	0	0	0	0	0	11	0	94	24	7	0	359	134	0	0	0	16	0	0	0	645
ASV_552_16S	0	0	0	0	0	0	0	282	36	0	0	12	261	45	0	0	0	100	156	118	58	0	0	1068
ASV_553_16S	0	0	0	0	0	0	0	40	63	20	0	101	56	117	3	0	59	119	103	32	33	9	0	755
ASV_556_16S	0	0	0	0	0	0	0	8	15	4	0	294	7	15	0	0	59	286	60	6	0	0	0	754
ASV_560_16S	24	0	0	0	0	0	0	0	53	101	0	0	69	310	0	0	0	0	80	77	138	61	20	933
ASV_561_16S	0	0	0	0	0	0	0	39	122	48	0	6	69	274	0	0	5	72	136	43	109	40	0	963
ASV_563_16S	0	0	0	0	0	0	0	0	14	9	0	5	293	310	0	0	0	13	58	28	49	88	0	867
ASV_564_16S	0	0	0	0	0	0	0	0	85	0	0	0	0	155	0	0	0	59	73	74	110	67	145	768
ASV_566_16S	0	0	0	0	14	19	84	0	0	0	216	17	0	0	243	109	0	0	0	0	0	0	0	702
ASV_569_16S	0	0	32	22	22	28	37	0	0	19	7	24	12	33	128	82	40	54	21	12	8	0	123	704
ASV_570_16S	27	0	35	0	19	0	0	31	70	0	0	0	0	100	0	23	21	42	91	82	63	24	51	679
ASV_574_16S	0	0	0	0	0	42	122	4	0	14	64	210	0	23	115	120	18	17	11	0	0	0	3	763
ASV_575_16S	0	0	0	0	0	0	0	249	18	33	128	0	0	0	0	0	0	10	403	0	70	0	7	918
ASV_576_16S	0	0	0	0	0	0	0	150	31	35	0	0	0	71	0	0	0	10	47	8	15	0	0	367
ASV_578_16S	0	0	0	0	0	66	0	10	6	49	96	256	0	17	275	47	16	11	0	29	0	8	12	898
ASV_579_16S	8	0	0	0	0	0	8	88	24	22	17	41	24	32	17	21	12	26	31	10	26	46	62	515
ASV_580_16S	0	0	46	84	35	0	0	0	37	0	20	0	0	55	70	33	20	0	36	0	0	0	196	632
ASV_582_16S	0	0	0	0	0	0	0	95	96	31	0	18	75	119	0	0	28	98	140	72	53	19	0	844
ASV_584_16S	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	19	0	615	0	156	0	0	805
ASV_585_16S	0	0	0	0	44	45	42	0	0	0	49	202	0	0	129	69	28	0	0	0	0	0	0	608
ASV_587_16S	0	0	0	147	182	0	53	0	0	0	33	0	53	0	191	87	0	0	0	0	0	0	0	746
ASV_588_16S	0	0	4	44	0	32	0	0	0	0	10	0	0	0	162	60	0	0	0	0	0	0	67	379
ASV_590_16S	0	0	0	0	0	0	0	0	0	61	0	0	31	37	0	0	0	101	0	48	0	0	235	513
ASV_595_16S	0	0	0	0	0	0	0	0	0	0	0	77	0	64	49	0	0	46	70	0	0	0	117	423
ASV_596_16S	0	0	0	0	0	0	0	0	50	45	0	0	0	71	0	0	0	0	82	49	81	106	72	556
ASV_599_16S	0	0	0	0	0	0	0	52	64	0	0	0	43	401	0	0	0	66	198	36	80	0	0	940
ASV_600_16S	0	0	0	0	0	0	0	10	0	20	0	48	0	0	0	0	0	11	38	0	0	0	0	127
ASV_601_16S	0	0	0	0	0	0	0	177	0	0	3	45	0	0	0	0	0	0	0	0	16	0	0	241
ASV_605_16S	0	0	0	0	0	89	12	11	26	40	27	74	11	22	59	34	13	0	16	12	11	13	5	475
ASV_606_16S	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	10	200	559	107	0	0	0	935
ASV_610_16S	0	0	0	0	0	0	39	10	0	0	0	287	0	0	39	151	79	12	0	0	0	0	9	626
ASV_612_16S	0	0	0	0	0	0	0	52	73	39	0	71	46	195	0	0	39	153	102	0	0	0	0	770
ASV_613_16S	0	0	0	0	0	0	0	0	77	0	0	0	42	220	0	0	0	0	51	0	0	0	0	390
ASV_615_16S	0	0	0	0	0	0	0	14	60	13	0	13	38	139	2	7	0	52	96	45	72	31	37	619
ASV_616_16S	0	0	0	0	0	0	0	420	76	128	0	0	0	28	13	0	0	22	31	0	0	79	0	797
ASV_622_16S	0	0	0	0	0	0	0	0	0	0	8	24	0	0	32	21	6	11	4	0	0	0	10	116
ASV_621_16S	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	35	60	205	55	524
ASV_624_16S	28	0	49	7	0	0	11	37	4	7	0	38	20	11	22	50	28	29	15	9	9	5	8	387
ASV_631_16S	0	0	0	0	0	0	0	28	57	0	0	28	0	88	0	0	0	45	60	0	0	0	41	347
ASV_632_16S	0	0	0	0	0	115	66	0	0	0	33	73	0	0	335	201	11	0	0	0	0	0	0	834
ASV_633_16S	0	6	0	0	0	12	24	14	9	21	87	91	0	12	100	117	45	24	6	0	0	20	48	636
ASV_634_16S	2	0	0	0	12	0	0	0	39	44	14	28	0	20	60	54	23	67	81	34	22	0	40	540
ASV_635_16S	0	0	0	0	0	0	0	0	0	0	17	197	51	66	12	11	0	0	38	0	28	0	0	420
ASV_637_16S	0	0	0	0	0	0	0	0	0	0	95	487	36	14	0	0	0	0	0	0	0	0	0	632
ASV_636_16S	0	0	0	0	0	0	0	256	0	0	0	445	32	0	0	0	0	24	102	34	22	0	0	915
ASV_640_16S	0	0	0	0	0	0	0	29	82	37	0	0	0	163	0	0	0	55	97	49	93	51	50	706
ASV_641_16S	0	0	0	0	0	0	13	130	52	79	9	64	35	72	11	25	8	59	68	17	30	36	10	718
ASV_643_16S	0	21	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	26	308	341	172	0	900
ASV_644_16S	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	47	339	135	149	0	789
ASV_647_16S	40	0	0	0	0	0	0	33	33	59	0	0	12	61	0	0	0	16	39	23	94	185	42	637
ASV_648_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	146	500	47	792
ASV_652_16S	0	0	0	0	0	0	0	0	58	0	0	49	37	105	0	0	0	48	49	36	33	0	48	463
ASV_651_16S	0	0	0	10	6	0	0	0	0	0	51	63	0	0	0	0	20	16	72	0	0	0	0	238
ASV_654_16S	0	0	0	0	0	0	0	0	55	7	0	37	26	90	0	6	31	107	214	48	69	43	0	733
ASV_658_16S	0	48	0	0	19	0	0	0	0	8	0	0	0	0	0	47	0	0	0	0	0	0	0	122
ASV_661_16S	0	0	0	0	0	70	0	0	21	0	0	79	0	31	100	51	0	34	0	0	10	0	0	396
ASV_664_16S	0	0	0	39	0	109	0	0	0	0	0	47	0	76	33	0	0	0	0	0	0	0	0	304
ASV_667_16S	0	0	0	0	21	0	0	24	36	74	16	14	0	0	0	0	19	0	0	13	8	26	0	251
ASV_666_16S	6	17	36	29	44	0	0	0	0	29	0	0	0	35	18	0	0	0	49	43	45	0	94	445
ASV_669_16S	0	0	0	0	0	0	0	5	0	0	0	12	47	0	21	0	0	0	0	0	17	0	9	111
ASV_671_16S	0	0	0	0	0	0	0	0	0	0	36	52	0	0	135	37	0	0	0	0	0	0	137	397
ASV_670_16S	0	70	12	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	208	12	332
ASV_673_16S	0	0	0	34	0	41	56	0	0	0	0	100	0	0	69	0	31	19	0	0	0	0	0	350
ASV_675_16S	0	0	0	0	0	0	0	12	21	0	0	28	49	187	0	0	0	125	113	134	22	0	0	691
ASV_680_16S	0	0	0	0	0	0	0	0	0	51	16	51	26	95	0	0	0	0	0	0	0	0	9	248
ASV_679_16S	13	0	0	0	0	0	0	31	35	112	0	0	16	36	0	0	0	0	32	28	97	111	22	533
ASV_688_16S	0	0	0	0	0	0	0	0	0	0	18	0	0	0	82	14	0	6	0	51	88	38	164	461
ASV_687_16S	9	23	125	33	16	13	13	35	1	9	13	2	16	1	5	6	6	1	1	4	4	33	51	420
ASV_690_16S	23	19	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	58	113
ASV_697_16S	0	0	0	0	0	0	3	36	96	133	11	32	8	7	3	0	14	0	0	9	8	45	29	434
ASV_699_16S	0	0	0	0	0	0	0	0	57	0	0	0	45	188	0	0	0	51	0	0	46	0	57	444
ASV_703_16S	0	0	0	0	0	0	0	0	41	16	0	0	0	107	26	0	0	49	65	0	30	32	186	552
ASV_704_16S	0	44	42	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	11	0	0	42	164
ASV_705_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	27	126	48	0	56	260
ASV_708_16S	0	0	0	0	0	0	0	27	73	198	0	0	10	135	0	0	4	4	45	7	44	25	0	572
ASV_709_16S	0	0	0	0	0	0	0	0	27	0	0	70	37	64	0	0	0	176	48	0	0	0	0	422
ASV_710_16S	0	0	0	0	0	61	0	0	136	0	0	0	0	0	0	0	0	0	0	117	141	64	0	519
ASV_714_16S	21	7	28	15	31	0	23	0	17	0	0	21	0	31	31	16	13	26	39	0	20	34	167	540
ASV_715_16S	8	0	0	0	0	0	0	0	125	54	0	0	15	123	0	0	0	14	81	39	166	21	0	646
ASV_717_16S	0	0	0	0	0	0	0	58	84	0	0	59	0	57	0	18	13	70	80	28	28	28	34	557
ASV_718_16S	0	0	0	0	0	0	0	24	291	47	0	0	0	7	0	0	0	0	3	10	196	52	0	630
ASV_720_16S	0	0	0	0	0	0	0	21	84	16	0	0	172	254	0	0	0	0	0	0	0	0	0	547
ASV_722_16S	0	0	0	0	0	0	0	0	35	33	0	0	49	195	0	0	0	23	74	54	54	24	40	581
ASV_723_16S	0	0	0	0	0	0	0	84	49	26	0	5	25	38	0	0	3	31	63	38	53	0	0	415
ASV_725_16S	0	0	0	0	0	0	0	61	82	0	0	0	236	35	0	0	0	104	127	51	0	0	0	696
ASV_728_16S	0	162	0	0	0	0	0	0	71	0	0	0	0	212	0	0	0	0	61	66	55	33	0	660
ASV_730_16S	0	0	0	0	0	0	0	16	32	0	0	42	25	102	0	0	10	76	70	10	0	0	0	383
ASV_732_16S	0	0	0	0	0	0	0	0	73	39	0	0	0	208	0	0	0	34	87	82	94	0	0	617
ASV_736_16S	0	0	0	0	0	0	0	59	38	30	0	0	56	47	0	0	0	123	132	14	23	5	0	527
ASV_737_16S	0	0	0	0	0	0	0	35	51	0	0	0	65	245	0	0	0	68	186	37	66	0	0	753
ASV_738_16S	3	0	0	0	0	0	0	38	19	15	0	13	27	25	0	0	38	102	48	12	49	41	0	430
ASV_739_16S	0	0	0	0	0	0	0	21	60	0	0	0	27	323	0	0	0	33	135	16	15	0	0	630
ASV_743_16S	0	0	0	0	0	0	0	88	5	476	0	0	0	0	0	0	0	0	17	0	69	0	0	655
ASV_744_16S	0	0	0	0	0	0	0	46	62	106	0	0	35	183	0	0	0	0	41	0	65	0	0	538
ASV_746_16S	0	0	0	0	0	0	0	0	0	14	0	45	19	25	50	38	19	22	26	0	10	0	104	372
ASV_747_16S	0	0	0	17	41	22	14	0	0	5	13	0	0	0	37	26	11	16	0	0	0	0	15	217
ASV_749_16S	0	0	0	0	0	0	0	66	53	12	0	0	44	166	0	0	0	38	84	41	119	27	0	650
ASV_750_16S	0	0	36	0	0	0	0	0	12	0	0	0	0	18	24	38	24	52	56	0	27	23	141	451
ASV_751_16S	0	0	0	0	0	0	0	62	55	15	0	0	33	134	0	0	0	45	89	46	104	80	0	663
ASV_752_16S	9	0	0	0	0	0	0	23	26	18	0	75	24	48	0	7	27	85	59	0	14	12	23	450
ASV_754_16S	0	0	0	0	0	0	0	0	100	45	0	0	0	102	12	0	33	59	112	0	60	0	0	523
ASV_755_16S	81	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	37	72	116	31	361
ASV_758_16S	0	0	0	0	0	0	0	88	3	26	0	0	6	0	4	0	0	14	39	108	51	27	37	403
ASV_760_16S	0	0	0	14	0	0	0	46	25	0	0	0	0	18	0	0	0	0	0	21	0	0	0	124
ASV_759_16S	0	0	0	0	0	0	40	0	0	0	12	47	0	0	55	49	18	10	0	0	0	0	0	231
ASV_762_16S	0	0	0	0	0	0	26	38	325	0	0	0	6	0	0	0	0	22	0	21	0	0	0	438
ASV_764_16S	0	0	0	0	0	0	0	0	0	0	0	0	243	115	0	0	0	0	152	213	0	0	0	723
ASV_765_16S	0	0	0	0	0	39	0	20	0	0	12	79	0	0	17	15	86	152	57	39	0	0	0	516
ASV_767_16S	0	0	0	0	0	14	0	12	39	21	16	61	23	24	28	49	19	51	46	20	31	0	31	485
ASV_776_16S	0	0	0	0	0	69	0	67	32	0	0	232	58	83	0	0	0	0	0	0	0	0	0	541
ASV_779_16S	0	0	0	0	0	0	0	8	27	5	0	22	32	79	0	0	6	112	95	19	16	0	0	421
ASV_781_16S	0	0	0	0	0	0	0	246	0	0	13	0	0	0	0	0	24	0	237	0	0	0	0	520
ASV_782_16S	0	0	0	25	0	17	0	0	0	0	17	0	0	0	21	76	0	0	0	0	0	0	0	156
ASV_784_16S	13	0	32	2	0	0	2	12	10	39	2	0	0	1	6	3	2	4	2	2	10	72	133	347
ASV_786_16S	0	0	0	0	0	0	0	30	69	36	0	0	84	206	0	0	0	0	65	0	70	0	0	560
ASV_793_16S	0	0	0	55	49	10	7	0	0	0	26	26	0	0	76	35	0	0	0	0	0	0	18	302
ASV_797_16S	0	0	0	0	0	0	0	52	82	0	0	0	35	122	0	0	0	0	33	42	90	32	4	492
ASV_799_16S	0	0	0	0	0	0	0	101	8	22	0	10	0	0	0	0	0	0	0	0	0	0	0	141
ASV_800_16S	16	0	0	0	0	0	0	72	39	57	0	0	0	89	0	0	0	0	48	27	61	92	0	501
ASV_803_16S	0	0	0	0	0	0	0	59	147	89	0	0	20	106	0	0	0	0	26	27	78	36	0	588
ASV_805_16S	0	0	0	0	0	0	0	0	0	0	61	34	24	12	0	0	3	37	29	94	72	20	20	406
ASV_808_16S	0	0	0	16	0	24	0	0	0	0	22	20	0	0	0	16	11	0	0	0	0	0	0	109
ASV_814_16S	0	52	0	0	31	5	0	0	0	0	3	119	0	0	7	58	0	69	0	0	0	0	0	344
ASV_815_16S	0	0	0	0	0	0	0	17	77	0	0	3	21	206	0	0	3	91	69	12	6	0	0	505
ASV_817_16S	0	0	0	0	0	0	0	0	59	0	25	0	0	45	0	0	32	48	37	0	68	92	45	451
ASV_818_16S	22	7	0	0	0	0	0	11	15	12	0	0	0	0	0	0	0	0	11	8	43	241	10	380
ASV_820_16S	0	0	0	0	0	0	0	24	77	0	0	0	29	302	0	0	0	12	49	13	16	0	0	522
ASV_819_16S	0	0	0	0	0	0	0	36	76	11	0	0	44	214	0	0	0	12	59	6	21	6	0	485
ASV_823_16S	0	0	0	0	0	0	0	0	122	0	0	0	0	203	0	0	0	32	92	0	70	0	0	519
ASV_824_16S	0	0	0	0	0	0	0	61	17	12	0	0	0	0	0	0	0	76	24	0	0	0	0	190
ASV_827_16S	0	0	0	0	0	0	0	0	0	0	42	0	0	0	82	8	0	0	11	87	0	0	0	230
ASV_829_16S	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	141	136	254	0	604
ASV_831_16S	0	0	0	0	0	0	0	27	41	19	0	0	28	153	0	0	0	28	42	13	67	45	0	463
ASV_833_16S	0	0	0	0	0	0	0	0	52	0	0	28	56	59	0	0	0	0	38	66	60	41	0	400
ASV_842_16S	0	0	0	0	0	0	0	17	29	0	0	46	40	104	0	0	44	105	78	0	44	9	0	516
ASV_848_16S	0	0	0	0	0	0	0	0	0	0	0	0	386	67	0	0	0	0	20	19	109	0	0	601
ASV_847_16S	0	0	0	0	0	0	0	8	63	17	0	20	21	142	0	0	24	48	70	28	26	0	0	467
ASV_850_16S	0	0	0	0	0	0	25	16	33	0	0	37	0	48	14	17	34	45	84	28	39	0	62	482
ASV_851_16S	0	63	35	0	0	0	16	0	0	0	0	30	0	0	24	62	47	40	60	46	0	0	67	490
ASV_853_16S	0	0	0	0	0	0	0	0	50	0	0	0	47	94	0	0	0	19	29	19	36	39	57	390
ASV_859_16S	0	0	0	0	35	47	18	12	0	0	30	37	0	0	69	33	0	0	10	0	0	0	15	306
ASV_862_16S	0	0	6	0	0	0	0	10	33	22	0	18	15	88	17	12	0	22	38	26	47	16	54	424
ASV_863_16S	0	0	0	0	0	0	0	26	70	25	0	0	0	75	0	0	0	0	23	16	95	30	0	360
ASV_864_16S	0	0	0	0	0	0	0	0	0	0	0	31	48	43	0	0	0	0	0	0	0	91	68	281
ASV_865_16S	0	10	0	0	0	9	0	10	41	21	0	0	13	164	0	0	0	22	23	27	25	24	0	389
ASV_868_16S	0	0	3	0	0	10	0	0	33	0	3	28	18	46	26	17	8	38	22	14	22	12	71	371
ASV_871_16S	0	0	0	0	0	0	0	13	37	26	0	10	14	56	5	3	0	8	24	7	23	21	56	303
ASV_874_16S	0	0	0	0	0	0	0	0	0	0	14	11	12	0	22	0	0	0	0	0	0	0	64	123
ASV_872_16S	0	0	0	0	0	0	0	0	0	0	0	294	0	38	0	0	0	44	72	0	0	0	0	448
ASV_878_16S	0	0	0	0	0	0	0	0	28	0	0	17	38	153	0	0	0	56	73	45	29	0	0	439
ASV_884_16S	0	0	0	0	0	5	40	0	0	0	25	71	0	0	35	0	6	0	5	8	0	0	0	195
ASV_886_16S	0	0	0	0	0	0	0	0	0	0	0	0	22	57	10	20	0	21	15	9	10	0	0	164
ASV_889_16S	0	0	0	15	14	26	15	0	13	0	20	0	0	0	52	28	0	0	0	28	0	11	9	231
ASV_892_16S	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	12	0	11	0	0	8	0	50	101
ASV_893_16S	0	0	0	0	0	0	0	42	49	9	0	45	0	50	0	5	26	84	75	0	7	2	0	394
ASV_890_16S	54	20	38	0	0	0	0	7	6	6	0	6	5	7	1	2	0	5	5	0	2	1	4	169
ASV_899_16S	6	0	0	0	0	0	0	19	0	19	0	0	0	0	16	0	0	0	57	0	52	66	65	300
ASV_900_16S	0	0	0	0	0	0	0	29	56	0	0	0	0	86	0	0	0	0	42	29	96	94	0	432
ASV_910_16S	0	0	0	0	0	0	0	0	0	26	21	0	0	0	25	9	10	7	11	25	0	0	0	134
ASV_915_16S	0	0	0	0	0	0	0	0	0	0	21	217	0	0	0	0	169	0	0	66	7	4	0	484
ASV_917_16S	0	0	0	0	0	0	0	11	35	0	0	21	37	120	0	0	0	20	52	23	22	0	29	370
ASV_918_16S	87	35	100	14	6	69	1	1	14	2	0	5	0	4	2	0	0	6	8	0	4	2	4	364
ASV_920_16S	0	0	0	0	0	0	0	24	13	15	0	69	0	30	0	0	9	94	40	0	19	14	0	327
ASV_924_16S	0	0	0	0	0	0	8	27	26	21	0	47	22	49	0	19	15	83	64	0	0	0	0	381
ASV_926_16S	0	0	0	0	0	0	0	0	23	0	0	22	20	94	0	0	0	43	64	30	38	0	62	396
ASV_928_16S	0	0	0	0	0	0	0	29	65	31	0	0	45	119	0	0	0	63	51	0	0	0	0	403
ASV_930_16S	0	0	0	0	0	0	0	0	99	0	0	14	30	121	0	0	0	0	65	53	91	0	0	473
ASV_931_16S	0	0	0	0	0	0	0	35	24	17	0	4	26	130	0	0	0	29	48	6	32	25	0	376
ASV_932_16S	0	0	0	0	0	0	0	0	0	0	53	0	0	0	145	10	0	0	0	0	0	10	5	223
ASV_933_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	48	19	13	87	187
