ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504
OTU_44_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	425	0	131	92	240	0	0	0	0	0	0	0
OTU_50_18S_3.200	0	0	0	0	0	0	0	2828	7194	705	0	3369	3035	671	76	800	514	2797	998	834	38	0	0
OTU_48_18S_3.200	83	47	0	0	0	0	0	2298	932	1537	1972	796	470	3801	8737	1257	2969	1543	2537	393	1624	592	0
OTU_61_18S_3.200	0	0	0	0	0	0	0	0	76	0	209	259	85	0	55	459	74	476	85	0	0	116	0
OTU_60_18S_3.200	270	0	0	0	0	0	0	689	388	1590	169	401	667	210	0	388	564	202	321	168	0	0	0
OTU_62_18S_3.200	0	0	0	0	0	0	0	46417	0	0	1213	0	204	0	2319	85	805	0	148	0	0	0	0
OTU_58_18S_3.200	0	0	0	0	0	0	0	1152	1003	65	225	600	731	322	54	1408	930	1151	516	218	0	0	0
OTU_67_18S_3.200	0	0	0	0	0	0	0	0	0	0	56	306	0	0	0	9	15	0	28	0	0	0	0
OTU_68_18S_3.200	0	115	0	1282	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	131	3715	3972	750
OTU_69_18S_3.200	0	0	0	0	0	61	99	652	209	1245	74	1554	801	109	689	236	1004	284	317	155	0	0	0
OTU_71_18S_3.200	0	0	0	0	0	0	0	714	249	410	62	351	637	0	0	500	553	1091	520	494	0	0	0
OTU_72_18S_3.200	0	39	60	534	0	126	179	138	0	269	0	0	120	0	2461	364	452	379	200	887	3424	1024	0
OTU_75_18S_3.200	0	0	0	0	0	4089	1833	266	0	213	1576	30	12	3	4405	81	80	17	7	0	0	0	0
OTU_77_18S_3.200	3348	0	0	0	0	0	0	138	0	465	220	57	46	968	339	0	25	0	71	4142	0	0	0
OTU_78_18S_3.200	0	0	0	0	0	0	0	355	2466	1041	187	355	835	0	0	224	436	817	789	526	0	0	0
OTU_82_18S_3.200	0	0	0	0	0	0	0	132	49	413	0	1685	611	0	0	120	349	787	326	0	0	0	0
OTU_83_18S_3.200	0	0	31	0	690	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8610
OTU_81_18S_3.200	0	117	39	685	43	0	153	583	292	716	1094	445	0	1185	5858	183	733	442	1981	143	231	3919	175
OTU_86_18S_3.200	0	0	0	0	0	0	0	65	996	91	0	0	94	0	0	0	0	0	0	0	0	0	0
OTU_87_18S_3.200	0	0	0	0	0	0	0	205	1130	0	0	0	70	166	36	23	0	79	447	573	0	0	0
OTU_89_18S_3.200	0	257	834	0	1429	290	191	448	0	610	711	457	135	0	5433	316	1423	318	212	378	0	0	2482
OTU_92_18S_3.200	0	0	0	0	0	0	0	19	87	0	109	48	95	0	0	61	48	35	119	419	67	0	20
OTU_95_18S_3.200	33	0	15	1044	20	30	106	254	0	532	1168	403	0	0	820	0	0	0	0	474	225	54	254
OTU_97_18S_3.200	0	41	0	0	0	33	2	65	47	0	96	42	22	0	0	247	24	52	91	0	0	0	0
OTU_103_18S_3.200	0	0	0	0	27	9	70	0	0	0	26	0	0	0	206	0	0	0	0	0	0	60	749
OTU_102_18S_3.200	0	0	0	0	0	0	0	0	25	0	0	0	6	31446	0	0	0	0	0	425	0	0	0
OTU_107_18S_3.200	0	0	0	0	0	0	0	34	659	481	0	56	0	0	0	49	0	75	0	0	0	0	70
OTU_101_18S_3.200	54	0	0	0	0	0	0	602	840	397	0	1677	703	330	0	0	215	188	946	0	0	0	0
OTU_105_18S_3.200	0	0	0	0	0	0	0	230	80	0	173	77	421	106	0	60	105	213	606	251	0	0	0
OTU_110_18S_3.200	0	0	0	0	0	0	2	0	0	114	121	469	166	0	0	227	0	75	85	181	81	0	0
OTU_109_18S_3.200	0	0	0	0	0	4	0	0	0	0	645	472	341	0	41	0	591	345	208	0	0	28	56
OTU_106_18S_3.200	0	0	0	0	0	0	0	740	899	75	1439	891	720	0	361	1167	1600	962	197	0	0	0	0
OTU_114_18S_3.200	0	0	0	0	0	0	0	0	125	0	35	49	33	0	0	0	0	0	0	0	0	0	0
OTU_118_18S_3.200	0	0	0	0	0	0	0	0	0	0	283	116	0	0	267	74	115	0	0	0	0	0	194
OTU_119_18S_3.200	105	0	0	0	0	0	0	149	67	281	98	0	71	0	0	79	111	246	53	3694	51	22	15
OTU_115_18S_3.200	130	0	0	0	0	0	0	0	303	1423	0	112	110	0	0	89	63	76	259	0	90	0	0
OTU_116_18S_3.200	0	0	229	0	0	71	161	371	390	0	0	1271	941	0	4330	744	1063	1024	359	0	0	0	0
OTU_125_18S_3.200	0	0	104	0	0	39	92	0	0	360	446	5	1	0	0	0	928	198	0	0	0	0	9411
OTU_130_18S_3.200	0	0	0	0	0	0	0	0	0	0	88	15	11	0	0	87	55	13	31	0	0	0	0
OTU_131_18S_3.200	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	96	10	20
OTU_133_18S_3.200	0	0	6	0	0	0	0	0	0	0	0	158	0	0	0	0	251	0	0	0	0	74	0
OTU_136_18S_3.200	0	0	0	0	0	0	0	64	347	0	0	66	257	0	0	824	200	433	122	185	36	0	0
OTU_138_18S_3.200	63	0	0	0	0	0	0	0	0	196	407	0	69	0	0	51	308	90	0	0	0	0	0
OTU_129_18S_3.200	0	0	0	6	0	12	25	873	644	158	380	1036	1191	284	0	636	545	974	740	144	41	46	0
OTU_142_18S_3.200	0	0	0	0	0	0	0	414	0	315	2367	1686	158	63	105	0	0	0	43	0	0	0	0
OTU_137_18S_3.200	0	0	0	0	0	60	0	389	462	102	632	517	1005	139	0	471	539	401	378	131	0	0	169
OTU_144_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	32	33	0	0	0	0	32	34
OTU_145_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	37	19	0	0	16	23	79	0	35	0	0	0
OTU_128_18S_3.200	0	0	0	0	0	0	0	0	308	420	0	0	422	0	0	132	45	844	1817	324	12	0	0
OTU_146_18S_3.200	0	0	0	0	0	0	0	74	241	0	0	0	0	0	0	42	9	31	29	0	0	0	0
OTU_148_18S_3.200	0	0	0	2313	75	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	96	195
OTU_141_18S_3.200	0	0	0	0	0	0	23	126	0	0	536	156	354	0	171	701	1542	140	84	0	0	0	0
OTU_155_18S_3.200	0	0	0	0	0	0	0	0	0	0	5	0	0	0	63	23	0	0	0	0	0	36	4
OTU_152_18S_3.200	0	86	0	10	0	339	19	18	327	0	94	165	0	375	24	814	354	1307	871	451	107	193	0
OTU_151_18S_3.200	0	0	0	0	0	0	0	325	344	0	650	176	208	0	68	393	560	273	159	16	0	18	0
OTU_157_18S_3.200	0	0	0	0	0	8	37	0	0	0	135	120	0	0	0	0	0	0	0	0	0	0	0
OTU_158_18S_3.200	0	0	0	0	0	15	0	0	0	0	161	0	0	0	49	0	0	0	0	0	115	51	23
OTU_167_18S_3.200	0	0	0	0	0	32	0	0	0	0	152	274	0	0	0	28	0	0	0	0	95	25	7
OTU_168_18S_3.200	4	0	0	0	0	0	0	0	0	0	181	0	24	0	0	15	17	33	0	0	16	0	0
OTU_166_18S_3.200	0	186	28	0	0	0	0	269	113	145	223	145	159	0	416	171	332	408	185	570	124	0	0
OTU_162_18S_3.200	0	37	0	0	0	98	160	394	341	357	1555	260	285	0	1644	314	663	453	332	108	420	69	162
OTU_175_18S_3.200	0	0	0	0	0	0	0	42	34	0	128	125	82	0	82	191	21	24	63	0	8	0	0
OTU_177_18S_3.200	0	0	0	0	0	0	0	0	77	0	0	92	375	0	0	279	649	225	0	0	0	0	0
OTU_183_18S_3.200	0	0	0	0	0	0	0	0	355	747	161	0	0	229	0	0	102	72	61	220	39	25	0
OTU_182_18S_3.200	0	0	0	0	0	0	38	302	0	0	0	691	377	0	0	269	357	243	146	122	0	0	0
OTU_189_18S_3.200	0	0	70	200	269	99	69	0	0	0	12	0	0	0	0	0	0	0	0	0	99	2180	4906
OTU_186_18S_3.200	100	62	15	0	40	0	92	183	151	1841	352	231	380	22	478	239	220	255	167	0	333	189	65
OTU_191_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	87	80	0	0	328	94	124	0	0	0	0	0
OTU_187_18S_3.200	25	0	0	0	0	0	0	96	88	264	381	850	397	0	0	368	313	326	139	0	99	25	0
OTU_195_18S_3.200	0	0	0	0	0	4	0	262	64	0	166	514	270	0	30	483	318	672	143	0	0	0	8
OTU_197_18S_3.200	0	0	0	0	0	0	0	220	43	0	0	40	49	109	0	0	51	0	108	0	0	0	0
OTU_199_18S_3.200	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	39	87	58	173	310	69
OTU_201_18S_3.200	0	0	0	0	0	0	0	0	158	613	0	0	201	0	0	0	0	170	168	0	0	0	0
OTU_198_18S_3.200	0	0	0	0	0	164	110	0	0	0	0	0	0	0	333	0	423	0	408	0	0	0	0
OTU_196_18S_3.200	0	0	0	0	0	0	0	0	0	0	2982	379	0	0	3380	134	318	98	0	0	0	10096	0
OTU_174_18S_3.200	164	0	0	0	0	0	0	1953	142	1898	115	828	395	912	1064	208	1487	431	518	99	0	0	0
OTU_204_18S_3.200	0	109	17	0	28	1569	616	0	0	0	209	202	45	0	1375	50	32	31	19	0	0	0	840
OTU_207_18S_3.200	0	0	0	0	0	10	0	22	0	0	1066	0	0	0	36	385	0	0	0	0	0	0	0
OTU_208_18S_3.200	64	0	0	0	0	0	0	0	0	117	0	0	37	0	0	12	26	0	0	0	36	0	0
OTU_217_18S_3.200	0	0	0	0	0	0	17	150	0	739	121	48	0	0	16	240	141	488	41	156	0	0	0
OTU_212_18S_3.200	14	15	0	0	0	9	0	0	0	0	161	0	0	80	190	0	196	2645	425	123	58	142	48
OTU_214_18S_3.200	0	0	0	0	0	0	0	0	0	0	321	93	0	0	20	39	0	0	0	0	0	0	0
OTU_205_18S_3.200	0	0	0	0	0	0	0	27	0	0	64	504	673	0	41	28	1376	1496	144	0	0	0	0
OTU_231_18S_3.200	0	0	0	0	0	0	0	0	0	0	202	0	59	35	729	105	101	320	0	0	0	0	0
OTU_232_18S_3.200	0	0	0	0	0	0	0	0	0	0	1106	42	29	302	0	0	38	29	0	0	0	0	0
OTU_233_18S_3.200	0	0	0	0	0	0	0	0	335	0	91	0	0	200	0	0	0	101	0	0	54	0	0
OTU_234_18S_3.200	0	0	0	0	0	0	0	100	0	0	633	0	156	0	58	134	84	53	44	64	57	30	0
OTU_235_18S_3.200	0	0	0	0	0	0	18	78	0	0	443	119	0	0	1025	26	101	0	0	0	0	0	0
OTU_236_18S_3.200	0	0	0	0	0	0	0	0	0	144	89	497	238	0	0	205	174	139	0	0	0	0	0
OTU_213_18S_3.200	26	0	0	0	0	0	0	121	420	276	0	346	497	401	0	663	1715	3182	933	360	0	0	0
OTU_240_18S_3.200	0	0	0	1629	109	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	128	5478	2187
OTU_242_18S_3.200	0	0	0	0	0	8	0	35	26	1596	469	50	52	171	87	96	39	270	49	1252	38	20	0
OTU_249_18S_3.200	0	0	0	61	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	975
OTU_248_18S_3.200	0	0	0	0	0	0	0	0	0	56	102	24	0	0	0	0	0	121	0	0	0	0	0
OTU_246_18S_3.200	0	0	0	0	0	4	0	194	0	188	331	253	162	0	0	133	161	115	104	0	0	13	0
OTU_251_18S_3.200	0	0	0	0	0	0	0	0	0	0	152	17	71	0	68	87	49	100	29	0	60	47	0
OTU_228_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	125	25	0	0	0	705	2478	1776	57	0	0	0
OTU_260_18S_3.200	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	148	0	16	26	0	0
OTU_257_18S_3.200	0	0	0	0	0	50	352	131	0	310	871	67	0	150	942	0	15	7	0	0	52	341	0
OTU_265_18S_3.200	0	0	0	0	0	0	0	0	55	0	70	65	25	0	0	43	26	0	0	0	17	0	0
OTU_266_18S_3.200	0	0	0	0	0	0	4	0	0	0	502	32	70	0	75	175	52	0	27	0	22	0	0
OTU_270_18S_3.200	0	0	0	0	0	0	0	107	5	0	47	36	72	0	0	47	107	62	46	9	0	0	0
OTU_267_18S_3.200	0	0	0	0	0	0	0	0	89	1031	0	0	0	156	80	248	231	361	299	0	0	0	0
OTU_268_18S_3.200	0	0	0	0	0	0	0	182	624	320	0	92	609	0	0	198	31	383	229	47	0	0	0
OTU_277_18S_3.200	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	58	67	34	0	0	757	1078
OTU_278_18S_3.200	0	0	0	0	0	16	39	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	153
OTU_286_18S_3.200	0	0	34	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	5923	432
OTU_283_18S_3.200	0	0	0	0	0	0	0	176	250	0	642	161	135	0	0	73	189	176	29	55	48	0	0
OTU_284_18S_3.200	0	0	0	0	0	7	0	204	191	0	0	299	145	59	7	193	138	213	107	160	83	0	0
OTU_288_18S_3.200	0	0	0	0	0	23	0	0	149	1012	109	142	381	0	0	0	0	0	107	0	0	0	0
OTU_245_18S_3.200	0	0	37	0	0	0	32	146	0	0	202	286	72	0	229	695	531	327	91	0	0	0	0
OTU_292_18S_3.200	0	0	0	0	0	28	0	0	0	0	264	119	99	0	0	0	0	0	0	0	0	0	0
OTU_293_18S_3.200	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	374	1364
OTU_300_18S_3.200	0	0	66	813	73	42	136	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1439	2527
OTU_291_18S_3.200	0	0	0	0	0	22	0	257	323	0	327	625	227	0	0	206	234	194	0	0	0	0	0
OTU_298_18S_3.200	0	0	0	0	0	196	0	0	0	0	1338	0	0	0	0	145	0	103	0	0	0	0	937
OTU_303_18S_3.200	0	0	0	0	0	0	0	410	216	860	0	304	165	0	0	89	134	72	0	0	0	0	0
OTU_304_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	84	210	0	0	0	0	16	5964
OTU_307_18S_3.200	0	0	0	0	0	0	0	0	0	0	913	283	0	0	33	141	0	0	0	27	26	0	0
OTU_315_18S_3.200	54	4449	7	27	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	3647	0	0
OTU_319_18S_3.200	0	0	0	0	0	0	0	0	45	0	0	0	175	0	0	183	22	0	117	179	0	0	0
OTU_320_18S_3.200	0	0	0	0	0	0	0	203	460	0	67	17	408	0	0	0	0	135	221	0	0	0	0
OTU_322_18S_3.200	0	0	0	0	0	0	0	0	0	190	0	214	0	0	208	0	0	75	126	0	0	0	0
OTU_318_18S_3.200	0	0	0	0	0	0	0	123	0	273	24	39	104	0	0	91	314	96	182	0	223	0	0
OTU_330_18S_3.200	0	0	0	0	0	16	0	68	178	0	112	52	0	0	0	0	0	36	0	0	0	0	77
OTU_325_18S_3.200	0	0	0	0	0	0	0	80	59	0	0	89	118	0	0	79	53	100	27	0	0	0	0
OTU_329_18S_3.200	0	0	0	0	0	0	0	895	261	0	40	229	154	499	0	749	53	101	54	164	0	0	0
OTU_338_18S_3.200	0	0	0	0	0	0	0	27	0	0	0	0	76	0	0	51	11	13	0	0	0	0	0
OTU_332_18S_3.200	0	0	0	0	0	0	0	108	714	0	395	536	0	0	17	171	196	129	0	0	0	0	0
OTU_342_18S_3.200	0	0	0	0	0	0	0	0	26	0	0	55	98	83	0	78	101	249	145	0	0	0	0
OTU_348_18S_3.200	0	0	0	0	0	9	8	45	0	0	203	0	54	178	100	51	95	93	77	2270	343	0	0
OTU_350_18S_3.200	0	0	0	0	0	0	0	0	0	282	558	0	0	0	22	39	11	0	0	0	139	17	0
OTU_290_18S_3.200	0	0	0	0	0	0	0	135	110	0	560	20	118	1613	84	15	170	445	3295	90	25	11	0
OTU_347_18S_3.200	0	169	0	0	0	0	0	35	0	0	0	0	0	0	0	80	437	571	242	57	0	0	0
OTU_361_18S_3.200	63	1499	0	155	0	0	0	0	0	291	0	41	0	0	54	0	38	101	29	72	1617	460	121
OTU_353_18S_3.200	0	0	0	0	0	0	0	0	58	0	0	108	163	0	44	154	38	529	166	51	0	0	0
OTU_360_18S_3.200	0	0	0	0	0	163	156	0	0	0	1141	183	0	0	767	94	93	33	0	0	0	0	0
OTU_351_18S_3.200	0	0	0	0	0	0	0	0	485	140	0	0	0	0	0	0	93	1285	549	1604	0	0	0
OTU_368_18S_3.200	0	0	0	0	0	283	92	0	0	0	418	74	0	186	902	40	0	0	66	0	0	0	0
OTU_343_18S_3.200	0	0	0	0	0	0	0	118	1159	790	90	1633	473	306	34	181	422	1130	278	42	6	0	0
OTU_363_18S_3.200	0	0	0	0	0	0	0	0	183	0	0	464	4820	35	0	44	141	1938	279	0	0	0	0
OTU_356_18S_3.200	0	0	0	0	0	0	0	64	46	0	96	0	0	0	0	0	31	0	25	0	0	0	0
OTU_378_18S_3.200	0	0	0	0	0	0	0	28	0	0	0	56	0	0	0	34	11	0	0	0	0	0	0
OTU_379_18S_3.200	14	0	0	0	0	0	56	0	0	0	0	0	0	345	429	0	0	0	0	0	0	0	118
OTU_371_18S_3.200	0	0	0	0	0	0	0	268	0	182	0	519	498	0	0	0	211	234	450	591	106	55	0
OTU_385_18S_3.200	0	0	0	0	0	14	0	0	0	54	121	0	0	0	35	15	0	6	12	17	0	21	0
OTU_375_18S_3.200	0	0	0	0	0	0	3	370	50	0	0	190	462	0	0	186	142	215	132	0	0	0	0
OTU_387_18S_3.200	0	0	0	0	0	0	34	0	0	0	117	0	0	0	0	0	0	0	0	0	183	346	0
OTU_388_18S_3.200	12	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	33	15	0	0	0
OTU_384_18S_3.200	0	0	0	0	0	0	0	12	0	0	228	24	0	0	165	29	0	0	0	0	0	0	0
OTU_362_18S_3.200	0	0	0	0	0	0	0	0	155	0	592	1223	490	0	0	430	334	0	0	0	0	0	0
OTU_389_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	162	64	0	0	24	6	0	31	0	0	0	0
OTU_391_18S_3.200	0	0	0	0	0	0	0	0	0	0	158	128	101	0	0	73	0	0	35	0	0	0	0
OTU_398_18S_3.200	0	0	0	0	0	0	0	0	0	0	7781	34	12	0	649	0	0	0	0	0	0	0	0
OTU_401_18S_3.200	0	0	0	0	0	0	0	0	0	140	265	0	0	0	0	32	13	18	14	26	14	14	0
OTU_402_18S_3.200	0	0	0	0	0	0	0	397	0	0	0	92	61	13	0	157	0	0	0	0	0	0	0
OTU_404_18S_3.200	10	0	0	0	0	0	0	0	142	0	0	46	0	0	0	0	0	0	30	77	0	0	0
OTU_382_18S_3.200	0	0	0	0	0	0	0	115	329	0	371	373	275	0	0	386	541	371	164	0	0	150	109
OTU_403_18S_3.200	0	0	0	0	0	0	0	0	0	0	98	111	96	0	0	0	46	27	0	0	0	0	0
OTU_413_18S_3.200	0	0	0	0	0	0	0	61	103	0	31	581	262	0	20	81	90	81	100	0	0	0	0
OTU_412_18S_3.200	0	0	0	0	0	0	0	0	0	0	455	62	36	0	0	15	494	57	0	0	0	35	80
OTU_419_18S_3.200	0	0	0	0	0	0	0	117	439	76	0	0	78	22	0	43	22	57	151	80	0	0	0
OTU_393_18S_3.200	0	0	0	0	0	0	0	189	342	423	0	0	509	0	0	0	24	137	982	61	0	0	0
OTU_421_18S_3.200	0	0	0	0	0	0	0	142	65	0	0	0	84	0	0	74	53	94	164	109	63	0	0
OTU_434_18S_3.200	0	0	0	0	0	0	0	0	0	0	131	0	40	0	0	157	0	44	69	183	0	0	28
OTU_373_18S_3.200	41	0	0	0	0	0	0	69	213	569	0	82	321	0	0	213	347	331	1093	1147	34	0	0
OTU_436_18S_3.200	0	0	0	0	0	0	0	0	0	194	45	0	0	0	0	0	22	0	0	33	239	49	0
OTU_453_18S_3.200	0	0	0	0	0	0	0	0	353	324	167	49	0	0	0	109	75	0	0	0	0	33	0
OTU_444_18S_3.200	0	0	0	0	0	0	0	0	59	41	203	98	109	48	69	88	52	62	281	1204	56	0	0
OTU_422_18S_3.200	0	0	0	0	0	0	0	655	353	402	0	379	749	0	0	0	191	348	209	40	0	0	0
OTU_430_18S_3.200	0	0	0	0	0	0	0	1584	755	0	0	451	106	0	0	0	0	121	570	0	0	0	0
OTU_456_18S_3.200	0	0	0	0	0	0	0	25	376	298	0	40	36	0	0	66	0	338	160	285	0	0	0
OTU_390_18S_3.200	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	87	545	5961	900	0	0	0	0
OTU_467_18S_3.200	0	0	0	0	0	0	0	96	62	0	0	0	124	0	60	118	84	56	47	0	0	0	0
OTU_463_18S_3.200	0	0	0	0	0	0	0	149	97	29	0	125	81	0	21	50	42	51	66	19	0	0	0
OTU_469_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	57	0	53	50	54	44	0	0	0	0	0
OTU_458_18S_3.200	0	0	0	0	0	14	40	699	135	22	106	482	403	0	0	358	349	593	92	435	0	0	0
OTU_472_18S_3.200	0	0	0	0	0	31	10	0	0	0	35	0	0	0	447	25	19	0	10	0	0	0	0
OTU_477_18S_3.200	0	0	0	0	0	0	0	0	23	6	0	328	60	0	0	0	0	0	0	0	0	0	0
OTU_478_18S_3.200	0	0	0	0	0	18	0	24	0	205	0	45	38	0	0	84	117	163	0	0	0	74	0
OTU_466_18S_3.200	0	0	0	0	0	0	0	262	350	240	0	336	208	149	0	48	196	238	51	0	0	0	0
OTU_476_18S_3.200	0	0	0	0	0	0	0	0	372	98	0	0	65	312	0	46	17	467	370	118	0	0	0
OTU_470_18S_3.200	29	0	0	0	0	0	0	115	0	0	0	60	62	268	379	56	83	210	0	208	491	111	29
OTU_471_18S_3.200	0	8	0	0	0	0	0	0	946	1216	0	244	450	579	0	0	0	0	123	0	20	0	0
OTU_377_18S_3.200	0	0	0	0	0	0	0	0	189	206	0	0	204	432	0	0	147	504	2193	47	0	0	0
OTU_485_18S_3.200	279	17	0	0	0	7	0	41	0	336	0	0	0	0	23	0	0	0	0	146	213	0	0
OTU_487_18S_3.200	0	0	0	0	0	0	0	65	0	0	0	0	0	140	0	0	0	0	0	0	0	462	331
OTU_489_18S_3.200	0	0	0	0	0	0	0	0	72	0	42	568	186	0	0	253	44	125	72	0	0	0	0
OTU_492_18S_3.200	0	0	0	0	0	0	0	0	0	0	82	173	0	0	0	0	43	15	0	0	0	0	0
OTU_506_18S_3.200	0	0	0	0	0	0	0	0	410	329	0	0	43	0	0	32	0	114	27	0	0	0	0
OTU_496_18S_3.200	0	11	0	0	0	0	0	297	121	143	49	122	285	0	0	240	175	285	212	0	0	0	0
OTU_509_18S_3.200	0	0	0	0	0	0	38	0	70	202	0	96	0	0	197	0	0	0	0	0	0	0	0
OTU_515_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	13	62	44	0	0	0	0
OTU_517_18S_3.200	0	20	0	0	0	96	0	0	0	0	130	0	0	0	1076	26	36	0	48	40	0	0	0
OTU_514_18S_3.200	0	79	0	0	0	0	0	11	0	83	0	0	14	0	84	57	90	40	0	0	50	0	0
OTU_507_18S_3.200	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	23	127	29	16	0	210	20	0
OTU_516_18S_3.200	0	0	0	0	0	0	0	0	211	615	0	0	0	0	0	0	60	117	157	479	0	0	0
OTU_535_18S_3.200	112	0	0	0	0	0	0	67	405	266	0	0	0	0	0	0	0	78	12	361	0	0	0
OTU_536_18S_3.200	0	0	0	0	0	3	0	58	106	126	29	189	153	0	0	99	55	41	13	0	0	0	0
OTU_498_18S_3.200	0	0	0	0	0	0	0	528	98	0	494	210	187	0	28	98	177	331	198	58	0	0	0
OTU_543_18S_3.200	0	0	0	0	0	0	0	75	267	126	625	88	0	0	0	0	0	0	0	73	0	0	37
OTU_544_18S_3.200	0	0	0	0	0	0	0	0	0	0	101	22	38	0	0	29	0	0	0	0	0	0	0
OTU_480_18S_3.200	0	0	33	0	0	67	32	0	0	1	8	112	216	0	0	0	1097	3	0	0	0	0	957
