ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504	abundancesum_small
OTU_747_18S	37	0	0	16	198	0	0	0	0	322	0	0	0	0	0	0	5	0	0	0	0	198	0	776
OTU_760_18S	0	0	0	2781	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	113	4017
OTU_766_18S	0	0	587	224	209	155	36	0	0	0	10	0	0	0	0	16	0	0	0	0	538	407	0	2182
OTU_771_18S	0	22	85	0	0	0	0	471	338	411	0	227	0	0	0	84	326	229	198	98	0	0	0	2489
OTU_773_18S	41	9	1413	0	0	13	65	163	0	0	0	56	0	0	76	0	115	0	105	65	164	0	126	2411
OTU_763_18S	0	0	0	0	0	23	56	0	0	0	426	29	0	0	578	104	203	0	0	0	0	0	0	1419
OTU_714_18S	0	0	0	0	0	0	0	0	0	110	0	0	1034	0	145	111	241	152	200	0	0	0	0	1993
OTU_754_18S	0	0	0	0	0	0	0	241	175	0	0	0	0	129	90	799	207	158	0	0	0	0	0	1799
OTU_698_18S	266	53	39	0	0	52	0	135	130	0	0	0	380	162	0	60	139	35	175	0	0	0	0	1626
OTU_790_18S	279	26	1273	216	107	0	0	0	21	483	0	0	0	0	0	0	0	0	0	0	0	260	213	2878
OTU_798_18S	1439	88	101	194	0	0	0	0	324	0	0	0	268	141	0	0	40	0	65	110	22	0	0	2792
OTU_794_18S	0	0	0	0	0	142	33	0	0	0	0	0	0	0	105	0	0	0	0	195	1158	0	0	1633
OTU_788_18S	0	0	100	0	0	0	0	0	0	0	0	42	0	113	813	38	152	61	53	31	177	0	325	1905
OTU_807_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	12	88	0	0	0	78	0	0	705
OTU_817_18S	0	0	13	0	0	0	0	282	0	0	0	504	336	170	0	0	638	0	0	0	0	0	0	1943
OTU_811_18S	536	0	0	89	26	40	41	0	0	0	0	0	0	0	0	37	0	0	0	0	0	112	0	881
OTU_799_18S	0	0	603	0	0	0	0	216	0	0	0	0	0	0	0	44	37	77	0	49	0	0	0	1026
OTU_825_18S	0	0	798	48	62	48	35	0	0	0	274	0	0	0	0	0	0	0	0	0	68	0	230	1563
OTU_826_18S	0	0	0	84	0	37	0	307	0	222	225	0	0	0	430	208	38	0	0	0	0	0	0	1551
OTU_518_18S	0	0	0	0	0	0	0	231	77	0	0	0	0	0	45	0	46	63	0	0	0	0	0	462
OTU_797_18S	106	128	84	0	0	0	0	132	365	0	0	0	379	441	0	0	0	0	23	121	0	0	0	1779
OTU_844_18S	0	0	0	0	0	0	0	0	0	0	50	188	0	0	39	145	69	0	0	0	0	0	0	491
OTU_846_18S	0	0	745	220	121	15	231	0	109	0	0	0	0	0	0	0	148	0	0	0	523	365	0	2477
OTU_831_18S	0	204	330	0	45	0	54	0	0	0	0	0	0	0	0	0	31	0	35	0	1030	0	0	1729
OTU_847_18S	0	66	119	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	1437
OTU_851_18S	0	0	0	0	0	71	21	0	0	0	0	153	0	0	0	124	51	0	107	0	0	0	0	527
OTU_850_18S	0	0	0	0	0	0	0	771	153	367	0	0	0	0	0	37	47	950	155	0	0	0	0	2480
OTU_860_18S	0	0	70	0	23	0	0	0	0	0	0	0	254	148	0	41	33	288	113	0	40	0	0	1010
OTU_870_18S	0	0	102	0	72	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	652	1269
OTU_868_18S	0	0	0	0	0	0	0	0	0	0	399	856	0	0	0	291	289	108	105	0	0	0	0	2048
OTU_872_18S	0	0	1309	56	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	29	1675
OTU_873_18S	0	0	0	0	0	0	92	0	0	0	0	96	0	0	96	70	0	0	0	0	0	0	0	354
OTU_787_18S	289	0	0	0	0	0	0	115	280	0	0	0	0	168	0	125	213	236	754	0	0	0	0	2180
OTU_877_18S	0	0	0	72	0	60	0	0	0	0	0	0	0	0	400	111	45	116	0	0	0	0	1631	2435
OTU_871_18S	94	11	20	0	0	0	0	0	0	519	0	0	0	159	0	0	91	60	0	0	808	0	0	1762
OTU_866_18S	0	0	0	0	0	0	0	97	0	0	0	341	0	0	0	629	375	0	0	0	0	0	0	1442
OTU_880_18S	111	68	0	0	54	38	0	0	0	0	0	0	0	0	0	64	15	124	0	0	46	0	82	602
OTU_885_18S	171	0	0	0	0	0	0	0	161	1943	56	0	0	0	330	0	134	0	307	0	240	0	0	3342
OTU_889_18S	0	0	0	0	0	0	0	0	0	123	0	156	0	0	0	0	75	163	48	0	0	0	0	565
OTU_887_18S	0	0	0	0	0	0	0	0	570	0	0	283	549	170	215	63	0	0	0	0	0	0	0	1850
OTU_894_18S	0	0	0	0	166	53	0	0	0	0	0	0	0	0	0	49	0	0	0	0	175	0	56	499
OTU_906_18S	0	0	1071	103	0	20	14	0	0	0	226	104	0	0	41	0	0	0	0	0	83	654	191	2507
OTU_910_18S	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	843	162	0	1118
OTU_861_18S	163	0	0	0	0	0	942	0	0	0	0	0	0	0	75	0	0	96	0	0	0	0	0	1276
OTU_917_18S	0	0	130	141	105	0	0	0	0	0	0	123	0	0	0	97	0	0	0	0	158	0	0	754
OTU_902_18S	0	30	0	0	0	0	0	159	85	0	62	29	0	0	190	30	75	137	259	94	0	0	0	1150
OTU_920_18S	0	0	0	0	0	0	0	0	0	0	63	0	0	0	1243	151	0	0	0	0	179	0	0	1636
OTU_931_18S	0	0	0	0	0	0	0	669	736	0	0	0	0	926	0	0	0	0	7	58	0	0	0	2396
OTU_938_18S	0	0	0	0	0	0	0	475	0	0	0	0	187	0	0	301	447	95	29	0	0	0	0	1534
OTU_942_18S	0	0	0	71	60	0	0	251	0	0	117	61	0	0	657	76	35	0	0	0	0	0	133	1461
OTU_940_18S	0	0	887	0	0	19	37	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	1124
OTU_955_18S	0	0	0	0	45	81	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	891
OTU_932_18S	0	75	349	0	0	0	0	293	85	0	0	70	190	129	0	87	79	0	155	236	0	0	0	1748
OTU_956_18S	297	37	1204	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	1826
OTU_976_18S	0	0	0	12	39	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	39	134
OTU_977_18S	0	1058	216	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	251	0	1797
OTU_979_18S	107	245	707	0	112	0	0	0	0	0	0	0	218	0	0	82	0	0	0	0	271	59	0	1801
OTU_964_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2206	67	91	0	12	0	38	0	0	2414
OTU_984_18S	0	0	81	0	46	97	15	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	282
OTU_960_18S	0	0	0	0	0	0	0	0	342	0	0	0	0	63	0	121	76	35	163	0	0	0	0	800
OTU_992_18S	98	0	2068	0	0	44	113	0	0	0	94	47	0	0	0	43	0	0	0	0	48	0	133	2688
OTU_985_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	360	216	339	0	0	0	966
OTU_999_18S	0	0	34	0	0	34	0	0	279	0	0	209	418	0	0	124	228	105	0	0	0	0	0	1431
OTU_1010_18S	0	0	2072	74	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2182
OTU_1014_18S	135	1442	356	265	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	329	11	2632
OTU_1017_18S	0	35	51	61	154	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	395	808	0	1577
OTU_1024_18S	63	1064	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539	0	0	2675
OTU_1019_18S	0	56	69	0	23	23	18	0	11	6	120	40	5	0	9	13	73	1	1	54	3	0	43	568
OTU_1034_18S	0	0	135	0	0	0	38	0	0	105	0	0	0	0	277	0	19	91	0	0	95	0	0	760
OTU_1070_18S	0	0	0	0	36	150	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	1381
OTU_1050_18S	29	0	211	0	0	0	0	613	0	60	0	0	0	0	83	0	132	199	101	0	0	0	0	1428
OTU_1075_18S	0	0	0	0	22	107	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	951
OTU_1086_18S	110	0	0	0	0	0	104	3	1	0	0	0	0	1	0	0	0	7	0	0	202	0	0	428
OTU_1058_18S	0	0	0	0	0	0	0	122	26	596	0	0	340	0	51	164	354	0	0	0	0	0	0	1653
OTU_1076_18S	0	0	14	0	53	0	0	0	0	0	0	0	0	0	359	77	51	0	87	0	0	76	0	717
OTU_1094_18S	0	0	65	0	0	0	62	0	0	0	0	0	0	0	279	0	30	0	0	0	0	0	0	436
OTU_1102_18S	0	0	814	0	325	49	34	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	346	1839
OTU_1077_18S	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	41	272	156	240	0	0	0	0	1267
OTU_1095_18S	0	40	277	0	0	6	0	0	0	0	0	0	0	190	136	75	96	35	55	0	421	0	0	1331
OTU_1110_18S	73	0	0	0	0	0	0	0	0	243	0	117	0	0	0	117	272	472	195	0	0	0	0	1489
OTU_1142_18S	0	0	10	172	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	613
OTU_1143_18S	0	0	0	0	185	0	61	0	0	0	166	0	0	0	218	0	0	0	0	0	0	0	680	1310
OTU_1104_18S	370	0	0	0	0	0	0	0	0	280	0	0	0	0	257	73	0	0	194	45	0	0	0	1219
OTU_1154_18S	10	22	311	55	0	0	16	0	0	0	55	0	0	0	0	0	0	85	0	0	35	0	0	589
OTU_1153_18S	0	0	0	223	286	98	7	0	0	0	125	0	0	0	0	0	0	0	0	0	0	161	0	900
OTU_1148_18S	0	0	0	0	0	31	0	0	29	0	0	62	0	32	0	0	352	153	94	14	0	0	0	767
OTU_1149_18S	0	0	0	0	0	8	170	0	0	0	46	0	0	0	213	14	512	0	36	0	0	0	0	999
OTU_1139_18S	0	0	0	0	0	0	0	508	0	0	0	165	0	0	35	182	77	91	129	0	0	0	0	1187
OTU_1111_18S	0	0	0	0	0	10	0	61	0	0	0	250	0	0	172	0	171	65	63	0	0	0	0	792
OTU_1144_18S	0	0	15	0	0	89	89	0	0	103	0	71	0	130	102	113	0	0	0	0	0	0	0	712
OTU_1180_18S	0	0	1169	217	0	68	0	0	0	147	0	0	0	0	0	0	0	0	0	0	2	0	0	1603
OTU_1191_18S	0	0	0	346	116	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	836
OTU_1194_18S	71	0	0	0	0	10	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	199	376
OTU_1195_18S	0	0	0	0	0	12	0	0	44	0	93	52	284	0	214	0	453	134	31	55	0	0	0	1372
OTU_1179_18S	12	58	173	0	0	8	0	0	0	0	0	0	0	251	0	0	107	264	14	0	84	485	0	1456
OTU_1210_18S	0	0	0	0	0	0	0	458	0	0	276	0	0	226	0	0	308	362	121	0	0	0	0	1751
OTU_1216_18S	259	91	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	244	1068	0	0	0	1935
OTU_1173_18S	0	159	222	0	0	30	0	0	26	0	303	0	0	0	0	67	379	185	0	0	0	0	0	1371
OTU_1230_18S	0	0	25	83	145	15	24	0	0	0	159	0	0	0	0	52	0	0	0	0	0	0	140	643
OTU_1123_18S	198	0	0	0	0	0	0	0	160	0	0	0	0	233	0	71	0	0	227	38	232	0	0	1159
OTU_1246_18S	0	0	0	0	0	250	0	0	0	0	406	0	0	0	0	36	0	0	0	0	0	0	59	751
OTU_1247_18S	0	0	17	887	179	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	77	316	150	1654
OTU_1252_18S	0	0	0	0	0	0	0	302	0	0	0	150	0	0	30	337	267	0	0	0	0	0	0	1086
OTU_1262_18S	670	139	58	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	224	31	0	0	1181
OTU_1263_18S	0	0	0	0	0	0	0	174	0	0	0	145	0	58	0	145	287	355	122	0	0	0	0	1286
OTU_1266_18S	231	0	95	392	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	112	0	0	1054
OTU_1275_18S	0	33	0	0	0	5	0	0	0	148	0	0	0	0	0	41	42	161	0	0	0	1111	0	1541
OTU_1284_18S	0	0	85	0	0	0	0	296	183	0	0	0	127	0	0	0	110	190	177	421	0	0	0	1589
OTU_1285_18S	0	0	0	4	508	45	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	946
OTU_1287_18S	0	0	140	185	0	38	115	0	0	0	0	0	0	0	66	0	0	0	0	0	603	0	0	1147
OTU_1202_18S	0	0	25	0	0	0	0	0	776	0	0	0	0	41	0	0	0	0	79	0	0	0	0	921
OTU_1295_18S	0	0	157	0	86	32	0	0	0	0	0	0	0	0	64	0	48	0	0	0	0	0	0	387
OTU_1294_18S	0	0	0	0	0	0	0	0	0	0	626	77	0	0	0	80	0	0	0	0	0	0	77	860
OTU_1258_18S	0	0	0	0	0	0	0	0	343	0	0	0	0	107	0	0	0	136	223	0	296	0	0	1105
OTU_1298_18S	0	0	147	0	110	0	29	0	0	0	0	0	0	0	0	0	0	55	0	0	134	76	0	551
OTU_1283_18S	0	0	0	0	0	0	0	290	0	0	33	0	0	0	126	248	91	469	109	0	0	0	0	1366
OTU_1290_18S	0	0	0	0	0	0	0	122	0	0	0	0	0	0	170	245	178	120	25	0	0	0	0	860
OTU_1281_18S	0	0	57	0	0	0	0	0	222	0	0	0	0	0	32	176	86	232	0	0	0	0	0	805
OTU_1332_18S	0	0	0	0	0	0	0	0	0	0	0	136	0	0	255	41	31	0	0	0	0	0	0	463
OTU_1338_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	39	515	853	16	0	0	0	0	0	0	1423
OTU_1345_18S	371	0	106	0	0	0	0	0	0	0	48	0	0	0	0	0	0	70	73	0	0	332	0	1000
OTU_1213_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	216	84	0	0	0	0	0	0	321	55	676
OTU_1347_18S	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	120	104	0	0	0	0	413
OTU_1304_18S	0	0	0	0	0	0	0	212	164	0	0	0	130	0	0	0	69	79	352	0	0	0	0	1006
OTU_1353_18S	0	0	0	0	0	0	0	118	0	147	17	0	113	0	0	118	682	103	0	44	0	0	0	1342
OTU_1362_18S	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	517	200	190	0	0	0	0	0	1411
OTU_1291_18S	0	0	0	236	0	0	0	0	142	0	0	0	0	0	0	0	189	63	38	0	0	0	0	668
OTU_1334_18S	0	0	131	0	0	0	0	0	0	0	0	0	0	0	87	21	16	144	88	0	0	0	0	487
OTU_1374_18S	0	0	0	0	0	0	0	0	0	0	49	0	0	163	0	0	66	250	0	0	0	0	0	528
OTU_1376_18S	0	0	0	36	24	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	220	46	463
OTU_1381_18S	0	0	0	343	115	67	0	0	0	0	0	175	0	0	0	126	127	0	0	0	0	0	0	953
OTU_1358_18S	236	0	0	0	0	9	0	0	125	0	0	0	0	122	0	0	0	120	53	0	142	0	0	807
OTU_1389_18S	477	0	21	0	0	2	0	0	0	36	0	0	44	0	101	12	97	83	0	0	297	0	0	1170
OTU_1404_18S	0	0	254	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	33	425
OTU_1413_18S	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	92	141	37	0	0	0	0	416
OTU_1422_18S	0	0	392	71	274	37	30	0	0	0	170	0	0	0	73	0	70	0	0	0	235	64	43	1459
OTU_1421_18S	0	42	0	0	0	0	0	0	59	781	0	104	0	0	383	0	101	0	0	20	0	0	0	1490
OTU_1386_18S	0	0	0	0	0	0	0	0	186	0	0	0	0	286	0	83	93	491	0	0	0	0	0	1139
OTU_1428_18S	17	0	0	21	19	0	0	0	0	0	0	48	377	0	0	72	32	0	16	0	0	85	0	687
OTU_1432_18S	946	0	374	0	100	12	0	0	0	0	15	0	0	0	35	0	0	0	0	0	0	56	0	1538
OTU_1379_18S	1000	0	52	0	0	0	0	0	0	0	0	0	0	0	157	41	0	0	0	81	0	0	0	1331
OTU_1449_18S	0	0	694	0	0	0	41	0	0	0	52	0	0	0	0	0	20	0	0	0	0	0	0	807
OTU_1346_18S	0	0	0	0	0	22	0	0	243	0	0	138	0	0	119	0	183	148	0	0	0	0	0	853
OTU_1485_18S	691	37	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	46	52	0	0	974
OTU_1494_18S	0	0	483	454	33	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	203	1259
OTU_1510_18S	99	0	0	0	31	99	33	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	478	759
OTU_1509_18S	0	0	0	0	84	0	11	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	38	464
OTU_1545_18S	0	27	4	0	0	64	0	0	0	0	0	0	0	0	0	0	0	22	0	0	102	0	0	219
OTU_1543_18S	0	0	187	0	0	4	0	0	0	357	0	0	0	0	0	34	59	44	0	0	160	47	0	892
OTU_1460_18S	0	81	0	0	0	0	0	0	0	0	0	0	0	0	117	271	386	0	0	0	0	0	0	855
OTU_1557_18S	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	206	476	132	0	0	0	0	0	951
OTU_1561_18S	106	100	53	0	26	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	127	0	0	514
OTU_1573_18S	0	0	163	125	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	695
OTU_1575_18S	0	0	0	0	0	0	0	0	0	0	104	202	0	88	0	254	73	194	0	0	0	0	0	915
OTU_1594_18S	0	0	46	365	101	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	669
OTU_1598_18S	0	0	360	0	0	40	20	0	0	0	0	106	0	36	0	0	0	0	0	0	291	0	0	853
OTU_1599_18S	0	0	455	39	0	0	0	0	0	0	0	0	0	0	160	0	149	0	0	0	130	0	0	933
OTU_1618_18S	0	0	256	0	0	275	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	928
OTU_1506_18S	0	0	0	0	0	0	0	0	0	124	0	0	0	0	111	0	76	0	379	0	0	0	0	690
OTU_1606_18S	0	0	0	33	427	278	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907
OTU_1631_18S	442	0	228	0	0	411	0	0	0	0	0	0	0	0	27	0	0	0	0	0	143	0	0	1251
OTU_1611_18S	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	50	199	0	25	0	0	0	683
OTU_1609_18S	0	0	0	0	0	0	0	0	0	0	383	0	0	0	106	92	18	0	0	0	0	0	0	599
OTU_1647_18S	0	0	0	0	0	0	70	0	86	0	0	0	0	0	183	0	94	0	87	0	0	0	0	520
OTU_1613_18S	36	0	0	0	0	0	0	0	0	0	29	0	0	0	722	160	147	35	0	0	0	0	0	1129
OTU_1664_18S	0	9	87	0	0	0	0	0	0	0	0	0	0	0	0	0	102	263	378	0	177	0	0	1016
OTU_1634_18S	0	25	144	0	0	0	0	436	0	0	0	117	0	0	0	0	52	110	130	0	0	0	0	1014
OTU_1670_18S	0	0	0	23	21	0	0	0	0	0	98	0	0	0	0	8	0	0	0	0	0	311	0	461
OTU_1629_18S	0	0	0	0	0	0	0	260	0	0	0	0	327	0	72	0	84	198	0	0	0	0	0	941
OTU_1628_18S	0	0	4	0	58	0	0	0	0	0	0	0	0	0	0	77	44	37	27	0	0	0	0	247
OTU_1682_18S	0	0	21	0	0	0	0	0	0	0	0	207	0	0	0	192	0	30	0	0	0	0	0	450
OTU_1671_18S	0	0	250	0	0	0	0	0	260	0	245	0	0	0	0	52	112	0	0	0	0	0	0	919
OTU_1707_18S	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	80	241	0	0	788
OTU_1743_18S	357	45	0	0	0	0	0	0	0	190	0	0	0	0	0	46	119	320	0	51	0	0	0	1128
OTU_1756_18S	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	61	90	75	0	0	0	0	0	307
OTU_1762_18S	0	23	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	114	98	0	0	0	0	280
OTU_1761_18S	0	0	0	0	0	0	0	0	0	0	85	0	0	0	424	0	0	78	67	0	0	0	0	654
OTU_1763_18S	0	0	0	481	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	128	0	860
OTU_1767_18S	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	102	151	177	0	0	0	0	0	741
OTU_1771_18S	0	0	228	0	0	0	0	0	249	0	342	63	0	44	0	0	0	0	0	0	138	0	0	1064
OTU_1774_18S	0	0	0	0	0	27	0	0	0	0	0	0	0	115	0	0	62	38	0	0	0	0	0	242
OTU_1684_18S	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	75	89	0	0	324
OTU_1714_18S	0	0	0	0	39	0	0	0	137	0	0	0	0	0	0	0	0	141	291	0	0	0	76	684
OTU_1782_18S	0	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	83	122	612	0	0	0	842
OTU_1789_18S	0	0	0	0	0	0	0	0	330	166	0	0	0	0	0	0	0	132	0	547	0	0	0	1175
OTU_1801_18S	0	0	0	0	0	0	0	255	0	0	202	0	0	0	0	283	131	0	0	0	0	0	0	871
OTU_1820_18S	0	0	51	0	0	0	37	0	0	0	0	0	0	0	159	17	49	0	0	50	24	0	0	387
OTU_1828_18S	277	0	0	195	30	0	0	0	0	0	0	0	0	0	0	0	0	0	73	92	0	0	321	988
OTU_1834_18S	58	66	27	36	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	307
OTU_1849_18S	0	0	123	124	208	12	8	0	0	0	158	0	0	0	0	0	54	0	0	0	167	0	0	854
OTU_1840_18S	341	0	0	0	0	0	0	0	0	0	0	0	0	49	67	0	0	254	0	0	0	0	0	711
OTU_1893_18S	218	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	303	0	1077
OTU_1899_18S	0	0	0	0	0	53	0	0	0	111	0	0	78	0	542	89	0	0	0	0	0	268	0	1141
OTU_1844_18S	0	10	0	0	0	0	0	74	27	3	3	16	7	7	5	7	114	32	19	5	2	0	0	331
OTU_1901_18S	115	78	11	0	0	0	0	0	0	0	0	43	0	56	0	48	95	92	126	0	40	0	0	704
OTU_1891_18S	32	94	92	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	50	0	0	0	432
OTU_1769_18S	0	30	0	0	0	31	61	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	735
OTU_1961_18S	0	0	80	0	0	9	0	0	0	0	0	0	0	0	262	84	69	0	0	0	0	142	111	757
OTU_1905_18S	0	0	0	0	0	0	0	0	0	0	0	257	0	0	6	191	118	0	0	0	0	0	0	572
OTU_1959_18S	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	224	40	13	0	0	0	0	0	283
OTU_1980_18S	0	0	0	0	43	53	89	0	0	0	0	0	0	0	0	65	74	0	0	0	0	0	0	324
OTU_1940_18S	0	0	0	0	0	0	0	0	79	0	0	0	0	0	151	87	81	83	36	0	0	0	0	517
OTU_1847_18S	0	37	33	0	0	91	0	0	0	0	0	0	213	0	0	38	125	0	0	0	0	0	0	537
OTU_1995_18S	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	256	48	98	0	70	0	0	691
OTU_1902_18S	0	0	0	0	0	0	0	0	0	0	0	113	275	0	0	0	220	99	0	0	0	0	0	707
OTU_1927_18S	0	0	0	0	0	0	26	205	112	0	0	0	0	0	136	0	166	0	0	0	0	0	0	645
OTU_1898_18S	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	20	81	219	0	0	34	0	0	671
OTU_1984_18S	0	0	365	0	63	0	36	0	0	0	0	0	0	0	0	0	59	0	0	0	66	0	0	589
OTU_2035_18S	0	0	0	0	0	0	0	0	0	0	0	120	0	0	160	54	20	0	0	0	0	0	0	354
OTU_2037_18S	155	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	25	0	109	17	134	0	0	519
OTU_2036_18S	28	0	0	0	0	0	68	0	0	0	237	0	0	0	219	0	0	0	0	0	0	0	0	552
OTU_2040_18S	0	0	0	0	0	0	0	458	0	0	0	86	0	0	0	0	233	61	0	0	0	0	0	838
OTU_2018_18S	0	94	76	0	0	0	0	0	0	0	0	0	0	0	0	94	124	0	67	0	0	0	0	455
OTU_2150_18S	0	0	0	170	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	22	324
OTU_2160_18S	0	12	506	0	38	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	44	698
OTU_2094_18S	0	0	0	0	1	0	9	0	87	8	8	2	0	0	29	0	6	98	0	0	73	0	0	321
OTU_2167_18S	0	0	0	27	61	0	53	0	0	0	0	0	0	0	0	0	0	0	93	0	195	0	0	429
OTU_2176_18S	0	0	463	0	0	5	22	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	552
OTU_2105_18S	0	0	1	0	0	0	2	0	0	12	1	0	0	0	101	39	1	170	53	0	1	0	0	381
OTU_2214_18S	0	0	0	0	0	0	0	0	0	95	0	0	0	0	197	114	162	0	0	0	0	0	0	568
OTU_2220_18S	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	103	0	120	0	0	410
OTU_2195_18S	0	0	0	0	0	0	0	0	0	0	0	178	103	0	0	0	131	0	72	0	0	0	0	484
OTU_2234_18S	35	476	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	61	0	0	0	671
OTU_2135_18S	0	0	0	0	13	0	0	0	0	0	108	121	0	0	0	0	74	184	0	0	0	0	0	500
OTU_2245_18S	0	0	0	0	65	26	0	0	0	0	0	0	0	0	0	49	55	0	0	0	0	0	0	195
OTU_2133_18S	0	0	0	0	0	0	0	0	286	0	33	0	0	0	0	129	78	0	0	0	0	0	0	526
OTU_2270_18S	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	105	132	0	76	0	0	0	0	444
OTU_2239_18S	0	0	0	0	260	0	30	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	36	464
OTU_2297_18S	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	16	135	68	48	23	0	0	0	330
OTU_2304_18S	0	0	0	0	0	0	51	0	0	0	258	0	0	0	151	0	0	150	129	0	0	0	0	739
OTU_2097_18S	0	0	0	0	0	0	0	0	55	0	0	44	0	0	0	223	133	97	0	0	0	0	0	552
OTU_2317_18S	0	0	0	0	0	0	0	0	0	0	0	49	0	0	47	68	316	81	68	0	0	0	0	629
OTU_2334_18S	0	0	0	99	72	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	387
OTU_2309_18S	0	0	0	0	0	0	0	224	0	0	0	0	0	39	0	0	21	0	14	0	0	0	0	298
OTU_2289_18S	0	0	165	0	0	11	0	0	0	0	0	0	0	111	258	0	0	0	0	0	0	0	0	545
OTU_2382_18S	0	0	125	384	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	558
OTU_2383_18S	0	0	0	153	22	28	64	0	0	0	0	0	0	0	0	0	58	0	0	0	125	0	0	450
