ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504	abundancesum_small
OTU_175_18S	72	13	0	0	0	224	262	0	507	0	17	114	0	303	0	942	265	0	26	0	136	0	0	2881
OTU_177_18S	0	0	455	4109	127	112	0	0	200	0	0	0	0	0	0	0	315	0	67	0	0	150	596	6131
OTU_183_18S	1944	0	410	162	63	135	0	0	166	540	0	0	0	76	0	0	0	0	0	79	363	71	0	4009
OTU_184_18S	0	0	0	0	548	96	32	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1070
OTU_182_18S	0	0	1673	452	745	88	83	0	421	1410	144	308	372	95	134	450	333	276	261	0	0	0	370	7615
OTU_186_18S	448	75	451	40	0	0	107	0	220	304	0	0	0	90	1097	0	195	586	193	0	1192	1143	48	6189
OTU_191_18S	0	0	0	0	0	39	42	0	0	0	0	0	0	0	95	532	255	0	0	0	0	0	0	963
OTU_188_18S	119	126	152	55	0	24	0	215	0	0	246	0	0	0	942	0	152	0	0	0	45	245	0	2321
OTU_187_18S	2827	207	108	63	100	74	0	0	206	520	237	302	66	257	239	695	1838	422	463	57	1246	513	0	10440
OTU_195_18S	0	0	0	52	110	277	131	76	602	0	156	611	173	0	244	518	909	1362	147	0	0	0	83	5451
OTU_200_18S	0	0	887	0	229	174	288	0	0	0	0	0	0	0	537	0	40	0	0	0	377	115	34	2681
OTU_199_18S	149	0	3189	0	95	71	155	442	0	0	1261	0	0	0	125	108	149	0	0	0	2026	1413	1211	10394
OTU_201_18S	191	1666	111	80	0	0	0	0	540	494	0	0	324	310	417	77	90	215	195	58	791	0	0	5559
OTU_207_18S	0	0	0	0	0	577	320	0	0	0	2237	0	0	0	2173	1000	36	0	0	0	0	0	0	6343
OTU_208_18S	3463	0	616	254	125	68	0	0	0	39	87	32	0	30	0	191	239	155	0	173	659	1451	150	7732
OTU_215_18S	0	0	386	277	1422	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	648	1115	3924
OTU_217_18S	91	50	497	319	220	34	0	0	98	0	0	0	0	0	0	0	0	0	115	0	0	103	0	1527
OTU_212_18S	80	51	194	61	0	131	40	0	0	0	139	0	0	0	0	0	0	5677	138	0	0	203	59	6773
OTU_214_18S	0	0	71	2011	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2148
OTU_222_18S	0	39	0	0	0	0	0	33	0	0	0	84	610	0	0	133	0	39	27	0	227	0	0	1192
OTU_227_18S	0	0	0	9	0	0	0	0	0	0	167	0	0	0	0	0	29	0	22	0	0	0	0	227
OTU_233_18S	1012	1825	3179	192	188	495	70	0	67	332	258	0	0	193	162	173	0	455	0	79	871	0	35	9586
OTU_234_18S	33	0	1711	483	525	250	42	0	0	0	539	0	0	0	80	162	163	126	131	38	446	98	106	4933
OTU_236_18S	0	0	121	103	67	103	0	0	0	271	0	411	0	0	69	252	122	157	0	134	0	0	0	1810
OTU_241_18S	0	0	1600	216	65	186	221	0	0	0	0	18	0	0	453	0	0	0	0	0	184	45	0	2988
OTU_242_18S	635	0	80	252	149	120	0	0	127	455	0	0	0	19	0	129	15	102	0	572	190	0	104	2949
OTU_243_18S	0	0	0	944	83	46	0	0	0	0	773	0	0	0	233	0	0	0	0	0	0	195	1361	3635
OTU_248_18S	0	0	0	0	0	308	588	0	0	712	919	0	0	0	311	0	233	663	136	0	0	0	0	3870
OTU_246_18S	0	37	2388	1022	0	543	0	0	0	0	0	73	0	0	0	265	243	0	0	89	190	0	0	4850
OTU_251_18S	61	0	759	525	951	88	28	0	0	381	208	0	0	0	0	0	154	42	54	0	777	241	0	4269
OTU_260_18S	7	0	166	0	46	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	491
OTU_265_18S	0	0	11	9	0	0	4	14	31	0	47	30	0	45	25	116	119	33	0	0	193	123	0	800
OTU_266_18S	0	0	0	0	0	278	183	0	0	0	553	83	0	0	0	270	625	0	131	15	366	0	87	2591
OTU_270_18S	0	131	290	0	130	0	0	9	0	0	0	0	0	0	185	13	203	56	4	4	0	0	0	1025
OTU_267_18S	851	61	0	0	0	0	0	0	0	718	0	0	202	1102	0	687	1937	2416	797	76	453	0	0	9300
OTU_268_18S	312	0	0	0	0	4	0	0	679	0	0	0	0	102	0	361	193	1142	288	166	38	0	0	3285
OTU_283_18S	36	0	3888	505	114	331	58	326	0	0	375	63	62	0	99	0	471	215	34	0	566	7	62	7212
OTU_287_18S	0	0	0	0	0	35	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	250	40	431
OTU_284_18S	0	69	962	0	0	0	36	0	124	278	0	374	0	18	0	350	860	482	139	0	65	0	0	3757
OTU_288_18S	0	0	434	0	462	145	49	0	0	724	256	0	398	706	0	0	169	0	173	0	140	0	0	3656
OTU_303_18S	0	0	0	0	85	0	205	0	562	1069	200	121	121	168	971	0	163	224	0	0	505	0	0	4394
OTU_306_18S	0	0	91	248	172	0	0	398	0	0	0	0	0	0	177	105	59	0	0	0	136	0	301	1687
OTU_307_18S	145	0	1093	275	292	589	12	0	0	0	417	129	0	0	471	357	129	127	0	0	591	529	15	5171
OTU_310_18S	1120	369	1761	388	0	218	0	209	0	0	0	0	0	0	0	52	0	0	0	264	1321	56	0	5758
OTU_313_18S	196	0	234	622	472	68	0	0	0	0	160	0	0	0	0	111	0	162	0	0	793	0	0	2818
OTU_319_18S	984	425	728	168	0	42	0	396	200	0	74	0	121	212	331	686	249	0	653	462	1107	328	0	7166
OTU_320_18S	0	0	0	0	0	0	0	1064	386	525	467	0	596	1547	407	0	291	573	1788	447	21	0	292	8404
OTU_321_18S	0	121	69	0	327	0	0	0	0	0	0	0	0	0	255	35	68	0	0	0	1298	0	194	2367
OTU_318_18S	303	555	0	0	0	0	0	0	119	198	0	29	0	58	0	0	3289	321	466	55	2229	0	0	7622
OTU_330_18S	0	0	0	0	194	56	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	1742	2404
OTU_327_18S	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	58	0	13	0	175	0	0	675
OTU_325_18S	0	35	0	0	0	55	203	0	0	0	0	0	0	27	0	69	189	444	0	0	0	0	0	1022
OTU_329_18S	119	0	20	0	0	35	0	654	194	0	0	81	0	0	28	519	74	56	29	12	0	0	0	1821
OTU_335_18S	0	0	1690	42	126	295	221	0	0	0	255	0	0	0	13	0	0	0	0	0	311	0	1844	4797
OTU_338_18S	0	0	70	2192	441	51	0	0	0	0	0	0	0	0	0	28	30	88	0	0	0	0	0	2900
OTU_332_18S	0	0	207	0	231	53	123	0	279	0	0	188	111	0	494	284	191	0	0	0	0	0	0	2161
OTU_345_18S	0	0	934	1404	973	40	13	0	0	0	172	0	0	0	0	35	0	0	0	0	217	796	493	5077
OTU_342_18S	86	13	0	0	0	0	0	434	192	0	0	0	0	244	0	113	473	278	82	0	68	0	0	1983
OTU_350_18S	818	19	2181	230	185	353	0	0	0	0	60	0	0	0	0	0	37	0	0	0	2029	259	37	6208
OTU_347_18S	0	7732	78	0	0	0	0	0	0	0	0	0	0	0	0	0	32	65	0	0	0	0	0	7907
OTU_365_18S	0	37	0	0	173	103	0	0	0	0	360	133	0	0	0	127	119	46	0	0	0	0	178	1276
OTU_366_18S	0	309	379	945	0	106	0	0	0	0	0	43	0	0	0	192	0	385	0	0	0	445	69	2873
OTU_351_18S	446	122	0	0	0	0	0	0	132	140	0	0	280	0	0	0	56	1838	125	218	0	0	0	3357
OTU_378_18S	0	30	0	0	0	0	0	480	50	0	0	0	0	0	0	59	97	26	0	0	0	0	0	742
OTU_371_18S	0	0	427	2215	445	0	0	0	0	341	0	150	0	0	0	0	0	246	0	259	632	200	0	4915
OTU_385_18S	0	0	4781	119	123	289	0	177	0	0	0	0	0	0	0	0	0	0	0	0	316	221	357	6383
OTU_375_18S	411	0	634	32	60	23	23	561	257	0	0	68	28	389	0	196	663	369	472	20	233	0	0	4439
OTU_388_18S	419	0	1024	125	180	175	43	0	234	662	432	0	0	0	359	0	194	0	46	33	0	543	52	4521
OTU_384_18S	0	0	0	0	0	60	319	0	0	0	102	0	0	0	885	0	36	0	0	0	0	0	0	1402
OTU_389_18S	647	0	89	0	28	298	0	0	0	0	263	128	0	0	426	0	100	0	0	71	86	0	0	2136
OTU_391_18S	0	0	0	0	0	0	0	0	0	160	0	59	0	50	0	0	0	0	0	65	26	0	0	360
OTU_396_18S	22	56	3233	140	97	19	0	0	0	0	120	192	0	0	566	0	46	0	0	0	453	651	18	5613
OTU_401_18S	0	313	552	0	6	81	0	0	0	0	397	0	0	0	0	128	198	0	0	65	282	137	0	2159
OTU_402_18S	196	387	0	0	0	0	0	1302	0	0	0	297	184	427	0	191	157	0	112	308	0	0	0	3561
OTU_406_18S	175	0	3224	0	87	311	0	0	0	0	404	0	0	0	343	0	44	69	0	0	0	367	618	5642
OTU_408_18S	0	269	212	0	0	113	0	0	0	0	0	96	34	0	0	0	0	133	0	0	563	0	0	1420
OTU_413_18S	0	0	0	0	0	0	0	298	14	86	0	546	0	0	0	81	177	66	216	0	0	0	0	1484
OTU_423_18S	0	0	0	0	586	102	0	0	0	0	106	135	0	0	335	0	67	0	0	0	0	0	0	1331
OTU_419_18S	60	0	0	0	0	0	0	348	69	0	0	0	0	257	0	0	21	89	142	43	0	0	0	1029
OTU_393_18S	385	134	0	0	0	0	0	1067	1290	0	0	0	171	109	0	0	65	173	442	225	338	0	0	4399
OTU_421_18S	654	0	0	0	0	0	0	170	0	0	0	180	0	205	257	190	669	576	379	595	560	0	0	4435
OTU_432_18S	0	0	124	0	0	0	0	0	0	0	38	141	0	253	0	174	0	0	0	105	4405	0	0	5240
OTU_434_18S	0	0	275	358	0	230	0	0	0	0	150	0	0	0	142	95	0	140	0	64	23	0	238	1715
OTU_373_18S	808	0	7	0	0	0	0	0	0	219	0	0	0	0	0	240	158	301	625	296	486	0	0	3140
OTU_445_18S	0	0	75	0	0	30	39	0	0	0	0	122	0	0	0	22	48	0	0	0	82	0	63	481
OTU_436_18S	59	0	213	207	25	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1931	348	16	2841
OTU_450_18S	0	0	241	0	44	40	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	163	0	546
OTU_453_18S	0	0	0	0	0	0	0	0	0	0	310	0	0	0	134	248	549	0	0	0	0	0	0	1241
OTU_444_18S	213	41	0	0	50	0	0	0	272	86	0	0	0	0	0	64	198	0	101	120	119	0	0	1264
OTU_422_18S	129	152	141	103	0	0	0	953	0	0	0	43	0	0	0	0	344	462	103	0	52	45	0	2527
OTU_455_18S	0	0	0	0	0	118	386	0	0	0	76	0	0	0	90	0	0	0	0	0	0	0	0	670
OTU_430_18S	0	0	0	0	0	0	0	1263	1092	195	0	236	0	102	0	0	135	87	639	0	0	0	0	3749
OTU_456_18S	0	298	105	0	0	0	0	369	759	0	0	0	53	0	0	419	171	526	189	111	0	0	0	3000
OTU_467_18S	0	0	0	0	0	37	0	260	0	0	0	0	0	0	0	67	349	0	0	0	161	0	0	874
OTU_463_18S	0	109	154	0	0	0	0	280	96	0	0	0	0	95	0	13	219	308	411	31	88	0	0	1804
OTU_469_18S	24	0	0	0	44	39	0	0	0	447	0	0	0	0	879	138	469	132	99	86	0	0	0	2357
OTU_458_18S	0	0	424	0	1	18	7	123	462	0	0	141	0	0	226	104	218	328	0	110	0	0	2	2164
OTU_466_18S	0	158	30	0	0	0	0	1189	19	0	0	614	0	221	0	146	288	350	11	0	0	0	0	3026
OTU_476_18S	127	24	5	60	254	29	0	0	0	1	0	0	273	1010	0	120	50	947	227	0	0	0	0	3127
OTU_470_18S	25	234	514	0	0	26	130	0	0	0	0	0	0	0	376	88	13	43	14	22	353	106	122	2066
OTU_485_18S	3117	24	0	208	140	186	0	0	0	0	0	0	0	0	162	0	0	0	0	0	472	436	0	4745
OTU_489_18S	0	0	0	0	0	0	0	0	652	1471	179	148	0	426	188	120	322	98	388	0	58	0	0	4050
OTU_506_18S	164	98	0	0	0	0	0	0	678	318	0	0	0	0	0	42	0	88	0	0	0	0	0	1388
OTU_496_18S	0	185	39	0	0	10	0	447	286	0	0	65	312	0	0	412	1154	619	331	0	141	0	0	4001
OTU_509_18S	134	0	178	0	0	185	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	558
OTU_511_18S	0	331	396	0	0	0	0	0	0	0	0	0	0	0	0	218	141	0	0	0	76	0	0	1162
OTU_514_18S	196	3829	0	0	0	0	0	0	0	0	0	0	0	0	0	97	180	66	0	0	184	0	0	4552
OTU_521_18S	0	0	0	0	0	0	33	0	93	0	0	0	0	0	0	606	112	0	0	0	0	0	279	1123
OTU_507_18S	135	0	548	218	0	92	53	0	0	0	0	0	0	0	0	0	188	0	92	0	802	159	0	2287
OTU_516_18S	0	97	28	0	0	0	0	289	981	1088	0	0	0	0	0	0	413	473	445	401	243	0	0	4458
OTU_495_18S	1802	12	256	481	134	46	31	0	0	0	0	0	0	0	0	0	78	0	64	0	365	487	348	4104
OTU_535_18S	2089	83	1570	0	0	98	0	0	0	0	0	0	0	0	0	0	26	64	38	64	490	0	0	4522
OTU_519_18S	0	0	0	0	0	0	0	0	0	0	0	1338	40	0	0	497	508	0	0	0	0	0	0	2383
OTU_536_18S	0	0	98	94	0	174	45	0	0	0	0	327	0	52	0	137	223	114	0	65	146	0	0	1475
OTU_498_18S	0	0	0	0	0	15	0	1005	0	0	64	187	69	0	1	42	281	432	402	0	0	1	0	2499
OTU_543_18S	0	26	224	239	72	121	0	0	145	0	315	0	0	0	0	0	0	0	0	53	506	0	1265	2966
OTU_544_18S	0	0	0	180	65	14	111	0	0	0	0	163	0	0	0	0	19	0	0	0	0	355	0	907
OTU_537_18S	1071	0	0	0	0	0	0	0	1111	197	0	0	0	388	0	0	0	136	191	129	0	0	0	3223
OTU_534_18S	55	0	0	0	0	0	0	0	0	635	0	113	165	583	0	32	789	135	81	0	0	0	0	2588
OTU_550_18S	0	0	24	0	0	79	11	0	0	0	441	0	0	0	737	21	67	0	0	0	0	0	0	1380
OTU_551_18S	0	0	0	0	2054	389	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	3060
OTU_512_18S	0	0	0	8	0	0	17	0	0	62	0	142	0	0	0	263	191	23	22	23	0	70	0	821
OTU_491_18S	0	0	0	0	0	0	0	0	0	926	377	0	0	74	0	161	401	0	1155	0	120	0	0	3214
OTU_553_18S	163	0	112	89	212	341	0	97	0	309	0	0	0	0	0	41	197	0	0	201	193	326	0	2281
OTU_554_18S	0	0	41	0	0	43	0	0	0	0	0	0	0	63	0	223	48	0	0	0	0	0	0	418
OTU_493_18S	0	0	0	0	0	0	0	0	51	0	0	296	0	0	0	86	1497	80	36	0	0	0	0	2046
OTU_558_18S	20	2	2	0	0	5	0	0	0	0	0	0	0	0	0	30	186	144	48	0	2	0	0	439
OTU_561_18S	0	0	0	159	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	136	1403
OTU_563_18S	585	105	1698	0	0	0	0	0	0	228	301	0	0	0	0	0	0	0	0	0	28	0	0	2945
OTU_565_18S	0	171	2984	0	0	0	0	0	0	0	0	0	0	0	287	0	133	0	0	130	50	75	0	3830
OTU_566_18S	0	0	2042	0	0	210	0	0	0	0	0	0	310	0	194	0	0	0	0	0	319	0	0	3075
OTU_560_18S	0	0	0	176	0	0	0	0	0	230	174	0	0	0	0	93	68	56	111	0	0	0	0	908
OTU_574_18S	0	0	1761	0	90	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	858	100	3094
OTU_568_18S	0	0	270	0	0	98	0	0	0	0	278	382	49	0	138	408	201	301	148	0	0	0	71	2344
OTU_556_18S	0	40	118	165	196	72	15	235	0	0	223	101	0	0	101	249	654	51	0	0	0	302	0	2522
OTU_585_18S	0	0	12	154	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	246
OTU_580_18S	0	0	412	0	67	0	363	0	0	0	0	0	0	0	0	69	39	201	0	0	0	0	0	1151
OTU_582_18S	0	0	0	0	34	53	349	0	0	0	0	0	0	0	837	67	167	0	0	0	136	0	361	2004
OTU_588_18S	0	0	130	0	45	55	155	0	0	0	93	128	0	0	0	48	572	0	0	0	109	308	0	1643
OTU_605_18S	0	0	634	0	50	0	0	0	613	0	0	117	0	28	291	140	175	326	52	0	146	0	0	2572
OTU_611_18S	0	0	88	0	56	24	0	0	0	0	0	0	0	0	0	0	19	0	0	0	724	0	0	911
OTU_612_18S	0	134	484	0	0	0	0	0	0	0	0	0	0	0	738	202	536	52	84	0	790	250	0	3270
OTU_619_18S	9	0	609	0	0	0	0	0	0	0	0	0	0	189	0	0	100	0	0	0	1948	0	0	2855
OTU_613_18S	0	0	0	0	0	0	0	119	137	0	254	96	257	0	0	118	618	239	56	0	0	0	0	1894
OTU_577_18S	0	0	271	0	0	0	0	0	198	0	0	0	0	0	187	182	172	607	333	0	0	0	0	1950
OTU_644_18S	0	0	1561	90	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	527	0	0	2245
OTU_624_18S	0	0	0	0	118	35	349	0	0	0	0	41	0	0	0	33	0	10	0	0	0	0	0	586
OTU_660_18S	0	0	0	98	328	82	196	0	0	0	178	0	0	0	600	43	0	0	0	0	68	436	354	2383
OTU_662_18S	0	98	3167	0	0	113	0	0	0	0	0	0	0	0	0	0	0	47	0	0	48	0	0	3473
OTU_655_18S	0	90	117	0	42	0	0	0	0	0	0	0	0	0	122	0	133	0	0	0	0	0	0	504
OTU_652_18S	531	0	48	0	0	0	0	0	0	0	154	39	0	0	327	96	435	102	84	0	155	120	0	2091
OTU_675_18S	0	0	2905	0	30	21	133	0	0	0	0	0	0	0	234	0	0	0	0	0	244	234	97	3898
OTU_676_18S	0	0	0	712	1227	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074	4610
OTU_677_18S	0	0	0	1040	171	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	704	2600
OTU_680_18S	0	0	279	136	131	0	0	0	0	0	0	0	375	0	163	80	54	0	112	0	0	63	0	1393
OTU_643_18S	581	0	590	0	0	25	0	0	0	0	63	0	0	0	79	0	38	144	128	62	153	0	65	1928
OTU_671_18S	0	0	97	0	0	49	0	0	0	238	300	0	79	0	0	591	458	178	62	0	0	0	0	2052
OTU_693_18S	45	0	0	0	0	56	0	0	0	0	0	0	0	0	24	204	12	0	0	21	57	0	95	514
OTU_689_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	77	34	95	0	103	6	0	339
OTU_707_18S	166	0	0	0	0	0	0	235	189	0	0	0	0	412	342	414	506	913	0	188	0	0	0	3365
OTU_712_18S	110	0	0	26	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	532	0	0	881
OTU_716_18S	0	0	0	0	0	0	0	0	39	0	0	0	0	36	0	47	25	48	61	0	0	0	0	256
OTU_724_18S	0	0	0	29	9	0	0	0	0	0	0	256	0	0	0	101	0	29	0	0	0	0	0	424
OTU_732_18S	84	166	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	509	0	0	891
OTU_733_18S	0	0	0	0	0	83	0	0	0	0	121	0	0	0	55	0	0	0	0	0	0	0	314	573
OTU_646_18S	68	0	0	0	0	0	0	1038	0	306	0	0	0	28	0	0	0	0	22	0	0	0	0	1462
OTU_729_18S	0	0	0	0	0	0	0	41	38	0	83	0	37	324	28	249	235	126	245	13	0	0	0	1419
OTU_711_18S	0	0	0	0	0	0	0	0	0	0	0	0	1427	0	0	132	157	40	634	0	0	0	0	2390
OTU_743_18S	0	0	239	0	0	0	42	0	0	0	0	79	0	0	0	0	53	0	0	0	0	0	0	413
OTU_748_18S	170	0	1031	109	0	0	57	0	0	0	589	16	0	0	0	0	140	0	92	72	205	0	0	2481
OTU_749_18S	0	0	228	548	10	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	288	0	1191
OTU_751_18S	0	22	129	99	47	0	35	0	0	0	0	0	0	0	141	58	0	0	0	0	20	0	0	551
