ASV	BL.20130417	BL.20130507	BL.20130604	BL.20130709	BL.20130801	BL.20130917	BL.20131015	BL.20140114	BL.20140211	BL.20140310	BL.20141007	BL.20141111	BL.20150113	BL.20150210	BL.20150916	BL.20151006	BL.20151110	BL.20151215	BL.20160119	BL.20160210	BL.20160308	BL.20160405	BL.20160504
OTU_3_18S_022.3	0	0	342	68	124	0	0	0	188	593	0	106	0	99	0	0	0	0	0	0	13389	0	92
OTU_4_18S_022.3	0	0	0	0	0	656	671	499	0	500	5921	1391	0	145	10664	1802	2550	726	165	0	0	0	0
OTU_6_18S_022.3	3921	86430	2229	65	0	288	149	28770	10550	3643	0	1407	3533	61019	810	28386	12224	23673	25874	7819	940	780	118
OTU_7_18S_022.3	3416	7673	859	58	0	66	0	15480	44797	11403	193	1319	3081	53387	2895	3872	11129	13759	38444	41082	1469	694	0
OTU_9_18S_022.3	0	163	454	10	0	0	0	867	210	0	32	140	0	116	812	2175	809	483	76	0	483	0	29
OTU_10_18S_022.3	1918	63	0	0	0	0	0	1963	5985	869	0	478	749	1396	0	0	46	628	765	38	0	0	0
OTU_15_18S_022.3	918	5733	239	921	18	215	53	8018	1828	406	0	4276	354	5022	2950	8720	287	240	490	431	92	0	187
OTU_17_18S_022.3	0	0	48	1012	1828	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	410	2854	605
OTU_18_18S_022.3	59883	0	0	81	226	0	0	4053	2277	8053	732	1141	213	4395	2117	200	1584	3919	1612	15633	0	0	0
OTU_22_18S_022.3	0	0	0	0	0	2753	0	764	871	0	0	0	0	650	149	3646	773	385	279	0	0	0	0
OTU_24_18S_022.3	993	3093	64	0	0	109	36	11390	3469	3404	0	2245	1422	4764	378	2967	1674	1440	1585	5606	0	0	0
OTU_26_18S_022.3	311	0	6236	12759	11674	1540	4348	329	0	0	4949	415	0	0	1218	126	117	0	0	207	10058	5750	13015
OTU_28_18S_022.3	12632	10569	466	309	0	91	5	931	3013	2091	0	463	156	1173	324	798	1718	1681	3375	1656	3576	0	0
OTU_29_18S_022.3	2044	295	0	0	0	14	0	2047	757	594	424	1133	0	79	94	355	762	698	660	55	0	0	0
OTU_30_18S_022.3	0	0	0	0	0	172	127	0	0	0	0	0	0	0	137	27	9	0	0	0	0	0	33
OTU_39_18S_022.3	0	91	2002	2668	2789	758	21	0	0	0	0	0	0	0	135	287	186	283	0	0	735	139	1057
OTU_41_18S_022.3	10497	14425	789	3059	16450	1459	193	334	962	1035	460	1273	368	77	0	425	1081	1077	917	768	1377	686	331
OTU_38_18S_022.3	0	0	128	0	0	160	0	633	229	80	247	753	375	75	349	151	521	589	306	0	0	0	0
OTU_46_18S_022.3	0	0	0	543	204	147	0	0	0	0	304	0	0	0	0	0	41	0	0	0	1423	226	0
OTU_50_18S_022.3	77	773	0	0	0	0	0	3307	8135	1127	360	3941	1959	3248	729	1016	2517	5015	3507	960	162	0	0
OTU_48_18S_022.3	634	260	0	0	0	0	176	1493	784	0	224	0	0	343	1748	371	717	449	155	61	1113	1463	0
OTU_61_18S_022.3	0	151	1116	1601	1140	556	550	128	0	0	0	145	0	0	225	713	229	772	81	0	66	1975	270
OTU_60_18S_022.3	1667	0	0	0	0	0	0	2796	588	1368	0	1028	0	594	464	1435	2688	1122	311	199	0	0	0
OTU_58_18S_022.3	1418	529	838	0	0	70	15	2671	1535	504	582	945	94	1730	1553	4245	6814	4519	1745	1143	210	0	0
OTU_67_18S_022.3	424	235	1513	411	112	155	0	0	0	0	0	73	0	0	496	81	148	29	0	25	348	49	461
OTU_68_18S_022.3	0	80	157	2239	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	376	0
OTU_69_18S_022.3	537	0	0	0	245	987	1854	1599	540	306	577	2783	195	0	3153	1027	5979	1712	317	203	0	0	0
OTU_71_18S_022.3	0	0	456	0	138	28	0	0	0	649	0	189	40	0	230	630	455	1082	640	0	0	0	0
OTU_72_18S_022.3	0	86	1357	408	185	217	449	0	106	0	203	0	0	0	1894	228	263	470	124	75	6742	1242	0
OTU_75_18S_022.3	0	0	0	0	0	534	3025	0	0	0	0	0	0	0	290	0	7	0	0	0	0	0	0
OTU_77_18S_022.3	30103	0	0	0	0	0	0	164	74	404	4	333	0	235	739	0	49	149	72	3350	0	0	0
OTU_78_18S_022.3	0	0	517	852	122	108	64	403	1403	886	0	102	85	0	0	59	886	796	726	0	0	374	135
OTU_82_18S_022.3	0	0	0	0	0	0	0	0	111	0	0	144	0	254	0	36	122	301	0	0	0	0	0
OTU_86_18S_022.3	0	0	0	0	0	0	0	145	664	0	0	0	0	121	0	0	19	0	0	0	0	0	0
OTU_87_18S_022.3	2614	14539	131	0	0	24	4	1078	1964	68	0	0	0	1955	0	111	236	103	1828	8459	112	0	0
OTU_92_18S_022.3	2384	165	91	581	267	407	151	0	183	0	0	0	0	139	113	38	125	110	118	501	376	0	233
OTU_95_18S_022.3	518	0	1741	494	641	521	3772	138	0	373	1737	402	0	0	2365	180	131	0	164	119	333	0	526
OTU_98_18S_022.3	0	0	0	0	0	0	0	259	0	0	0	30	0	0	0	89	35	0	0	0	0	0	47
OTU_97_18S_022.3	0	1977	0	0	269	355	254	0	10	0	99	0	0	15	0	341	150	87	156	0	0	1193	58
OTU_100_18S_022.3	0	0	72	0	0	462	257	0	0	0	0	139	0	0	97	0	51	0	0	0	55	0	0
OTU_107_18S_022.3	0	0	0	0	0	0	0	145	1042	764	0	0	0	0	0	59	111	181	0	0	188	0	5026
OTU_101_18S_022.3	0	0	0	0	0	0	0	675	1582	0	0	333	383	260	0	0	195	565	1501	0	0	0	0
OTU_105_18S_022.3	0	66	0	0	0	22	0	234	246	0	0	0	14	122	0	22	291	491	594	198	0	0	0
OTU_110_18S_022.3	2410	322	4767	1733	732	353	243	220	25	0	731	463	0	0	707	680	782	893	720	1205	3188	1125	524
OTU_106_18S_022.3	0	271	2157	65	251	91	65	439	1196	674	888	0	307	0	649	580	531	279	86	0	88	1289	0
OTU_114_18S_022.3	122	0	33	0	0	294	0	57	43	0	123	136	0	0	606	0	0	0	0	0	15	0	0
OTU_117_18S_022.3	0	0	296	0	0	0	0	0	0	0	0	0	0	0	374	0	0	144	0	0	0	282	0
OTU_119_18S_022.3	5775	0	0	0	262	129	77	0	0	0	0	0	0	164	0	106	191	119	0	1595	176	40	0
OTU_115_18S_022.3	10460	516	3160	200	0	0	265	0	177	1700	383	140	0	446	726	200	1696	188	968	0	1461	338	114
OTU_121_18S_022.3	0	0	477	0	0	32	4	0	0	0	109	0	0	0	511	89	67	0	0	0	0	0	0
OTU_116_18S_022.3	0	0	0	0	0	0	0	0	567	0	0	0	418	0	170	47	487	282	154	0	0	0	0
OTU_130_18S_022.3	0	0	283	48	0	35	0	0	0	0	645	0	0	0	0	0	0	58	0	0	0	0	0
OTU_133_18S_022.3	0	0	10337	903	166	19	24	0	0	0	0	95	0	0	40	0	251	0	0	0	0	1907	227
