ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
ASV_4_16S	-1.32885543299272	-1.52442245119639	-1.64498378408892	-1.37911480238638	-1.4975419334489	-1.79096206500568	-1.59220394264541	-0.906815057742957	-1.56991924070242	-1.64964186698329	-1.5352286565013	-1.34824741062276	-1.72629606033162	1.76195620802301	1.49305352382903	-1.93857361226514	2.89789694119201	-1.45936693730278	-1.7461001610877	-1.99281745185383	0.284141784368768	-2.1248025263287
ASV_11_16S	2.89065227218339	4.76714668836193	4.45980944832607	2.23180311025784	4.91427633426099	4.48568142433596	3.99504471575484	2.96438595316493	3.78193889277365	5.66956059178456	4.65713383297357	1.35980279047945	3.46108974550913	3.91442288471774	4.85259043694445	5.21994038506418	6.27644796131936	3.98737043436353	4.06504083188901	4.35806826486091	3.21636065220043	4.82409469598462
ASV_17_16S	2.10513177149243	-1.52442245119639	1.68722072608629	-1.37911480238638	1.21050826765331	1.89791738910825	-1.59220394264541	-0.906815057742957	-1.56991924070242	-1.64964186698329	1.29798468755492	-1.34824741062276	-1.72629606033162	-2.42769853400341	-2.56738948671739	-1.93857361226514	-1.97730038200914	-1.45936693730278	-1.7461001610877	-1.99281745185383	-2.28080757309277	0.647786195911086
ASV_27_16S	-1.32885543299272	2.32572515051367	1.29945519507752	1.25994252722887	1.68051189689904	1.04225127905053	1.35223503652103	-0.906815057742957	2.11896021341152	2.01391977914635	1.50929378122212	2.58357822210156	2.10234533615747	2.70220018091966	2.53247694110681	1.15246884109318	1.11374207134917	-1.45936693730278	-1.7461001610877	2.69853043037532	2.0232575201114	2.67921851840456
ASV_40_16S	-1.32885543299272	-1.52442245119639	-1.64498378408892	0.818109774949835	1.06740742401263	2.38342520488995	-1.59220394264541	-0.906815057742957	1.47460319702101	-1.64964186698329	-1.5352286565013	-1.34824741062276	1.8846218523126	0.663343919354903	1.23927300305293	-1.93857361226514	2.35343295827719	-1.45936693730278	-1.7461001610877	-1.99281745185383	0.810234880265547	-2.1248025263287
ASV_46_16S	2.16765212847377	3.11030653703325	3.26029099434951	3.30301642473784	1.93644527103624	2.7837489134977	3.88006673102607	3.42391828254337	3.1122119864218	2.75707738028096	3.37004612193713	3.67563311022351	3.72474239323408	5.37369278628807	4.36310527923424	4.68283203949899	2.7500874367032	3.05149256921407	2.83886731758288	4.89575500771154	3.73045960131139	4.46549852186799
ASV_91_16S	1.89002039187549	3.15770877592783	2.58912272050834	1.66540763533704	0.294217535779152	2.35217266138585	2.67047593439591	1.57809159204504	-1.56991924070242	2.4774925180618	4.35087537494886	2.36532465608155	1.1069172837246	1.73118454935626	3.25269344363497	4.68946776391439	1.89390062889875	3.29422325380358	2.34824440113441	2.49581891787831	1.43276449361154	4.4872385085044
ASV_96_16S	2.60297019973161	2.91822880529393	2.7976674724014	3.15348469076687	-1.4975419334489	4.2516707686767	5.51358218683587	-0.906815057742957	1.42581303285158	2.62702425203276	-1.5352286565013	2.54357288748786	3.44418793470653	-2.42769853400341	1.40290242683473	3.13033058995509	3.33590559703264	3.41583038589837	3.70922095427001	2.06762555869259	3.12186980877951	2.42907436527185
ASV_109_16S	-1.32885543299272	1.36594930669978	1.3995386536345	-1.37911480238638	2.11337597919532	-1.79096206500568	-1.59220394264541	-0.906815057742957	-1.56991924070242	-1.64964186698329	1.93050724629843	-1.34824741062276	-1.72629606033162	-2.42769853400341	-2.56738948671739	-1.93857361226514	-1.97730038200914	-1.45936693730278	-1.7461001610877	-1.99281745185383	-2.28080757309277	-2.1248025263287
ASV_112_16S	1.15605121679529	3.03992574027145	3.56995197352007	3.25561418584325	2.83319140683743	3.23291845584059	3.29059797994096	3.29787756164801	-1.56991924070242	3.46835194543346	3.9619395687919	2.01904841936371	2.40083832471347	2.44749878919774	3.11619028062129	4.39648063923292	3.2956991765546	4.066086001829	3.23750646062064	3.08235636338	2.07590125359682	2.87914377961676
