ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822
ASV_1_16S_3.200	419	1520	791	1900	867	909	1833	918	73	943	517	432	1080	4847	3015	3233	1610	1627	209	1736	2022	4572
ASV_3_16S_3.200	76	138	84	55	65	76	113	109	0	28	17	0	65	1258	148	294	97	298	0	523	98	94
ASV_4_16S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	65	57	0	130	0	0	0	12	0
ASV_7_16S_3.200	0	86	97	19	47	60	77	66	19	23	12	0	22	1001	102	303	0	165	10	162	29	84
ASV_8_16S_3.200	0	0	57	79	51	39	69	78	0	32	0	0	0	496	0	211	28	167	23	276	53	78
ASV_9_16S_3.200	0	27	35	0	0	3	9	0	0	1	0	29	0	57	18	46	0	27	22	27	106	14
ASV_10_16S_3.200	41	86	57	50	58	88	134	66	5	31	18	17	40	298	29	176	28	157	23	200	59	69
ASV_11_16S_3.200	67	539	447	36	608	531	266	47	210	1508	488	14	178	567	1668	1284	3841	231	333	572	243	1041
ASV_13_16S_3.200	15	107	75	45	0	45	57	66	0	30	153	20	38	379	278	826	56	91	18	121	80	150
ASV_14_16S_3.200	6	82	32	41	61	42	41	38	35	39	79	20	110	402	250	308	56	122	36	254	117	60
ASV_15_16S_3.200	0	22	33	61	32	14	20	57	0	16	12	0	22	285	30	279	16	68	0	85	19	94
ASV_16_16S_3.200	0	58	30	0	15	0	0	17	0	0	0	0	16	26	121	74	0	24	73	0	113	33
ASV_17_16S_3.200	30	0	27	0	14	39	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	15
ASV_19_16S_3.200	0	61	61	134	83	0	74	57	0	67	385	0	78	231	201	566	145	139	190	120	62	65
ASV_22_16S_3.200	12	43	45	46	55	43	16	71	9	64	28	15	88	1103	151	150	75	101	0	116	28	391
ASV_23_16S_3.200	17	0	0	34	0	46	23	27	0	27	0	0	0	168	12	28	23	27	0	214	27	61
ASV_24_16S_3.200	0	67	74	57	48	60	159	56	15	27	90	46	154	1913	398	457	76	92	15	711	182	832
ASV_26_16S_3.200	0	109	56	75	46	92	241	56	19	58	65	111	236	582	408	206	155	115	53	355	322	364
ASV_27_16S_3.200	0	46	18	13	23	16	18	0	39	38	20	50	45	168	163	21	21	0	0	108	73	121
ASV_31_16S_3.200	0	44	38	62	35	25	35	95	0	12	0	0	28	264	34	179	28	129	10	84	36	76
ASV_35_16S_3.200	0	22	4	15	6	9	5	0	16	27	14	5	25	51	81	14	5	9	3	25	19	32
ASV_38_16S_3.200	0	38	47	33	0	45	38	34	0	0	0	0	141	207	46	260	37	85	0	93	29	333
ASV_39_16S_3.200	0	17	19	39	12	0	36	0	0	11	0	0	0	146	15	86	0	153	21	112	15	17
ASV_40_16S_3.200	0	0	0	8	12	64	0	0	20	0	0	0	36	21	44	0	75	0	0	0	21	0
ASV_41_16S_3.200	0	9	14	0	0	0	0	8	0	0	0	0	0	219	57	49	0	0	0	0	0	0
ASV_43_16S_3.200	0	0	0	34	44	0	0	70	0	0	0	0	42	841	49	49	0	0	0	72	0	99
ASV_46_16S_3.200	32	102	134	107	30	96	237	75	107	81	134	151	232	2443	1022	750	112	90	97	980	407	727
ASV_48_16S_3.200	0	25	46	22	5	38	61	54	0	0	0	0	6	325	15	321	26	0	0	154	26	24
ASV_49_16S_3.200	0	44	0	12	0	0	14	34	0	0	7	9	40	447	150	413	10	52	0	90	0	623
ASV_53_16S_3.200	0	62	64	0	0	11	14	26	0	0	0	0	0	171	3	3	0	0	0	3	7	12
ASV_55_16S_3.200	0	8	12	13	0	9	0	47	0	8	0	0	57	244	38	177	4	0	0	46	42	29
ASV_56_16S_3.200	13	64	68	44	10	29	126	37	0	0	66	53	259	950	816	147	70	45	26	392	258	330
ASV_58_16S_3.200	0	0	0	0	0	5	15	0	0	86	105	138	36	11	6	0	0	0	0	0	7	14
ASV_62_16S_3.200	36	33	59	40	31	27	0	63	0	0	7	0	0	141	24	125	0	37	0	43	16	0
ASV_67_16S_3.200	14	18	39	40	0	11	0	22	0	0	5	0	4	12	4	37	4	25	6	0	9	4
ASV_68_16S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	65	0	64	0	87	0	0
ASV_69_16S_3.200	0	0	21	9	0	23	27	53	0	4	20	0	45	236	26	80	27	27	14	118	14	91
ASV_70_16S_3.200	19	0	0	0	12	27	91	78	0	14	0	0	16	72	14	0	16	67	12	64	0	39
ASV_72_16S_3.200	0	10	24	0	12	0	23	10	0	11	17	0	0	187	11	47	0	39	0	49	19	22
ASV_77_16S_3.200	8	26	24	62	10	0	34	107	0	0	0	0	10	49	6	0	0	0	20	31	0	0
ASV_79_16S_3.200	9	0	21	0	13	30	26	33	0	0	0	0	31	172	201	82	20	32	0	18	0	62
ASV_80_16S_3.200	0	28	25	0	0	0	14	0	0	0	18	0	0	141	31	21	0	0	0	0	0	33
ASV_87_16S_3.200	0	3	63	83	23	32	935	11	0	0	0	0	0	154	0	65	0	18	105	206	32	0
ASV_88_16S_3.200	14	0	0	87	0	0	14	8	0	12	31	0	18	122	105	38	0	54	57	47	25	67
ASV_90_16S_3.200	0	39	86	0	0	0	45	39	24	0	43	0	324	492	165	206	0	0	18	665	50	467
ASV_91_16S_3.200	24	107	68	20	5	62	70	11	0	61	359	40	16	63	336	755	47	115	59	88	40	743
ASV_95_16S_3.200	0	8	29	16	8	14	26	10	0	5	0	0	0	155	0	68	0	41	0	18	19	19
ASV_96_16S_3.200	50	84	84	92	0	420	1218	0	19	71	0	48	175	0	52	158	202	130	233	57	221	94
ASV_101_16S_3.200	0	34	52	0	127	120	60	14	0	0	38	0	62	116	0	52	52	76	226	59	58	48
ASV_103_16S_3.200	0	78	36	15	0	0	0	14	0	0	0	0	0	53	0	90	0	0	0	18	0	15
ASV_104_16S_3.200	0	12	14	37	39	28	24	48	0	20	0	0	0	82	0	16	16	27	0	43	15	34
ASV_107_16S_3.200	0	27	15	41	0	33	69	34	0	8	0	0	0	26	0	0	0	11	9	27	0	0
ASV_109_16S_3.200	0	17	20	0	36	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV_112_16S_3.200	11	95	183	102	75	151	131	66	0	166	243	28	61	130	293	563	194	250	145	159	77	148
ASV_113_16S_3.200	0	11	36	64	16	27	39	31	81	119	38	94	88	69	445	59	394	0	14	0	0	14
ASV_116_16S_3.200	7	17	34	12	14	7	0	8	0	0	0	0	0	77	9	56	0	24	0	16	0	10
ASV_117_16S_3.200	0	0	0	0	0	0	25	0	0	0	0	0	0	78	0	0	0	0	0	24	0	54
ASV_118_16S_3.200	0	9	15	9	0	7	15	18	0	0	0	0	38	86	34	144	30	26	0	68	39	46
ASV_120_16S_3.200	0	55	29	0	2	22	43	0	0	0	0	0	0	151	0	0	0	4	0	22	0	8
ASV_125_16S_3.200	0	21	42	0	0	0	21	0	0	0	0	0	31	570	319	29	0	0	0	97	68	106
ASV_126_16S_3.200	0	0	0	8	0	8	10	20	0	0	0	7	25	58	5	23	0	8	0	13	12	0
ASV_128_16S_3.200	0	14	19	19	0	14	18	0	0	0	0	0	0	96	0	56	0	31	0	89	17	15
ASV_133_16S_3.200	0	46	24	0	0	0	0	16	83	0	0	0	0	109	324	56	337	0	14	10	49	898
ASV_149_16S_3.200	0	11	13	11	0	36	41	18	0	4	0	0	0	56	14	46	0	18	0	32	0	0
ASV_155_16S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	45	0	48	0	82	0	0
ASV_159_16S_3.200	0	17	12	0	44	18	0	32	0	0	0	0	0	57	0	40	19	43	0	113	0	15
ASV_165_16S_3.200	0	65	0	18	13	14	20	32	0	0	0	0	0	22	12	87	0	0	0	9	0	0
ASV_167_16S_3.200	10	8	0	0	8	0	17	27	0	0	0	0	0	177	25	49	0	0	0	44	0	19
ASV_171_16S_3.200	6	38	38	11	0	45	13	0	0	130	107	0	36	35	168	380	114	26	11	73	18	22
ASV_174_16S_3.200	20	10	10	50	0	19	26	69	0	0	0	0	0	27	0	0	0	0	0	0	5	0
ASV_182_16S_3.200	0	9	0	0	0	12	0	0	0	0	0	0	5	54	0	41	0	10	0	0	0	0
ASV_183_16S_3.200	0	0	26	40	0	0	7	0	0	0	0	0	12	133	44	13	0	0	0	36	0	24
ASV_184_16S_3.200	0	0	28	0	0	27	0	0	0	0	0	0	0	153	43	142	0	0	0	0	0	167
ASV_190_16S_3.200	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	56	0	57	4	0	0	0
ASV_191_16S_3.200	0	18	0	0	0	0	0	11	0	0	0	101	0	37	199	113	0	0	0	0	0	25
ASV_195_16S_3.200	0	0	0	0	0	6	12	0	2833	0	1738	0	21	12	19	0	0	14	0	0	43	0
ASV_200_16S_3.200	0	21	28	87	76	98	73	0	70	252	42	9	93	23	201	122	316	156	128	43	90	242
ASV_201_16S_3.200	0	0	0	0	0	32	31	0	0	46	0	0	0	0	0	0	0	0	58	0	0	0
ASV_205_16S_3.200	0	68	22	0	0	26	6	24	0	0	143	22	15	39	58	625	0	76	23	71	32	186
ASV_209_16S_3.200	0	10	65	0	0	0	58	0	0	0	0	0	0	20	0	0	0	0	0	64	0	0
ASV_208_16S_3.200	0	0	0	13	0	0	25	20	0	0	20	0	0	50	17	49	16	0	0	0	0	24
ASV_213_16S_3.200	9	0	0	0	0	7	4	0	0	14	0	2	0	76	0	17	0	16	3	16	4	0
ASV_216_16S_3.200	108	32	74	113	147	116	48	59	29	55	139	101	57	21	18	44	91	99	63	20	70	70
ASV_219_16S_3.200	0	0	30	0	0	0	6	0	0	0	0	13	25	119	88	57	0	0	13	27	0	23
ASV_229_16S_3.200	0	0	0	0	26	640	77	89	9	0	19	3	0	4	0	276	0	0	18	0	78	0
ASV_230_16S_3.200	0	0	0	0	0	0	24	17	0	0	0	0	20	29	0	0	0	16	0	0	0	0
ASV_232_16S_3.200	0	0	0	6	0	9	0	0	0	0	14	20	0	78	56	18	17	0	94	38	30	0
ASV_235_16S_3.200	81	87	28	35	100	119	37	49	88	61	100	24	38	78	59	22	65	112	95	53	77	60
ASV_237_16S_3.200	0	4	3	4	8	18	6	4	1	8	9	3	6	38	23	28	13	4	0	20	13	31
ASV_240_16S_3.200	0	0	0	0	0	0	0	0	0	0	0	0	0	472	9	18	0	0	0	0	0	16
ASV_241_16S_3.200	0	10	0	0	7	0	52	27	0	0	3	0	0	31	0	31	0	0	0	52	10	0
